year,month,day,hour,ausleihen,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,starttime,ausleihe1woche,ausleihe1stunde,ausleihe2stunde,ausleihe2woche,ausleihe3woche,rueckgabe1stunde,abweichung,ausleihpredict
2015,5,22,6,4,1.0,0,4,1,14,0.0,69,15,1,2015-05-22 06:00:00,4,0,0,8,3,1,0.0,4.7960906
2015,5,22,7,11,1.0,0,4,1,15,0.0,62,17,1,2015-05-22 07:00:00,9,4,0,8,11,6,22.22222222222222,9.848341
2015,5,22,8,16,0.9375,0,4,1,17,0.0,55,19,1,2015-05-22 08:00:00,19,11,4,19,19,16,15.789473684210526,18.920715
2015,5,22,10,11,0.5454545454545454,0,4,1,20,0.0,45,21,1,2015-05-22 10:00:00,21,15,16,11,8,19,0.0,12.584993
2015,5,22,13,17,0.8823529411764706,0,4,1,20,0.0,44,22,1,2015-05-22 13:00:00,17,13,23,13,15,13,13.333333333333334,13.7670355
2015,5,22,15,19,0.8421052631578947,0,4,1,20,0.0,49,23,1,2015-05-22 15:00:00,24,49,17,27,15,42,20.833333333333336,25.679302
2015,5,22,16,19,0.7894736842105263,0,4,1,19,0.0,52,20,1,2015-05-22 16:00:00,40,19,49,27,30,12,36.66666666666666,27.54473
2015,5,22,17,31,0.8709677419354839,0,4,1,18,0.0,55,17,1,2015-05-22 17:00:00,50,19,19,46,33,24,32.608695652173914,40.280323
2015,5,22,18,33,0.8484848484848485,0,4,1,17,0.0,58,14,1,2015-05-22 18:00:00,38,31,19,41,23,44,13.157894736842104,35.5123
2015,5,22,20,11,0.7272727272727273,0,4,1,15,0.0,57,19,1,2015-05-22 20:00:00,2,23,33,18,8,27,37.5,9.507493
2015,5,22,21,1,1.0,0,4,1,14,0.0,56,22,1,2015-05-22 21:00:00,1,11,23,10,1,11,0.0,3.9000313
2015,5,22,23,2,1.0,0,4,1,12,0.0,53,22,1,2015-05-22 23:00:00,3,1,1,3,2,3,33.33333333333333,2.0645068
2015,5,23,8,7,0.7142857142857143,0,5,0,12,0.0,39,14,1,2015-05-23 08:00:00,5,4,3,11,10,4,30.0,9.001205
2015,5,23,10,13,0.7692307692307693,0,5,0,15,0.0,34,13,1,2015-05-23 10:00:00,16,9,7,16,17,3,18.75,13.176991
2015,5,23,11,12,0.75,0,5,0,17,0.0,35,12,1,2015-05-23 11:00:00,17,13,9,17,28,14,29.411764705882355,19.45215
2015,5,23,12,16,0.5,0,5,0,19,0.0,36,11,1,2015-05-23 12:00:00,18,12,13,25,31,30,36.0,24.613955
2015,5,23,13,22,0.4545454545454545,0,5,0,19,0.0,36,11,1,2015-05-23 13:00:00,26,16,12,28,32,14,21.428571428571427,25.647432
2015,5,23,15,25,0.64,0,5,0,20,0.0,38,12,1,2015-05-23 15:00:00,32,43,22,24,42,47,21.875,35.826164
2015,5,23,16,38,0.3684210526315789,0,5,0,18,0.0,45,14,1,2015-05-23 16:00:00,24,25,43,29,30,27,31.03448275862069,27.99926
2015,5,24,8,3,1.0,0,6,0,18,0.0,52,15,1,2015-05-24 08:00:00,2,1,0,4,6,2,25.0,4.6644692
2015,5,24,9,8,0.625,0,6,0,20,0.0,49,16,1,2015-05-24 09:00:00,15,3,1,7,10,6,20.0,8.307817
2015,5,24,10,15,0.3333333333333333,0,6,0,21,0.0,47,15,1,2015-05-24 10:00:00,23,8,3,25,15,13,34.78260869565217,17.332819
2015,5,24,11,16,0.625,0,6,0,22,0.0,44,14,1,2015-05-24 11:00:00,27,15,8,23,36,20,40.74074074074074,26.078861
2015,5,24,12,34,0.6176470588235294,0,6,0,23,0.0,42,13,1,2015-05-24 12:00:00,35,16,15,26,31,20,9.67741935483871,27.78798
2015,5,24,13,40,0.35,0,6,0,23,0.0,42,15,1,2015-05-24 13:00:00,39,34,16,36,33,40,11.11111111111111,35.81243
2015,5,24,14,28,0.3571428571428571,0,6,0,23,0.0,43,17,1,2015-05-24 14:00:00,54,40,34,28,51,36,45.09803921568628,42.567337
2015,5,24,15,41,0.4634146341463415,0,6,0,23,0.0,44,19,1,2015-05-24 15:00:00,37,28,40,44,35,30,10.81081081081081,36.64637
2015,5,24,16,29,0.6551724137931034,0,6,0,21,0.0,52,18,1,2015-05-24 16:00:00,31,41,28,31,48,38,6.451612903225806,38.138824
2015,5,24,17,52,0.5,0,6,0,20,0.0,61,18,1,2015-05-24 17:00:00,49,29,41,27,42,34,23.809523809523807,40.170227
2015,5,24,18,28,0.6071428571428571,0,6,0,19,0.0,69,17,1,2015-05-24 18:00:00,26,52,29,21,16,45,33.33333333333333,26.349022
2015,5,24,19,35,0.4285714285714285,0,6,0,18,0.0,72,18,1,2015-05-24 19:00:00,35,28,52,37,42,45,5.405405405405405,35.61161
2015,5,24,20,14,0.6428571428571429,0,6,0,17,0.0,75,19,1,2015-05-24 20:00:00,24,35,28,18,18,36,22.22222222222222,20.161877
2015,5,24,22,5,1.0,0,6,0,15,0.0,80,17,1,2015-05-24 22:00:00,4,13,14,7,1,8,25.0,3.8168995
2015,5,25,9,6,0.6666666666666666,1,0,0,23,0.0,60,15,1,2015-05-25 09:00:00,14,4,0,8,11,7,45.45454545454545,8.966146
2015,5,25,10,10,0.8,1,0,0,24,0.0,57,16,1,2015-05-25 10:00:00,14,6,4,7,11,6,9.090909090909092,8.717156
2015,5,25,17,41,0.4390243902439024,1,0,0,23,0.0,64,24,1,2015-05-25 17:00:00,36,63,50,31,53,67,13.88888888888889,47.01808
2015,5,25,18,45,0.6444444444444445,1,0,0,21,0.0,70,21,1,2015-05-25 18:00:00,18,41,63,33,45,37,36.36363636363637,35.791954
2015,5,25,19,27,0.5185185185185185,1,0,0,21,0.0,72,23,1,2015-05-25 19:00:00,28,45,41,29,40,31,6.896551724137931,32.186558
2015,5,25,21,9,0.7777777777777778,1,0,0,19,0.0,75,26,1,2015-05-25 21:00:00,8,28,27,15,14,24,35.714285714285715,13.183222
2015,5,26,6,2,1.0,0,1,1,18,0.0,80,14,1,2015-05-26 06:00:00,6,1,0,3,3,1,33.33333333333333,4.7050114
2015,5,26,7,13,0.9230769230769232,0,1,1,20,0.0,75,16,1,2015-05-26 07:00:00,4,2,1,15,9,7,44.44444444444444,10.054003
2015,5,26,8,17,1.0,0,1,1,22,0.0,71,18,1,2015-05-26 08:00:00,16,13,2,23,23,12,26.08695652173913,20.433804
2015,5,26,10,9,0.6666666666666666,0,1,1,24,0.0,63,21,1,2015-05-26 10:00:00,8,17,17,7,14,16,12.5,9.5778475
2015,5,26,11,6,1.0,0,1,1,25,0.0,60,21,1,2015-05-26 11:00:00,11,9,17,14,6,9,45.45454545454545,9.908074
2015,5,26,15,15,0.8666666666666667,0,1,1,24,0.0,65,21,1,2015-05-26 15:00:00,17,25,6,20,14,18,11.76470588235294,18.032492
2015,5,26,16,16,0.9375,0,1,1,23,0.0,68,21,1,2015-05-26 16:00:00,15,15,25,15,17,22,6.666666666666667,15.971249
2015,5,26,17,48,0.7291666666666666,0,1,1,22,0.0,71,21,1,2015-05-26 17:00:00,36,16,15,38,32,15,33.33333333333333,33.309727
2015,5,26,18,40,0.875,0,1,1,22,0.0,73,21,1,2015-05-26 18:00:00,49,48,16,47,28,34,14.893617021276595,42.230682
2015,5,26,19,41,0.7073170731707317,0,1,1,21,0.0,75,23,1,2015-05-26 19:00:00,28,40,48,28,31,37,46.42857142857143,28.90367
2015,5,26,23,2,1.0,0,1,1,18,0.0,84,16,2,2015-05-26 23:00:00,3,8,18,2,9,12,33.33333333333333,3.9859333
2015,5,27,7,12,1.0,0,2,1,21,0.1,83,19,3,2015-05-27 07:00:00,9,9,0,12,8,11,33.33333333333333,10.822184
2015,5,27,8,20,0.95,0,2,1,23,0.0,79,19,1,2015-05-27 08:00:00,16,12,9,25,17,21,17.647058823529413,20.324198
2015,5,27,9,13,0.9230769230769232,0,2,1,24,0.0,75,20,1,2015-05-27 09:00:00,16,20,12,16,5,27,18.75,12.918684
2015,5,27,10,10,0.9,0,2,1,25,0.0,73,20,1,2015-05-27 10:00:00,7,13,20,12,6,15,42.85714285714285,8.204724
2015,5,27,12,11,0.8181818181818182,0,2,1,26,0.1,69,19,1,2015-05-27 12:00:00,4,13,10,10,8,9,37.5,8.147625
2015,5,27,13,10,0.9,0,2,1,25,0.1,71,21,1,2015-05-27 13:00:00,10,11,13,10,12,13,0.0,10.491644
2015,5,27,14,13,0.8461538461538461,0,2,1,25,0.4,73,24,3,2015-05-27 14:00:00,21,10,11,10,7,8,30.0,10.657679
2015,5,27,15,20,0.7,0,2,1,24,0.5,76,27,3,2015-05-27 15:00:00,17,13,10,28,8,18,17.647058823529413,16.846964
2015,5,27,16,14,0.9285714285714286,0,2,1,23,0.2,78,26,3,2015-05-27 16:00:00,11,20,13,28,4,21,27.27272727272727,14.735999
2015,5,27,17,26,0.9615384615384616,0,2,1,23,0.9,81,25,4,2015-05-27 17:00:00,36,14,20,29,35,15,25.71428571428571,29.624771
2015,5,27,18,51,0.9019607843137256,0,2,1,22,1.2,83,24,4,2015-05-27 18:00:00,37,26,14,31,39,16,37.83783783783784,31.587416
2015,5,27,19,17,0.7647058823529411,0,2,1,21,0.6,85,23,4,2015-05-27 19:00:00,15,51,26,30,19,37,10.526315789473683,22.005358
2015,5,27,23,3,1.0,0,2,1,19,2.0,93,13,4,2015-05-27 23:00:00,3,2,6,2,4,3,0.0,1.9626639
2015,5,28,7,10,1.0,0,3,1,21,0.5,88,8,3,2015-05-28 07:00:00,11,9,0,10,9,15,0.0,11.176438
2015,5,28,8,15,1.0,0,3,1,22,0.0,84,11,1,2015-05-28 08:00:00,15,10,9,17,16,22,6.25,17.152777
2015,5,28,9,17,0.9411764705882352,0,3,1,23,0.0,79,14,1,2015-05-28 09:00:00,13,15,10,11,15,27,30.76923076923077,12.489556
2015,5,28,13,12,0.5833333333333334,0,3,1,26,0.0,63,12,1,2015-05-28 13:00:00,8,12,14,12,15,20,0.0,11.934582
2015,5,28,14,13,0.6923076923076923,0,3,1,26,0.9,63,13,4,2015-05-28 14:00:00,9,12,12,16,16,11,18.75,10.962021
2015,5,28,15,18,0.7222222222222222,0,3,1,26,1.2,64,13,4,2015-05-28 15:00:00,12,13,12,31,13,18,38.46153846153847,16.620165
2015,5,28,17,29,0.896551724137931,0,3,1,24,1.0,67,10,4,2015-05-28 17:00:00,26,26,18,41,26,20,11.538461538461538,29.784735
2015,5,28,18,32,0.8125,0,3,1,23,1.3,69,8,4,2015-05-28 18:00:00,31,29,26,51,31,30,3.225806451612903,34.76031
2015,5,28,19,31,0.8387096774193549,0,3,1,22,0.6,71,10,4,2015-05-28 19:00:00,12,32,29,51,28,22,10.714285714285714,24.981955
2015,5,28,20,24,0.8333333333333334,0,3,1,21,0.0,72,12,1,2015-05-28 20:00:00,12,31,32,22,20,27,20.0,17.858374
2015,5,29,6,3,1.0,0,4,1,19,0.0,74,9,1,2015-05-29 06:00:00,4,0,0,4,8,2,25.0,5.247388
2015,5,29,7,13,0.9230769230769232,0,4,1,21,0.0,69,8,1,2015-05-29 07:00:00,11,3,0,9,8,7,44.44444444444444,10.21981
2015,5,29,8,20,0.95,0,4,1,22,0.0,64,8,1,2015-05-29 08:00:00,16,13,3,19,19,26,5.263157894736842,19.5129
2015,5,29,9,20,0.65,0,4,1,24,0.0,59,8,1,2015-05-29 09:00:00,15,20,13,17,9,21,33.33333333333333,13.508074
2015,5,29,10,14,0.4285714285714285,0,4,1,25,0.0,57,8,1,2015-05-29 10:00:00,11,20,20,21,11,23,27.27272727272727,14.403415
2015,5,29,11,13,0.4615384615384615,0,4,1,25,0.0,55,8,1,2015-05-29 11:00:00,23,14,20,11,11,4,18.181818181818183,12.528563
2015,5,29,13,20,0.7,0,4,1,25,0.0,55,11,1,2015-05-29 13:00:00,17,18,13,17,13,22,17.647058823529413,15.815483
2015,5,29,14,28,0.6071428571428571,0,4,1,24,0.0,57,14,1,2015-05-29 14:00:00,49,20,18,24,21,23,16.666666666666664,27.643906
2015,5,29,15,21,0.7619047619047619,0,4,1,24,0.0,59,17,1,2015-05-29 15:00:00,19,28,20,24,27,32,12.5,24.768984
2015,5,29,17,41,0.8048780487804879,0,4,1,21,0.0,70,12,1,2015-05-29 17:00:00,31,42,21,50,46,32,10.869565217391305,44.755188
2015,5,29,18,41,0.8292682926829268,0,4,1,20,0.0,76,9,1,2015-05-29 18:00:00,33,41,42,38,41,46,7.894736842105263,39.9487
2015,5,29,20,14,0.8571428571428571,0,4,1,18,0.0,83,12,1,2015-05-29 20:00:00,11,32,41,2,18,27,27.27272727272727,10.884187
2015,5,29,23,2,0.5,0,4,1,17,0.0,90,9,1,2015-05-29 23:00:00,2,7,8,3,3,11,33.33333333333333,2.5161457
2015,5,30,8,9,1.0,0,5,0,23,0.0,74,16,1,2015-05-30 08:00:00,7,1,2,5,11,1,28.57142857142857,7.4923325
2015,5,30,10,16,0.5625,0,5,0,25,0.0,68,19,1,2015-05-30 10:00:00,13,11,9,16,16,9,0.0,13.221775
2015,5,30,14,22,0.5,0,5,0,25,0.2,70,25,1,2015-05-30 14:00:00,43,41,35,19,20,49,10.0,29.316504
2015,5,30,15,31,0.4516129032258064,0,5,0,24,0.3,73,27,1,2015-05-30 15:00:00,25,22,41,32,24,36,24.0,27.72943
2015,5,30,18,35,0.6285714285714286,0,5,0,22,0.3,82,24,1,2015-05-30 18:00:00,48,54,45,34,15,41,2.941176470588235,35.58132
2015,5,30,20,15,0.4666666666666667,0,5,0,20,0.2,86,24,1,2015-05-30 20:00:00,23,41,35,2,11,46,36.36363636363637,14.094218
2015,5,31,10,12,1.0,0,6,0,25,0.0,70,15,3,2015-05-31 10:00:00,15,12,8,23,25,16,47.82608695652174,17.280653
2015,5,31,11,19,0.5263157894736842,0,6,0,26,0.5,67,14,4,2015-05-31 11:00:00,16,12,12,27,23,21,17.391304347826086,18.229183
2015,5,31,12,29,0.7586206896551724,0,6,0,26,0.7,65,14,4,2015-05-31 12:00:00,34,19,12,35,26,27,14.705882352941178,27.393002
2015,5,31,13,33,0.4545454545454545,0,6,0,26,0.3,69,15,4,2015-05-31 13:00:00,40,29,19,39,36,37,15.384615384615383,34.55113
2015,5,31,14,28,0.6071428571428571,0,6,0,25,0.8,73,16,4,2015-05-31 14:00:00,28,33,29,54,28,34,0.0,33.147003
2015,5,31,15,21,0.4761904761904761,0,6,0,24,1.0,77,17,4,2015-05-31 15:00:00,41,28,33,37,44,28,48.78048780487805,36.03098
2015,5,31,16,16,0.5625,0,6,0,23,0.5,81,14,4,2015-05-31 16:00:00,29,21,28,31,31,26,48.38709677419355,26.571402
2015,6,1,9,6,1.0,0,0,1,12,1.3,96,23,3,2015-06-01 09:00:00,6,8,4,14,8,5,25.0,6.4671946
2015,6,1,18,19,0.9473684210526316,0,0,1,12,0.3,95,18,3,2015-06-01 18:00:00,45,16,6,18,33,6,42.42424242424242,25.952318
2015,6,3,6,6,1.0,0,2,1,12,0.0,86,10,1,2015-06-03 06:00:00,9,2,0,9,4,0,33.33333333333333,6.7466145
2015,6,3,7,14,0.9285714285714286,0,2,1,13,0.0,80,12,1,2015-06-03 07:00:00,12,6,2,9,12,10,16.666666666666664,11.975153
2015,6,3,8,16,1.0,0,2,1,15,0.0,74,14,1,2015-06-03 08:00:00,20,14,6,16,25,23,20.0,21.384157
2015,6,3,9,14,0.8571428571428571,0,2,1,16,0.0,68,15,1,2015-06-03 09:00:00,13,16,14,16,16,37,12.5,14.987516
2015,6,3,10,9,1.0,0,2,1,18,0.0,63,12,1,2015-06-03 10:00:00,10,14,16,7,12,14,10.0,9.345028
2015,6,3,11,18,0.7222222222222222,0,2,1,19,0.0,59,9,1,2015-06-03 11:00:00,13,9,14,8,15,6,38.46153846153847,10.541433
2015,6,3,12,13,0.5384615384615384,0,2,1,20,0.0,55,6,1,2015-06-03 12:00:00,11,18,9,4,10,19,30.0,9.91559
2015,6,3,13,13,0.3076923076923077,0,2,1,19,0.0,57,10,1,2015-06-03 13:00:00,10,13,18,10,10,18,30.0,10.53948
2015,6,3,14,11,0.6363636363636364,0,2,1,19,0.0,59,14,1,2015-06-03 14:00:00,13,13,13,21,10,15,15.384615384615383,14.303319
2015,6,3,15,20,0.6,0,2,1,18,0.0,61,18,1,2015-06-03 15:00:00,20,11,13,17,28,11,0.0,19.74912
2015,6,3,17,41,0.8048780487804879,0,2,1,16,0.0,73,14,1,2015-06-03 17:00:00,26,33,20,36,29,24,41.37931034482759,33.24677
2015,6,3,18,41,0.8536585365853658,0,2,1,15,0.0,80,12,1,2015-06-03 18:00:00,51,41,33,37,31,47,10.81081081081081,41.192886
2015,6,3,22,2,1.0,0,2,1,11,0.0,89,10,1,2015-06-03 22:00:00,2,9,16,6,3,8,33.33333333333333,3.557412
2015,6,4,6,7,1.0,0,3,1,12,0.1,85,12,3,2015-06-04 06:00:00,9,2,0,8,5,4,12.5,6.679104
2015,6,4,7,11,1.0,0,3,1,13,0.0,80,14,3,2015-06-04 07:00:00,10,7,2,11,10,10,10.0,10.772776
2015,6,4,8,15,0.9333333333333332,0,3,1,14,0.0,76,15,1,2015-06-04 08:00:00,15,11,7,15,17,17,0.0,16.369993
2015,6,4,9,10,1.0,0,3,1,16,0.0,71,16,1,2015-06-04 09:00:00,17,15,11,13,11,26,23.07692307692308,13.061193
2015,6,4,12,9,0.5555555555555556,0,3,1,18,0.0,62,12,1,2015-06-04 12:00:00,12,6,7,6,17,10,25.0,10.863135
2015,6,4,14,9,0.8888888888888888,0,3,1,16,0.1,67,15,3,2015-06-04 14:00:00,13,5,9,9,16,6,30.76923076923077,9.590425
2015,6,4,15,23,0.782608695652174,0,3,1,16,0.1,69,16,3,2015-06-04 15:00:00,18,9,5,12,31,9,27.77777777777778,16.99581
2015,6,4,16,16,0.8125,0,3,1,15,0.0,72,14,3,2015-06-04 16:00:00,26,23,9,14,47,12,38.46153846153847,25.642048
2015,6,4,17,39,0.8461538461538461,0,3,1,15,0.1,76,12,3,2015-06-04 17:00:00,29,16,23,26,41,18,34.48275862068966,30.19286
2015,6,4,18,23,0.9565217391304348,0,3,1,14,0.2,79,10,3,2015-06-04 18:00:00,32,39,16,31,51,26,28.125,37.493004
2015,6,4,19,20,0.85,0,3,1,14,0.1,81,10,3,2015-06-04 19:00:00,31,23,39,12,51,26,35.483870967741936,26.894243
2015,6,5,7,11,1.0,0,4,1,13,0.2,88,8,3,2015-06-05 07:00:00,13,6,2,11,9,7,0.0,10.945812
2015,6,5,8,19,1.0,0,4,1,14,0.2,87,9,3,2015-06-05 08:00:00,20,11,6,16,19,16,0.0,17.381128
2015,6,5,9,11,0.9090909090909092,0,4,1,14,0.3,87,10,3,2015-06-05 09:00:00,20,19,11,15,17,30,35.294117647058826,15.627843
2015,6,5,13,10,0.8,0,4,1,19,0.1,70,7,3,2015-06-05 13:00:00,20,6,1,17,17,5,41.17647058823529,13.343153
2015,6,5,15,19,0.8947368421052632,0,4,1,19,0.0,73,12,1,2015-06-05 15:00:00,21,11,10,19,24,16,9.523809523809524,19.472082
2015,6,5,16,24,0.7916666666666666,0,4,1,18,0.0,77,10,1,2015-06-05 16:00:00,42,19,11,19,40,18,40.0,29.78222
2015,6,5,17,44,0.8636363636363636,0,4,1,17,0.0,81,7,1,2015-06-05 17:00:00,41,24,19,31,50,16,7.317073170731707,39.122196
2015,6,5,18,29,0.9310344827586208,0,4,1,17,0.0,85,5,1,2015-06-05 18:00:00,41,44,24,33,38,24,23.684210526315788,37.840363
2015,6,5,19,21,0.9047619047619048,0,4,1,16,0.0,87,6,1,2015-06-05 19:00:00,32,29,44,23,12,36,8.695652173913043,21.492079
2015,6,5,20,9,1.0,0,4,1,15,0.0,89,6,1,2015-06-05 20:00:00,14,21,29,11,2,17,18.181818181818183,8.126709
2015,6,5,23,2,1.0,0,4,1,14,0.0,93,3,2,2015-06-05 23:00:00,2,1,6,2,3,5,0.0,1.858867
2015,6,6,8,6,1.0,0,5,0,19,0.5,79,18,3,2015-06-06 08:00:00,9,1,2,7,5,1,14.285714285714285,6.638729
2015,6,6,9,7,1.0,0,5,0,20,0.6,73,24,3,2015-06-06 09:00:00,11,6,1,9,3,7,22.22222222222222,6.4218063
2015,6,6,11,9,0.4444444444444444,0,5,0,21,0.5,63,21,3,2015-06-06 11:00:00,26,4,7,12,17,9,47.05882352941176,14.140708
2015,6,6,12,16,0.5,0,5,0,22,0.6,58,20,3,2015-06-06 12:00:00,35,9,4,16,18,14,11.11111111111111,19.352718
2015,6,6,13,21,0.7142857142857143,0,5,0,22,0.3,53,20,3,2015-06-06 13:00:00,41,16,9,22,26,25,19.230769230769237,25.648096
2015,6,6,16,43,0.6511627906976745,0,5,0,21,0.0,49,16,1,2015-06-06 16:00:00,45,47,44,38,24,43,13.157894736842104,37.49305
2015,6,6,17,37,0.5945945945945946,0,5,0,20,0.0,54,12,1,2015-06-06 17:00:00,54,43,47,43,25,41,13.953488372093023,43.80302
2015,6,6,18,30,0.4666666666666667,0,5,0,20,0.0,59,8,1,2015-06-06 18:00:00,35,37,43,48,34,48,14.285714285714285,41.65777
2015,6,6,19,25,0.72,0,5,0,19,0.0,62,8,1,2015-06-06 19:00:00,41,30,37,33,8,40,24.24242424242424,26.992731
2015,6,6,20,19,0.631578947368421,0,5,0,18,0.0,65,8,1,2015-06-06 20:00:00,15,25,30,23,2,22,26.666666666666668,13.273798
2015,6,7,9,14,0.5,0,6,0,20,0.0,61,7,1,2015-06-07 09:00:00,12,8,3,8,15,7,16.666666666666664,9.955958
2015,6,7,11,26,0.6538461538461539,0,6,0,20,0.0,63,14,1,2015-06-07 11:00:00,19,26,14,16,27,23,36.84210526315789,21.314665
2015,6,7,12,23,0.6521739130434783,0,6,0,20,0.0,63,17,1,2015-06-07 12:00:00,29,26,26,34,35,36,32.35294117647059,32.57341
2015,6,7,13,36,0.5833333333333334,0,6,0,20,0.0,64,19,1,2015-06-07 13:00:00,33,23,26,40,39,28,7.6923076923076925,34.237
2015,6,7,15,37,0.5945945945945946,0,6,0,19,0.0,67,23,1,2015-06-07 15:00:00,21,43,36,41,37,51,0.0,36.482765
2015,6,7,17,60,0.5,0,6,0,17,0.0,68,21,1,2015-06-07 17:00:00,7,50,37,52,49,41,22.448979591836736,42.506695
2015,6,7,18,37,0.7027027027027027,0,6,0,16,0.0,69,20,1,2015-06-07 18:00:00,1,60,50,28,26,56,42.30769230769231,26.362701
2015,6,7,19,44,0.7272727272727273,0,6,0,15,0.0,70,20,1,2015-06-07 19:00:00,1,37,60,35,35,46,25.71428571428571,25.973318
2015,6,7,20,15,0.4666666666666667,0,6,0,15,0.0,72,21,1,2015-06-07 20:00:00,2,44,37,14,24,32,7.142857142857142,15.880411
2015,6,7,22,4,1.0,0,6,0,15,0.0,76,19,1,2015-06-07 22:00:00,1,5,15,5,4,6,0.0,2.590185
2015,6,8,12,10,0.4,0,0,1,24,0.2,66,22,3,2015-06-08 12:00:00,0,3,3,38,7,4,42.85714285714285,10.550453
2015,6,8,14,13,0.7692307692307693,0,0,1,24,0.0,70,27,1,2015-06-08 14:00:00,6,7,10,38,16,9,18.75,15.420992
2015,6,8,15,14,0.7857142857142857,0,0,1,24,0.0,71,29,1,2015-06-08 15:00:00,7,13,7,50,14,12,0.0,19.879095
2015,6,8,16,13,0.6923076923076923,0,0,1,23,0.0,75,26,1,2015-06-08 16:00:00,6,14,13,63,15,5,13.333333333333334,20.995413
2015,6,8,17,30,0.8333333333333334,0,0,1,22,0.5,78,22,3,2015-06-08 17:00:00,16,13,14,41,36,18,16.666666666666664,28.630312
2015,6,8,19,24,0.8333333333333334,0,0,1,21,0.3,85,22,3,2015-06-08 19:00:00,2,67,30,27,28,51,11.11111111111111,22.887468
2015,6,8,21,9,1.0,0,0,1,19,2.0,91,27,4,2015-06-08 21:00:00,3,26,24,9,8,26,12.5,6.218038
2015,6,9,5,1,1.0,0,1,1,19,0.1,92,15,3,2015-06-09 05:00:00,2,0,0,1,1,0,0.0,1.6017035
2015,6,9,8,17,0.8823529411764706,0,1,1,21,0.3,86,18,3,2015-06-09 08:00:00,8,11,9,17,16,14,6.25,13.999604
2015,6,9,9,9,1.0,0,1,1,22,0.4,84,20,3,2015-06-09 09:00:00,6,17,11,17,8,29,12.5,10.2160225
2015,6,9,11,8,1.0,0,1,1,24,1.1,72,18,4,2015-06-09 11:00:00,1,4,9,6,11,5,33.33333333333333,4.547474
2015,6,9,12,9,0.8888888888888888,0,1,1,25,1.5,67,17,4,2015-06-09 12:00:00,2,8,4,21,9,4,0.0,8.214836
2015,6,9,13,7,0.8571428571428571,0,1,1,25,0.7,65,19,4,2015-06-09 13:00:00,4,9,8,6,13,14,16.666666666666664,7.050222
2015,6,9,15,17,0.8823529411764706,0,1,1,24,0.6,62,25,3,2015-06-09 15:00:00,4,17,7,15,17,16,13.333333333333334,12.097807
2015,6,9,17,33,0.8787878787878788,0,1,1,22,0.5,69,18,3,2015-06-09 17:00:00,3,6,17,48,36,14,8.333333333333332,25.775763
2015,6,9,19,41,0.902439024390244,0,1,1,20,0.4,75,14,3,2015-06-09 19:00:00,0,61,33,41,28,48,46.42857142857143,26.574156
2015,6,9,20,23,0.9565217391304348,0,1,1,20,0.0,77,14,1,2015-06-09 20:00:00,1,41,61,35,18,36,27.77777777777778,20.026154
2015,6,9,21,10,1.0,0,1,1,19,0.0,79,14,1,2015-06-09 21:00:00,3,23,41,18,14,25,28.57142857142857,12.333948
2015,6,9,22,8,0.75,0,1,1,18,0.0,81,11,1,2015-06-09 22:00:00,1,10,23,8,10,11,0.0,5.973646
2015,6,10,6,11,1.0,0,2,1,21,0.0,76,2,1,2015-06-10 06:00:00,6,0,0,9,9,4,22.22222222222222,7.9279585
2015,6,10,7,14,0.6428571428571429,0,2,1,22,0.0,71,4,1,2015-06-10 07:00:00,14,11,0,12,9,16,16.666666666666664,13.926914
2015,6,10,9,8,1.0,0,2,1,24,0.0,61,9,1,2015-06-10 09:00:00,14,30,14,13,16,38,42.85714285714285,15.87592
2015,6,10,10,10,0.9,0,2,1,24,0.0,59,11,1,2015-06-10 10:00:00,9,8,30,10,7,21,11.11111111111111,8.572905
2015,6,10,11,9,0.5555555555555556,0,2,1,24,0.0,57,13,1,2015-06-10 11:00:00,18,10,8,13,8,8,30.76923076923077,11.80138
2015,6,10,12,11,0.8181818181818182,0,2,1,25,0.0,55,15,1,2015-06-10 12:00:00,13,9,10,11,4,9,0.0,10.061462
2015,6,10,13,10,0.5,0,2,1,24,0.0,58,15,1,2015-06-10 13:00:00,13,11,9,10,10,12,0.0,10.823958
2015,6,10,15,11,0.7272727272727273,0,2,1,23,0.0,64,14,1,2015-06-10 15:00:00,20,24,10,20,17,22,45.0,20.032616
2015,6,10,17,38,0.8421052631578947,0,2,1,22,0.0,70,13,1,2015-06-10 17:00:00,41,30,11,26,36,24,5.555555555555555,35.448082
2015,6,10,18,48,0.8125,0,2,1,21,0.0,73,13,1,2015-06-10 18:00:00,41,38,30,51,37,29,17.073170731707318,42.35019
2015,6,10,23,2,0.5,0,2,1,19,0.0,81,15,1,2015-06-10 23:00:00,1,8,22,3,3,10,33.33333333333333,2.5846608
2015,6,11,6,9,1.0,0,3,1,21,0.0,76,14,1,2015-06-11 06:00:00,7,0,0,9,8,2,12.5,7.283656
2015,6,11,7,9,0.8888888888888888,0,3,1,23,0.0,70,16,1,2015-06-11 07:00:00,11,9,0,10,11,21,18.181818181818183,12.572063
2015,6,11,10,4,1.0,0,3,1,27,0.0,57,17,1,2015-06-11 10:00:00,7,21,25,15,5,28,42.85714285714285,9.839712
2015,6,11,11,4,0.75,0,3,1,28,0.0,55,15,1,2015-06-11 11:00:00,6,4,21,14,1,5,33.33333333333333,6.3322296
