start,year,month,day,hour,rueckgaben_predict,rueckgaben_real,ausleihen_real,ausleihen_predicted,real_differenz,predicted_differenz,differenz_mape
2019-06-24 08:00:00,2019,6,24,8,73.416016,87,28,23.843586,-59,-49.57243,15.978932203389837
2019-06-24 09:00:00,2019,6,24,9,36.6106,41,28,22.923365,-13,-13.687234999999998,5.286423076923059
2019-06-24 15:00:00,2019,6,24,15,16.804436,13,17,15.815938,4,-0.9884979999999999,124.71244999999999
2019-06-24 16:00:00,2019,6,24,16,20.03146,19,21,19.210966,2,-0.8204940000000001,141.0247
2019-06-24 17:00:00,2019,6,24,17,41.638813,53,48,45.722054,-5,4.083241000000001,181.66482000000002
2019-06-24 19:00:00,2019,6,24,19,44.036373,54,58,52.449364,4,8.412991000000005,110.32477500000013
2019-06-24 21:00:00,2019,6,24,21,14.744601,8,22,16.952942,14,2.2083410000000008,84.2261357142857
2019-06-24 22:00:00,2019,6,24,22,5.5911226,7,5,7.2880263,-2,1.6969037,184.84518500000001
2019-06-25 09:00:00,2019,6,25,9,24.826717,14,26,21.200823,12,-3.625893999999999,130.21578333333332
2019-06-25 10:00:00,2019,6,25,10,12.719547,13,8,11.22674,-5,-1.4928070000000009,70.14385999999998
2019-06-25 11:00:00,2019,6,25,11,11.020886,11,9,11.937744,-2,0.9168579999999995,145.8429
2019-06-25 12:00:00,2019,6,25,12,12.591254,16,10,10.14609,-6,-2.445164,59.24726666666666
2019-06-25 13:00:00,2019,6,25,13,13.976931,12,12,10.681483,0,-3.2954480000000004,0.0
2019-06-25 14:00:00,2019,6,25,14,18.117666,22,22,12.013512,0,-6.104153999999999,0.0
2019-06-25 15:00:00,2019,6,25,15,21.774467,18,14,19.081915,-4,-2.6925520000000027,32.68619999999993
2019-06-25 17:00:00,2019,6,25,17,47.0811,55,61,60.936966,6,13.855865999999999,130.9311
2019-06-25 19:00:00,2019,6,25,19,34.948822,32,36,40.972992,4,6.024169999999998,50.60424999999995
2019-06-25 20:00:00,2019,6,25,20,20.610447,29,33,27.116705,4,6.506257999999999,62.65644999999998
2019-06-25 22:00:00,2019,6,25,22,7.1264057,4,9,9.338528,5,2.2121223,55.757554
2019-06-26 08:00:00,2019,6,26,8,77.68212,77,29,30.834166,-48,-46.847954,2.4000958333333307
2019-06-26 09:00:00,2019,6,26,9,39.0414,28,27,23.368216,-1,-15.673184000000003,1467.3184000000003
2019-06-26 10:00:00,2019,6,26,10,17.052647,13,15,12.856712,2,-4.195935,309.79675000000003
2019-06-26 12:00:00,2019,6,26,12,11.630283,14,8,10.370499,-6,-1.2597839999999998,79.0036
2019-06-26 13:00:00,2019,6,26,13,11.75243,15,17,11.874762,2,0.12233200000000011,93.8834
2019-06-26 14:00:00,2019,6,26,14,18.782673,17,19,15.691505,2,-3.0911679999999997,254.55839999999998
2019-06-26 15:00:00,2019,6,26,15,25.295902,27,22,29.115755,-5,3.8198529999999984,176.39705999999998
2019-06-26 16:00:00,2019,6,26,16,22.856548,27,23,24.610527,-4,1.753979000000001,143.84947500000004
2019-06-26 17:00:00,2019,6,26,17,46.171726,56,53,49.21958,-3,3.047854000000001,201.59513333333337
2019-06-26 18:00:00,2019,6,26,18,58.36709,76,113,81.13002,37,22.762930000000004,38.47856756756756
2019-06-26 19:00:00,2019,6,26,19,43.396564,51,56,56.04965,5,12.653086000000002,153.06172000000004
2019-06-27 09:00:00,2019,6,27,9,28.539257,28,26,18.56618,-2,-9.973077,398.65385
2019-06-27 13:00:00,2019,6,27,13,14.421477,17,17,12.408554,0,-2.012922999999999,0.0
2019-06-27 14:00:00,2019,6,27,14,12.7589035,17,14,17.2894,-3,4.5304965,251.01655
2019-06-27 15:00:00,2019,6,27,15,15.61829,25,24,15.3308735,-1,-0.28741650000000085,71.25834999999992
2019-06-28 06:00:00,2019,6,28,6,10.458874,12,11,7.0876284,-1,-3.3712456,237.12456
2019-06-28 07:00:00,2019,6,28,7,33.24178,33,20,16.167822,-13,-17.073957999999998,31.338138461538446
2019-06-28 08:00:00,2019,6,28,8,52.59832,46,28,25.11338,-18,-27.48494,52.69411111111112
2019-06-28 09:00:00,2019,6,28,9,27.111115,32,23,22.098211,-9,-5.0129040000000025,44.301066666666635
2019-06-28 11:00:00,2019,6,28,11,16.79842,14,16,11.998416,2,-4.8000039999999995,340.00019999999995
2019-06-28 12:00:00,2019,6,28,12,13.713074,8,8,12.195217,0,-1.5178570000000011,0.0
2019-06-28 13:00:00,2019,6,28,13,17.319252,23,13,16.369932,-10,-0.9493200000000002,90.5068
2019-06-28 14:00:00,2019,6,28,14,25.809195,24,34,25.067034,10,-0.7421609999999994,107.42160999999999
2019-06-28 15:00:00,2019,6,28,15,36.58693,33,24,27.022526,-9,-9.564404000000003,6.271155555555591
2019-06-28 16:00:00,2019,6,28,16,47.422726,34,46,47.57039,12,0.147664000000006,98.76946666666662
2019-06-28 17:00:00,2019,6,28,17,50.93769,51,69,76.29858,18,25.360889999999998,40.89383333333332
2019-06-28 18:00:00,2019,6,28,18,51.020977,47,79,62.908997,32,11.888019999999997,62.84993750000001
2019-06-28 19:00:00,2019,6,28,19,39.558636,32,43,46.614914,11,7.056277999999999,35.85201818181819
2019-06-29 07:00:00,2019,6,29,7,6.7810755,9,3,6.11286,-6,-0.6682154999999996,88.86307500000001
2019-06-29 09:00:00,2019,6,29,9,22.363537,20,15,16.477777,-5,-5.885760000000001,17.715200000000024
2019-06-29 11:00:00,2019,6,29,11,43.136433,38,25,30.883345,-13,-12.253087999999998,5.745476923076938
2019-06-29 12:00:00,2019,6,29,12,49.082127,38,43,42.87208,5,-6.210047000000003,224.20094000000006
2019-06-29 13:00:00,2019,6,29,13,51.062733,43,31,45.89573,-12,-5.167003000000001,56.941641666666655
2019-06-29 14:00:00,2019,6,29,14,47.14663,47,41,50.557556,-6,3.4109259999999963,156.84876666666662
2019-06-29 15:00:00,2019,6,29,15,56.535755,43,39,49.767128,-4,-6.768627000000002,69.21567500000006
2019-06-29 16:00:00,2019,6,29,16,50.10161,32,39,52.96433,7,2.862719999999996,59.104000000000056
2019-06-29 19:00:00,2019,6,29,19,24.65583,27,19,25.157532,-8,0.5017019999999981,106.27127499999997
2019-06-29 21:00:00,2019,6,29,21,11.57617,14,15,13.921873,1,2.3457030000000003,134.57030000000003
2019-06-29 23:00:00,2019,6,29,23,5.820095,6,5,4.892995,-1,-0.9271000000000003,7.289999999999974
2019-06-30 08:00:00,2019,6,30,8,9.406409,12,10,9.571655,-2,0.16524599999999978,108.26229999999998
2019-06-30 10:00:00,2019,6,30,10,30.796478,21,27,26.791002,6,-4.005476000000002,166.75793333333334
2019-06-30 11:00:00,2019,6,30,11,37.55173,24,23,31.458559,-1,-6.093170999999998,509.3170999999998
2019-06-30 12:00:00,2019,6,30,12,44.28728,36,27,36.995163,-9,-7.292117000000005,18.976477777777724
2019-06-30 13:00:00,2019,6,30,13,37.02786,33,39,36.471306,6,-0.5565539999999984,109.27589999999998
2019-06-30 14:00:00,2019,6,30,14,38.36646,30,35,34.00619,5,-4.36027,187.2054
2019-06-30 18:00:00,2019,6,30,18,33.43993,25,25,39.62169,0,6.181760000000004,0.0
2019-06-30 19:00:00,2019,6,30,19,26.551289,33,26,24.17411,-7,-2.3771790000000017,66.04029999999997
2019-06-30 20:00:00,2019,6,30,20,16.828623,10,20,21.68724,10,4.858616999999999,51.41383000000002
2019-07-01 07:00:00,2019,7,1,7,39.98458,40,18,15.149653,-22,-24.834927,12.88603181818182
2019-07-01 08:00:00,2019,7,1,8,63.88547,62,23,23.989225,-39,-39.89624499999999,2.2980641025640853
2019-07-01 09:00:00,2019,7,1,9,33.116447,22,25,20.673552,3,-12.442895,514.7631666666666
2019-07-01 10:00:00,2019,7,1,10,15.015188,17,10,12.897165,-7,-2.118023000000001,69.74252857142856
2019-07-01 12:00:00,2019,7,1,12,13.61258,14,14,10.230622,0,-3.381957999999999,0.0
2019-07-01 17:00:00,2019,7,1,17,41.040672,37,69,40.25593,32,-0.7847420000000014,102.45231875
2019-07-01 18:00:00,2019,7,1,18,48.373493,72,95,53.081642,23,4.708148999999999,79.52978695652175
2019-07-01 19:00:00,2019,7,1,19,42.949318,47,55,47.96277,8,5.013452000000001,37.33184999999999
2019-07-01 20:00:00,2019,7,1,20,28.04047,32,44,31.831926,12,3.791456,68.40453333333333
2019-07-01 21:00:00,2019,7,1,21,10.137577,10,18,15.391338,8,5.253760999999999,34.32798750000001
2019-07-02 09:00:00,2019,7,2,9,24.181965,26,21,25.527008,-5,1.3450429999999969,126.90085999999994
2019-07-02 12:00:00,2019,7,2,12,14.259202,11,6,9.444357,-5,-4.814845,3.7030999999999996
2019-07-02 13:00:00,2019,7,2,13,10.364735,7,10,8.484903,3,-1.8798320000000004,162.6610666666667
2019-07-02 14:00:00,2019,7,2,14,15.159712,15,18,12.09005,3,-3.069662000000001,202.3220666666667
2019-07-02 16:00:00,2019,7,2,16,22.482697,33,23,19.383749,-10,-3.098948,69.01052
2019-07-02 17:00:00,2019,7,2,17,40.505783,75,60,51.070206,-15,10.564422999999998,170.42948666666666
2019-07-02 20:00:00,2019,7,2,20,20.596066,16,27,24.23849,11,3.6424239999999983,66.88705454545456
2019-07-03 06:00:00,2019,7,3,6,18.980484,15,8,6.7936554,-7,-12.186828600000002,74.09755142857145
2019-07-03 07:00:00,2019,7,3,7,42.86038,38,14,18.268332,-24,-24.592048,2.46686666666666
2019-07-03 08:00:00,2019,7,3,8,68.47543,58,28,25.153479,-30,-43.321951,44.40650333333333
2019-07-03 09:00:00,2019,7,3,9,32.521076,29,25,22.62134,-4,-9.899736,147.4934
2019-07-03 10:00:00,2019,7,3,10,15.638809,17,14,13.533422,-3,-2.1053870000000003,29.820433333333323
2019-07-03 15:00:00,2019,7,3,15,25.985062,30,30,28.698019,0,2.7129569999999994,0.0
2019-07-03 17:00:00,2019,7,3,17,48.221516,65,41,55.022533,-24,6.801017000000002,128.33757083333336
2019-07-03 19:00:00,2019,7,3,19,36.203796,42,44,43.9139,2,7.710104000000001,285.50520000000006
2019-07-03 20:00:00,2019,7,3,20,24.16578,25,32,28.813602,7,4.647821999999998,33.602542857142886
2019-07-03 21:00:00,2019,7,3,21,14.475639,12,22,16.884375,10,2.4087359999999993,75.91264000000001
2019-07-04 09:00:00,2019,7,4,9,14.684964,17,13,14.572258,-4,-0.11270600000000108,97.18234999999997
2019-07-04 15:00:00,2019,7,4,15,18.423054,20,20,19.44695,0,1.0238960000000006,0.0
2019-07-04 17:00:00,2019,7,4,17,38.981133,30,36,42.75796,6,3.7768269999999973,37.052883333333384
2019-07-04 19:00:00,2019,7,4,19,27.698599,27,32,28.364456,5,0.665856999999999,86.68286000000002
2019-07-04 21:00:00,2019,7,4,21,12.093454,7,9,11.621567,2,-0.47188699999999884,123.59434999999993
2019-07-05 13:00:00,2019,7,5,13,18.828487,18,11,14.163787,-7,-4.6647,33.361428571428576
2019-07-05 14:00:00,2019,7,5,14,19.36892,26,28,21.106579,2,1.7376590000000007,13.117049999999963
2019-07-05 15:00:00,2019,7,5,15,31.533184,48,29,24.66688,-19,-6.8663039999999995,63.86155789473684
2019-07-05 16:00:00,2019,7,5,16,43.346767,36,27,42.829098,-9,-0.5176689999999979,94.24812222222224
2019-07-05 17:00:00,2019,7,5,17,48.4927,52,45,68.18607,-7,19.69337,381.33385714285714
2019-07-05 18:00:00,2019,7,5,18,50.267582,45,41,65.717094,-4,15.449512000000006,486.23780000000016
2019-07-05 19:00:00,2019,7,5,19,37.28622,18,29,43.18799,11,5.901769999999999,46.34754545454546
2019-07-05 20:00:00,2019,7,5,20,21.016996,22,21,23.6311,-1,2.614104000000001,361.4104000000001
2019-07-05 21:00:00,2019,7,5,21,13.222704,8,11,18.260391,3,5.037686999999998,67.92289999999994
2019-07-05 22:00:00,2019,7,5,22,6.5204954,7,4,5.2850633,-3,-1.2354320999999997,58.818930000000016
2019-07-06 00:00:00,2019,7,6,0,3.7003682,5,3,3.3228528,-2,-0.37751540000000006,81.12423
2019-07-06 07:00:00,2019,7,6,7,6.9940486,6,4,4.775873,-2,-2.2181756000000004,10.908780000000018
2019-07-06 10:00:00,2019,7,6,10,26.352646,24,15,21.632347,-9,-4.720299000000001,47.55223333333333
2019-07-06 11:00:00,2019,7,6,11,38.371883,29,33,30.060984,4,-8.310898999999996,307.7724749999999
2019-07-06 13:00:00,2019,7,6,13,42.95046,28,23,35.38272,-5,-7.567740000000001,51.35480000000001
2019-07-06 17:00:00,2019,7,6,17,26.932219,39,35,31.511845,-4,4.579626000000001,214.49065000000002
2019-07-06 20:00:00,2019,7,6,20,11.081993,15,11,15.347818,-4,4.2658249999999995,206.645625
2019-07-07 00:00:00,2019,7,7,0,2.3335059,3,6,4.034218,3,1.7007121,43.309596666666664
2019-07-07 07:00:00,2019,7,7,7,3.0109754,4,5,3.831433,1,0.8204576000000001,17.954239999999988
2019-07-07 08:00:00,2019,7,7,8,9.525396,7,6,8.589995,-1,-0.9354010000000006,6.459899999999941
2019-07-07 09:00:00,2019,7,7,9,13.272003,14,10,8.306974,-4,-4.9650289999999995,24.12572499999999
2019-07-07 11:00:00,2019,7,7,11,32.10889,20,17,25.997698,-3,-6.111192000000003,103.70640000000009
2019-07-07 14:00:00,2019,7,7,14,34.91531,31,35,29.803461,4,-5.111848999999999,227.796225
2019-07-07 15:00:00,2019,7,7,15,34.12998,34,40,34.77427,6,0.644289999999998,89.26183333333336
2019-07-07 16:00:00,2019,7,7,16,33.24835,41,34,38.022667,-7,4.774316999999996,168.2045285714285
2019-07-07 17:00:00,2019,7,7,17,37.813072,33,35,41.02551,2,3.212437999999999,60.62189999999994
2019-07-07 18:00:00,2019,7,7,18,27.94016,26,33,31.537062,7,3.596902,48.61568571428571
2019-07-07 19:00:00,2019,7,7,19,26.300755,29,38,24.517965,9,-1.7827899999999985,119.80877777777776
2019-07-08 05:00:00,2019,7,8,5,3.718916,3,2,1.3918606,-1,-2.3270554,132.70553999999998
2019-07-08 07:00:00,2019,7,8,7,37.475098,27,12,14.326235,-15,-23.148863000000002,54.325753333333346
2019-07-08 10:00:00,2019,7,8,10,14.131939,13,10,11.0372715,-3,-3.0946675,3.1555833333333303
2019-07-08 13:00:00,2019,7,8,13,11.6329975,11,11,7.877345,0,-3.7556525,0.0
2019-07-08 14:00:00,2019,7,8,14,14.735541,10,15,16.06103,5,1.3254889999999993,73.49022000000002
2019-07-08 16:00:00,2019,7,8,16,24.182411,34,29,25.851221,-5,1.6688100000000006,133.3762
2019-07-08 17:00:00,2019,7,8,17,47.204,52,70,51.20546,18,4.001460000000002,77.76966666666667
2019-07-08 18:00:00,2019,7,8,18,65.35412,61,96,76.66381,35,11.309690000000003,67.68659999999998
2019-07-08 19:00:00,2019,7,8,19,49.341755,54,54,58.80138,0,9.459625000000003,0.0
2019-07-08 20:00:00,2019,7,8,20,35.130302,29,43,41.71657,14,6.586267999999997,52.95522857142859
2019-07-08 21:00:00,2019,7,8,21,11.935383,14,13,19.68478,-1,7.749397,874.9397
2019-07-09 14:00:00,2019,7,9,14,14.39378,21,20,14.852137,-1,0.45835700000000124,145.83570000000012
2019-07-09 15:00:00,2019,7,9,15,14.6486635,10,15,15.31123,5,0.6625665000000005,86.74866999999999
2019-07-09 16:00:00,2019,7,9,16,24.349564,25,29,18.223658,4,-6.1259060000000005,253.14765
2019-07-09 17:00:00,2019,7,9,17,45.711338,56,65,43.889168,9,-1.8221699999999998,120.24633333333333
2019-07-10 06:00:00,2019,7,10,6,18.256132,21,9,8.489723,-12,-9.766409000000001,18.613258333333324
2019-07-10 08:00:00,2019,7,10,8,64.09792,80,26,28.090616,-54,-36.007304000000005,33.319807407407396
2019-07-10 10:00:00,2019,7,10,10,18.427452,17,16,16.825829,-1,-1.601623,60.1623
2019-07-10 11:00:00,2019,7,10,11,13.97555,16,15,11.334478,-1,-2.6410719999999994,164.10719999999995
2019-07-10 13:00:00,2019,7,10,13,18.632132,18,17,16.150694,-1,-2.481437999999997,148.14379999999971
2019-07-10 14:00:00,2019,7,10,14,17.001202,12,15,20.708246,3,3.707044,23.56813333333333
2019-07-10 15:00:00,2019,7,10,15,23.56957,14,19,21.918577,5,-1.6509929999999997,133.01986
2019-07-10 16:00:00,2019,7,10,16,24.225525,36,30,27.443693,-6,3.2181679999999986,153.6361333333333
2019-07-11 09:00:00,2019,7,11,9,31.45591,28,26,23.07194,-2,-8.383969999999998,319.1984999999999
2019-07-11 10:00:00,2019,7,11,10,19.92156,17,14,17.482578,-3,-2.4389819999999993,18.700600000000023
2019-07-11 11:00:00,2019,7,11,11,15.594192,12,15,15.759562,3,0.16537000000000113,94.48766666666663
2019-07-11 12:00:00,2019,7,11,12,20.795591,20,12,18.771982,-8,-2.0236090000000004,74.7048875
2019-07-11 13:00:00,2019,7,11,13,17.250517,17,18,15.62377,1,-1.6267469999999982,262.6746999999998
2019-07-11 14:00:00,2019,7,11,14,18.462849,13,13,18.506344,0,0.04349500000000006,0.0
2019-07-11 17:00:00,2019,7,11,17,30.323608,21,21,31.0409,0,0.7172920000000005,0.0
2019-07-12 11:00:00,2019,7,12,11,17.179672,19,13,12.882959,-6,-4.2967130000000004,28.388116666666658
2019-07-12 14:00:00,2019,7,12,14,20.552458,23,20,21.744486,-3,1.192027999999997,139.73426666666657
2019-07-12 15:00:00,2019,7,12,15,35.693985,24,23,26.57009,-1,-9.123894999999997,812.3894999999998
2019-07-12 16:00:00,2019,7,12,16,38.24519,51,37,38.931908,-14,0.686717999999999,104.90512857142858
2019-07-12 17:00:00,2019,7,12,17,51.50478,57,64,57.421604,7,5.916824000000005,15.47394285714278
2019-07-13 08:00:00,2019,7,13,8,12.639975,14,9,10.230333,-5,-2.409642,51.80716000000001
2019-07-13 11:00:00,2019,7,13,11,36.636234,38,32,34.05433,-6,-2.5819040000000015,56.96826666666664
2019-07-13 12:00:00,2019,7,13,12,31.158133,35,42,33.86989,7,2.7117569999999986,61.26061428571431
2019-07-13 13:00:00,2019,7,13,13,33.698177,47,44,31.057486,-3,-2.6406910000000003,11.976966666666655
2019-07-13 14:00:00,2019,7,13,14,39.60317,24,27,40.31472,3,0.7115500000000026,76.28166666666658
2019-07-13 15:00:00,2019,7,13,15,42.635105,48,36,41.593758,-12,-1.0413470000000018,91.32210833333332
2019-07-13 16:00:00,2019,7,13,16,38.39141,36,39,44.79039,3,6.398980000000002,113.2993333333334
2019-07-13 17:00:00,2019,7,13,17,30.977123,33,33,30.977545,0,0.0004220000000003665,0.0
2019-07-13 19:00:00,2019,7,13,19,21.466307,33,28,25.74074,-5,4.274432999999998,185.48865999999998
2019-07-14 00:00:00,2019,7,14,0,3.9205852,4,4,7.436376,0,3.5157908,0.0
2019-07-14 02:00:00,2019,7,14,2,2.6352675,2,2,2.0063303,0,-0.6289371999999998,0.0
2019-07-14 10:00:00,2019,7,14,10,23.552662,27,22,21.237158,-5,-2.3155040000000007,53.689919999999994
2019-07-14 11:00:00,2019,7,14,11,29.808043,26,21,27.482763,-5,-2.325280000000003,53.49439999999994
2019-07-14 12:00:00,2019,7,14,12,35.088108,19,24,27.514524,5,-7.573583999999997,251.47167999999996
2019-07-14 13:00:00,2019,7,14,13,30.790422,31,23,31.299314,-8,0.5088919999999995,106.36115
2019-07-14 14:00:00,2019,7,14,14,37.10195,33,33,36.283623,0,-0.8183270000000036,0.0
2019-07-14 15:00:00,2019,7,14,15,37.555878,41,45,38.06869,4,0.5128119999999967,87.17970000000008
2019-07-14 16:00:00,2019,7,14,16,35.906475,28,22,37.920876,-6,2.0144009999999994,133.57335
2019-07-14 17:00:00,2019,7,14,17,38.162037,40,51,42.48346,11,4.321423000000003,60.714336363636335
2019-07-14 18:00:00,2019,7,14,18,31.298994,33,36,36.48216,3,5.183166,72.7722
2019-07-14 19:00:00,2019,7,14,19,30.467941,48,42,29.825882,-6,-0.6420589999999997,89.29901666666667
2019-07-14 20:00:00,2019,7,14,20,21.91729,15,27,25.680937,12,3.763646999999999,68.63627500000001
2019-07-14 23:00:00,2019,7,14,23,3.316066,2,3,4.0807776,1,0.7647116,23.528839999999995
2019-07-15 06:00:00,2019,7,15,6,16.69355,23,5,4.006147,-18,-12.687402999999998,29.51442777777779
2019-07-15 08:00:00,2019,7,15,8,60.629482,71,34,24.513279,-37,-36.116203,2.388640540540544
2019-07-15 12:00:00,2019,7,15,12,11.899742,20,11,9.851672,-9,-2.048069999999999,77.24366666666668
2019-07-15 13:00:00,2019,7,15,13,14.313241,15,17,11.540866,2,-2.7723750000000003,238.61875
2019-07-15 15:00:00,2019,7,15,15,23.140623,28,19,18.598677,-9,-4.541946000000003,49.5339333333333
2019-07-15 16:00:00,2019,7,15,16,26.840462,34,19,27.91216,-15,1.0716980000000014,107.14465333333334
2019-07-15 17:00:00,2019,7,15,17,45.429516,62,70,55.37332,8,9.943804,24.29755
2019-07-15 18:00:00,2019,7,15,18,69.035774,72,85,83.3027,13,14.266925999999998,9.745584615384601
2019-07-15 19:00:00,2019,7,15,19,52.7305,54,60,57.818104,6,5.087603999999999,15.206600000000018
2019-07-15 20:00:00,2019,7,15,20,36.528748,23,44,44.64293,21,8.114182,61.361038095238094
2019-07-16 08:00:00,2019,7,16,8,53.63003,66,36,26.429134,-30,-27.200895999999997,9.330346666666678
2019-07-16 09:00:00,2019,7,16,9,30.47062,32,27,25.888899,-5,-4.581721000000002,8.365579999999966
2019-07-16 11:00:00,2019,7,16,11,17.880314,13,12,13.460772,-1,-4.419541999999998,341.9541999999998
2019-07-16 12:00:00,2019,7,16,12,14.506939,14,13,11.662982,-1,-2.8439569999999996,184.39569999999998
2019-07-16 13:00:00,2019,7,16,13,11.641614,16,14,11.959408,-2,0.31779399999999924,115.88969999999996
2019-07-16 15:00:00,2019,7,16,15,13.875308,16,14,15.713999,-2,1.838690999999999,191.93454999999994
2019-07-16 16:00:00,2019,7,16,16,26.531876,26,22,24.202974,-4,-2.3289019999999994,41.777450000000016
2019-07-16 17:00:00,2019,7,16,17,53.742977,60,61,53.916832,1,0.1738549999999961,82.61450000000039
2019-07-16 18:00:00,2019,7,16,18,59.51058,60,95,70.73084,35,11.220260000000003,67.94211428571427
2019-07-16 19:00:00,2019,7,16,19,44.24867,52,58,52.028168,6,7.779498000000004,29.658300000000065
2019-07-16 20:00:00,2019,7,16,20,26.820978,42,39,32.156845,-3,5.335866999999997,277.8622333333332
2019-07-16 21:00:00,2019,7,16,21,14.0646,14,23,15.096384,9,1.031784,88.53573333333333
2019-07-17 06:00:00,2019,7,17,6,18.33368,21,11,8.292318,-10,-10.041362000000001,0.41362000000001226
2019-07-17 07:00:00,2019,7,17,7,42.485928,38,24,20.89036,-14,-21.595568,54.25405714285715
2019-07-17 08:00:00,2019,7,17,8,67.00615,58,36,28.045221,-22,-38.96092900000001,77.09513181818186
2019-07-17 09:00:00,2019,7,17,9,34.21858,27,19,30.72272,-8,-3.495860000000004,56.30174999999995
2019-07-17 10:00:00,2019,7,17,10,14.36796,16,13,13.566221,-3,-0.8017389999999995,73.27536666666668
2019-07-17 13:00:00,2019,7,17,13,15.672487,10,12,12.728615,2,-2.9438720000000007,247.19360000000003
2019-07-17 14:00:00,2019,7,17,14,14.360678,15,10,18.40175,-5,4.041072,180.82144
2019-07-17 15:00:00,2019,7,17,15,20.023685,15,16,19.804491,1,-0.21919400000000167,121.91940000000017
2019-07-17 17:00:00,2019,7,17,17,45.875957,34,43,48.989624,9,3.1136669999999995,65.40370000000001
2019-07-17 18:00:00,2019,7,17,18,36.536087,42,77,55.82776,35,19.291672999999996,44.8809342857143
2019-07-17 19:00:00,2019,7,17,19,30.08926,31,56,37.02122,25,6.93196,72.27216
2019-07-18 07:00:00,2019,7,18,7,28.687752,35,10,14.883012,-25,-13.804739999999999,44.781040000000004
2019-07-18 12:00:00,2019,7,18,12,19.470877,13,9,14.145849,-4,-5.325028000000001,33.12570000000004
2019-07-18 13:00:00,2019,7,18,13,15.782741,11,13,15.068466,2,-0.7142749999999989,135.71374999999995
2019-07-18 14:00:00,2019,7,18,14,17.408054,11,11,15.827623,0,-1.580430999999999,0.0
2019-07-18 20:00:00,2019,7,18,20,15.029485,14,15,18.348349,1,3.3188639999999996,231.88639999999995
2019-07-18 21:00:00,2019,7,18,21,8.168278,4,8,8.190576,4,0.022297999999999263,99.44255000000001
2019-07-19 06:00:00,2019,7,19,6,12.156517,11,7,8.400723,-4,-3.755794,6.105150000000004
2019-07-19 07:00:00,2019,7,19,7,26.135796,31,16,14.720772,-15,-11.415023999999999,23.899840000000008
2019-07-19 08:00:00,2019,7,19,8,45.168232,51,25,24.347572,-26,-20.820660000000004,19.92053846153845
2019-07-19 10:00:00,2019,7,19,10,21.4608,13,12,12.022213,-1,-9.438586999999998,843.8586999999998
2019-07-19 11:00:00,2019,7,19,11,18.696684,14,21,13.044567,7,-5.6521170000000005,180.7445285714286
2019-07-19 13:00:00,2019,7,19,13,15.663367,12,9,12.409137,-3,-3.2542299999999997,8.474333333333323
2019-07-19 14:00:00,2019,7,19,14,21.559406,17,20,22.376394,3,0.816988000000002,72.76706666666661
2019-07-19 15:00:00,2019,7,19,15,30.350817,29,18,23.230946,-11,-7.119871,35.273900000000005
2019-07-19 16:00:00,2019,7,19,16,37.28142,26,25,33.05489,-1,-4.226529999999997,322.6529999999997
2019-07-19 17:00:00,2019,7,19,17,48.245808,36,44,54.068844,8,5.823036000000002,27.212049999999977
2019-07-19 18:00:00,2019,7,19,18,47.9764,30,46,57.527596,16,9.551196000000004,40.30502499999997
2019-07-19 19:00:00,2019,7,19,19,31.200306,33,37,38.54473,4,7.344424,83.6106
2019-07-19 20:00:00,2019,7,19,20,29.274195,22,21,30.539019,-1,1.2648240000000008,226.4824000000001
2019-07-19 21:00:00,2019,7,19,21,14.394025,11,13,19.555843,2,5.161818,158.0909
2019-07-20 09:00:00,2019,7,20,9,16.645302,12,13,14.722712,1,-1.9225900000000014,292.2590000000001
2019-07-20 10:00:00,2019,7,20,10,19.577068,30,18,14.758533,-12,-4.818535000000001,59.845541666666655
2019-07-20 11:00:00,2019,7,20,11,31.615864,30,25,26.41141,-5,-5.204453999999998,4.089079999999967
2019-07-20 12:00:00,2019,7,20,12,28.878262,32,30,32.680214,-2,3.801952,290.0976
2019-07-20 13:00:00,2019,7,20,13,35.30135,25,32,30.052946,7,-5.248404000000001,174.9772
2019-07-20 14:00:00,2019,7,20,14,27.82612,28,16,28.232498,-12,0.40637800000000013,103.38648333333333
2019-07-20 17:00:00,2019,7,20,17,26.208506,19,30,28.611164,11,2.402657999999999,78.15765454545456
2019-07-20 19:00:00,2019,7,20,19,21.073187,22,16,20.457125,-6,-0.6160619999999994,89.73230000000001
2019-07-20 21:00:00,2019,7,20,21,8.872713,11,13,12.261494,2,3.3887810000000016,69.43905000000008
2019-07-21 00:00:00,2019,7,21,0,2.3983772,3,4,3.4654016,1,1.0670243999999998,6.702439999999976
2019-07-21 09:00:00,2019,7,21,9,20.201889,28,13,11.535803,-15,-8.666086000000002,42.22609333333332
2019-07-21 10:00:00,2019,7,21,10,21.284916,15,18,16.700542,3,-4.584374,252.8124666666667
2019-07-21 12:00:00,2019,7,21,12,19.217026,12,13,18.420813,1,-0.7962130000000016,179.62130000000016
2019-07-21 13:00:00,2019,7,21,13,25.258352,20,18,22.442686,-2,-2.8156660000000002,40.78330000000001
2019-07-21 14:00:00,2019,7,21,14,28.243233,21,25,29.665956,4,1.4227230000000013,64.43192499999996
2019-07-21 16:00:00,2019,7,21,16,29.811975,19,13,23.637512,-6,-6.174462999999999,2.907716666666656
2019-07-21 17:00:00,2019,7,21,17,29.841908,18,24,34.961113,6,5.119204999999997,14.679916666666712
2019-07-21 20:00:00,2019,7,21,20,12.709821,17,21,16.320986,4,3.6111650000000015,9.720874999999962
