year,month,day,hour,count,subrate,holidays,workday,weekday
2019,5,8,7,55,0.9636363636363636,0,1,2
2019,5,8,8,71,0.971830985915493,0,1,2
2019,5,8,9,48,0.8125,0,1,2
2019,5,8,10,18,0.8333333333333334,0,1,2
2019,5,8,11,9,0.4444444444444444,0,1,2
2019,5,8,12,23,0.391304347826087,0,1,2
2019,5,8,13,14,0.4285714285714285,0,1,2
2019,5,8,14,17,0.5882352941176471,0,1,2
2019,5,8,15,24,0.7916666666666666,0,1,2
2019,5,8,16,39,0.7435897435897436,0,1,2
2019,5,8,17,53,0.8867924528301887,0,1,2
2019,5,8,18,54,0.8888888888888888,0,1,2
2019,5,8,19,43,0.7209302325581395,0,1,2
2019,5,8,20,19,0.9473684210526316,0,1,2
2019,5,8,21,6,1.0,0,1,2
2019,5,8,22,9,0.6666666666666666,0,1,2
2019,5,8,23,4,0.5,0,1,2
2019,5,9,0,3,0.3333333333333333,0,1,3
2019,5,9,5,10,0.9,0,1,3
2019,5,9,6,12,0.8333333333333334,0,1,3
2019,5,9,7,50,0.98,0,1,3
2019,5,9,8,61,0.9836065573770492,0,1,3
2019,5,9,9,23,0.8695652173913043,0,1,3
2019,5,9,10,16,0.8125,0,1,3
2019,5,9,11,14,0.3571428571428571,0,1,3
2019,5,9,12,11,0.7272727272727273,0,1,3
2019,5,9,13,13,0.5384615384615384,0,1,3
2019,5,9,14,16,0.5,0,1,3
2019,5,9,15,22,0.7272727272727273,0,1,3
2019,5,9,16,15,0.5333333333333333,0,1,3
2019,5,9,17,28,0.9642857142857144,0,1,3
2019,5,9,18,24,0.9166666666666666,0,1,3
2019,5,9,19,14,1.0,0,1,3
2019,5,9,20,6,0.8333333333333334,0,1,3
2019,5,9,21,10,0.7,0,1,3
2019,5,9,22,4,1.0,0,1,3
2019,5,10,5,2,1.0,0,1,4
2019,5,10,6,5,1.0,0,1,4
2019,5,10,7,35,0.8857142857142857,0,1,4
2019,5,10,8,54,0.9814814814814816,0,1,4
2019,5,10,9,24,0.8333333333333334,0,1,4
2019,5,10,10,16,0.8125,0,1,4
2019,5,10,11,17,0.7058823529411765,0,1,4
2019,5,10,12,7,0.5714285714285714,0,1,4
2019,5,10,13,3,1.0,0,1,4
2019,5,10,14,25,0.6,0,1,4
2019,5,10,15,19,0.4210526315789473,0,1,4
2019,5,10,16,29,0.4137931034482758,0,1,4
2019,5,10,17,44,0.8863636363636364,0,1,4
2019,5,10,18,25,0.8,0,1,4
2019,5,10,19,29,0.7931034482758621,0,1,4
2019,5,10,20,20,0.9,0,1,4
2019,5,10,21,7,0.4285714285714285,0,1,4
2019,5,10,22,7,0.4285714285714285,0,1,4
2019,5,10,23,3,1.0,0,1,4
2019,5,11,0,2,0.5,0,0,5
2019,5,11,5,1,1.0,0,0,5
2019,5,11,6,1,0.0,0,0,5
2019,5,11,7,7,0.7142857142857143,0,0,5
2019,5,11,8,8,0.875,0,0,5
2019,5,11,9,15,0.6,0,0,5
2019,5,11,10,40,0.525,0,0,5
2019,5,11,11,48,0.5208333333333334,0,0,5
2019,5,11,12,31,0.7096774193548387,0,0,5
2019,5,11,13,72,0.5416666666666666,0,0,5
2019,5,11,14,57,0.5789473684210527,0,0,5
2019,5,11,15,46,0.5217391304347826,0,0,5
2019,5,11,16,80,0.4875,0,0,5
2019,5,11,17,42,0.4523809523809524,0,0,5
2019,5,11,18,30,0.4,0,0,5
2019,5,11,19,14,0.7142857142857143,0,0,5
2019,5,11,20,5,0.6,0,0,5
2019,5,11,21,4,1.0,0,0,5
2019,5,11,22,3,0.6666666666666666,0,0,5
2019,5,11,23,4,0.0,0,0,5
2019,5,12,0,3,0.6666666666666666,0,0,6
2019,5,12,1,1,1.0,0,0,6
2019,5,12,7,2,1.0,0,0,6
2019,5,12,8,1,1.0,0,0,6
2019,5,12,9,2,0.5,0,0,6
2019,5,12,10,6,1.0,0,0,6
2019,5,12,11,1,1.0,0,0,6
2019,5,12,12,3,1.0,0,0,6
2019,5,12,13,1,1.0,0,0,6
2019,5,12,14,2,1.0,0,0,6
2019,5,12,15,3,1.0,0,0,6
2019,5,12,16,2,1.0,0,0,6
2019,5,12,17,4,1.0,0,0,6
2019,5,12,18,1,1.0,0,0,6
2019,5,12,19,1,1.0,0,0,6
2019,5,12,20,2,1.0,0,0,6
2019,5,12,23,3,1.0,0,0,6
2019,5,13,0,1,1.0,0,1,0
2019,5,13,5,3,1.0,0,1,0
2019,5,13,6,9,1.0,0,1,0
2019,5,13,7,18,1.0,0,1,0
2019,5,13,8,15,1.0,0,1,0
2019,5,13,9,1,1.0,0,1,0
2019,5,13,10,4,1.0,0,1,0
2019,5,13,11,3,1.0,0,1,0
2019,5,13,12,6,0.5,0,1,0
2019,5,13,13,3,0.3333333333333333,0,1,0
2019,5,13,14,2,0.0,0,1,0
2019,5,13,15,4,1.0,0,1,0
2019,5,13,16,3,1.0,0,1,0
2019,5,13,17,4,1.0,0,1,0
2019,5,13,18,7,1.0,0,1,0
2019,5,13,19,12,1.0,0,1,0
2019,5,13,20,3,1.0,0,1,0
2019,5,13,21,2,1.0,0,1,0
2019,5,13,22,3,1.0,0,1,0
2019,5,13,23,2,1.0,0,1,0
2019,5,14,5,6,1.0,0,1,1
2019,5,14,6,9,1.0,0,1,1
2019,5,14,7,30,1.0,0,1,1
2019,5,14,8,45,0.9777777777777776,0,1,1
2019,5,14,9,21,0.8571428571428571,0,1,1
2019,5,14,10,10,1.0,0,1,1
2019,5,14,11,2,1.0,0,1,1
2019,5,14,12,5,0.8,0,1,1
2019,5,14,13,9,0.5555555555555556,0,1,1
2019,5,14,14,6,0.6666666666666666,0,1,1
2019,5,14,15,5,1.0,0,1,1
2019,5,14,16,8,0.875,0,1,1
2019,5,14,17,23,1.0,0,1,1
2019,5,14,18,8,1.0,0,1,1
2019,5,14,19,2,1.0,0,1,1
2019,5,14,20,5,1.0,0,1,1
2019,5,14,21,4,0.25,0,1,1
2019,5,14,23,1,1.0,0,1,1
2019,5,15,5,6,1.0,0,1,2
2019,5,15,6,13,1.0,0,1,2
2019,5,15,7,47,1.0,0,1,2
2019,5,15,8,57,0.9824561403508772,0,1,2
2019,5,15,9,37,0.918918918918919,0,1,2
2019,5,15,10,23,0.5652173913043478,0,1,2
2019,5,15,11,12,1.0,0,1,2
2019,5,15,12,15,0.6,0,1,2
2019,5,15,13,10,0.8,0,1,2
2019,5,15,14,9,0.8888888888888888,0,1,2
2019,5,15,15,23,0.8260869565217391,0,1,2
2019,5,15,16,31,0.7419354838709677,0,1,2
2019,5,15,17,53,0.8301886792452831,0,1,2
2019,5,15,18,62,0.8064516129032258,0,1,2
2019,5,15,19,41,0.8536585365853658,0,1,2
2019,5,15,20,36,0.8333333333333334,0,1,2
2019,5,15,21,8,0.875,0,1,2
2019,5,15,22,4,1.0,0,1,2
2019,5,15,23,9,0.5555555555555556,0,1,2
2019,5,16,0,7,0.0,0,1,3
2019,5,16,4,1,1.0,0,1,3
2019,5,16,5,7,0.5714285714285714,0,1,3
2019,5,16,6,17,1.0,0,1,3
2019,5,16,7,48,1.0,0,1,3
2019,5,16,8,67,0.9701492537313432,0,1,3
2019,5,16,9,34,0.9117647058823528,0,1,3
2019,5,16,10,9,0.6666666666666666,0,1,3
2019,5,16,11,14,0.9285714285714286,0,1,3
2019,5,16,12,20,0.65,0,1,3
2019,5,16,13,16,0.6875,0,1,3
2019,5,16,14,18,0.7777777777777778,0,1,3
2019,5,16,15,25,0.64,0,1,3
2019,5,16,16,38,0.6052631578947368,0,1,3
2019,5,16,17,80,0.7375,0,1,3
2019,5,16,18,57,0.9473684210526316,0,1,3
2019,5,16,19,42,0.7380952380952381,0,1,3
2019,5,16,20,28,0.8928571428571429,0,1,3
2019,5,16,21,9,0.6666666666666666,0,1,3
2019,5,16,22,10,0.8,0,1,3
2019,5,16,23,8,1.0,0,1,3
2019,5,17,0,5,0.6,0,1,4
2019,5,17,1,1,1.0,0,1,4
2019,5,17,4,1,1.0,0,1,4
2019,5,17,5,6,0.8333333333333334,0,1,4
2019,5,17,6,18,1.0,0,1,4
2019,5,17,7,45,0.9777777777777776,0,1,4
2019,5,17,8,72,0.9444444444444444,0,1,4
2019,5,17,9,40,0.75,0,1,4
2019,5,17,10,14,0.5714285714285714,0,1,4
2019,5,17,11,15,0.6666666666666666,0,1,4
2019,5,17,12,12,0.3333333333333333,0,1,4
2019,5,17,13,3,0.6666666666666666,0,1,4
2019,5,17,14,20,0.6,0,1,4
2019,5,17,15,27,0.5925925925925926,0,1,4
2019,5,17,16,33,0.7272727272727273,0,1,4
2019,5,17,17,49,0.7959183673469388,0,1,4
2019,5,17,18,44,0.8409090909090909,0,1,4
2019,5,17,19,44,0.6136363636363636,0,1,4
2019,5,17,20,28,0.7857142857142857,0,1,4
2019,5,17,21,11,0.8181818181818182,0,1,4
2019,5,17,22,4,1.0,0,1,4
2019,5,17,23,1,1.0,0,1,4
2019,5,18,0,5,0.2,0,0,5
2019,5,18,1,1,0.0,0,0,5
2019,5,18,7,5,1.0,0,0,5
2019,5,18,8,11,0.5454545454545454,0,0,5
2019,5,18,9,25,0.72,0,0,5
2019,5,18,10,26,0.6538461538461539,0,0,5
2019,5,18,11,61,0.5573770491803278,0,0,5
2019,5,18,12,49,0.5714285714285714,0,0,5
2019,5,18,13,58,0.5344827586206896,0,0,5
2019,5,18,14,62,0.3709677419354839,0,0,5
2019,5,18,15,59,0.4915254237288136,0,0,5
2019,5,18,16,61,0.3934426229508196,0,0,5
2019,5,18,17,63,0.3809523809523809,0,0,5
2019,5,18,18,42,0.6666666666666666,0,0,5
2019,5,18,19,25,0.48,0,0,5
2019,5,18,20,18,0.7777777777777778,0,0,5
2019,5,18,21,7,0.7142857142857143,0,0,5
2019,5,18,22,2,0.5,0,0,5
2019,5,18,23,2,0.5,0,0,5
2019,5,19,0,2,0.5,0,0,6
2019,5,19,1,3,1.0,0,0,6
2019,5,19,2,7,0.1428571428571428,0,0,6
2019,5,19,5,1,1.0,0,0,6
2019,5,19,6,2,0.5,0,0,6
2019,5,19,7,5,0.8,0,0,6
2019,5,19,8,5,0.6,0,0,6
2019,5,19,9,12,0.5833333333333334,0,0,6
2019,5,19,10,26,0.5384615384615384,0,0,6
2019,5,19,11,50,0.4,0,0,6
2019,5,19,12,42,0.4761904761904761,0,0,6
2019,5,19,13,40,0.45,0,0,6
2019,5,19,14,43,0.5813953488372093,0,0,6
2019,5,19,15,41,0.6341463414634146,0,0,6
2019,5,19,16,61,0.5901639344262295,0,0,6
2019,5,19,17,50,0.58,0,0,6
2019,5,19,18,41,0.8292682926829268,0,0,6
2019,5,19,19,28,0.4285714285714285,0,0,6
2019,5,19,20,14,0.6428571428571429,0,0,6
2019,5,19,21,7,0.2857142857142857,0,0,6
2019,5,19,22,6,0.6666666666666666,0,0,6
2019,5,19,23,1,1.0,0,0,6
2019,5,20,5,5,0.8,0,1,0
2019,5,20,6,14,1.0,0,1,0
2019,5,20,7,56,0.9821428571428572,0,1,0
2019,5,20,8,82,0.951219512195122,0,1,0
2019,5,20,9,27,0.8888888888888888,0,1,0
2019,5,20,10,25,0.68,0,1,0
2019,5,20,11,10,0.9,0,1,0
2019,5,20,12,9,0.6666666666666666,0,1,0
2019,5,20,13,12,0.75,0,1,0
2019,5,20,14,20,0.6,0,1,0
2019,5,20,15,20,0.55,0,1,0
2019,5,20,16,37,0.6756756756756757,0,1,0
2019,5,20,17,50,0.84,0,1,0
2019,5,20,18,69,0.7971014492753623,0,1,0
2019,5,20,19,46,0.8478260869565217,0,1,0
2019,5,20,20,36,0.7777777777777778,0,1,0
2019,5,20,21,17,0.7647058823529411,0,1,0
2019,5,20,22,5,1.0,0,1,0
2019,5,20,23,6,0.8333333333333334,0,1,0
2019,5,21,0,1,1.0,0,1,1
2019,5,21,4,1,1.0,0,1,1
2019,5,21,5,5,0.8,0,1,1
2019,5,21,6,19,0.9473684210526316,0,1,1
2019,5,21,7,53,0.9622641509433962,0,1,1
2019,5,21,8,81,0.9753086419753086,0,1,1
2019,5,21,9,35,0.8571428571428571,0,1,1
2019,5,21,10,9,0.7777777777777778,0,1,1
2019,5,21,11,13,0.5384615384615384,0,1,1
2019,5,21,12,11,0.8181818181818182,0,1,1
2019,5,21,13,11,0.7272727272727273,0,1,1
2019,5,21,14,21,0.8095238095238095,0,1,1
2019,5,21,15,19,0.8947368421052632,0,1,1
2019,5,21,16,32,0.71875,0,1,1
2019,5,21,17,68,0.8088235294117647,0,1,1
2019,5,21,18,75,0.84,0,1,1
2019,5,21,19,30,0.8333333333333334,0,1,1
2019,5,21,20,31,0.7419354838709677,0,1,1
2019,5,21,21,12,0.75,0,1,1
2019,5,21,22,3,1.0,0,1,1
2019,5,21,23,9,0.4444444444444444,0,1,1
2019,5,22,0,1,1.0,0,1,2
2019,5,22,5,6,1.0,0,1,2
2019,5,22,6,24,0.9583333333333334,0,1,2
2019,5,22,7,47,0.9574468085106383,0,1,2
2019,5,22,8,76,0.9473684210526316,0,1,2
2019,5,22,9,36,0.9166666666666666,0,1,2
2019,5,22,10,14,1.0,0,1,2
2019,5,22,11,13,0.6153846153846154,0,1,2
2019,5,22,12,14,0.6428571428571429,0,1,2
2019,5,22,13,12,0.6666666666666666,0,1,2
2019,5,22,14,13,0.6153846153846154,0,1,2
2019,5,22,15,22,0.7272727272727273,0,1,2
2019,5,22,16,40,0.675,0,1,2
2019,5,22,17,81,0.691358024691358,0,1,2
2019,5,22,18,74,0.7837837837837838,0,1,2
2019,5,22,19,52,0.8846153846153846,0,1,2
2019,5,22,20,28,0.7142857142857143,0,1,2
2019,5,22,21,6,0.8333333333333334,0,1,2
2019,5,22,22,15,0.8666666666666667,0,1,2
2019,5,22,23,3,1.0,0,1,2
2019,5,23,5,6,0.8333333333333334,0,1,3
2019,5,23,6,5,1.0,0,1,3
2019,5,23,7,7,1.0,0,1,3
2019,5,23,8,10,1.0,0,1,3
2019,5,23,9,17,0.9411764705882352,0,1,3
2019,5,23,10,8,1.0,0,1,3
2019,5,23,11,8,0.875,0,1,3
2019,5,23,12,13,0.7692307692307693,0,1,3
2019,5,23,13,16,0.5625,0,1,3
2019,5,23,14,21,0.8571428571428571,0,1,3
2019,5,23,15,14,0.6428571428571429,0,1,3
2019,5,23,16,13,0.8461538461538461,0,1,3
2019,5,23,17,31,0.935483870967742,0,1,3
2019,5,23,18,39,0.8461538461538461,0,1,3
2019,5,23,19,33,0.7878787878787878,0,1,3
2019,5,23,20,16,0.625,0,1,3
2019,5,23,21,7,0.5714285714285714,0,1,3
2019,5,23,22,10,0.5,0,1,3
2019,5,23,23,2,1.0,0,1,3
2019,5,24,0,2,1.0,0,1,4
2019,5,24,5,2,1.0,0,1,4
2019,5,24,6,16,0.9375,0,1,4
2019,5,24,7,36,1.0,0,1,4
2019,5,24,8,55,0.9272727272727272,0,1,4
2019,5,24,9,17,0.9411764705882352,0,1,4
2019,5,24,10,13,0.7692307692307693,0,1,4
2019,5,24,11,9,0.8888888888888888,0,1,4
2019,5,24,12,5,0.8,0,1,4
2019,5,24,13,18,0.8333333333333334,0,1,4
2019,5,24,14,43,0.5116279069767442,0,1,4
2019,5,24,15,49,0.5918367346938775,0,1,4
2019,5,24,16,51,0.4901960784313725,0,1,4
2019,5,24,17,61,0.6229508196721312,0,1,4
2019,5,24,18,42,0.5714285714285714,0,1,4
2019,5,24,19,30,0.7333333333333333,0,1,4
2019,5,24,20,8,0.625,0,1,4
2019,5,24,21,12,0.5833333333333334,0,1,4
2019,5,24,22,9,0.6666666666666666,0,1,4
2019,5,24,23,6,0.3333333333333333,0,1,4
2019,5,25,0,1,1.0,0,0,5
2019,5,25,6,1,1.0,0,0,5
2019,5,25,7,1,1.0,0,0,5
2019,5,25,8,10,0.9,0,0,5
2019,5,25,9,13,0.6923076923076923,0,0,5
2019,5,25,10,44,0.4772727272727273,0,0,5
2019,5,25,11,48,0.5,0,0,5
2019,5,25,12,30,0.4666666666666667,0,0,5
2019,5,25,13,25,0.48,0,0,5
2019,5,25,14,32,0.75,0,0,5
2019,5,25,15,45,0.4666666666666667,0,0,5
2019,5,25,16,41,0.4634146341463415,0,0,5
2019,5,25,17,37,0.4864864864864865,0,0,5
2019,5,25,18,16,0.25,0,0,5
2019,5,25,19,16,0.75,0,0,5
2019,5,25,20,14,0.5,0,0,5
2019,5,25,21,10,0.3,0,0,5
2019,5,25,22,5,1.0,0,0,5
2019,5,25,23,1,1.0,0,0,5
2019,5,26,0,1,1.0,0,0,6
2019,5,26,7,8,0.5,0,0,6
2019,5,26,8,9,0.8888888888888888,0,0,6
2019,5,26,9,8,1.0,0,0,6
2019,5,26,10,29,0.6206896551724138,0,0,6
2019,5,26,11,30,0.5,0,0,6
2019,5,26,12,28,0.5,0,0,6
2019,5,26,13,56,0.4285714285714285,0,0,6
2019,5,26,14,40,0.475,0,0,6
2019,5,26,15,48,0.5,0,0,6
2019,5,26,16,46,0.4565217391304347,0,0,6
2019,5,26,17,7,0.4285714285714285,0,0,6
2019,5,26,18,7,0.2857142857142857,0,0,6
2019,5,26,19,8,0.75,0,0,6
2019,5,26,20,11,0.2727272727272727,0,0,6
2019,5,26,21,4,0.5,0,0,6
2019,5,26,22,5,0.4,0,0,6
2019,5,26,23,1,1.0,0,0,6
2019,5,27,1,2,1.0,1,0,0
2019,5,27,6,2,0.5,1,0,0
2019,5,27,7,2,0.0,1,0,0
2019,5,27,8,13,0.5384615384615384,1,0,0
2019,5,27,9,16,0.4375,1,0,0
2019,5,27,10,41,0.6829268292682927,1,0,0
2019,5,27,11,35,0.5428571428571428,1,0,0
2019,5,27,12,43,0.5348837209302325,1,0,0
2019,5,27,13,42,0.5238095238095238,1,0,0
2019,5,27,14,46,0.6304347826086957,1,0,0
2019,5,27,15,41,0.6097560975609756,1,0,0
2019,5,27,16,38,0.631578947368421,1,0,0
2019,5,27,17,38,0.6052631578947368,1,0,0
2019,5,27,18,48,0.6041666666666666,1,0,0
2019,5,27,19,55,0.509090909090909,1,0,0
2019,5,27,20,16,0.625,1,0,0
2019,5,27,21,15,0.6666666666666666,1,0,0
2019,5,27,22,6,0.8333333333333334,1,0,0
2019,5,27,23,3,1.0,1,0,0
2019,5,28,0,5,0.6,0,1,1
2019,5,28,5,4,1.0,0,1,1
2019,5,28,6,15,0.9333333333333332,0,1,1
2019,5,28,7,53,0.9622641509433962,0,1,1
2019,5,28,8,91,0.9010989010989012,0,1,1
2019,5,28,9,24,0.8333333333333334,0,1,1
2019,5,28,10,16,0.6875,0,1,1
2019,5,28,11,4,0.75,0,1,1
2019,5,28,12,3,0.3333333333333333,0,1,1
2019,5,28,13,8,1.0,0,1,1
2019,5,28,14,4,1.0,0,1,1
2019,5,28,15,12,0.8333333333333334,0,1,1
2019,5,28,16,25,0.84,0,1,1
2019,5,28,17,29,1.0,0,1,1
2019,5,28,18,44,0.8409090909090909,0,1,1
2019,5,28,19,25,1.0,0,1,1
2019,5,28,20,14,1.0,0,1,1
2019,5,28,21,1,1.0,0,1,1
2019,5,28,22,1,0.0,0,1,1
2019,5,28,23,2,1.0,0,1,1
2019,5,29,3,1,1.0,0,1,2
2019,5,29,4,2,1.0,0,1,2
2019,5,29,5,8,1.0,0,1,2
2019,5,29,6,15,0.8666666666666667,0,1,2
2019,5,29,7,58,0.9655172413793104,0,1,2
2019,5,29,8,68,0.9705882352941176,0,1,2
2019,5,29,9,32,0.875,0,1,2
2019,5,29,10,15,0.5333333333333333,0,1,2
2019,5,29,11,7,0.5714285714285714,0,1,2
2019,5,29,12,12,0.75,0,1,2
2019,5,29,13,14,1.0,0,1,2
2019,5,29,14,12,0.8333333333333334,0,1,2
2019,5,29,15,15,0.8666666666666667,0,1,2
2019,5,29,16,27,0.925925925925926,0,1,2
2019,5,29,17,18,0.9444444444444444,0,1,2
2019,5,29,18,1,0.0,0,1,2
2019,5,29,19,3,1.0,0,1,2
2019,5,29,20,4,1.0,0,1,2
2019,5,29,21,6,0.6666666666666666,0,1,2
2019,5,29,22,2,1.0,0,1,2
2019,5,29,23,6,0.8333333333333334,0,1,2
2019,5,30,0,1,1.0,0,1,3
2019,5,30,4,1,1.0,0,1,3
2019,5,30,5,8,1.0,0,1,3
2019,5,30,6,14,1.0,0,1,3
2019,5,30,7,44,1.0,0,1,3
2019,5,30,8,76,0.9473684210526316,0,1,3
2019,5,30,9,36,0.9444444444444444,0,1,3
2019,5,30,10,21,0.8571428571428571,0,1,3
2019,5,30,11,9,1.0,0,1,3
2019,5,30,12,13,0.6153846153846154,0,1,3
2019,5,30,13,16,0.75,0,1,3
2019,5,30,14,19,0.5263157894736842,0,1,3
2019,5,30,15,18,0.9444444444444444,0,1,3
2019,5,30,16,12,0.9166666666666666,0,1,3
2019,5,30,17,24,0.9583333333333334,0,1,3
2019,5,30,18,3,1.0,0,1,3
2019,5,30,19,3,0.6666666666666666,0,1,3
2019,5,30,20,2,1.0,0,1,3
2019,5,30,21,7,0.7142857142857143,0,1,3
2019,5,30,22,2,1.0,0,1,3
2019,5,30,23,1,1.0,0,1,3
2019,5,31,5,7,1.0,0,1,4
2019,5,31,6,15,0.9333333333333332,0,1,4
2019,5,31,7,57,0.8947368421052632,0,1,4
2019,5,31,8,95,0.9578947368421052,0,1,4
2019,5,31,9,43,0.8837209302325582,0,1,4
2019,5,31,10,38,0.6052631578947368,0,1,4
