year,month,day,hour,count,subrate
2019,5,1,0,1,1.0
2019,5,1,4,1,1.0
2019,5,1,5,5,1.0
2019,5,1,6,18,0.9444444444444444
2019,5,1,7,34,0.9705882352941176
2019,5,1,8,52,1.0
2019,5,1,9,22,0.9545454545454546
2019,5,1,10,9,1.0
2019,5,1,11,6,0.8333333333333334
2019,5,1,12,10,0.6
2019,5,1,13,14,0.9285714285714286
2019,5,1,14,7,0.8571428571428571
2019,5,1,15,11,0.8181818181818182
2019,5,1,16,25,0.68
2019,5,1,17,44,0.8863636363636364
2019,5,1,18,34,0.9411764705882353
2019,5,1,19,14,1.0
2019,5,1,20,6,1.0
2019,5,1,21,7,1.0
2019,5,1,22,2,1.0
2019,5,1,23,2,1.0
2019,5,2,0,1,1.0
2019,5,2,4,1,1.0
2019,5,2,5,3,1.0
2019,5,2,6,12,0.8333333333333334
2019,5,2,7,39,1.0
2019,5,2,8,55,0.9636363636363636
2019,5,2,9,33,0.9090909090909091
2019,5,2,10,17,0.7647058823529411
2019,5,2,11,15,0.4
2019,5,2,12,19,0.6842105263157895
2019,5,2,13,17,0.9411764705882353
2019,5,2,14,20,0.75
2019,5,2,15,39,0.5897435897435898
2019,5,2,16,29,0.7241379310344828
2019,5,2,17,48,0.8541666666666666
2019,5,2,18,36,0.9444444444444444
2019,5,2,19,19,0.7368421052631579
2019,5,2,20,5,0.6
2019,5,2,21,2,1.0
2019,5,2,22,1,0.0
2019,5,2,23,2,1.0
2019,5,3,2,1,1.0
2019,5,3,5,5,1.0
2019,5,3,6,10,0.9
2019,5,3,7,31,1.0
2019,5,3,8,55,1.0
2019,5,3,9,17,1.0
2019,5,3,10,7,0.7142857142857143
2019,5,3,11,13,0.6153846153846154
2019,5,3,12,10,0.7
2019,5,3,13,13,0.7692307692307693
2019,5,3,14,12,0.9166666666666666
2019,5,3,15,18,0.6111111111111112
2019,5,3,16,25,0.8
2019,5,3,17,34,0.8823529411764706
2019,5,3,18,24,0.8333333333333334
2019,5,3,19,20,0.8
2019,5,3,20,4,1.0
2019,5,3,21,6,0.8333333333333334
2019,5,3,22,9,0.6666666666666666
2019,5,3,23,1,1.0
2019,5,4,0,2,0.0
2019,5,4,6,1,1.0
2019,5,4,7,1,1.0
2019,5,4,8,3,1.0
2019,5,4,9,13,0.8461538461538461
2019,5,4,10,19,0.5789473684210527
2019,5,4,11,27,0.6666666666666666
2019,5,4,12,17,0.5882352941176471
2019,5,4,13,17,0.7647058823529411
2019,5,4,14,34,0.5882352941176471
2019,5,4,15,51,0.7058823529411765
2019,5,4,16,59,0.4067796610169492
2019,5,4,17,44,0.5227272727272727
2019,5,4,18,24,0.375
2019,5,4,19,17,0.5882352941176471
2019,5,4,20,10,0.5
2019,5,4,21,3,0.6666666666666666
2019,5,4,22,3,0.3333333333333333
2019,5,5,1,4,0.0
2019,5,5,6,1,1.0
2019,5,5,8,1,1.0
2019,5,5,10,4,0.75
2019,5,5,12,11,1.0
2019,5,5,13,5,1.0
2019,5,5,14,7,0.8571428571428571
2019,5,5,15,4,1.0
2019,5,5,16,6,1.0
2019,5,5,17,10,0.9
2019,5,5,18,2,1.0
2019,5,5,19,3,1.0
2019,5,5,20,1,1.0
2019,5,6,5,5,1.0
2019,5,6,6,18,0.9444444444444444
2019,5,6,7,41,0.975609756097561
2019,5,6,8,90,0.9222222222222223
2019,5,6,9,40,0.85
2019,5,6,10,26,0.6538461538461539
2019,5,6,11,26,0.4230769230769231
2019,5,6,12,32,0.40625
2019,5,6,13,13,0.6153846153846154
2019,5,6,14,27,0.6666666666666666
2019,5,6,15,24,0.8333333333333334
2019,5,6,16,16,0.8125
2019,5,6,17,52,0.75
2019,5,6,18,42,0.9047619047619048
2019,5,6,19,32,0.71875
2019,5,6,20,8,1.0
2019,5,6,21,10,0.9
2019,5,6,22,1,1.0
2019,5,6,23,2,0.0
2019,5,7,5,6,0.8333333333333334
2019,5,7,6,17,0.9411764705882353
2019,5,7,7,41,0.975609756097561
2019,5,7,8,64,0.953125
2019,5,7,9,42,0.9047619047619048
2019,5,7,10,19,0.7368421052631579
2019,5,7,11,8,0.5
2019,5,7,12,11,0.9090909090909091
2019,5,7,13,9,0.4444444444444444
2019,5,7,14,23,0.782608695652174
2019,5,7,15,26,0.8076923076923077
2019,5,7,16,35,0.7714285714285715
2019,5,7,17,67,0.835820895522388
2019,5,7,18,74,0.9594594594594594
2019,5,7,19,34,0.8235294117647058
2019,5,7,20,6,1.0
2019,5,7,21,4,1.0
2019,5,7,22,2,1.0
2019,5,7,23,2,1.0
2019,5,8,0,3,1.0
2019,5,8,4,1,1.0
2019,5,8,5,6,0.8333333333333334
2019,5,8,6,13,1.0
2019,5,8,7,55,0.9636363636363636
2019,5,8,8,71,0.971830985915493
2019,5,8,9,48,0.8125
2019,5,8,10,18,0.8333333333333334
2019,5,8,11,9,0.4444444444444444
2019,5,8,12,23,0.391304347826087
2019,5,8,13,14,0.42857142857142855
2019,5,8,14,17,0.5882352941176471
2019,5,8,15,24,0.7916666666666666
2019,5,8,16,39,0.7435897435897436
2019,5,8,17,53,0.8867924528301887
2019,5,8,18,54,0.8888888888888888
2019,5,8,19,43,0.7209302325581395
2019,5,8,20,19,0.9473684210526315
2019,5,8,21,6,1.0
2019,5,8,22,9,0.6666666666666666
2019,5,8,23,4,0.5
2019,5,9,0,3,0.3333333333333333
2019,5,9,5,10,0.9
2019,5,9,6,12,0.8333333333333334
2019,5,9,7,50,0.98
2019,5,9,8,61,0.9836065573770492
2019,5,9,9,23,0.8695652173913043
2019,5,9,10,16,0.8125
2019,5,9,11,14,0.35714285714285715
2019,5,9,12,11,0.7272727272727273
2019,5,9,13,13,0.5384615384615384
2019,5,9,14,16,0.5
2019,5,9,15,22,0.7272727272727273
2019,5,9,16,15,0.5333333333333333
2019,5,9,17,28,0.9642857142857143
2019,5,9,18,24,0.9166666666666666
2019,5,9,19,14,1.0
2019,5,9,20,6,0.8333333333333334
2019,5,9,21,10,0.7
2019,5,9,22,4,1.0
2019,5,10,5,2,1.0
2019,5,10,6,5,1.0
2019,5,10,7,35,0.8857142857142857
2019,5,10,8,54,0.9814814814814815
2019,5,10,9,24,0.8333333333333334
2019,5,10,10,16,0.8125
2019,5,10,11,17,0.7058823529411765
2019,5,10,12,7,0.5714285714285714
2019,5,10,13,3,1.0
2019,5,10,14,25,0.6
2019,5,10,15,19,0.42105263157894735
2019,5,10,16,29,0.41379310344827586
2019,5,10,17,44,0.8863636363636364
2019,5,10,18,25,0.8
2019,5,10,19,29,0.7931034482758621
2019,5,10,20,20,0.9
2019,5,10,21,7,0.42857142857142855
2019,5,10,22,7,0.42857142857142855
2019,5,10,23,3,1.0
2019,5,11,0,2,0.5
2019,5,11,5,1,1.0
2019,5,11,6,1,0.0
2019,5,11,7,7,0.7142857142857143
2019,5,11,8,8,0.875
2019,5,11,9,15,0.6
2019,5,11,10,40,0.525
2019,5,11,11,48,0.5208333333333334
2019,5,11,12,31,0.7096774193548387
2019,5,11,13,72,0.5416666666666666
2019,5,11,14,57,0.5789473684210527
2019,5,11,15,46,0.5217391304347826
2019,5,11,16,80,0.4875
2019,5,11,17,42,0.4523809523809524
2019,5,11,18,30,0.4
2019,5,11,19,14,0.7142857142857143
2019,5,11,20,5,0.6
2019,5,11,21,4,1.0
2019,5,11,22,3,0.6666666666666666
2019,5,11,23,4,0.0
2019,5,12,0,3,0.6666666666666666
2019,5,12,1,1,1.0
2019,5,12,7,2,1.0
2019,5,12,8,1,1.0
2019,5,12,9,2,0.5
2019,5,12,10,6,1.0
2019,5,12,11,1,1.0
2019,5,12,12,3,1.0
2019,5,12,13,1,1.0
2019,5,12,14,2,1.0
2019,5,12,15,3,1.0
2019,5,12,16,2,1.0
2019,5,12,17,4,1.0
2019,5,12,18,1,1.0
2019,5,12,19,1,1.0
2019,5,12,20,2,1.0
2019,5,12,23,3,1.0
2019,5,13,0,1,1.0
2019,5,13,5,3,1.0
2019,5,13,6,9,1.0
2019,5,13,7,18,1.0
2019,5,13,8,15,1.0
2019,5,13,9,1,1.0
2019,5,13,10,4,1.0
2019,5,13,11,3,1.0
2019,5,13,12,6,0.5
2019,5,13,13,3,0.3333333333333333
2019,5,13,14,2,0.0
2019,5,13,15,4,1.0
2019,5,13,16,3,1.0
2019,5,13,17,4,1.0
2019,5,13,18,7,1.0
2019,5,13,19,12,1.0
2019,5,13,20,3,1.0
2019,5,13,21,2,1.0
2019,5,13,22,3,1.0
2019,5,13,23,2,1.0
2019,5,14,5,6,1.0
2019,5,14,6,9,1.0
2019,5,14,7,30,1.0
2019,5,14,8,45,0.9777777777777777
2019,5,14,9,21,0.8571428571428571
2019,5,14,10,10,1.0
2019,5,14,11,2,1.0
2019,5,14,12,5,0.8
2019,5,14,13,9,0.5555555555555556
2019,5,14,14,6,0.6666666666666666
2019,5,14,15,5,1.0
2019,5,14,16,8,0.875
2019,5,14,17,23,1.0
2019,5,14,18,8,1.0
2019,5,14,19,2,1.0
2019,5,14,20,5,1.0
2019,5,14,21,4,0.25
2019,5,14,23,1,1.0
2019,5,15,5,6,1.0
2019,5,15,6,13,1.0
2019,5,15,7,47,1.0
2019,5,15,8,57,0.9824561403508771
2019,5,15,9,37,0.918918918918919
2019,5,15,10,23,0.5652173913043478
2019,5,15,11,12,1.0
2019,5,15,12,15,0.6
2019,5,15,13,10,0.8
2019,5,15,14,9,0.8888888888888888
2019,5,15,15,23,0.8260869565217391
2019,5,15,16,31,0.7419354838709677
2019,5,15,17,53,0.8301886792452831
2019,5,15,18,62,0.8064516129032258
2019,5,15,19,41,0.8536585365853658
2019,5,15,20,36,0.8333333333333334
2019,5,15,21,8,0.875
2019,5,15,22,4,1.0
2019,5,15,23,9,0.5555555555555556
2019,5,16,0,7,0.0
2019,5,16,4,1,1.0
2019,5,16,5,7,0.5714285714285714
2019,5,16,6,17,1.0
2019,5,16,7,48,1.0
2019,5,16,8,67,0.9701492537313433
2019,5,16,9,34,0.9117647058823529
2019,5,16,10,9,0.6666666666666666
2019,5,16,11,14,0.9285714285714286
2019,5,16,12,20,0.65
2019,5,16,13,16,0.6875
2019,5,16,14,18,0.7777777777777778
2019,5,16,15,25,0.64
2019,5,16,16,38,0.6052631578947368
2019,5,16,17,80,0.7375
2019,5,16,18,57,0.9473684210526315
2019,5,16,19,42,0.7380952380952381
2019,5,16,20,28,0.8928571428571429
2019,5,16,21,9,0.6666666666666666
2019,5,16,22,10,0.8
2019,5,16,23,8,1.0
2019,5,17,0,5,0.6
2019,5,17,1,1,1.0
2019,5,17,4,1,1.0
2019,5,17,5,6,0.8333333333333334
2019,5,17,6,18,1.0
2019,5,17,7,45,0.9777777777777777
2019,5,17,8,72,0.9444444444444444
2019,5,17,9,40,0.75
2019,5,17,10,14,0.5714285714285714
2019,5,17,11,15,0.6666666666666666
2019,5,17,12,12,0.3333333333333333
2019,5,17,13,3,0.6666666666666666
2019,5,17,14,20,0.6
2019,5,17,15,27,0.5925925925925926
2019,5,17,16,33,0.7272727272727273
2019,5,17,17,49,0.7959183673469388
2019,5,17,18,44,0.8409090909090909
2019,5,17,19,44,0.6136363636363636
