start,year,month,day,hour,ausleihen_real,ausleihen_predict,rueckgaben_real,rueckgaben_predicted,real_differenz,predicted_differenz,differenz_mape
2019-06-22 12:00:00,2019,6,22,12,34.0,52.84914,36.0,56.785275,-2.0,-3.936135,96.80675000000001
2019-06-22 13:00:00,2019,6,22,13,33.0,48.619595,36.0,56.49179,-3.0,-7.872195000000005,162.40650000000016
2019-06-22 14:00:00,2019,6,22,14,56.0,48.570328,55.0,44.231655,1.0,4.338673,333.8673
2019-06-22 15:00:00,2019,6,22,15,74.0,45.77469,82.0,50.42437,-8.0,-4.649680000000004,41.878999999999955
2019-06-22 16:00:00,2019,6,22,16,72.0,60.354164,56.0,60.99417,16.0,-0.6400059999999996,104.00003749999999
2019-06-22 17:00:00,2019,6,22,17,52.0,57.711914,36.0,54.344967,16.0,3.3669470000000032,78.95658124999999
2019-06-22 18:00:00,2019,6,22,18,58.0,42.746246,51.0,37.46343,7.0,5.282815999999997,24.531200000000045
2019-06-22 19:00:00,2019,6,22,19,46.0,34.90291,37.0,35.752193,9.0,-0.8492829999999998,109.43647777777778
2019-06-22 20:00:00,2019,6,22,20,21.0,28.77693,22.0,24.074465,-1.0,4.702465,570.2465
2019-06-22 21:00:00,2019,6,22,21,20.0,17.845106,10.0,18.313227,10.0,-0.468121,104.68121
2019-06-22 22:00:00,2019,6,22,22,10.0,12.450004,15.0,9.865376,-5.0,2.5846280000000004,151.69256
2019-06-22 23:00:00,2019,6,22,23,8.0,6.6619844,8.0,9.45703,0.0,-2.7950456,0.0
2019-06-23 00:00:00,2019,6,23,0,14.0,5.6701407,5.0,6.011581,9.0,-0.3414402999999995,103.7937811111111
2019-06-23 07:00:00,2019,6,23,7,3.0,4.7961483,4.0,5.1177955,-1.0,-0.32164720000000013,67.83527999999998
2019-06-23 08:00:00,2019,6,23,8,7.0,12.43774,6.0,12.27842,1.0,0.15931999999999924,84.06800000000007
2019-06-23 09:00:00,2019,6,23,9,9.0,8.918582,8.0,12.996786,1.0,-4.0782039999999995,507.82039999999995
2019-06-23 10:00:00,2019,6,23,10,32.0,25.520256,32.0,30.09157,0.0,-4.571314000000001,0.0
2019-06-23 11:00:00,2019,6,23,11,45.0,34.003593,50.0,38.280743,-5.0,-4.277149999999999,14.457000000000022
2019-06-23 12:00:00,2019,6,23,12,44.0,42.44946,68.0,44.163074,-24.0,-1.7136139999999997,92.85994166666667
2019-06-23 13:00:00,2019,6,23,13,48.0,41.87905,46.0,47.39819,2.0,-5.51914,375.957
2019-06-23 14:00:00,2019,6,23,14,49.0,37.726574,57.0,41.13914,-8.0,-3.412565999999998,57.34292500000002
2019-06-23 15:00:00,2019,6,23,15,60.0,44.667587,68.0,47.99091,-8.0,-3.323323000000002,58.458462499999975
2019-06-23 16:00:00,2019,6,23,16,53.0,57.914246,36.0,59.502293,17.0,-1.588047000000003,109.3414529411765
2019-06-23 17:00:00,2019,6,23,17,66.0,47.428185,63.0,41.256046,3.0,6.172139000000001,105.73796666666671
2019-06-23 18:00:00,2019,6,23,18,41.0,50.454063,37.0,47.23553,4.0,3.2185330000000008,19.53667499999998
2019-06-23 19:00:00,2019,6,23,19,32.0,29.133284,37.0,31.15927,-5.0,-2.0259859999999996,59.48028000000001
2019-06-23 20:00:00,2019,6,23,20,32.0,21.850794,23.0,20.27749,9.0,1.5733040000000003,82.51884444444444
2019-06-23 21:00:00,2019,6,23,21,20.0,16.479681,7.0,13.008872,13.0,3.470808999999999,73.30146923076923
2019-06-23 22:00:00,2019,6,23,22,7.0,7.6284437,7.0,5.93396,0.0,1.6944837000000001,0.0
2019-06-24 05:00:00,2019,6,24,5,1.0,2.556382,6.0,5.8683124,-5.0,-3.3119303999999996,33.76139200000001
2019-06-24 06:00:00,2019,6,24,6,5.0,10.696878,22.0,20.525404,-17.0,-9.828526000000002,42.18514117647057
2019-06-24 07:00:00,2019,6,24,7,20.0,16.420418,53.0,42.970524,-33.0,-26.550105999999996,19.545133333333347
2019-06-24 08:00:00,2019,6,24,8,28.0,25.687101,87.0,71.6838,-59.0,-45.99669900000001,22.039493220338972
2019-06-24 09:00:00,2019,6,24,9,28.0,24.231031,41.0,41.21049,-13.0,-16.979459,30.611223076923068
2019-06-24 10:00:00,2019,6,24,10,20.0,15.982987,20.0,21.378017,0.0,-5.39503,0.0
2019-06-24 12:00:00,2019,6,24,12,15.0,11.873575,23.0,15.302703,-8.0,-3.4291279999999986,57.13590000000002
2019-06-24 15:00:00,2019,6,24,15,17.0,18.42193,13.0,19.442223,4.0,-1.0202929999999988,125.50732499999997
2019-06-24 16:00:00,2019,6,24,16,21.0,22.801802,19.0,22.89977,2.0,-0.09796800000000161,104.89840000000008
2019-06-24 17:00:00,2019,6,24,17,48.0,49.667145,53.0,45.071186,-5.0,4.595959000000001,191.91918
2019-06-24 18:00:00,2019,6,24,18,73.0,68.24426,79.0,50.84908,-6.0,17.395179999999996,389.9196666666666
2019-06-24 19:00:00,2019,6,24,19,58.0,56.11145,54.0,51.677418,4.0,4.434031999999995,10.850799999999872
2019-06-24 20:00:00,2019,6,24,20,48.0,33.419044,46.0,31.085012,2.0,2.3340320000000006,16.701600000000028
2019-06-24 21:00:00,2019,6,24,21,22.0,22.768997,8.0,20.97415,14.0,1.7948469999999972,87.17966428571431
2019-06-24 22:00:00,2019,6,24,22,5.0,9.746755,7.0,7.7593923,-2.0,1.9873627000000003,199.36813500000002
2019-06-24 23:00:00,2019,6,24,23,10.0,3.1463614,7.0,4.705643,3.0,-1.5592816000000003,151.97605333333334
2019-06-25 06:00:00,2019,6,25,6,6.0,7.3245797,6.0,15.006045,0.0,-7.6814653,0.0
2019-06-25 07:00:00,2019,6,25,7,16.0,17.863125,34.0,32.366318,-18.0,-14.503193,19.426705555555557
2019-06-25 08:00:00,2019,6,25,8,14.0,24.84194,61.0,53.598866,-47.0,-28.756926,38.815051063829785
2019-06-25 09:00:00,2019,6,25,9,26.0,23.024725,14.0,28.460062,12.0,-5.4353370000000005,145.294475
2019-06-25 10:00:00,2019,6,25,10,8.0,14.334423,13.0,14.644796,-5.0,-0.31037300000000023,93.79253999999999
2019-06-25 11:00:00,2019,6,25,11,9.0,14.877308,11.0,14.49988,-2.0,0.3774280000000001,118.87140000000001
2019-06-25 12:00:00,2019,6,25,12,10.0,15.016355,16.0,15.784621,-6.0,-0.7682659999999988,87.19556666666669
2019-06-25 13:00:00,2019,6,25,13,12.0,14.349982,12.0,17.229212,0.0,-2.8792299999999997,0.0
2019-06-25 14:00:00,2019,6,25,14,22.0,16.30847,22.0,21.21646,0.0,-4.907990000000002,0.0
2019-06-25 15:00:00,2019,6,25,15,14.0,23.315104,18.0,24.428068,-4.0,-1.112963999999998,72.17590000000004
2019-06-25 16:00:00,2019,6,25,16,31.0,19.880129,33.0,25.746614,-2.0,-5.866485000000001,193.32425000000003
2019-06-25 17:00:00,2019,6,25,17,61.0,72.93454,55.0,52.318935,6.0,20.615604999999995,243.5934166666666
2019-06-25 18:00:00,2019,6,25,18,108.0,88.76838,48.0,60.834553,60.0,27.933826999999994,53.44362166666667
2019-06-25 19:00:00,2019,6,25,19,36.0,47.402912,32.0,40.667294,4.0,6.735618000000002,68.39045000000006
2019-06-25 20:00:00,2019,6,25,20,33.0,31.989908,29.0,25.299068,4.0,6.6908400000000015,67.27100000000004
2019-06-25 21:00:00,2019,6,25,21,18.0,15.604738,16.0,16.882998,2.0,-1.2782600000000013,163.91300000000007
2019-06-25 22:00:00,2019,6,25,22,9.0,11.466188,4.0,9.870108,5.0,1.5960800000000006,68.07839999999999
2019-06-26 00:00:00,2019,6,26,0,3.5,2.2930353,2.5,1.7455679,1.0,0.5474674000000002,45.25325999999998
2019-06-26 06:00:00,2019,6,26,6,12.0,7.3958373,25.0,23.221886,-13.0,-15.826048700000001,21.738836153846165
2019-06-26 07:00:00,2019,6,26,7,29.0,18.36208,56.0,48.343784,-27.0,-29.981704,11.043348148148151
2019-06-26 08:00:00,2019,6,26,8,29.0,30.820105,77.0,77.3498,-48.0,-46.529695000000004,3.0631354166666585
2019-06-26 09:00:00,2019,6,26,9,27.0,23.867537,28.0,41.58753,-1.0,-17.719993000000002,1671.9993000000002
2019-06-26 10:00:00,2019,6,26,10,15.0,16.156488,13.0,17.53174,2.0,-1.3752519999999997,168.7626
2019-06-26 11:00:00,2019,6,26,11,11.0,10.932361,14.0,14.022727,-3.0,-3.0903659999999995,3.012199999999983
2019-06-26 12:00:00,2019,6,26,12,8.0,12.649709,14.0,14.502827,-6.0,-1.8531180000000003,69.1147
2019-06-26 13:00:00,2019,6,26,13,17.0,12.73819,15.0,14.499168,2.0,-1.7609779999999997,188.04889999999997
2019-06-26 14:00:00,2019,6,26,14,19.0,16.71972,17.0,20.102331,2.0,-3.3826110000000007,269.13055
2019-06-26 15:00:00,2019,6,26,15,22.0,30.952433,27.0,25.524899,-5.0,5.427533999999998,208.55067999999997
2019-06-26 16:00:00,2019,6,26,16,23.0,28.515434,27.0,26.428629,-4.0,2.0868049999999982,152.17012499999996
2019-06-26 17:00:00,2019,6,26,17,53.0,52.48046,56.0,47.61176,-3.0,4.868700000000004,262.29000000000013
2019-06-26 18:00:00,2019,6,26,18,113.0,86.62593,76.0,63.0558,37.0,23.57013,36.29694594594595
2019-06-26 19:00:00,2019,6,26,19,56.0,61.04554,51.0,51.62286,5.0,9.42268,88.4536
2019-06-26 20:00:00,2019,6,26,20,39.0,33.8878,34.0,28.29698,5.0,5.590819999999997,11.816399999999945
2019-06-26 21:00:00,2019,6,26,21,25.0,19.337622,15.0,17.919474,10.0,1.4181479999999986,85.81852
2019-06-26 22:00:00,2019,6,26,22,31.0,12.540354,11.0,8.947651,20.0,3.592703,82.036485
2019-06-26 23:00:00,2019,6,26,23,8.0,10.130548,2.0,6.048125,6.0,4.0824229999999995,31.959616666666673
2019-06-27 06:00:00,2019,6,27,6,14.0,7.9574428,22.0,16.66174,-8.0,-8.704297200000003,8.803715000000034
2019-06-27 07:00:00,2019,6,27,7,26.0,18.647972,44.0,32.63292,-18.0,-13.984948,22.305844444444446
2019-06-27 08:00:00,2019,6,27,8,30.0,23.055593,71.0,50.91595,-41.0,-27.860357000000004,32.04790975609755
2019-06-27 09:00:00,2019,6,27,9,26.0,20.752825,28.0,32.14587,-2.0,-11.393045,469.65225000000004
2019-06-27 11:00:00,2019,6,27,11,21.0,12.732612,15.0,15.199643,6.0,-2.4670310000000004,141.11718333333334
2019-06-27 12:00:00,2019,6,27,12,15.0,13.834072,24.0,14.511891,-9.0,-0.6778189999999995,92.46867777777778
2019-06-27 13:00:00,2019,6,27,13,17.0,14.218836,17.0,18.140152,0.0,-3.921316000000001,0.0
2019-06-27 14:00:00,2019,6,27,14,14.0,19.077085,17.0,16.642149,-3.0,2.4349360000000004,181.16453333333337
2019-06-27 15:00:00,2019,6,27,15,24.0,17.840645,25.0,17.772692,-1.0,0.06795299999999926,106.79529999999993
2019-06-27 16:00:00,2019,6,27,16,32.0,20.148146,32.0,21.615099,0.0,-1.4669530000000002,0.0
2019-06-27 17:00:00,2019,6,27,17,56.0,52.929,71.0,40.373375,-15.0,12.555625,183.70416666666668
2019-06-27 18:00:00,2019,6,27,18,74.0,72.86152,68.0,58.7578,6.0,14.103719999999996,135.06199999999993
2019-06-27 19:00:00,2019,6,27,19,54.0,47.96326,47.0,43.25449,7.0,4.708770000000001,32.73185714285712
2019-06-27 20:00:00,2019,6,27,20,39.0,27.975359,27.0,25.062479,12.0,2.9128800000000012,75.726
2019-06-27 21:00:00,2019,6,27,21,21.0,15.479415,20.0,13.91863,1.0,1.5607849999999992,56.07849999999992
2019-06-27 22:00:00,2019,6,27,22,15.0,10.287974,8.0,9.422873,7.0,0.865101000000001,87.64141428571428
2019-06-27 23:00:00,2019,6,27,23,6.0,6.2814865,7.0,6.195189,-1.0,0.0862974999999997,108.62974999999997
2019-06-28 05:00:00,2019,6,28,5,2.0,2.3514261,5.0,3.5682206,-3.0,-1.2167945000000002,59.44018333333333
2019-06-28 06:00:00,2019,6,28,6,11.0,8.627167,12.0,12.177855,-1.0,-3.550687999999999,255.06879999999992
2019-06-28 07:00:00,2019,6,28,7,20.0,16.92357,33.0,35.43785,-13.0,-18.514279999999996,42.41753846153843
2019-06-28 08:00:00,2019,6,28,8,28.0,28.387877,46.0,55.60454,-18.0,-27.216663,51.20368333333334
2019-06-28 09:00:00,2019,6,28,9,23.0,22.624323,32.0,30.369064,-9.0,-7.744741000000001,13.947322222222208
2019-06-28 10:00:00,2019,6,28,10,15.0,13.36445,30.0,19.38663,-15.0,-6.0221800000000005,59.852133333333335
2019-06-28 11:00:00,2019,6,28,11,16.0,14.359325,14.0,20.167007,2.0,-5.807682000000002,390.3841000000001
2019-06-28 12:00:00,2019,6,28,12,8.0,14.104054,8.0,16.607676,0.0,-2.503622000000002,0.0
2019-06-28 13:00:00,2019,6,28,13,13.0,18.94275,23.0,19.796873,-10.0,-0.8541230000000013,91.45876999999999
2019-06-28 14:00:00,2019,6,28,14,34.0,27.045462,24.0,28.057726,10.0,-1.0122639999999983,110.12263999999999
2019-06-28 15:00:00,2019,6,28,15,24.0,28.829866,33.0,37.31239,-9.0,-8.482524000000002,5.7497333333333165
2019-06-28 16:00:00,2019,6,28,16,46.0,51.247078,34.0,48.151108,12.0,3.095970000000001,74.20024999999998
2019-06-28 17:00:00,2019,6,28,17,69.0,81.153046,51.0,55.426765,18.0,25.726281,42.92378333333333
2019-06-28 18:00:00,2019,6,28,18,79.0,64.66344,47.0,54.299816,32.0,10.363623999999994,67.61367500000001
2019-06-28 19:00:00,2019,6,28,19,43.0,49.984066,32.0,43.187103,11.0,6.796962999999998,38.20942727272729
2019-06-28 20:00:00,2019,6,28,20,36.0,27.292858,38.0,25.045061,-2.0,2.2477969999999985,212.3898499999999
2019-06-28 21:00:00,2019,6,28,21,30.0,26.406698,12.0,24.181723,18.0,2.224974999999997,87.63902777777778
2019-06-28 22:00:00,2019,6,28,22,6.0,11.902139,8.0,9.737154,-2.0,2.1649849999999997,208.24925
2019-06-28 23:00:00,2019,6,28,23,8.0,4.6832943,7.0,5.5831056,1.0,-0.8998112999999996,189.98112999999995
2019-06-29 00:00:00,2019,6,29,0,4.0,5.2844057,7.0,5.3542013,-3.0,-0.06979559999999996,97.67348
2019-06-29 01:00:00,2019,6,29,1,7.0,3.7865653,5.0,6.157863,2.0,-2.3712977,218.56488499999998
2019-06-29 07:00:00,2019,6,29,7,3.0,6.872529,9.0,8.060915,-6.0,-1.1883859999999995,80.19356666666667
2019-06-29 08:00:00,2019,6,29,8,7.0,14.374209,13.0,19.591043,-6.0,-5.216833999999999,13.05276666666669
2019-06-29 09:00:00,2019,6,29,9,15.0,19.033623,20.0,26.963428,-5.0,-7.929805000000002,58.59610000000004
2019-06-29 10:00:00,2019,6,29,10,41.0,35.020195,17.0,37.915817,24.0,-2.895621999999996,112.06509166666665
2019-06-29 11:00:00,2019,6,29,11,25.0,36.517242,38.0,47.445507,-13.0,-10.928264999999996,15.936423076923106
2019-06-29 12:00:00,2019,6,29,12,43.0,45.56899,38.0,52.162685,5.0,-6.593695000000004,231.87390000000008
2019-06-29 13:00:00,2019,6,29,13,31.0,48.034973,43.0,54.77139,-12.0,-6.736416999999996,43.8631916666667
2019-06-29 14:00:00,2019,6,29,14,41.0,54.285236,47.0,49.54797,-6.0,4.737265999999998,178.9544333333333
2019-06-29 15:00:00,2019,6,29,15,39.0,53.65127,43.0,58.45286,-4.0,-4.8015900000000045,20.03975000000011
2019-06-29 16:00:00,2019,6,29,16,39.0,57.597168,32.0,52.463154,7.0,5.1340140000000005,26.65694285714285
2019-06-29 17:00:00,2019,6,29,17,52.0,49.79812,39.0,43.978436,13.0,5.819683999999995,55.23320000000004
2019-06-29 18:00:00,2019,6,29,18,39.0,40.020584,14.0,30.561794,25.0,9.45879,62.16484
2019-06-29 19:00:00,2019,6,29,19,19.0,30.728613,27.0,28.118654,-8.0,2.609959,132.6244875
2019-06-29 20:00:00,2019,6,29,20,25.0,23.315977,19.0,22.286783,6.0,1.0291940000000004,82.84676666666667
2019-06-29 21:00:00,2019,6,29,21,15.0,17.040169,14.0,13.912934,1.0,3.127234999999999,212.7234999999999
2019-06-29 22:00:00,2019,6,29,22,11.0,12.569393,14.0,12.102371,-3.0,0.46702200000000005,115.5674
2019-06-29 23:00:00,2019,6,29,23,5.0,7.3021474,6.0,9.272333,-1.0,-1.9701855999999998,97.01855999999998
2019-06-30 00:00:00,2019,6,30,0,6.0,6.6737576,3.0,5.007285,3.0,1.6664725999999996,44.45091333333335
2019-06-30 07:00:00,2019,6,30,7,4.0,5.272346,4.0,4.7412896,0.0,0.5310563999999998,0.0
2019-06-30 08:00:00,2019,6,30,8,10.0,12.200878,12.0,11.211427,-2.0,0.989450999999999,149.47254999999996
2019-06-30 09:00:00,2019,6,30,9,15.0,9.578148,34.0,12.967359,-19.0,-3.3892109999999995,82.16204736842106
2019-06-30 10:00:00,2019,6,30,10,27.0,28.111204,21.0,31.31041,6.0,-3.199206,153.3201
2019-06-30 11:00:00,2019,6,30,11,23.0,34.98523,24.0,39.997677,-1.0,-5.012447000000002,401.2447000000002
2019-06-30 12:00:00,2019,6,30,12,27.0,40.711685,36.0,46.837727,-9.0,-6.126041999999998,31.932866666666687
2019-06-30 13:00:00,2019,6,30,13,39.0,39.867443,33.0,39.330574,6.0,0.5368690000000029,91.05218333333328
2019-06-30 14:00:00,2019,6,30,14,35.0,38.39242,30.0,40.83057,5.0,-2.4381500000000003,148.763
2019-06-30 15:00:00,2019,6,30,15,39.0,43.770275,53.0,46.93378,-14.0,-3.1635050000000007,77.40353571428571
2019-06-30 16:00:00,2019,6,30,16,53.0,50.865463,33.0,44.380672,20.0,6.484791000000001,67.576045
2019-06-30 17:00:00,2019,6,30,17,61.0,51.377144,54.0,46.712254,7.0,4.66489,33.35871428571429
2019-06-30 18:00:00,2019,6,30,18,25.0,43.74968,25.0,36.96037,0.0,6.78931,0.0
2019-06-30 19:00:00,2019,6,30,19,26.0,27.815033,33.0,28.706657,-7.0,-0.8916240000000002,87.26251428571429
2019-06-30 20:00:00,2019,6,30,20,20.0,24.17564,10.0,21.945772,10.0,2.2298679999999997,77.70132000000001
2019-06-30 21:00:00,2019,6,30,21,22.0,15.115273,9.0,9.671358,13.0,5.4439150000000005,58.12373076923076
2019-06-30 22:00:00,2019,6,30,22,5.0,9.32988,7.0,7.59637,-2.0,1.733509999999999,186.67549999999994
2019-06-30 23:00:00,2019,6,30,23,2.0,5.2626643,3.0,6.456926,-1.0,-1.1942617000000002,19.42617000000002
2019-07-01 05:00:00,2019,7,1,5,4.0,1.8387141,4.0,5.45171,0.0,-3.6129959000000005,0.0
2019-07-01 06:00:00,2019,7,1,6,8.0,8.922168,22.0,20.798258,-14.0,-11.876090000000001,15.170785714285703
2019-07-01 07:00:00,2019,7,1,7,18.0,15.217611,40.0,43.10493,-22.0,-27.887319000000005,26.76054090909093
2019-07-01 08:00:00,2019,7,1,8,23.0,26.367712,62.0,67.371765,-39.0,-41.004053,5.138597435897433
2019-07-01 09:00:00,2019,7,1,9,25.0,21.7588,22.0,36.830505,3.0,-15.071705000000001,602.3901666666667
2019-07-01 10:00:00,2019,7,1,10,10.0,16.694677,17.0,16.351477,-7.0,0.3431999999999995,104.90285714285714
2019-07-01 12:00:00,2019,7,1,12,14.0,13.728237,14.0,17.952682,0.0,-4.224444999999999,0.0
2019-07-01 15:00:00,2019,7,1,15,23.0,18.360756,30.0,14.72996,-7.0,3.6307959999999984,151.86851428571427
2019-07-01 16:00:00,2019,7,1,16,42.0,22.428106,30.0,23.806013,12.0,-1.3779070000000004,111.48255833333334
2019-07-01 17:00:00,2019,7,1,17,69.0,43.772064,37.0,43.928883,32.0,-0.1568189999999987,100.490059375
2019-07-01 18:00:00,2019,7,1,18,95.0,62.3107,72.0,50.783337,23.0,11.527362999999994,49.88103043478264
2019-07-01 19:00:00,2019,7,1,19,55.0,58.53811,47.0,50.224556,8.0,8.313554000000003,3.919425000000043
2019-07-01 20:00:00,2019,7,1,20,44.0,38.70339,32.0,33.111214,12.0,5.592176000000002,53.39853333333332
2019-07-01 21:00:00,2019,7,1,21,18.0,22.348272,10.0,16.067953,8.0,6.280319000000002,21.49601249999997
2019-07-01 22:00:00,2019,7,1,22,8.0,7.0539374,10.0,7.032147,-2.0,0.021790399999999543,101.08951999999998
2019-07-01 23:00:00,2019,7,1,23,8.0,6.01689,5.0,6.2228417,3.0,-0.20595169999999996,106.86505666666666
2019-07-02 06:00:00,2019,7,2,6,8.0,5.1967797,20.0,9.826888,-12.0,-4.630108300000001,61.41576416666666
2019-07-02 07:00:00,2019,7,2,7,11.0,10.399961,49.0,20.28721,-38.0,-9.887249000000002,73.98092368421052
2019-07-02 08:00:00,2019,7,2,8,26.0,19.42668,65.0,38.94773,-39.0,-19.52105,49.94602564102564
2019-07-02 09:00:00,2019,7,2,9,21.0,25.597866,26.0,30.078053,-5.0,-4.480187000000001,10.396259999999984
2019-07-02 10:00:00,2019,7,2,10,11.0,10.842869,21.0,12.884279,-10.0,-2.041409999999999,79.58590000000001
2019-07-02 11:00:00,2019,7,2,11,20.0,12.2896805,25.0,14.935232,-5.0,-2.6455515,47.08897
2019-07-02 12:00:00,2019,7,2,12,6.0,12.706329,11.0,17.446136,-5.0,-4.739806999999999,5.20386000000002
2019-07-02 13:00:00,2019,7,2,13,10.0,9.965511,7.0,12.434524,3.0,-2.4690130000000003,182.30043333333333
2019-07-02 14:00:00,2019,7,2,14,18.0,15.687433,15.0,17.600943,3.0,-1.9135100000000005,163.78366666666668
2019-07-02 15:00:00,2019,7,2,15,23.0,16.101366,18.0,19.743402,5.0,-3.642036000000001,172.84072
2019-07-02 16:00:00,2019,7,2,16,23.0,23.231535,33.0,25.086063,-10.0,-1.8545279999999984,81.45472000000001
2019-07-02 17:00:00,2019,7,2,17,60.0,55.159264,75.0,42.87465,-15.0,12.284613999999998,181.89742666666666
2019-07-02 18:00:00,2019,7,2,18,85.0,62.165512,60.0,55.46484,25.0,6.700671999999997,73.19731200000001
2019-07-02 19:00:00,2019,7,2,19,55.0,43.44777,42.0,38.385387,13.0,5.062382999999997,61.05859230769233
2019-07-02 20:00:00,2019,7,2,20,27.0,28.796803,16.0,24.94328,11.0,3.853522999999999,64.96797272727274
2019-07-02 21:00:00,2019,7,2,21,8.0,13.483286,16.0,11.612544,-8.0,1.870742,123.384275
2019-07-03 05:00:00,2019,7,3,5,2.0,1.6178049,9.0,8.718304,-7.0,-7.1004990999999995,1.4357014285714216
2019-07-03 06:00:00,2019,7,3,6,8.0,6.88629,15.0,21.827848,-7.0,-14.941558,113.45082857142859
2019-07-03 07:00:00,2019,7,3,7,14.0,19.708158,38.0,47.243023,-24.0,-27.534865,14.728604166666667
2019-07-03 08:00:00,2019,7,3,8,28.0,25.851158,58.0,71.149345,-30.0,-45.298187,50.99395666666666
2019-07-03 09:00:00,2019,7,3,9,25.0,23.35205,29.0,33.694134,-4.0,-10.342084,158.5521
2019-07-03 10:00:00,2019,7,3,10,14.0,15.44402,17.0,15.950239,-3.0,-0.5062189999999998,83.12603333333334
2019-07-03 11:00:00,2019,7,3,11,18.0,10.384843,22.0,14.572764,-4.0,-4.187920999999999,4.6980249999999835
2019-07-03 12:00:00,2019,7,3,12,13.0,12.748149,8.0,15.270163,5.0,-2.5220140000000004,150.44028
2019-07-03 13:00:00,2019,7,3,13,17.0,14.19073,29.0,13.390213,-12.0,0.800517000000001,106.670975
2019-07-03 14:00:00,2019,7,3,14,38.0,17.600096,21.0,20.991999,17.0,-3.3919029999999992,119.9523705882353
2019-07-03 15:00:00,2019,7,3,15,30.0,30.614012,30.0,27.144203,0.0,3.469808999999998,0.0
2019-07-03 16:00:00,2019,7,3,16,68.0,26.662466,45.0,24.831146,23.0,1.831319999999998,92.03773913043479
2019-07-03 17:00:00,2019,7,3,17,41.0,57.071495,65.0,49.17815,-24.0,7.8933449999999965,132.8889375
2019-07-03 18:00:00,2019,7,3,18,113.0,87.16592,71.0,66.12108,42.0,21.044839999999994,49.89323809523811
2019-07-03 19:00:00,2019,7,3,19,44.0,47.898056,42.0,37.17133,2.0,10.726726,436.33629999999994
2019-07-03 20:00:00,2019,7,3,20,32.0,31.23319,25.0,27.00144,7.0,4.231750000000002,39.54642857142855
2019-07-03 21:00:00,2019,7,3,21,22.0,19.868057,12.0,15.721357,10.0,4.146700000000001,58.53299999999999
2019-07-03 22:00:00,2019,7,3,22,15.0,17.271908,11.0,10.337911,4.0,6.933997,73.349925
2019-07-03 23:00:00,2019,7,3,23,4.0,3.974781,6.0,2.5444703,-2.0,1.4303107000000002,171.515535
2019-07-04 06:00:00,2019,7,4,6,4.0,6.6090508,21.0,16.656788,-17.0,-10.047737199999998,40.89566352941178
2019-07-04 07:00:00,2019,7,4,7,12.0,14.993586,22.0,27.934755,-10.0,-12.941168999999999,29.411689999999986
2019-07-04 08:00:00,2019,7,4,8,13.0,15.547912,54.0,45.224964,-41.0,-29.677052,27.616946341463418
2019-07-04 09:00:00,2019,7,4,9,13.0,16.280624,17.0,16.808622,-4.0,-0.5279980000000002,86.80005
2019-07-04 11:00:00,2019,7,4,11,20.0,14.89577,21.0,15.064157,-1.0,-0.16838699999999918,83.16130000000008
2019-07-04 12:00:00,2019,7,4,12,36.0,15.667169,36.0,17.653706,0.0,-1.9865370000000002,0.0
2019-07-04 13:00:00,2019,7,4,13,25.0,20.144123,26.0,21.77642,-1.0,-1.6322970000000012,63.22970000000012
2019-07-04 14:00:00,2019,7,4,14,37.0,18.719715,36.0,18.821638,1.0,-0.10192299999999932,110.19229999999993
2019-07-04 15:00:00,2019,7,4,15,20.0,23.025919,20.0,22.727491,0.0,0.2984279999999977,0.0
2019-07-04 16:00:00,2019,7,4,16,29.0,18.840775,34.0,21.105509,-5.0,-2.2647340000000007,54.70531999999999
2019-07-04 17:00:00,2019,7,4,17,36.0,45.13787,30.0,40.849953,6.0,4.287917,28.534716666666665
2019-07-04 18:00:00,2019,7,4,18,52.0,51.9271,21.0,41.99345,31.0,9.93365,67.95596774193548
2019-07-04 19:00:00,2019,7,4,19,32.0,32.586456,27.0,28.808287,5.0,3.7781689999999983,24.436620000000033
2019-07-04 20:00:00,2019,7,4,20,28.0,26.579805,29.0,20.313725,-1.0,6.266079999999999,726.6079999999998
2019-07-04 21:00:00,2019,7,4,21,9.0,16.376417,7.0,14.93958,2.0,1.4368370000000006,28.15814999999997
2019-07-04 22:00:00,2019,7,4,22,23.0,7.0183163,13.0,4.5470595,10.0,2.471256800000001,75.28743199999998
2019-07-04 23:00:00,2019,7,4,23,8.0,7.4750085,4.0,6.2862067,4.0,1.1888018000000002,70.279955
2019-07-05 06:00:00,2019,7,5,6,8.0,6.86888,10.0,9.920478,-2.0,-3.0515979999999994,52.57989999999997
2019-07-05 07:00:00,2019,7,5,7,20.0,16.727495,20.0,29.456945,0.0,-12.72945,0.0
2019-07-05 08:00:00,2019,7,5,8,13.0,20.086403,32.0,45.07352,-19.0,-24.987117,31.51114210526316
2019-07-05 09:00:00,2019,7,5,9,15.0,19.422514,32.0,25.464863,-17.0,-6.0423490000000015,64.45677058823529
2019-07-05 10:00:00,2019,7,5,10,9.0,10.466137,12.0,19.185867,-3.0,-8.719729999999998,190.65766666666661
2019-07-05 11:00:00,2019,7,5,11,15.0,12.774105,29.0,13.853261,-14.0,-1.0791559999999993,92.29174285714286
2019-07-05 12:00:00,2019,7,5,12,14.0,12.389899,14.0,16.906239,0.0,-4.51634,0.0
2019-07-05 13:00:00,2019,7,5,13,11.0,15.9740095,18.0,20.90537,-7.0,-4.931360500000002,29.551992857142828
