year,month,day,hour,ausleihen,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,ausleihe1woche,ausleihe1stunde,ausleihe2stunde
2015,5,1,0,1,1.0,0,4,1,9,0.0,77,8,0,0,0
2015,5,1,6,3,1.0,0,4,1,9,0.0,74,9,0,0,0
2015,5,1,7,11,0.9090909090909092,0,4,1,10,0.0,69,11,0,3,0
2015,5,1,8,19,1.0,0,4,1,12,0.0,64,13,0,11,3
2015,5,1,9,9,1.0,0,4,1,13,0.0,58,14,0,19,11
2015,5,1,10,8,0.625,0,4,1,13,0.0,59,14,0,9,19
2015,5,1,11,5,0.6,0,4,1,13,0.0,59,14,0,8,9
2015,5,1,12,5,0.8,0,4,1,14,0.0,60,14,0,5,8
2015,5,1,13,15,0.9333333333333332,0,4,1,13,0.0,61,13,0,5,5
2015,5,1,14,16,0.75,0,4,1,13,0.0,63,12,0,15,5
2015,5,1,15,15,0.9333333333333332,0,4,1,13,0.0,64,10,0,16,15
2015,5,1,16,30,0.7333333333333333,0,4,1,12,0.0,68,11,0,15,16
2015,5,1,17,33,0.9090909090909092,0,4,1,11,0.0,73,11,0,30,15
2015,5,1,18,23,0.9130434782608696,0,4,1,10,0.0,77,12,0,33,30
2015,5,1,19,8,0.875,0,4,1,9,0.0,78,10,0,23,33
2015,5,1,20,8,0.5,0,4,1,9,0.0,79,9,0,8,23
2015,5,1,21,1,0.0,0,4,1,8,0.0,79,8,0,8,8
2015,5,1,22,1,0.0,0,4,1,8,0.0,82,6,0,1,8
2015,5,1,23,2,1.0,0,4,1,7,0.0,85,4,0,1,1
2015,5,2,8,10,0.7,0,5,0,14,0.0,67,3,0,0,0
2015,5,2,9,11,0.9090909090909092,0,5,0,16,0.0,65,4,0,10,0
2015,5,2,10,17,0.8235294117647058,0,5,0,16,0.0,61,7,0,11,10
2015,5,2,11,28,0.5714285714285714,0,5,0,17,0.0,58,9,0,17,11
2015,5,2,12,31,0.5806451612903226,0,5,0,18,0.0,54,12,0,28,17
2015,5,2,13,32,0.65625,0,5,0,17,0.0,58,15,0,31,28
2015,5,2,14,38,0.5,0,5,0,16,0.0,62,18,0,32,31
2015,5,2,15,42,0.5714285714285714,0,5,0,14,0.0,65,21,0,38,32
2015,5,2,16,30,0.4333333333333333,0,5,0,13,0.0,69,18,0,42,38
2015,5,2,17,29,0.4482758620689655,0,5,0,12,0.0,73,15,0,30,42
2015,5,2,18,20,0.7,0,5,0,11,0.0,77,12,0,29,30
2015,5,2,19,9,0.8888888888888888,0,5,0,10,0.0,77,12,0,20,29
2015,5,2,20,10,0.4,0,5,0,10,0.0,77,12,0,9,20
2015,5,2,21,1,1.0,0,5,0,10,0.0,78,13,0,10,9
2015,5,3,0,1,1.0,0,6,0,10,0.0,84,7,0,0,0
2015,5,3,1,5,0.4,0,6,0,9,0.0,84,7,0,1,0
2015,5,3,6,1,1.0,0,6,0,12,0.0,76,2,0,0,0
2015,5,3,7,1,0.0,0,6,0,14,0.0,69,2,0,1,0
2015,5,3,8,6,0.8333333333333334,0,6,0,17,0.0,63,2,0,1,1
2015,5,3,9,10,0.8,0,6,0,19,0.0,57,3,0,6,1
2015,5,3,10,15,1.0,0,6,0,20,0.0,53,5,0,10,6
2015,5,3,11,36,0.6666666666666666,0,6,0,21,0.0,49,7,0,15,10
2015,5,3,12,31,0.5806451612903226,0,6,0,22,0.0,45,9,0,36,15
2015,5,3,13,33,0.4848484848484848,0,6,0,21,0.0,49,12,0,31,36
2015,5,3,14,51,0.5294117647058824,0,6,0,20,0.0,53,15,0,33,31
2015,5,3,15,35,0.5714285714285714,0,6,0,19,0.0,57,18,0,51,33
2015,5,3,16,48,0.625,0,6,0,18,0.0,63,17,0,35,51
2015,5,3,17,42,0.6428571428571429,0,6,0,17,0.0,68,16,0,48,35
2015,5,3,18,16,0.9375,0,6,0,15,0.0,73,15,0,42,48
2015,5,3,19,42,0.7619047619047619,0,6,0,15,0.0,73,14,0,16,42
2015,5,3,20,18,0.5555555555555556,0,6,0,14,0.0,74,13,0,42,16
2015,5,3,21,4,0.25,0,6,0,14,0.0,74,12,0,18,42
2015,5,3,22,1,1.0,0,6,0,13,0.0,76,11,0,4,18
2015,5,4,6,11,1.0,0,0,1,15,0.0,71,9,0,0,0
2015,5,4,7,14,1.0,0,0,1,17,0.0,66,11,0,11,0
2015,5,4,8,30,0.9,0,0,1,18,0.0,61,13,0,14,11
2015,5,4,9,11,0.7272727272727273,0,0,1,19,0.0,56,15,0,30,14
2015,5,4,10,11,0.5454545454545454,0,0,1,21,0.0,51,16,0,11,30
2015,5,4,11,16,0.3125,0,0,1,22,0.0,46,18,0,11,11
2015,5,4,12,7,0.5714285714285714,0,0,1,23,0.0,42,20,0,16,11
2015,5,4,13,13,0.6153846153846154,0,0,1,23,0.0,43,22,0,7,16
2015,5,4,14,17,0.5882352941176471,0,0,1,23,0.0,44,24,0,13,7
2015,5,4,15,25,0.64,0,0,1,24,0.0,45,26,0,17,13
2015,5,4,16,13,0.8461538461538461,0,0,1,22,0.0,50,23,0,25,17
2015,5,4,17,53,0.8301886792452831,0,0,1,21,0.0,55,21,0,13,25
2015,5,4,18,45,0.8888888888888888,0,0,1,19,0.0,61,19,0,53,13
2015,5,4,19,40,0.675,0,0,1,19,0.0,60,21,0,45,53
2015,5,4,20,28,0.8571428571428571,0,0,1,18,0.0,60,23,0,40,45
2015,5,4,21,14,0.7142857142857143,0,0,1,17,0.0,60,26,0,28,40
2015,5,4,22,4,1.0,0,0,1,17,0.0,63,22,0,14,28
2015,5,4,23,2,1.0,0,0,1,16,0.0,67,18,0,4,14
2015,5,5,0,1,1.0,0,1,1,16,0.0,70,14,0,2,4
2015,5,5,6,3,1.0,0,1,1,18,0.0,76,8,0,0,0
2015,5,5,7,9,1.0,0,1,1,18,0.0,75,7,0,3,0
2015,5,5,8,23,1.0,0,1,1,19,0.0,74,7,0,9,3
2015,5,5,9,9,1.0,0,1,1,20,0.0,73,6,0,23,9
2015,5,5,10,14,0.7857142857142857,0,1,1,21,0.0,69,5,0,9,23
2015,5,5,11,6,1.0,0,1,1,22,0.1,66,4,0,14,9
2015,5,5,12,9,0.7777777777777778,0,1,1,23,0.2,63,4,0,6,14
2015,5,5,13,8,0.75,0,1,1,23,0.1,60,6,0,9,6
2015,5,5,14,18,0.7777777777777778,0,1,1,23,0.1,57,8,0,8,9
2015,5,5,15,14,0.7857142857142857,0,1,1,24,0.1,54,10,0,18,8
2015,5,5,16,17,0.9411764705882352,0,1,1,22,0.0,58,9,0,14,18
2015,5,5,17,32,0.9375,0,1,1,21,0.3,62,9,0,17,14
2015,5,5,18,28,0.75,0,1,1,20,0.4,66,9,0,32,17
2015,5,5,19,31,0.9032258064516128,0,1,1,19,0.2,67,7,0,28,32
2015,5,5,20,22,0.6363636363636364,0,1,1,18,0.0,68,6,0,31,28
2015,5,5,21,6,1.0,0,1,1,17,0.0,69,5,0,22,31
2015,5,5,22,2,1.0,0,1,1,17,0.0,68,7,0,6,22
2015,5,5,23,9,0.6666666666666666,0,1,1,17,0.0,66,9,0,2,6
2015,5,6,0,2,1.0,0,2,1,16,0.0,65,11,0,9,2
2015,5,6,1,2,0.0,0,2,1,16,0.0,64,12,0,2,9
2015,5,6,2,2,0.0,0,2,1,16,0.0,63,14,0,2,2
2015,5,6,5,1,1.0,0,2,1,15,0.1,66,13,0,0,0
2015,5,6,6,6,1.0,0,2,1,14,0.2,67,12,0,1,0
2015,5,6,7,8,1.0,0,2,1,15,0.1,68,13,0,6,1
2015,5,6,8,17,1.0,0,2,1,15,0.1,68,15,0,8,6
2015,5,6,9,5,1.0,0,2,1,15,0.2,68,17,0,17,8
2015,5,6,10,6,0.8333333333333334,0,2,1,16,0.1,65,14,0,5,17
2015,5,6,11,6,0.5,0,2,1,16,0.1,62,11,0,6,5
2015,5,6,12,8,0.875,0,2,1,17,0.2,58,8,0,6,6
2015,5,6,13,12,0.75,0,2,1,17,0.1,58,9,0,8,6
2015,5,6,14,7,0.5714285714285714,0,2,1,17,0.0,58,11,0,12,8
2015,5,6,15,8,0.875,0,2,1,18,0.0,58,12,0,7,12
2015,5,6,16,4,1.0,0,2,1,16,0.0,64,10,0,8,7
2015,5,6,17,35,0.9142857142857144,0,2,1,15,0.0,69,9,0,4,8
2015,5,6,18,39,0.8717948717948718,0,2,1,14,0.0,75,8,0,35,4
2015,5,6,19,19,0.8947368421052632,0,2,1,14,0.0,78,7,0,39,35
2015,5,6,20,19,0.7894736842105263,0,2,1,14,0.0,82,7,0,19,39
2015,5,6,21,10,0.7,0,2,1,14,0.0,85,6,0,19,19
2015,5,6,22,9,0.7777777777777778,0,2,1,14,0.0,85,5,0,10,19
2015,5,6,23,4,0.75,0,2,1,14,0.0,86,3,0,9,10
2015,5,7,6,5,1.0,0,3,1,19,0.0,66,4,0,0,0
2015,5,7,7,9,1.0,0,3,1,20,0.0,60,6,0,5,0
2015,5,7,8,16,0.9375,0,3,1,20,0.0,55,8,0,9,5
2015,5,7,9,15,0.9333333333333332,0,3,1,21,0.0,49,9,0,16,9
2015,5,7,10,8,1.0,0,3,1,22,0.0,48,10,0,15,16
2015,5,7,11,9,0.8888888888888888,0,3,1,22,0.0,47,11,0,8,15
2015,5,7,12,8,0.875,0,3,1,22,0.0,46,12,0,9,8
2015,5,7,13,15,0.4,0,3,1,21,0.0,48,14,0,8,9
2015,5,7,14,16,0.6875,0,3,1,21,0.0,50,16,0,15,8
2015,5,7,15,13,0.9230769230769232,0,3,1,21,0.0,52,18,0,16,15
2015,5,7,16,16,0.6875,0,3,1,19,0.0,61,16,0,13,16
2015,5,7,17,26,0.8846153846153846,0,3,1,18,0.0,69,14,0,16,13
2015,5,7,18,31,0.9032258064516128,0,3,1,17,0.0,77,12,0,26,16
2015,5,7,19,28,0.9285714285714286,0,3,1,16,0.0,83,12,0,31,26
2015,5,7,20,20,0.9,0,3,1,15,0.0,89,12,0,28,31
2015,5,7,21,6,0.8333333333333334,0,3,1,14,0.0,94,12,0,20,28
2015,5,7,23,3,0.6666666666666666,0,3,1,14,0.0,95,8,0,0,6
2015,5,8,0,1,1.0,0,4,1,14,0.0,95,6,1,3,0
2015,5,8,5,1,1.0,0,4,1,18,0.0,83,5,0,0,0
2015,5,8,6,8,1.0,0,4,1,19,0.0,79,4,3,1,0
2015,5,8,7,8,0.875,0,4,1,20,0.0,74,6,11,8,1
2015,5,8,8,19,0.8947368421052632,0,4,1,22,0.0,70,7,19,8,8
2015,5,8,9,9,1.0,0,4,1,23,0.0,65,9,9,19,8
2015,5,8,10,11,0.9090909090909092,0,4,1,23,0.0,62,11,8,9,19
2015,5,8,11,11,0.6363636363636364,0,4,1,23,0.0,59,12,5,11,9
2015,5,8,12,12,0.75,0,4,1,24,0.0,56,14,5,11,11
2015,5,8,13,13,0.6153846153846154,0,4,1,23,0.0,58,18,15,12,11
2015,5,8,14,21,0.6190476190476191,0,4,1,21,0.0,60,21,16,13,12
2015,5,8,15,27,0.7037037037037037,0,4,1,20,0.0,62,24,15,21,13
2015,5,8,16,27,0.7037037037037037,0,4,1,19,0.0,66,20,30,27,21
2015,5,8,17,46,0.717391304347826,0,4,1,18,0.0,70,16,33,27,27
2015,5,8,18,41,0.7804878048780488,0,4,1,16,0.0,75,12,23,46,27
2015,5,8,19,16,0.8125,0,4,1,16,0.0,79,11,8,41,46
2015,5,8,20,18,0.6111111111111112,0,4,1,16,0.0,83,10,8,16,41
2015,5,8,21,10,0.5,0,4,1,16,0.0,87,9,1,18,16
2015,5,8,22,9,0.8888888888888888,0,4,1,15,0.0,90,8,1,10,18
2015,5,8,23,3,0.3333333333333333,0,4,1,14,0.0,93,7,2,9,10
2015,5,9,0,2,1.0,0,5,0,14,0.0,96,6,0,3,9
2015,5,9,1,2,0.0,0,5,0,14,0.0,96,8,0,2,3
2015,5,9,3,2,0.0,0,5,0,15,0.0,97,12,0,0,2
2015,5,9,4,1,1.0,0,5,0,15,0.0,96,11,0,2,0
2015,5,9,5,1,1.0,0,5,0,15,0.0,95,9,0,1,2
2015,5,9,6,3,0.3333333333333333,0,5,0,15,0.0,94,8,0,1,1
2015,5,9,7,2,1.0,0,5,0,15,0.0,92,10,0,3,1
2015,5,9,8,11,0.7272727272727273,0,5,0,15,0.0,90,13,10,2,3
2015,5,9,9,5,1.0,0,5,0,16,0.0,87,15,11,11,2
2015,5,9,10,16,0.875,0,5,0,16,0.0,85,12,17,5,11
2015,5,9,11,17,0.7647058823529411,0,5,0,17,0.0,83,9,28,16,5
2015,5,9,12,25,0.76,0,5,0,18,0.0,81,5,31,17,16
2015,5,9,13,28,0.5714285714285714,0,5,0,18,0.0,83,8,32,25,17
2015,5,9,14,20,0.6,0,5,0,17,0.0,84,11,38,28,25
2015,5,9,15,24,0.75,0,5,0,17,0.0,85,14,42,20,28
2015,5,9,16,29,0.6206896551724138,0,5,0,17,0.0,88,11,30,24,20
2015,5,9,17,24,0.5,0,5,0,16,0.0,92,9,29,29,24
2015,5,9,18,15,0.3333333333333333,0,5,0,16,0.0,95,6,20,24,29
2015,5,9,19,18,0.6666666666666666,0,5,0,15,0.0,95,6,9,15,24
2015,5,9,20,11,0.5454545454545454,0,5,0,15,0.0,95,6,10,18,15
2015,5,9,21,2,0.5,0,5,0,14,0.0,96,6,1,11,18
2015,5,9,22,7,0.7142857142857143,0,5,0,14,0.0,96,5,0,2,11
2015,5,10,0,4,0.25,0,6,0,14,0.0,96,4,1,0,7
2015,5,10,1,1,1.0,0,6,0,15,0.0,96,4,5,4,0
2015,5,10,4,2,0.0,0,6,0,16,0.0,96,7,0,0,0
2015,5,10,6,1,1.0,0,6,0,17,0.0,92,9,1,0,2
2015,5,10,8,4,0.25,0,6,0,21,0.0,79,14,6,0,1
2015,5,10,9,7,0.8571428571428571,0,6,0,22,0.0,73,16,10,4,0
2015,5,10,10,25,0.76,0,6,0,23,0.0,70,15,15,7,4
2015,5,10,11,23,0.8695652173913043,0,6,0,24,0.0,67,14,36,25,7
2015,5,10,12,26,0.4615384615384615,0,6,0,25,0.0,64,13,31,23,25
2015,5,10,13,36,0.4444444444444444,0,6,0,24,0.0,66,15,33,26,23
2015,5,10,14,28,0.6785714285714286,0,6,0,24,0.0,68,18,51,36,26
2015,5,10,15,44,0.5227272727272727,0,6,0,24,0.0,69,21,35,28,36
2015,5,10,16,31,0.6129032258064516,0,6,0,22,0.0,75,18,48,44,28
2015,5,10,17,27,0.6296296296296297,0,6,0,21,0.0,80,16,42,31,44
2015,5,10,18,21,0.6190476190476191,0,6,0,20,0.0,85,13,16,27,31
2015,5,10,19,37,0.5405405405405406,0,6,0,19,0.0,88,14,42,21,27
2015,5,10,20,18,0.6666666666666666,0,6,0,19,0.3,90,16,18,37,21
2015,5,10,21,7,0.5714285714285714,0,6,0,18,0.4,92,17,4,18,37
2015,5,10,22,7,0.5714285714285714,0,6,0,18,0.2,92,15,1,7,18
2015,5,10,23,1,1.0,0,6,0,18,0.3,93,13,0,7,7
2015,5,11,0,1,1.0,0,0,1,18,0.5,94,10,0,1,7
2015,5,11,5,1,1.0,0,0,1,18,0.0,92,9,0,0,0
2015,5,11,6,1,1.0,0,0,1,19,0.0,91,7,11,1,0
2015,5,11,7,10,1.0,0,0,1,20,0.0,86,10,14,1,1
2015,5,11,8,16,0.9375,0,0,1,21,0.0,82,13,30,10,1
2015,5,11,9,8,0.875,0,0,1,22,0.0,77,15,11,16,10
2015,5,11,10,7,0.5714285714285714,0,0,1,23,0.0,73,16,11,8,16
2015,5,11,11,10,0.6,0,0,1,24,0.0,69,16,16,7,8
2015,5,11,12,8,1.0,0,0,1,25,0.0,65,17,7,10,7
2015,5,11,13,7,0.7142857142857143,0,0,1,24,0.0,67,19,13,8,10
2015,5,11,14,17,0.3529411764705882,0,0,1,24,0.7,70,21,17,7,8
2015,5,11,15,16,0.6875,0,0,1,23,0.9,72,23,25,17,7
2015,5,11,16,27,0.5925925925925926,0,0,1,22,0.5,76,22,13,16,17
2015,5,11,17,31,0.8387096774193549,0,0,1,21,0.7,80,20,53,27,16
2015,5,11,18,33,0.9090909090909092,0,0,1,20,0.9,84,18,45,31,27
2015,5,11,19,29,0.9310344827586208,0,0,1,19,0.5,86,17,40,33,31
2015,5,11,20,14,0.9285714285714286,0,0,1,18,0.0,88,16,28,29,33
2015,5,11,21,15,0.6666666666666666,0,0,1,18,0.0,90,14,14,14,29
2015,5,11,22,6,0.1666666666666666,0,0,1,17,0.0,93,10,4,15,14
2015,5,11,23,9,0.4444444444444444,0,0,1,17,0.0,95,6,2,6,15
2015,5,12,0,1,1.0,0,1,1,16,0.0,98,1,1,9,6
2015,5,12,1,1,0.0,0,1,1,16,0.0,98,2,0,1,9
2015,5,12,6,3,1.0,0,1,1,19,0.0,87,12,3,0,0
2015,5,12,7,15,0.9333333333333332,0,1,1,21,0.0,81,15,9,3,0
2015,5,12,8,23,1.0,0,1,1,22,0.0,75,19,23,15,3
2015,5,12,9,15,0.8666666666666667,0,1,1,24,0.0,70,22,9,23,15
2015,5,12,10,7,0.8571428571428571,0,1,1,25,0.0,63,22,14,15,23
2015,5,12,11,14,0.2857142857142857,0,1,1,25,0.0,57,22,6,7,15
2015,5,12,12,20,0.5,0,1,1,26,0.0,51,22,9,14,7
2015,5,12,13,14,0.5,0,1,1,26,0.0,50,24,8,20,14
2015,5,12,14,10,0.4,0,1,1,26,0.0,48,27,18,14,20
2015,5,12,15,20,0.7,0,1,1,26,0.0,47,29,14,10,14
2015,5,12,16,15,0.7333333333333333,0,1,1,24,0.0,52,24,17,20,10
2015,5,12,17,38,0.8947368421052632,0,1,1,23,0.1,56,20,32,15,20
2015,5,12,18,47,0.851063829787234,0,1,1,22,0.1,61,15,28,38,15
2015,5,12,19,28,0.6785714285714286,0,1,1,20,0.0,62,21,31,47,38
2015,5,12,20,23,0.9130434782608696,0,1,1,19,0.0,62,27,22,28,47
2015,5,12,21,11,0.8181818181818182,0,1,1,17,0.0,63,32,6,23,28
2015,5,12,22,1,1.0,0,1,1,16,0.0,64,26,2,11,23
2015,5,12,23,2,1.0,0,1,1,15,0.0,64,21,9,1,11
2015,5,13,6,4,1.0,0,2,1,14,0.0,63,21,6,0,0
2015,5,13,7,12,1.0,0,2,1,15,0.0,60,24,8,4,0
2015,5,13,8,25,1.0,0,2,1,16,0.0,57,26,17,12,4
2015,5,13,9,16,0.875,0,2,1,17,0.0,55,29,5,25,12
2015,5,13,10,12,0.8333333333333334,0,2,1,17,0.0,54,28,6,16,25
2015,5,13,11,15,0.6,0,2,1,17,0.0,54,26,6,12,16
2015,5,13,12,10,0.7,0,2,1,17,0.0,53,25,8,15,12
2015,5,13,13,10,0.7,0,2,1,17,0.0,53,26,12,10,15
2015,5,13,14,10,0.9,0,2,1,17,0.0,53,26,7,10,10
2015,5,13,15,28,0.5714285714285714,0,2,1,17,0.0,53,26,8,10,10
2015,5,13,16,28,0.7142857142857143,0,2,1,16,0.0,57,23,4,28,10
2015,5,13,17,29,0.896551724137931,0,2,1,15,0.0,60,20,35,28,28
2015,5,13,18,31,0.9032258064516128,0,2,1,14,0.0,63,17,39,29,28
2015,5,13,19,30,0.9666666666666668,0,2,1,13,0.0,63,19,19,31,29
2015,5,13,20,7,1.0,0,2,1,12,0.0,63,20,19,30,31
2015,5,13,21,3,1.0,0,2,1,11,0.0,64,21,10,7,30
2015,5,13,22,3,0.3333333333333333,0,2,1,11,0.0,64,20,9,3,7
2015,5,13,23,2,0.5,0,2,1,11,0.0,64,19,4,3,3
2015,5,14,0,1,1.0,0,3,1,11,0.0,64,18,0,2,3
2015,5,14,1,1,1.0,0,3,1,10,0.0,66,18,0,1,2
2015,5,14,6,5,0.8,0,3,1,12,0.0,59,10,5,0,0
2015,5,14,7,10,0.9,0,3,1,14,0.0,54,9,9,5,0
2015,5,14,8,17,1.0,0,3,1,16,0.0,49,8,16,10,5
2015,5,14,9,11,1.0,0,3,1,19,0.0,45,7,15,17,10
2015,5,14,10,16,0.8125,0,3,1,20,0.0,43,6,8,11,17
2015,5,14,11,23,0.4782608695652174,0,3,1,21,0.0,42,6,9,16,11
2015,5,14,12,17,0.3529411764705882,0,3,1,22,0.0,41,5,8,23,16
2015,5,14,13,12,0.4166666666666667,0,3,1,22,0.0,41,7,15,17,23
2015,5,14,14,16,0.5,0,3,1,21,0.0,41,8,16,12,17
2015,5,14,15,31,0.7419354838709677,0,3,1,21,0.0,41,9,13,16,12
2015,5,14,16,47,0.2553191489361702,0,3,1,19,0.0,47,12,16,31,16
2015,5,14,17,41,0.8048780487804879,0,3,1,17,0.0,54,14,26,47,31
2015,5,14,18,51,0.7647058823529411,0,3,1,15,0.0,60,17,31,41,47
2015,5,14,19,51,0.6666666666666666,0,3,1,14,0.0,63,17,28,51,41
2015,5,14,20,22,0.5,0,3,1,13,0.0,65,18,20,51,51
2015,5,14,21,8,0.25,0,3,1,12,0.0,68,18,6,22,51
2015,5,14,22,9,0.3333333333333333,0,3,1,12,0.0,69,16,0,8,22
2015,5,14,23,5,0.8,0,3,1,11,0.0,71,14,3,9,8
2015,5,15,0,1,1.0,0,4,1,11,0.0,72,11,1,5,9
2015,5,15,6,4,1.0,0,4,1,14,0.0,62,3,8,0,0
2015,5,15,7,9,1.0,0,4,1,16,0.0,59,5,8,4,0
2015,5,15,8,19,0.9473684210526316,0,4,1,17,0.0,56,6,19,9,4
2015,5,15,9,17,0.7058823529411765,0,4,1,18,0.0,53,8,9,19,9
2015,5,15,10,21,0.5714285714285714,0,4,1,19,0.0,50,10,11,17,19
2015,5,15,11,11,0.7272727272727273,0,4,1,20,0.0,47,12,11,21,17
2015,5,15,12,6,1.0,0,4,1,20,0.0,44,14,12,11,21
2015,5,15,13,17,0.6470588235294118,0,4,1,20,0.0,47,17,13,6,11
2015,5,15,14,24,0.5,0,4,1,20,0.0,49,21,21,17,6
2015,5,15,15,24,0.75,0,4,1,20,0.0,51,24,27,24,17
2015,5,15,16,40,0.65,0,4,1,18,0.0,56,23,27,24,24
2015,5,15,17,50,0.7,0,4,1,17,0.0,60,21,46,40,24
2015,5,15,18,38,0.7631578947368421,0,4,1,16,0.0,64,20,41,50,40
2015,5,15,19,12,0.9166666666666666,0,4,1,15,0.0,67,20,16,38,50
2015,5,15,20,2,1.0,0,4,1,15,0.0,69,19,18,12,38
2015,5,15,21,1,1.0,0,4,1,15,0.0,72,19,10,2,12
2015,5,15,22,2,1.0,0,4,1,15,0.0,76,15,9,1,2
2015,5,15,23,3,1.0,0,4,1,14,0.1,80,12,3,2,1
2015,5,16,0,3,1.0,0,5,0,14,0.3,84,8,2,3,2
2015,5,16,2,2,1.0,0,5,0,14,0.2,88,11,0,0,3
2015,5,16,7,2,1.0,0,5,0,17,0.5,84,6,2,0,0
2015,5,16,8,5,1.0,0,5,0,19,0.3,79,10,11,2,0
2015,5,16,9,3,1.0,0,5,0,20,0.4,75,14,5,5,2
2015,5,16,10,16,0.875,0,5,0,21,0.2,72,11,16,3,5
2015,5,16,11,17,0.6470588235294118,0,5,0,22,0.3,69,8,17,16,3
2015,5,16,12,18,0.6111111111111112,0,5,0,23,0.4,67,6,25,17,16
2015,5,16,13,26,0.5384615384615384,0,5,0,23,0.2,69,8,28,18,17
2015,5,16,14,19,0.631578947368421,0,5,0,23,0.4,71,11,20,26,18
2015,5,16,15,32,0.5625,0,5,0,23,0.5,73,13,24,19,26
2015,5,16,16,24,0.5,0,5,0,22,0.2,78,12,29,32,19
2015,5,16,17,25,0.64,0,5,0,21,0.6,83,10,24,24,32
2015,5,16,18,34,0.6176470588235294,0,5,0,20,0.8,88,9,15,25,24
2015,5,16,19,8,0.625,0,5,0,19,0.4,89,8,18,34,25
2015,5,16,20,2,0.5,0,5,0,19,0.3,90,7,11,8,34
2015,5,16,21,2,1.0,0,5,0,18,0.4,91,6,2,2,8
2015,5,17,7,1,1.0,0,6,0,20,0.4,82,3,0,0,0
2015,5,17,8,2,0.0,0,6,0,22,0.0,77,3,4,1,0
2015,5,17,9,15,0.6,0,6,0,23,0.0,71,2,7,2,1
2015,5,17,10,23,0.6086956521739131,0,6,0,23,0.0,70,3,25,15,2
2015,5,17,11,27,0.5185185185185185,0,6,0,24,0.2,70,3,23,23,15
2015,5,17,12,35,0.6285714285714286,0,6,0,24,0.3,69,4,26,27,23
2015,5,17,13,39,0.4102564102564102,0,6,0,24,0.1,69,6,36,35,27
2015,5,17,14,54,0.5,0,6,0,24,0.1,69,9,28,39,35
2015,5,17,15,37,0.5135135135135135,0,6,0,24,0.1,69,11,44,54,39
2015,5,17,16,31,0.5161290322580645,0,6,0,23,0.1,74,10,31,37,54
2015,5,17,17,49,0.5714285714285714,0,6,0,22,0.2,79,9,27,31,37
2015,5,17,18,26,0.6538461538461539,0,6,0,21,0.3,84,9,21,49,31
2015,5,17,19,35,0.6285714285714286,0,6,0,21,0.2,85,9,37,26,49
2015,5,17,20,24,0.5833333333333334,0,6,0,20,0.0,86,10,18,35,26
2015,5,17,21,10,0.6,0,6,0,20,0.0,87,11,7,24,35
2015,5,17,22,4,1.0,0,6,0,19,0.0,88,9,7,10,24
2015,5,17,23,4,0.0,0,6,0,19,0.0,88,7,1,4,10
2015,5,18,0,3,1.0,0,0,1,19,0.0,89,5,1,4,4
2015,5,18,1,3,0.0,0,0,1,19,0.0,89,5,0,3,4
2015,5,18,5,1,1.0,0,0,1,19,0.0,88,13,1,0,0
2015,5,18,6,7,0.8571428571428571,0,0,1,19,0.0,88,16,1,1,0
2015,5,18,7,13,0.8461538461538461,0,0,1,18,0.0,88,18,10,7,1
2015,5,18,8,16,1.0,0,0,1,17,0.1,89,20,16,13,7
2015,5,18,9,14,0.8571428571428571,0,0,1,16,0.1,89,22,8,16,13
2015,5,18,10,14,0.7857142857142857,0,0,1,16,0.0,87,19,7,14,16
2015,5,18,11,6,0.8333333333333334,0,0,1,16,0.1,84,16,10,14,14
2015,5,18,12,7,0.4285714285714285,0,0,1,17,0.1,82,13,8,6,14
2015,5,18,13,3,1.0,0,0,1,17,0.0,79,15,7,7,6
2015,5,18,14,16,0.6875,0,0,1,17,0.0,75,17,17,3,7
2015,5,18,15,14,0.9285714285714286,0,0,1,18,0.0,72,19,16,16,3
2015,5,18,16,15,0.6666666666666666,0,0,1,17,0.0,76,18,27,14,16
2015,5,18,17,36,0.8611111111111112,0,0,1,16,0.0,80,16,31,15,14
2015,5,18,18,18,1.0,0,0,1,15,0.0,84,14,33,36,15
2015,5,18,19,28,0.9642857142857144,0,0,1,15,0.0,85,13,29,18,36
2015,5,18,20,14,0.7857142857142857,0,0,1,15,0.0,86,12,14,28,18
2015,5,18,21,8,0.75,0,0,1,15,0.0,87,10,15,14,28
2015,5,18,22,8,0.5,0,0,1,15,0.0,88,9,6,8,14
2015,5,18,23,3,0.3333333333333333,0,0,1,14,0.0,89,8,9,8,8
2015,5,19,4,1,1.0,0,1,1,15,0.2,94,7,0,0,0
2015,5,19,5,1,1.0,0,1,1,15,0.6,94,5,0,1,0
2015,5,19,6,6,1.0,0,1,1,16,0.8,95,4,3,1,1
2015,5,19,7,4,1.0,0,1,1,16,0.4,94,4,15,6,1
2015,5,19,8,16,0.9375,0,1,1,17,0.9,92,5,23,4,6
2015,5,19,9,8,0.875,0,1,1,17,1.2,91,6,15,16,4
2015,5,19,10,8,0.75,0,1,1,18,0.6,87,5,7,8,16
2015,5,19,11,11,0.7272727272727273,0,1,1,20,1.1,83,4,14,8,8
2015,5,19,12,9,0.8888888888888888,0,1,1,21,1.5,79,4,20,11,8
2015,5,19,13,13,0.5384615384615384,0,1,1,22,0.7,77,7,14,9,11
2015,5,19,14,8,0.75,0,1,1,23,0.1,76,10,10,13,9
