year,month,day,hour,ausleihen,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,ausleihe1woche,ausleihe1stunde,ausleihe2stunde
2016,7,20,4,1,1.0,0,2,1,23,0.1,83,9,1,0,1
2016,7,20,6,9,0.8888888888888888,0,2,1,24,0.0,79,8,4,0,1
2016,7,20,7,14,1.0,0,2,1,25,0.0,74,9,23,9,0
2016,7,20,8,35,1.0,0,2,1,26,0.1,68,10,29,14,9
2016,7,20,9,15,0.9333333333333332,0,2,1,27,0.1,63,11,34,35,14
2016,7,20,10,15,0.6,0,2,1,27,0.1,62,11,9,15,35
2016,7,20,11,12,0.3333333333333333,0,2,1,28,0.0,61,12,6,15,15
2016,7,20,12,17,0.5882352941176471,0,2,1,28,0.0,60,12,10,12,15
2016,7,20,13,18,0.6666666666666666,0,2,1,28,0.0,60,13,15,17,12
2016,7,20,14,19,0.7368421052631579,0,2,1,27,0.2,61,14,12,18,17
2016,7,20,15,29,0.6551724137931034,0,2,1,27,0.3,61,15,9,19,18
2016,7,20,16,21,0.5238095238095238,0,2,1,26,0.2,66,13,19,29,19
2016,7,20,17,57,0.7894736842105263,0,2,1,25,0.0,71,11,49,21,29
2016,7,20,18,76,0.868421052631579,0,2,1,24,0.0,77,10,51,57,21
2016,7,20,19,39,0.8717948717948718,0,2,1,23,0.0,78,10,53,76,57
2016,7,20,20,50,0.78,0,2,1,23,0.0,79,10,23,39,76
2016,7,20,21,23,0.9130434782608696,0,2,1,22,0.1,79,11,15,50,39
2016,7,20,22,13,0.7692307692307693,0,2,1,22,0.0,81,9,9,23,50
2016,7,20,23,16,1.0,0,2,1,22,0.0,83,8,3,13,23
2016,7,21,0,2,0.0,0,3,1,22,0.0,85,7,2,16,13
2016,7,21,1,5,0.2,0,3,1,21,0.0,85,8,4,2,16
2016,7,21,3,1,1.0,0,3,1,21,0.1,85,9,0,0,5
2016,7,21,5,4,1.0,0,3,1,22,0.0,81,9,3,0,1
2016,7,21,6,6,0.8333333333333334,0,3,1,23,0.0,79,9,10,4,0
2016,7,21,7,15,0.9333333333333332,0,3,1,24,0.0,75,10,24,6,4
2016,7,21,8,38,0.8421052631578947,0,3,1,25,0.1,71,10,37,15,6
2016,7,21,9,20,0.9,0,3,1,26,0.2,67,11,13,38,15
2016,7,21,10,10,0.9,0,3,1,26,0.1,65,11,9,20,38
2016,7,21,11,15,0.5333333333333333,0,3,1,27,0.0,63,10,15,10,20
2016,7,21,12,18,0.5,0,3,1,28,0.0,62,10,12,15,10
2016,7,21,13,18,0.7222222222222222,0,3,1,28,0.0,62,11,24,18,15
2016,7,21,14,20,0.8,0,3,1,28,0.1,62,13,14,18,18
2016,7,21,15,21,0.8095238095238095,0,3,1,28,0.2,63,14,12,20,18
2016,7,21,16,18,0.6111111111111112,0,3,1,26,0.1,69,13,5,21,20
2016,7,21,17,51,0.9019607843137256,0,3,1,25,0.0,75,12,33,18,21
2016,7,21,18,57,0.912280701754386,0,3,1,24,0.0,81,10,38,51,18
2016,7,21,19,42,0.8095238095238095,0,3,1,23,0.0,82,11,44,57,51
2016,7,21,20,33,0.8787878787878788,0,3,1,23,0.3,84,13,17,42,57
2016,7,21,21,11,0.9090909090909092,0,3,1,23,0.5,85,14,18,33,42
2016,7,21,22,17,0.5882352941176471,0,3,1,22,0.2,86,13,4,11,33
2016,7,21,23,4,1.0,0,3,1,22,0.0,86,13,5,17,11
2016,7,22,0,4,1.0,0,4,1,22,0.0,87,12,3,4,17
2016,7,22,2,1,1.0,0,4,1,21,0.1,87,12,1,0,4
2016,7,22,4,2,0.5,0,4,1,22,0.0,85,11,0,0,1
2016,7,22,5,2,1.0,0,4,1,22,0.0,83,10,1,2,0
2016,7,22,6,3,1.0,0,4,1,23,0.0,80,9,2,2,2
2016,7,22,7,14,1.0,0,4,1,24,0.0,75,9,23,3,2
2016,7,22,8,28,1.0,0,4,1,25,0.0,70,10,23,14,3
2016,7,22,9,12,1.0,0,4,1,26,0.0,65,11,18,28,14
2016,7,22,10,17,0.7647058823529411,0,4,1,27,0.0,63,11,7,12,28
2016,7,22,11,13,0.6923076923076923,0,4,1,28,0.0,62,12,18,17,12
2016,7,22,12,29,0.3103448275862069,0,4,1,28,0.0,60,12,33,13,17
2016,7,22,13,6,1.0,0,4,1,28,0.0,61,13,11,29,13
2016,7,22,14,15,0.6,0,4,1,28,0.4,62,13,15,6,29
2016,7,22,15,30,0.7333333333333333,0,4,1,28,0.5,63,14,21,15,6
2016,7,22,16,31,0.8064516129032258,0,4,1,27,0.3,68,13,37,30,15
2016,7,22,17,45,0.9111111111111112,0,4,1,26,0.0,73,13,44,31,30
2016,7,22,18,31,0.8064516129032258,0,4,1,25,0.0,77,12,42,45,31
2016,7,22,19,17,0.8235294117647058,0,4,1,24,0.0,78,12,22,31,45
2016,7,22,20,28,0.6785714285714286,0,4,1,23,0.7,80,11,27,17,31
2016,7,22,21,5,1.0,0,4,1,23,0.9,81,11,12,28,17
2016,7,22,22,13,0.6923076923076923,0,4,1,22,0.5,82,10,3,5,28
2016,7,22,23,3,0.6666666666666666,0,4,1,22,0.0,84,9,13,13,5
2016,7,23,0,2,1.0,0,5,0,22,0.0,86,9,3,3,13
2016,7,23,1,6,0.8333333333333334,0,5,0,22,0.0,86,9,0,2,3
2016,7,23,4,3,0.3333333333333333,0,5,0,22,0.0,84,9,0,0,0
2016,7,23,5,3,1.0,0,5,0,23,0.0,82,8,0,3,0
2016,7,23,6,1,1.0,0,5,0,23,0.0,80,8,1,3,3
2016,7,23,7,8,0.75,0,5,0,24,0.0,77,10,6,1,3
2016,7,23,8,12,0.5,0,5,0,25,0.2,74,11,12,8,1
2016,7,23,9,11,0.9090909090909092,0,5,0,26,0.2,71,13,36,12,8
2016,7,23,10,23,0.6956521739130435,0,5,0,26,0.1,71,13,17,11,12
2016,7,23,11,24,1.0,0,5,0,26,0.0,70,13,27,23,11
2016,7,23,12,26,0.5384615384615384,0,5,0,27,0.0,70,13,21,24,23
2016,7,23,13,16,0.6875,0,5,0,27,0.0,70,14,18,26,24
2016,7,23,14,10,0.8,0,5,0,27,0.5,71,15,25,16,26
2016,7,23,15,35,0.3428571428571428,0,5,0,27,0.6,71,17,24,10,16
2016,7,23,16,17,0.4705882352941176,0,5,0,26,0.3,75,15,6,35,10
2016,7,23,17,35,0.4857142857142857,0,5,0,25,0.0,79,13,10,17,35
2016,7,23,18,21,0.7142857142857143,0,5,0,24,0.0,83,11,14,35,17
2016,7,23,19,26,0.5,0,5,0,24,0.0,83,12,17,21,35
2016,7,23,20,20,0.55,0,5,0,23,0.6,84,13,11,26,21
2016,7,23,21,12,0.75,0,5,0,23,0.7,84,15,14,20,26
2016,7,23,22,18,0.6666666666666666,0,5,0,23,0.4,86,13,8,12,20
2016,7,23,23,9,0.4444444444444444,0,5,0,22,0.0,87,12,2,18,12
2016,7,24,0,23,0.3478260869565217,0,6,0,22,0.0,88,11,4,9,18
2016,7,24,1,1,1.0,0,6,0,22,0.0,88,11,2,23,9
2016,7,24,5,3,1.0,0,6,0,23,0.0,85,10,0,0,0
2016,7,24,6,1,1.0,0,6,0,24,0.0,83,10,1,3,0
2016,7,24,7,3,0.6666666666666666,0,6,0,24,0.0,78,11,5,1,3
2016,7,24,8,10,0.8,0,6,0,25,0.3,74,12,11,3,1
2016,7,24,9,14,0.5714285714285714,0,6,0,26,0.4,69,13,23,10,3
2016,7,24,10,11,0.7272727272727273,0,6,0,26,0.2,67,13,6,14,10
2016,7,24,11,23,0.6956521739130435,0,6,0,27,0.0,65,12,21,11,14
2016,7,24,12,29,0.6551724137931034,0,6,0,27,0.0,63,12,34,23,11
2016,7,24,13,38,0.5789473684210527,0,6,0,27,0.0,64,12,30,29,23
2016,7,24,14,20,0.4,0,6,0,27,0.4,64,12,41,38,29
2016,7,24,15,21,0.5238095238095238,0,6,0,27,0.5,64,13,47,20,38
2016,7,24,16,19,0.631578947368421,0,6,0,26,0.2,68,12,23,21,20
2016,7,24,17,28,0.3214285714285714,0,6,0,25,0.0,72,11,32,19,21
2016,7,24,18,37,0.7027027027027027,0,6,0,24,0.0,76,10,32,28,19
2016,7,24,19,29,0.5862068965517241,0,6,0,23,0.0,77,11,37,37,28
2016,7,24,20,30,0.7333333333333333,0,6,0,22,0.1,77,13,32,29,37
2016,7,24,21,14,0.8571428571428571,0,6,0,22,0.2,78,14,19,30,29
2016,7,24,22,6,0.5,0,6,0,21,0.1,79,13,12,14,30
2016,7,24,23,5,0.4,0,6,0,21,0.0,80,12,6,6,14
2016,7,25,0,1,1.0,0,0,1,20,0.0,81,11,4,5,6
2016,7,25,1,3,0.0,0,0,1,20,0.0,81,11,2,1,5
2016,7,25,5,3,1.0,0,0,1,21,0.0,78,11,2,0,0
2016,7,25,6,6,1.0,0,0,1,21,0.0,77,9,7,3,0
2016,7,25,7,13,0.9230769230769232,0,0,1,22,0.0,73,10,18,6,3
2016,7,25,8,28,1.0,0,0,1,23,0.1,69,11,24,13,6
2016,7,25,9,12,1.0,0,0,1,24,0.1,64,11,18,28,13
2016,7,25,10,7,1.0,0,0,1,25,0.0,63,11,6,12,28
2016,7,25,11,6,0.6666666666666666,0,0,1,25,0.0,62,11,15,7,12
2016,7,25,12,10,0.8,0,0,1,26,0.0,61,11,11,6,7
2016,7,25,13,7,0.8571428571428571,0,0,1,25,0.0,63,12,14,10,6
2016,7,25,14,11,0.8181818181818182,0,0,1,25,0.6,65,13,26,7,10
2016,7,25,15,11,0.9090909090909092,0,0,1,25,0.8,67,14,14,11,7
2016,7,25,16,13,0.6923076923076923,0,0,1,24,0.4,72,13,27,11,11
2016,7,25,17,9,1.0,0,0,1,23,0.0,76,12,16,13,11
2016,7,25,18,10,0.9,0,0,1,22,0.0,81,11,50,9,13
2016,7,25,19,14,1.0,0,0,1,21,0.0,82,11,27,10,9
2016,7,25,20,14,1.0,0,0,1,21,0.1,82,12,20,14,10
2016,7,25,21,7,1.0,0,0,1,21,0.1,83,13,11,14,14
2016,7,25,22,4,1.0,0,0,1,20,0.1,84,12,8,7,14
2016,7,25,23,2,1.0,0,0,1,20,0.0,85,11,4,4,7
2016,7,26,0,4,0.5,0,1,1,20,0.0,87,10,1,2,4
2016,7,26,5,3,1.0,0,1,1,21,0.0,81,9,2,0,0
2016,7,26,6,5,1.0,0,1,1,22,0.0,79,8,8,3,0
2016,7,26,7,15,1.0,0,1,1,23,0.0,73,9,30,5,3
2016,7,26,8,29,1.0,0,1,1,25,0.0,68,11,27,15,5
2016,7,26,9,19,0.9473684210526316,0,1,1,26,0.0,62,12,21,29,15
2016,7,26,10,18,0.4444444444444444,0,1,1,26,0.0,62,12,9,19,29
2016,7,26,11,12,0.6666666666666666,0,1,1,27,0.0,62,11,17,18,19
2016,7,26,12,23,0.5652173913043478,0,1,1,27,0.0,61,10,14,12,18
2016,7,26,13,23,0.5652173913043478,0,1,1,27,0.0,61,11,14,23,12
2016,7,26,14,11,0.5454545454545454,0,1,1,27,0.2,61,13,13,23,23
2016,7,26,15,14,0.7857142857142857,0,1,1,27,0.2,61,14,16,11,23
2016,7,26,16,11,1.0,0,1,1,26,0.1,66,13,15,14,11
2016,7,26,17,52,0.7884615384615384,0,1,1,25,0.0,72,12,45,11,14
2016,7,26,18,68,0.9264705882352942,0,1,1,24,0.0,77,11,73,52,11
2016,7,26,19,47,0.9361702127659576,0,1,1,23,0.0,78,12,72,68,52
2016,7,26,20,29,0.7931034482758621,0,1,1,23,0.2,80,12,40,47,68
2016,7,26,21,27,1.0,0,1,1,22,0.2,81,13,31,29,47
2016,7,26,22,9,0.4444444444444444,0,1,1,22,0.1,83,12,10,27,29
2016,7,26,23,8,0.875,0,1,1,21,0.0,85,11,14,9,27
2016,7,27,0,2,1.0,0,2,1,21,0.0,87,10,4,8,9
2016,7,27,3,1,1.0,0,2,1,20,0.1,87,10,0,0,0
2016,7,27,4,1,1.0,0,2,1,21,0.1,86,9,1,1,0
2016,7,27,5,3,1.0,0,2,1,22,0.0,85,8,0,1,1
2016,7,27,6,8,1.0,0,2,1,22,0.0,83,8,9,3,1
2016,7,27,7,25,0.96,0,2,1,24,0.0,78,9,14,8,3
2016,7,27,8,35,0.9428571428571428,0,2,1,25,0.2,72,10,35,25,8
2016,7,27,9,18,1.0,0,2,1,26,0.3,66,11,15,35,25
2016,7,27,10,4,0.75,0,2,1,26,0.1,66,10,15,18,35
2016,7,27,11,5,0.8,0,2,1,27,0.0,65,10,12,4,18
2016,7,27,12,14,0.7142857142857143,0,2,1,27,0.0,65,10,17,5,4
2016,7,27,13,12,0.75,0,2,1,27,0.0,65,11,18,14,5
2016,7,27,14,16,0.875,0,2,1,27,0.3,65,11,19,12,14
2016,7,27,15,21,0.5714285714285714,0,2,1,27,0.4,65,12,29,16,12
2016,7,27,16,20,0.9,0,2,1,26,0.2,70,10,21,21,16
2016,7,27,17,47,0.723404255319149,0,2,1,25,0.0,76,9,57,20,21
2016,7,27,18,65,0.8769230769230769,0,2,1,24,0.0,81,8,76,47,20
2016,7,27,19,40,0.925,0,2,1,24,0.0,82,7,39,65,47
2016,7,27,20,44,0.75,0,2,1,24,0.0,83,7,50,40,65
2016,7,27,21,20,0.8,0,2,1,24,0.0,85,7,23,44,40
2016,7,27,22,12,0.6666666666666666,0,2,1,24,0.0,85,7,13,20,44
2016,7,27,23,5,1.0,0,2,1,24,0.0,86,6,16,12,20
2016,7,28,0,6,0.6666666666666666,0,3,1,24,0.0,86,6,2,5,12
2016,7,28,2,1,1.0,0,3,1,23,0.0,85,5,0,0,6
2016,7,28,3,1,1.0,0,3,1,23,0.0,84,4,1,1,0
2016,7,28,4,2,0.5,0,3,1,24,0.0,79,4,0,1,1
2016,7,28,5,1,1.0,0,3,1,26,0.0,74,4,4,2,1
2016,7,28,6,9,1.0,0,3,1,27,0.0,69,3,6,1,2
2016,7,28,7,11,1.0,0,3,1,29,0.0,64,3,15,9,1
2016,7,28,8,24,0.9583333333333334,0,3,1,30,0.0,59,4,38,11,9
2016,7,28,9,16,0.9375,0,3,1,32,0.0,55,4,20,24,11
2016,7,28,10,13,0.6153846153846154,0,3,1,32,0.0,53,6,10,16,24
2016,7,28,11,14,0.8571428571428571,0,3,1,31,0.0,52,8,15,13,16
2016,7,28,12,11,0.7272727272727273,0,3,1,31,0.0,50,10,18,14,13
2016,7,28,13,9,0.7777777777777778,0,3,1,31,0.0,54,13,18,11,14
2016,7,28,14,14,0.8571428571428571,0,3,1,30,0.0,58,16,20,9,11
2016,7,28,15,20,0.55,0,3,1,29,0.0,62,19,21,14,9
2016,7,28,16,26,0.6538461538461539,0,3,1,28,0.0,69,16,18,20,14
2016,7,28,17,35,0.8,0,3,1,27,0.1,75,13,51,26,20
2016,7,28,18,28,0.75,0,3,1,26,0.2,82,10,57,35,26
2016,7,28,19,19,0.8947368421052632,0,3,1,25,0.1,84,8,42,28,35
2016,7,28,20,18,0.7222222222222222,0,3,1,25,0.5,87,6,33,19,28
2016,7,28,21,10,0.8,0,3,1,24,0.7,89,4,11,18,19
2016,7,28,22,8,1.0,0,3,1,24,0.3,89,5,17,10,18
2016,7,28,23,4,0.5,0,3,1,24,1.1,89,6,4,8,10
2016,7,29,0,1,1.0,0,4,1,23,2.2,89,6,4,4,8
2016,7,29,1,1,1.0,0,4,1,23,1.1,90,8,0,1,4
2016,7,29,6,5,0.8,0,4,1,22,6.8,94,14,3,0,0
2016,7,29,7,4,1.0,0,4,1,22,3.4,91,15,14,5,0
2016,7,29,8,4,1.0,0,4,1,23,1.2,87,15,28,4,5
2016,7,29,9,4,1.0,0,4,1,23,1.6,84,15,12,4,4
2016,7,29,10,12,0.75,0,4,1,24,0.8,77,13,17,4,4
2016,7,29,11,3,1.0,0,4,1,26,1.2,70,11,13,12,4
2016,7,29,12,5,0.6,0,4,1,28,1.6,64,10,29,3,12
2016,7,29,13,13,0.7692307692307693,0,4,1,28,0.8,64,9,6,5,3
2016,7,29,14,12,0.5833333333333334,0,4,1,28,0.0,64,8,15,13,5
2016,7,29,15,35,0.6857142857142857,0,4,1,29,0.0,64,7,30,12,13
2016,7,29,16,40,0.7,0,4,1,28,0.0,69,8,31,35,12
2016,7,29,17,44,0.7954545454545454,0,4,1,27,0.1,75,9,45,40,35
2016,7,29,18,39,0.7948717948717948,0,4,1,26,0.1,81,10,31,44,40
2016,7,29,19,25,0.8,0,4,1,25,0.1,84,10,17,39,44
2016,7,29,20,23,0.8260869565217391,0,4,1,24,0.2,86,10,28,25,39
2016,7,29,21,15,0.4666666666666667,0,4,1,23,0.3,89,10,5,23,25
2016,7,29,22,13,0.5384615384615384,0,4,1,23,0.1,89,9,13,15,23
2016,7,29,23,10,1.0,0,4,1,23,0.2,90,8,3,13,15
2016,7,30,0,5,0.2,0,5,0,22,0.4,90,6,2,10,13
2016,7,30,1,3,0.3333333333333333,0,5,0,22,0.2,90,6,6,5,10
2016,7,30,3,1,1.0,0,5,0,22,0.0,89,5,0,0,3
2016,7,30,4,1,1.0,0,5,0,23,0.0,87,4,3,1,0
2016,7,30,5,3,1.0,0,5,0,23,0.0,85,4,3,1,1
2016,7,30,6,2,0.5,0,5,0,23,0.0,83,4,1,3,1
2016,7,30,7,5,1.0,0,5,0,25,0.0,81,4,8,2,3
2016,7,30,8,18,0.7777777777777778,0,5,0,26,1.2,79,5,12,5,2
2016,7,30,9,17,0.7058823529411765,0,5,0,27,1.6,76,6,11,18,5
2016,7,30,10,28,0.8214285714285714,0,5,0,28,0.8,72,8,23,17,18
2016,7,30,11,26,0.7307692307692307,0,5,0,28,2.4,68,10,24,28,17
2016,7,30,12,29,0.6551724137931034,0,5,0,29,3.2,64,12,26,26,28
2016,7,30,13,33,0.6363636363636364,0,5,0,28,1.6,68,13,16,29,26
2016,7,30,14,46,0.2608695652173913,0,5,0,28,2.0,72,15,10,33,29
2016,7,30,15,16,0.75,0,5,0,27,2.6,76,17,35,46,33
2016,7,30,16,4,0.75,0,5,0,26,1.3,80,14,17,16,46
2016,7,30,17,9,0.5555555555555556,0,5,0,25,4.4,85,11,35,4,16
2016,7,30,18,2,0.5,0,5,0,24,5.9,89,8,21,9,4
2016,7,30,19,8,0.625,0,5,0,24,2.9,89,9,26,2,9
2016,7,30,20,5,0.4,0,5,0,24,1.1,90,10,20,8,2
2016,7,30,22,2,1.0,0,5,0,23,0.8,90,10,18,0,5
2016,7,31,3,1,1.0,0,6,0,23,1.3,90,11,0,0,0
2016,7,31,4,1,1.0,0,6,0,23,0.7,90,12,0,1,0
2016,7,31,5,2,0.0,0,6,0,23,1.5,89,12,3,1,1
2016,7,31,6,1,1.0,0,6,0,24,2.0,89,13,1,2,1
2016,7,31,7,2,0.5,0,6,0,24,1.0,87,14,3,1,2
2016,7,31,8,11,0.7272727272727273,0,6,0,25,2.1,86,16,10,2,1
2016,7,31,9,16,0.75,0,6,0,25,2.8,84,18,14,11,2
2016,7,31,10,8,0.5,0,6,0,26,1.4,83,17,11,16,11
2016,7,31,11,6,1.0,0,6,0,26,3.9,82,17,23,8,16
2016,7,31,12,8,0.625,0,6,0,26,5.2,81,16,29,6,8
2016,7,31,13,10,0.4,0,6,0,26,2.6,81,17,38,8,6
2016,7,31,14,18,0.8888888888888888,0,6,0,26,1.3,81,18,20,10,8
2016,7,31,15,20,0.7,0,6,0,26,1.8,81,19,21,18,10
2016,7,31,16,18,0.7222222222222222,0,6,0,25,0.9,84,18,19,20,18
2016,7,31,17,14,0.8571428571428571,0,6,0,24,2.0,87,16,28,18,20
2016,7,31,18,21,0.8095238095238095,0,6,0,24,2.7,90,14,37,14,18
2016,7,31,19,22,0.5909090909090909,0,6,0,23,1.3,91,14,29,21,14
2016,7,31,20,13,0.6923076923076923,0,6,0,23,0.5,92,13,30,22,21
2016,7,31,21,7,0.4285714285714285,0,6,0,23,0.7,93,13,14,13,22
2016,7,31,22,3,1.0,0,6,0,23,0.4,93,13,6,7,13
2016,8,1,5,1,1.0,0,0,1,22,0.0,93,10,3,0,0
2016,8,1,6,8,1.0,0,0,1,22,0.0,92,8,6,1,0
2016,8,1,7,10,0.9,0,0,1,23,0.0,89,10,13,8,1
2016,8,1,8,18,1.0,0,0,1,23,0.1,86,11,28,10,8
2016,8,1,9,17,1.0,0,0,1,23,0.1,83,13,12,18,10
2016,8,1,10,14,0.7857142857142857,0,0,1,24,0.0,79,10,7,17,18
2016,8,1,11,7,0.8571428571428571,0,0,1,25,0.1,75,7,6,14,17
2016,8,1,12,8,0.625,0,0,1,26,0.1,71,5,10,7,14
2016,8,1,13,17,0.8235294117647058,0,0,1,26,0.1,72,6,7,8,7
2016,8,1,14,11,0.6363636363636364,0,0,1,26,0.1,73,8,11,17,8
2016,8,1,15,7,1.0,0,0,1,25,0.2,74,9,11,11,17
2016,8,1,16,8,1.0,0,0,1,25,0.1,77,10,13,7,11
2016,8,1,17,38,0.8421052631578947,0,0,1,24,0.1,80,11,9,8,7
2016,8,1,18,57,0.8947368421052632,0,0,1,24,0.2,83,12,10,38,8
2016,8,1,19,53,0.9056603773584906,0,0,1,23,0.1,84,12,14,57,38
2016,8,1,20,21,0.9047619047619048,0,0,1,22,0.2,85,13,14,53,57
2016,8,1,21,9,1.0,0,0,1,22,0.2,85,13,7,21,53
2016,8,1,22,2,1.0,0,0,1,21,0.1,85,11,4,9,21
2016,8,1,23,2,1.0,0,0,1,21,0.2,86,9,2,2,9
2016,8,2,0,7,0.1428571428571428,0,1,1,21,0.5,86,8,4,2,2
2016,8,2,2,4,0.75,0,1,1,20,1.3,89,12,0,0,7
2016,8,2,5,4,1.0,0,1,1,20,2.1,88,13,3,0,0
2016,8,2,6,4,1.0,0,1,1,20,2.8,87,13,5,4,0
2016,8,2,7,16,1.0,0,1,1,21,1.4,84,14,15,4,4
2016,8,2,8,30,1.0,0,1,1,21,0.1,81,16,29,16,4
2016,8,2,9,15,0.8666666666666667,0,1,1,22,0.1,78,17,19,30,16
2016,8,2,10,4,1.0,0,1,1,23,0.0,73,15,18,15,30
2016,8,2,11,6,0.5,0,1,1,24,0.1,68,12,12,4,15
2016,8,2,12,26,0.4615384615384615,0,1,1,25,0.1,62,10,23,6,4
2016,8,2,13,29,0.4137931034482758,0,1,1,25,0.0,63,12,23,26,6
2016,8,2,14,15,0.8,0,1,1,24,0.0,63,14,11,29,26
2016,8,2,15,15,0.6666666666666666,0,1,1,24,0.0,64,16,14,15,29
2016,8,2,16,23,0.5652173913043478,0,1,1,24,0.0,67,15,11,15,15
2016,8,2,17,52,0.9423076923076924,0,1,1,23,0.0,70,14,52,23,15
2016,8,2,18,78,0.7948717948717948,0,1,1,22,0.0,73,13,68,52,23
2016,8,2,19,49,0.7346938775510204,0,1,1,22,0.0,74,12,47,78,52
2016,8,2,20,41,0.8048780487804879,0,1,1,21,0.0,75,11,29,49,78
2016,8,2,21,20,0.85,0,1,1,20,0.0,76,9,27,41,49
2016,8,2,22,20,0.85,0,1,1,20,0.0,76,8,9,20,41
2016,8,2,23,4,1.0,0,1,1,19,0.0,77,7,8,20,20
2016,8,3,0,2,0.0,0,2,1,19,0.0,78,6,2,4,20
2016,8,3,4,1,1.0,0,2,1,20,0.0,80,10,1,0,0
2016,8,3,5,2,1.0,0,2,1,20,0.0,79,10,3,1,0
2016,8,3,6,7,1.0,0,2,1,21,0.0,78,9,8,2,1
2016,8,3,7,16,0.9375,0,2,1,22,0.0,70,10,25,7,2
2016,8,3,8,31,0.9032258064516128,0,2,1,23,0.0,63,11,35,16,7
2016,8,3,9,19,0.8947368421052632,0,2,1,24,0.0,56,12,18,31,16
2016,8,3,10,12,0.75,0,2,1,25,0.0,54,11,4,19,31
2016,8,3,11,16,0.25,0,2,1,25,0.0,53,11,5,12,19
2016,8,3,12,5,0.8,0,2,1,26,0.0,52,11,14,16,12
2016,8,3,13,8,1.0,0,2,1,26,0.0,54,13,12,5,16
2016,8,3,14,17,0.7058823529411765,0,2,1,26,0.0,55,14,16,8,5
2016,8,3,15,15,0.7333333333333333,0,2,1,25,0.0,57,15,21,17,8
2016,8,3,16,25,0.64,0,2,1,25,0.0,62,14,20,15,17
2016,8,3,17,61,0.819672131147541,0,2,1,24,0.0,66,13,47,25,15
2016,8,3,18,65,0.8615384615384616,0,2,1,23,0.0,71,12,65,61,25
2016,8,3,19,51,0.8627450980392157,0,2,1,22,0.0,72,11,40,65,61
2016,8,3,20,51,0.8431372549019608,0,2,1,22,0.0,74,10,44,51,65
2016,8,3,21,26,0.9230769230769232,0,2,1,21,0.0,75,9,20,51,51
2016,8,3,22,4,1.0,0,2,1,21,0.0,76,6,12,26,51
2016,8,3,23,9,0.6666666666666666,0,2,1,21,0.0,76,4,5,4,26
2016,8,4,0,3,1.0,0,3,1,21,0.0,77,1,6,9,4
2016,8,4,2,1,1.0,0,3,1,20,0.0,80,3,1,0,3
2016,8,4,6,10,0.9,0,3,1,23,0.0,72,4,9,0,0
2016,8,4,7,22,1.0,0,3,1,24,0.0,66,5,11,10,0
2016,8,4,8,19,0.9473684210526316,0,3,1,25,0.0,60,6,24,22,10
2016,8,4,9,21,0.9523809523809524,0,3,1,26,0.0,55,7,16,19,22
2016,8,4,10,5,1.0,0,3,1,26,0.0,53,8,13,21,19
2016,8,4,11,14,0.7142857142857143,0,3,1,26,0.0,52,9,14,5,21
2016,8,4,12,22,0.5454545454545454,0,3,1,27,0.0,51,11,11,14,5
2016,8,4,13,20,0.55,0,3,1,27,0.0,53,12,9,22,14
2016,8,4,14,7,0.7142857142857143,0,3,1,26,0.0,54,13,14,20,22
2016,8,4,15,17,0.7647058823529411,0,3,1,26,0.0,56,14,20,7,20
2016,8,4,16,23,0.6086956521739131,0,3,1,25,0.0,60,13,26,17,7
2016,8,4,17,53,0.9056603773584906,0,3,1,24,0.0,65,13,35,23,17
2016,8,4,18,71,0.8028169014084507,0,3,1,23,0.0,69,12,28,53,23
2016,8,4,19,38,0.8947368421052632,0,3,1,22,0.0,71,12,19,71,53
2016,8,4,20,37,0.8108108108108109,0,3,1,22,0.0,72,12,18,38,71
2016,8,4,21,18,1.0,0,3,1,21,0.0,74,12,10,37,38
2016,8,4,22,15,0.9333333333333332,0,3,1,21,0.0,75,11,8,18,37
2016,8,4,23,11,1.0,0,3,1,20,0.0,75,10,4,15,18
2016,8,5,0,2,1.0,0,4,1,20,0.0,76,9,1,11,15
2016,8,5,1,7,0.4285714285714285,0,4,1,20,0.0,77,9,1,2,11
2016,8,5,3,1,0.0,0,4,1,19,0.0,80,9,0,0,7
2016,8,5,5,4,1.0,0,4,1,21,0.0,76,6,0,0,1
2016,8,5,6,6,0.8333333333333334,0,4,1,21,0.0,74,5,5,4,0
2016,8,5,7,17,1.0,0,4,1,23,0.0,70,7,4,6,4
2016,8,5,8,34,0.9705882352941176,0,4,1,25,0.0,67,9,4,17,6
2016,8,5,9,16,1.0,0,4,1,26,0.0,63,10,4,34,17
2016,8,5,10,14,0.6428571428571429,0,4,1,27,0.0,62,12,12,16,34
2016,8,5,11,9,1.0,0,4,1,27,0.0,61,13,3,14,16
2016,8,5,12,8,0.5,0,4,1,27,0.0,60,15,5,9,14
2016,8,5,13,17,0.7647058823529411,0,4,1,27,0.0,60,17,13,8,9
2016,8,5,14,17,0.7647058823529411,0,4,1,27,0.0,61,18,12,17,8
2016,8,5,15,36,0.7222222222222222,0,4,1,27,0.0,61,20,35,17,17
2016,8,5,16,28,0.6785714285714286,0,4,1,26,0.0,65,18,40,36,17
2016,8,5,17,67,0.7611940298507462,0,4,1,25,0.0,68,17,44,28,36
2016,8,5,18,46,0.8478260869565217,0,4,1,24,0.0,72,15,39,67,28
2016,8,5,19,52,0.5961538461538461,0,4,1,24,0.0,73,16,25,46,67
