year,month,day,hour,count,subrate
2019,8,7,17,6,0.5
2019,8,7,18,7,0.7142857142857143
2019,8,7,19,6,1.0
2019,8,7,20,1,1.0
2019,8,7,21,2,1.0
2019,8,7,22,5,1.0
2019,8,7,23,1,1.0
2019,8,8,0,2,1.0
2019,8,8,1,3,0.0
2019,8,8,5,4,1.0
2019,8,8,6,18,0.9444444444444444
2019,8,8,7,40,1.0
2019,8,8,8,84,0.8928571428571429
2019,8,8,9,32,0.84375
2019,8,8,10,13,0.8461538461538461
2019,8,8,11,12,1.0
2019,8,8,12,16,0.625
2019,8,8,13,12,0.6666666666666666
2019,8,8,14,24,0.5833333333333334
2019,8,8,15,19,0.7894736842105263
2019,8,8,16,31,0.8387096774193549
2019,8,8,17,51,0.8235294117647058
2019,8,8,18,69,0.7681159420289855
2019,8,8,19,48,0.75
2019,8,8,20,11,0.7272727272727273
2019,8,8,21,13,1.0
2019,8,8,22,10,0.4
2019,8,8,23,5,0.8
2019,8,9,0,3,0.3333333333333333
2019,8,9,5,1,1.0
2019,8,9,6,18,0.8888888888888888
2019,8,9,7,39,0.9487179487179487
2019,8,9,8,72,0.9305555555555556
2019,8,9,9,38,0.868421052631579
2019,8,9,10,16,0.875
2019,8,9,11,27,0.5925925925925926
2019,8,9,12,17,0.5294117647058824
2019,8,9,13,18,0.6111111111111112
2019,8,9,14,17,0.7647058823529411
2019,8,9,15,50,0.6
2019,8,9,16,33,0.6060606060606061
2019,8,9,17,50,0.78
2019,8,9,18,43,0.813953488372093
2019,8,9,19,25,0.48
2019,8,9,20,16,1.0
2019,8,9,21,9,0.8888888888888888
2019,8,9,22,12,0.75
2019,8,9,23,5,0.4
2019,8,10,0,6,0.8333333333333334
2019,8,10,1,2,1.0
2019,8,10,5,1,1.0
2019,8,10,6,2,1.0
2019,8,10,7,3,1.0
2019,8,10,8,8,0.625
2019,8,10,9,23,0.6956521739130435
2019,8,10,10,34,0.5
2019,8,10,11,30,0.5333333333333333
2019,8,10,12,38,0.5263157894736842
2019,8,10,13,35,0.2857142857142857
2019,8,10,14,28,0.6428571428571429
2019,8,10,15,44,0.45454545454545453
2019,8,10,16,66,0.5303030303030303
2019,8,10,17,46,0.391304347826087
2019,8,10,18,56,0.4642857142857143
2019,8,10,19,28,0.6785714285714286
2019,8,10,20,14,0.14285714285714285
2019,8,10,21,14,1.0
2019,8,10,22,4,0.75
2019,8,10,23,4,0.25
2019,8,11,0,2,1.0
2019,8,11,2,1,1.0
2019,8,11,3,1,1.0
2019,8,11,4,1,1.0
2019,8,11,6,1,0.0
2019,8,11,7,4,1.0
2019,8,11,8,10,0.5
2019,8,11,9,35,0.6857142857142857
2019,8,11,10,27,0.48148148148148145
2019,8,11,11,28,0.6785714285714286
2019,8,11,12,37,0.6756756756756757
2019,8,11,13,43,0.5116279069767442
2019,8,11,14,41,0.3902439024390244
2019,8,11,15,37,0.5405405405405406
2019,8,11,16,59,0.4915254237288136
2019,8,11,17,42,0.5
2019,8,11,18,65,0.6153846153846154
2019,8,11,19,21,0.5714285714285714
2019,8,11,20,13,0.6153846153846154
2019,8,11,21,11,0.5454545454545454
2019,8,11,22,8,0.875
2019,8,11,23,3,0.6666666666666666
2019,8,12,0,3,0.0
2019,8,12,3,2,0.0
2019,8,12,5,3,1.0
2019,8,12,6,21,1.0
2019,8,12,7,65,0.9538461538461539
2019,8,12,8,105,0.9142857142857143
2019,8,12,9,39,0.717948717948718
2019,8,12,10,22,0.5454545454545454
2019,8,12,11,7,0.42857142857142855
2019,8,12,12,10,0.6
2019,8,12,13,15,0.8
2019,8,12,14,13,0.6153846153846154
2019,8,12,15,10,0.7
2019,8,12,16,28,0.5357142857142857
2019,8,12,17,57,0.8070175438596491
2019,8,12,18,76,0.75
2019,8,12,19,38,0.7105263157894737
2019,8,12,20,18,0.8333333333333334
2019,8,12,21,12,1.0
2019,8,12,22,15,0.5333333333333333
2019,8,12,23,5,0.6
2019,8,13,0,2,0.0
2019,8,13,1,2,0.0
2019,8,13,5,8,1.0
2019,8,13,6,19,0.8421052631578947
2019,8,13,7,35,0.9714285714285714
2019,8,13,8,58,0.9482758620689655
2019,8,13,9,18,0.9444444444444444
2019,8,13,10,15,0.9333333333333333
2019,8,13,11,19,0.5789473684210527
2019,8,13,12,3,0.6666666666666666
2019,8,13,13,12,0.75
2019,8,13,14,10,1.0
2019,8,13,15,33,0.48484848484848486
2019,8,13,16,25,0.76
2019,8,13,17,52,0.8846153846153846
2019,8,13,18,32,0.96875
2019,8,13,19,20,0.9
2019,8,13,20,24,0.7916666666666666
2019,8,13,21,9,0.7777777777777778
2019,8,13,22,7,1.0
2019,8,13,23,5,1.0
2019,8,14,0,1,1.0
2019,8,14,1,1,1.0
2019,8,14,3,1,1.0
2019,8,14,5,5,1.0
2019,8,14,6,24,0.9583333333333334
2019,8,14,7,40,0.9
2019,8,14,8,69,0.9565217391304348
2019,8,14,9,32,0.90625
2019,8,14,10,23,0.6956521739130435
2019,8,14,11,7,0.7142857142857143
2019,8,14,12,17,0.4117647058823529
2019,8,14,13,15,0.7333333333333333
2019,8,14,14,11,0.6363636363636364
2019,8,14,15,13,0.9230769230769231
2019,8,14,16,8,0.875
2019,8,14,17,41,0.8292682926829268
2019,8,14,18,37,0.8108108108108109
2019,8,14,19,44,0.7954545454545454
2019,8,14,20,21,0.9047619047619048
2019,8,14,21,23,0.6086956521739131
2019,8,14,22,5,1.0
2019,8,14,23,4,0.75
2019,8,15,5,5,1.0
2019,8,15,6,17,0.9411764705882353
2019,8,15,7,64,0.84375
2019,8,15,8,75,0.9466666666666667
2019,8,15,9,34,0.9117647058823529
2019,8,15,10,28,0.5714285714285714
2019,8,15,11,16,0.3125
2019,8,15,12,14,0.6428571428571429
2019,8,15,13,7,0.8571428571428571
2019,8,15,14,11,0.5454545454545454
2019,8,15,15,21,0.6666666666666666
2019,8,15,16,34,0.7352941176470589
2019,8,15,17,58,0.7413793103448276
2019,8,15,18,65,0.7692307692307693
2019,8,15,19,38,0.7894736842105263
2019,8,15,20,24,0.6666666666666666
2019,8,15,21,14,0.9285714285714286
2019,8,15,22,10,0.5
2019,8,15,23,5,0.8
2019,8,16,0,2,1.0
2019,8,16,1,1,1.0
2019,8,16,5,3,1.0
2019,8,16,6,15,1.0
2019,8,16,7,38,0.868421052631579
2019,8,16,8,66,0.8939393939393939
2019,8,16,9,44,0.9090909090909091
2019,8,16,10,17,0.5294117647058824
2019,8,16,11,19,0.3684210526315789
2019,8,16,12,28,0.42857142857142855
2019,8,16,13,21,0.5238095238095238
2019,8,16,14,36,0.6666666666666666
2019,8,16,15,34,0.6470588235294118
2019,8,16,16,47,0.574468085106383
2019,8,16,17,47,0.6808510638297872
2019,8,16,18,50,0.66
2019,8,16,19,26,0.6923076923076923
2019,8,16,20,14,0.2857142857142857
2019,8,16,21,9,0.6666666666666666
2019,8,16,22,11,0.6363636363636364
2019,8,16,23,2,1.0
2019,8,17,0,1,1.0
2019,8,17,2,1,1.0
2019,8,17,3,1,1.0
2019,8,17,4,1,1.0
2019,8,17,5,1,1.0
2019,8,17,6,1,0.0
2019,8,17,7,14,0.7142857142857143
2019,8,17,8,15,0.4666666666666667
2019,8,17,9,18,0.6111111111111112
2019,8,17,10,26,0.5384615384615384
2019,8,17,11,39,0.3076923076923077
2019,8,17,12,52,0.46153846153846156
2019,8,17,13,32,0.3125
2019,8,17,14,46,0.34782608695652173
2019,8,17,15,33,0.3333333333333333
2019,8,17,16,51,0.47058823529411764
