year,month,day,hour,ausleihen,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,starttime,ausleihe1woche,ausleihe1stunde,ausleihe2stunde,ausleihe2woche,ausleihe3woche,abweichung,abweichungdurchschnitt
2015,8,22,21,14,0.7857142857142857,0,5,0,21,0.0,60,15,Clear,2015-08-22 21:00:00,12,30,32,11,10,27.27272727272727,27.27272727272727
2015,8,22,23,9,0.4444444444444444,0,5,0,21,0.0,63,12,Clear,2015-08-22 23:00:00,10,16,14,9,12,10.0,12.903225806451617
2015,8,23,0,5,0.4,0,6,0,20,0.0,64,10,Clear,2015-08-23 00:00:00,8,9,16,3,5,0.0,6.249999999999995
2015,8,23,8,8,0.375,0,6,0,24,0.0,72,13,Partly cloudy,2015-08-23 08:00:00,7,4,0,5,7,14.285714285714285,26.315789473684216
2015,8,23,9,11,0.7272727272727273,0,6,0,25,0.0,66,13,Partly cloudy,2015-08-23 09:00:00,21,8,4,11,15,26.666666666666668,29.78723404255319
2015,8,23,11,23,0.5652173913043478,0,6,0,26,0.0,64,12,Partly cloudy,2015-08-23 11:00:00,17,20,11,30,25,8.0,4.166666666666666
2015,8,23,13,26,0.6153846153846154,0,6,0,26,0.0,66,11,Partly cloudy,2015-08-23 13:00:00,17,47,23,36,28,7.142857142857142,3.7037037037037033
2015,8,23,15,25,0.44,0,6,0,25,0.0,73,9,Partly cloudy,2015-08-23 15:00:00,31,24,26,20,39,19.35483870967742,16.666666666666664
2015,8,23,17,30,0.5333333333333333,0,6,0,24,0.0,79,8,Partly cloudy,2015-08-23 17:00:00,23,49,25,43,29,3.4482758620689653,5.263157894736846
2015,8,24,7,11,1.0,0,0,1,26,0.0,68,5,Sunny,2015-08-24 07:00:00,18,6,0,14,13,21.428571428571427,26.666666666666668
2015,8,24,9,14,0.8571428571428571,0,0,1,28,0.0,54,2,Sunny,2015-08-24 09:00:00,12,13,11,16,22,12.5,16.000000000000007
2015,8,24,15,15,0.4666666666666667,0,0,1,28,0.0,56,18,Sunny,2015-08-24 15:00:00,16,21,16,7,24,6.25,4.255319148936167
2015,8,24,16,15,0.7333333333333333,0,0,1,27,0.0,61,18,Sunny,2015-08-24 16:00:00,20,15,21,23,18,25.0,26.22950819672131
2015,8,24,17,36,0.7222222222222222,0,0,1,25,0.0,65,17,Sunny,2015-08-24 17:00:00,43,15,15,43,35,16.27906976744186,10.743801652892568
2015,8,24,18,59,0.8135593220338984,0,0,1,24,0.0,69,17,Clear,2015-08-24 18:00:00,64,36,15,51,75,7.8125,6.842105263157898
2015,8,24,20,33,0.9090909090909092,0,0,1,23,0.1,76,16,Patchy rain possible,2015-08-24 20:00:00,15,59,59,37,46,10.81081081081081,1.0204081632653135
2015,8,24,21,18,0.8888888888888888,0,0,1,23,0.2,80,15,Patchy rain possible,2015-08-24 21:00:00,9,33,59,27,15,20.0,5.88235294117647
2015,8,25,7,10,1.0,0,1,1,25,0.2,81,7,Patchy rain possible,2015-08-25 07:00:00,12,8,3,2,13,16.666666666666664,11.11111111111111
2015,8,25,8,12,0.8333333333333334,0,1,1,26,0.8,75,6,Patchy rain possible,2015-08-25 08:00:00,17,10,8,9,16,25.0,14.285714285714285
2015,8,25,13,15,0.2666666666666666,0,1,1,29,0.5,54,15,Patchy rain possible,2015-08-25 13:00:00,13,14,25,8,12,25.0,36.36363636363637
2015,8,25,15,7,0.8571428571428571,0,1,1,29,0.0,50,14,Partly cloudy,2015-08-25 15:00:00,11,18,15,5,9,22.22222222222222,16.000000000000007
2015,8,25,17,41,0.7560975609756098,0,1,1,26,0.0,50,15,Sunny,2015-08-25 17:00:00,40,17,7,20,47,2.5,14.95327102803739
2015,8,25,18,41,0.8536585365853658,0,1,1,24,0.0,50,15,Clear,2015-08-25 18:00:00,42,41,17,19,51,2.380952380952381,9.821428571428564
2015,8,25,19,38,0.6052631578947368,0,1,1,23,0.0,53,16,Clear,2015-08-25 19:00:00,39,41,41,21,58,2.564102564102564,3.389830508474582
2015,8,25,21,12,0.8333333333333334,0,1,1,22,0.0,57,18,Clear,2015-08-25 21:00:00,19,39,38,16,12,25.0,23.404255319148934
2015,8,25,23,3,0.3333333333333333,0,1,1,20,0.0,63,17,Clear,2015-08-25 23:00:00,6,9,12,4,4,25.0,35.71428571428572
2015,8,26,6,7,0.8571428571428571,0,2,1,21,0.0,69,6,Sunny,2015-08-26 06:00:00,8,0,0,13,2,12.5,8.695652173913047
2015,8,26,7,15,0.8666666666666667,0,2,1,22,0.0,62,8,Sunny,2015-08-26 07:00:00,12,7,0,15,13,15.384615384615385,12.499999999999995
2015,8,26,8,22,0.8636363636363636,0,2,1,23,0.0,56,10,Sunny,2015-08-26 08:00:00,19,15,7,22,34,0.0,12.0
2015,8,26,9,18,0.8888888888888888,0,2,1,24,0.0,49,12,Sunny,2015-08-26 09:00:00,23,22,15,22,19,18.181818181818183,15.624999999999995
2015,8,26,10,8,0.625,0,2,1,25,0.0,47,12,Sunny,2015-08-26 10:00:00,7,18,22,8,14,0.0,17.241379310344822
2015,8,26,11,9,0.7777777777777778,0,2,1,26,0.0,46,12,Sunny,2015-08-26 11:00:00,6,8,18,7,11,28.57142857142857,12.5
2015,8,26,12,12,0.5833333333333334,0,2,1,27,0.0,44,12,Sunny,2015-08-26 12:00:00,14,9,8,19,11,14.285714285714285,18.18181818181818
2015,8,26,14,13,0.4615384615384615,0,2,1,27,0.0,44,17,Partly cloudy,2015-08-26 14:00:00,9,10,12,18,15,13.333333333333334,7.142857142857142
2015,8,26,18,49,0.673469387755102,0,2,1,23,0.0,58,10,Clear,2015-08-26 18:00:00,44,62,13,57,48,2.083333333333333,1.3422818791946263
2015,8,26,19,45,0.8,0,2,1,22,0.0,61,13,Clear,2015-08-26 19:00:00,44,49,62,39,35,15.384615384615385,14.406779661016941
2015,8,26,20,29,0.8275862068965517,0,2,1,21,0.0,63,15,Partly cloudy,2015-08-26 20:00:00,30,45,49,30,33,3.3333333333333335,6.451612903225806
2015,8,26,23,6,0.8333333333333334,0,2,1,19,0.0,69,14,Clear,2015-08-26 23:00:00,8,13,7,12,7,25.0,33.33333333333333
2015,8,27,6,8,1.0,0,3,1,19,0.0,70,13,Sunny,2015-08-27 06:00:00,8,1,0,13,5,0.0,7.692307692307685
2015,8,27,8,20,0.9,0,3,1,22,0.0,59,12,Sunny,2015-08-27 08:00:00,18,18,8,20,24,0.0,3.225806451612909
2015,8,27,10,13,0.9230769230769232,0,3,1,25,0.0,51,13,Sunny,2015-08-27 10:00:00,9,12,20,12,11,18.181818181818183,21.875000000000007
2015,8,27,11,13,0.8461538461538461,0,3,1,26,0.0,49,14,Partly cloudy,2015-08-27 11:00:00,11,13,12,8,13,18.181818181818183,21.875000000000007
2015,8,27,13,13,0.6153846153846154,0,3,1,26,0.0,48,14,Partly cloudy,2015-08-27 13:00:00,16,20,13,29,13,18.75,32.75862068965517
2015,8,27,14,14,1.0,0,3,1,26,0.0,49,14,Partly cloudy,2015-08-27 14:00:00,11,13,20,17,9,27.27272727272727,13.513513513513509
2015,8,27,16,19,0.631578947368421,0,3,1,25,0.0,53,13,Partly cloudy,2015-08-27 16:00:00,14,13,14,28,21,9.523809523809524,9.523809523809524
2015,8,27,17,44,0.8863636363636364,0,3,1,24,0.0,57,13,Sunny,2015-08-27 17:00:00,51,19,13,48,42,8.333333333333332,6.382978723404255
2015,8,27,18,49,0.673469387755102,0,3,1,23,0.0,60,13,Clear,2015-08-27 18:00:00,52,44,19,46,67,5.769230769230769,10.909090909090908
2015,8,27,22,6,0.5,0,3,1,20,0.0,69,12,Clear,2015-08-27 22:00:00,5,19,32,5,11,20.0,14.285714285714285
2015,8,28,7,12,1.0,0,4,1,22,0.0,66,6,Sunny,2015-08-28 07:00:00,5,9,0,15,15,20.0,2.857142857142862
2015,8,28,10,15,0.7333333333333333,0,4,1,27,0.0,48,6,Sunny,2015-08-28 10:00:00,14,9,26,17,11,7.142857142857142,7.142857142857142
2015,8,28,11,14,0.8571428571428571,0,4,1,28,0.0,45,6,Sunny,2015-08-28 11:00:00,7,15,9,13,14,7.6923076923076925,23.529411764705877
2015,8,28,12,13,0.6153846153846154,0,4,1,30,0.0,42,7,Sunny,2015-08-28 12:00:00,4,14,15,23,13,0.0,2.5000000000000044
2015,8,28,17,37,0.8648648648648649,0,4,1,26,0.0,56,3,Sunny,2015-08-28 17:00:00,57,38,27,31,51,27.450980392156865,20.143884892086337
2015,8,28,18,56,0.8035714285714286,0,4,1,23,0.0,60,2,Clear,2015-08-28 18:00:00,44,37,38,40,66,27.27272727272727,12.0
2015,8,28,19,34,0.6176470588235294,0,4,1,23,0.0,61,3,Clear,2015-08-28 19:00:00,37,56,37,35,17,2.857142857142857,14.606741573033702
2015,8,28,21,12,0.75,0,4,1,24,0.0,63,5,Clear,2015-08-28 21:00:00,10,21,34,12,22,0.0,18.18181818181818
2015,8,28,22,7,0.4285714285714285,0,4,1,24,0.0,64,5,Clear,2015-08-28 22:00:00,7,12,21,4,8,0.0,10.526315789473689
2015,8,29,0,2,0.0,0,5,0,23,0.0,66,6,Clear,2015-08-29 00:00:00,2,2,7,1,4,0.0,14.28571428571429
2015,8,29,9,10,0.6,0,5,0,26,0.0,49,11,Sunny,2015-08-29 09:00:00,11,3,7,18,9,9.090909090909092,21.052631578947363
2015,8,29,10,25,0.48,0,5,0,27,0.0,48,9,Sunny,2015-08-29 10:00:00,21,10,3,19,27,19.047619047619047,11.940298507462693
2015,8,29,11,25,0.68,0,5,0,28,0.0,47,8,Sunny,2015-08-29 11:00:00,32,25,10,33,30,21.875,21.05263157894737
2015,8,29,12,31,0.4193548387096774,0,5,0,29,0.0,46,6,Sunny,2015-08-29 12:00:00,35,25,25,38,42,18.421052631578945,19.130434782608702
2015,8,29,13,31,0.6451612903225806,0,5,0,28,0.0,47,9,Sunny,2015-08-29 13:00:00,21,31,25,53,37,16.216216216216218,16.216216216216218
2015,8,29,14,43,0.4418604651162791,0,5,0,28,0.0,49,12,Partly cloudy,2015-08-29 14:00:00,34,31,31,47,31,26.47058823529412,15.178571428571422
2015,8,29,16,33,0.4545454545454545,0,5,0,26,0.0,56,16,Partly cloudy,2015-08-29 16:00:00,59,30,43,43,26,23.25581395348837,22.656249999999993
2015,8,29,17,35,0.3714285714285714,0,5,0,25,0.0,62,18,Sunny,2015-08-29 17:00:00,41,33,30,66,41,14.634146341463413,29.054054054054056
2015,8,29,21,10,0.6,0,5,0,22,0.0,74,20,Clear,2015-08-29 21:00:00,14,19,45,12,11,16.666666666666664,18.918918918918923
2015,8,30,2,1,0.0,0,6,0,20,0.0,81,15,Clear,2015-08-30 02:00:00,0,0,3,1,1,0.0,50.000000000000014
2015,8,30,7,4,0.5,0,6,0,24,0.0,68,8,Sunny,2015-08-30 07:00:00,4,0,0,3,5,0.0,0.0
2015,8,30,9,13,0.6923076923076923,0,6,0,28,0.0,55,9,Sunny,2015-08-30 09:00:00,11,16,4,21,11,18.181818181818183,9.302325581395353
2015,8,30,10,21,0.5714285714285714,0,6,0,28,0.0,53,9,Sunny,2015-08-30 10:00:00,20,13,16,24,35,12.5,20.253164556962023
2015,8,30,11,19,0.8421052631578947,0,6,0,29,0.0,51,9,Sunny,2015-08-30 11:00:00,23,21,13,17,30,17.391304347826086,18.571428571428566
2015,8,30,13,33,0.5757575757575758,0,6,0,30,0.0,49,11,Sunny,2015-08-30 13:00:00,26,29,19,17,36,26.923076923076923,25.31645569620254
2015,8,30,15,28,0.3928571428571428,0,6,0,30,0.0,50,15,Sunny,2015-08-30 15:00:00,25,16,33,31,20,12.0,10.526315789473689
2015,8,30,18,45,0.4888888888888889,0,6,0,26,0.0,64,10,Partly cloudy,2015-08-30 18:00:00,30,40,28,44,44,2.272727272727273,14.406779661016941
2015,8,30,19,31,0.5806451612903226,0,6,0,25,0.0,67,12,Partly cloudy,2015-08-30 19:00:00,30,45,40,26,52,3.3333333333333335,13.88888888888889
2015,8,30,21,9,0.4444444444444444,0,6,0,24,0.0,73,14,Clear,2015-08-30 21:00:00,8,30,31,12,11,18.181818181818183,12.903225806451617
2015,8,31,6,5,0.6,0,0,1,23,0.0,73,9,Sunny,2015-08-31 06:00:00,6,0,0,3,6,16.666666666666664,0.0
2015,8,31,7,14,1.0,0,0,1,25,0.0,69,10,Sunny,2015-08-31 07:00:00,11,5,0,18,14,0.0,2.3255813953488413
2015,8,31,8,21,0.9523809523809524,0,0,1,26,0.3,65,12,Patchy rain possible,2015-08-31 08:00:00,13,14,5,25,25,16.0,0.0
2015,8,31,11,8,0.375,0,0,1,30,0.3,53,16,Patchy rain possible,2015-08-31 11:00:00,11,8,9,3,13,27.27272727272727,11.11111111111111
2015,8,31,13,13,0.4615384615384615,0,0,1,30,0.2,50,17,Patchy rain possible,2015-08-31 13:00:00,16,14,8,4,20,18.75,2.5000000000000044
2015,8,31,14,10,0.8,0,0,1,30,0.3,51,17,Patchy rain possible,2015-08-31 14:00:00,21,13,14,13,8,23.076923076923077,28.57142857142857
2015,8,31,15,12,0.75,0,0,1,29,0.3,52,17,Patchy rain possible,2015-08-31 15:00:00,15,10,13,16,7,20.0,5.263157894736838
2015,8,31,18,68,0.8382352941176471,0,0,1,28,0.3,57,16,Patchy rain possible,2015-08-31 18:00:00,59,30,10,64,51,15.254237288135593,17.24137931034483
2015,8,31,19,32,0.90625,0,0,1,27,0.1,60,15,Patchy rain possible,2015-08-31 19:00:00,59,68,30,35,40,20.0,28.35820895522388
2015,8,31,21,15,0.8,0,0,1,25,0.2,65,14,Patchy rain possible,2015-08-31 21:00:00,18,12,32,9,27,16.666666666666664,16.666666666666664
2015,9,1,11,7,0.7142857142857143,0,1,1,25,0.0,60,9,Partly cloudy,2015-09-01 11:00:00,25,5,15,7,3,0.0,40.0
2015,9,1,14,12,0.8333333333333334,0,1,1,26,0.5,58,11,Heavy rain at times,2015-09-01 14:00:00,18,5,12,11,10,9.090909090909092,7.6923076923076925
2015,9,1,16,19,0.6842105263157895,0,1,1,24,0.3,65,11,Heavy rain at times,2015-09-01 16:00:00,17,14,12,25,8,11.76470588235294,13.999999999999993
2015,9,1,17,32,0.84375,0,1,1,23,0.0,72,10,Partly cloudy,2015-09-01 17:00:00,41,19,14,40,20,20.0,4.950495049504944
2015,9,1,19,38,0.9210526315789472,0,1,1,21,0.0,79,9,Partly cloudy,2015-09-01 19:00:00,38,56,32,39,21,0.0,16.32653061224491
2015,9,1,20,23,0.8260869565217391,0,1,1,20,0.1,79,10,Patchy rain possible,2015-09-01 20:00:00,39,38,56,30,25,23.333333333333332,26.595744680851062
2015,9,1,22,7,1.0,0,1,1,21,0.1,83,8,Patchy rain possible,2015-09-01 22:00:00,9,11,23,6,3,16.666666666666664,16.666666666666664
2015,9,1,23,3,1.0,0,1,1,21,0.0,85,7,Clear,2015-09-01 23:00:00,3,7,11,6,4,25.0,30.769230769230766
2015,9,2,6,10,1.0,0,2,1,26,0.0,77,6,Sunny,2015-09-02 06:00:00,7,0,0,8,13,25.0,7.142857142857135
2015,9,2,7,16,1.0,0,2,1,27,0.0,72,7,Sunny,2015-09-02 07:00:00,15,10,0,12,15,6.666666666666667,14.285714285714285
2015,9,2,8,18,0.8888888888888888,0,2,1,28,0.0,67,8,Sunny,2015-09-02 08:00:00,22,16,10,19,22,18.181818181818183,14.285714285714285
2015,9,2,10,9,0.6666666666666666,0,2,1,29,0.0,58,9,Sunny,2015-09-02 10:00:00,8,15,18,7,8,12.5,17.391304347826082
2015,9,2,12,12,0.8333333333333334,0,2,1,31,0.0,51,10,Sunny,2015-09-02 12:00:00,12,4,9,14,19,14.285714285714285,20.0
2015,9,2,19,38,0.868421052631579,0,2,1,25,0.0,73,13,Clear,2015-09-02 19:00:00,45,65,34,44,39,13.636363636363635,10.937499999999995
2015,9,2,20,26,0.9230769230769232,0,2,1,24,0.0,77,13,Clear,2015-09-02 20:00:00,29,38,65,30,30,13.333333333333334,12.359550561797757
2015,9,2,21,12,1.0,0,2,1,23,0.0,81,13,Clear,2015-09-02 21:00:00,7,26,38,16,15,20.0,5.263157894736838
2015,9,2,22,9,0.8888888888888888,0,2,1,24,0.0,81,11,Clear,2015-09-02 22:00:00,13,12,26,10,8,10.0,12.903225806451617
2015,9,3,5,1,1.0,0,3,1,24,0.0,82,8,Clear,2015-09-03 05:00:00,1,0,0,3,1,0.0,40.0
2015,9,3,6,6,1.0,0,3,1,24,0.0,80,8,Sunny,2015-09-03 06:00:00,8,1,0,8,13,25.0,37.93103448275862
2015,9,3,7,11,1.0,0,3,1,26,0.0,73,8,Sunny,2015-09-03 07:00:00,18,6,1,10,9,10.0,10.810810810810816
2015,9,3,9,23,0.6956521739130435,0,3,1,29,0.0,59,8,Sunny,2015-09-03 09:00:00,12,28,11,28,25,8.0,6.153846153846148
2015,9,3,10,9,0.8888888888888888,0,3,1,30,0.0,56,6,Sunny,2015-09-03 10:00:00,13,23,28,9,12,25.0,20.588235294117652
2015,9,3,11,12,0.6666666666666666,0,3,1,31,0.0,53,4,Sunny,2015-09-03 11:00:00,13,9,23,11,8,9.090909090909092,12.500000000000005
2015,9,3,12,7,0.5714285714285714,0,3,1,33,0.0,50,3,Sunny,2015-09-03 12:00:00,20,12,9,8,6,12.5,38.235294117647065
2015,9,3,15,16,0.5625,0,3,1,32,0.0,48,6,Sunny,2015-09-03 15:00:00,13,8,10,20,19,15.789473684210526,7.692307692307685
2015,9,3,18,57,0.8947368421052632,0,3,1,25,0.0,72,5,Clear,2015-09-03 18:00:00,49,28,7,52,46,16.3265306122449,16.3265306122449
2015,9,3,19,35,0.8285714285714286,0,3,1,25,0.0,74,5,Clear,2015-09-03 19:00:00,49,57,28,35,30,0.0,7.894736842105263
2015,9,3,20,21,0.7619047619047619,0,3,1,25,0.0,76,5,Clear,2015-09-03 20:00:00,32,35,57,10,19,10.526315789473683,3.27868852459017
2015,9,3,21,13,0.6153846153846154,0,3,1,24,0.0,79,5,Clear,2015-09-03 21:00:00,19,21,35,14,13,7.142857142857142,15.21739130434783
2015,9,3,22,6,1.0,0,3,1,24,0.0,79,7,Clear,2015-09-03 22:00:00,6,13,21,5,5,20.0,12.500000000000005
2015,9,4,7,13,0.8461538461538461,0,4,1,24,0.0,71,10,Sunny,2015-09-04 07:00:00,12,2,0,5,15,8.333333333333332,21.875000000000007
2015,9,4,8,22,0.8636363636363636,0,4,1,25,0.0,68,10,Sunny,2015-09-04 08:00:00,26,13,2,20,23,4.3478260869565215,4.3478260869565215
2015,9,4,11,15,0.5333333333333333,0,4,1,26,0.1,60,11,Patchy rain possible,2015-09-04 11:00:00,14,9,18,7,13,15.384615384615385,32.35294117647058
2015,9,4,14,19,0.7368421052631579,0,4,1,26,0.1,59,13,Patchy rain possible,2015-09-04 14:00:00,27,21,8,16,21,9.523809523809524,10.937499999999995
2015,9,4,15,27,0.6296296296296297,0,4,1,26,0.1,59,13,Patchy rain possible,2015-09-04 15:00:00,27,19,21,16,27,0.0,15.714285714285719
2015,9,4,17,37,0.8108108108108109,0,4,1,24,0.0,69,12,Sunny,2015-09-04 17:00:00,37,40,27,57,31,0.0,11.199999999999994
2015,9,4,20,13,0.6923076923076923,0,4,1,22,0.0,76,12,Patchy rain possible,2015-09-04 20:00:00,21,18,23,13,17,23.52941176470588,23.52941176470588
2015,9,4,21,10,0.6,0,4,1,21,0.1,76,13,Patchy rain possible,2015-09-04 21:00:00,12,13,18,10,12,16.666666666666664,11.764705882352946
2015,9,5,0,2,1.0,0,5,0,21,0.0,81,12,Clear,2015-09-05 00:00:00,2,1,17,2,1,0.0,19.999999999999996
2015,9,5,10,15,0.8,0,5,0,25,0.2,66,14,Heavy rain at times,2015-09-05 10:00:00,25,17,6,21,19,28.57142857142857,30.76923076923077
2015,9,5,11,30,0.5666666666666667,0,5,0,26,0.3,64,13,Moderate rain at times,2015-09-05 11:00:00,25,15,17,32,33,6.25,0.0
2015,9,5,13,35,0.4,0,5,0,26,0.2,62,14,Moderate rain at times,2015-09-05 13:00:00,31,20,30,21,53,12.903225806451612,0.0
2015,9,5,14,39,0.3846153846153846,0,5,0,26,0.3,61,15,Moderate rain at times,2015-09-05 14:00:00,43,35,20,34,47,9.30232558139535,5.645161290322586
2015,9,5,15,56,0.3214285714285714,0,5,0,26,0.4,61,16,Moderate rain at times,2015-09-05 15:00:00,30,39,35,74,67,16.417910447761194,1.7543859649122806
2015,9,5,16,45,0.4888888888888889,0,5,0,25,0.2,66,14,Moderate rain at times,2015-09-05 16:00:00,33,56,39,59,43,4.651162790697675,0.0
2015,9,5,19,28,0.3571428571428571,0,5,0,22,0.0,78,11,Partly cloudy,2015-09-05 19:00:00,45,63,64,32,30,12.5,21.49532710280373
2015,9,5,20,25,0.4,0,5,0,21,0.2,80,11,Patchy rain possible,2015-09-05 20:00:00,19,28,63,30,21,19.047619047619047,7.142857142857148
2015,9,5,21,11,0.4545454545454545,0,5,0,21,0.2,81,11,Patchy rain possible,2015-09-05 21:00:00,10,25,28,14,12,8.333333333333332,8.333333333333332
2015,9,6,8,6,1.0,0,6,0,24,0.1,68,11,Patchy rain possible,2015-09-06 08:00:00,16,1,0,8,7,25.0,41.935483870967744
2015,9,6,10,25,0.48,0,6,0,25,0.0,62,11,Patchy rain possible,2015-09-06 10:00:00,21,25,6,20,24,19.047619047619047,15.384615384615378
2015,9,6,18,57,0.2631578947368421,0,6,0,23,0.0,68,15,Clear,2015-09-06 18:00:00,45,56,69,30,44,29.545454545454547,43.69747899159665
2015,9,6,19,38,0.4736842105263157,0,6,0,22,0.0,71,14,Clear,2015-09-06 19:00:00,31,57,56,30,26,26.666666666666668,31.03448275862069
2015,9,6,20,25,0.48,0,6,0,21,0.0,74,13,Clear,2015-09-06 20:00:00,30,38,57,31,19,16.666666666666664,6.250000000000004
2015,9,7,0,2,1.0,0,0,1,19,0.0,87,11,Clear,2015-09-07 00:00:00,0,4,12,5,2,0.0,14.28571428571429
2015,9,7,9,12,0.8333333333333334,0,0,1,21,0.0,63,12,Sunny,2015-09-07 09:00:00,9,6,3,14,12,0.0,2.857142857142862
2015,9,7,19,31,0.6129032258064516,0,0,1,24,0.0,70,16,Clear,2015-09-07 19:00:00,32,34,24,59,35,11.428571428571429,26.190476190476193
2015,9,7,20,17,0.7647058823529411,0,0,1,24,0.0,72,16,Clear,2015-09-07 20:00:00,12,31,34,33,15,13.333333333333334,15.0
2015,9,7,21,17,0.6470588235294118,0,0,1,23,0.0,73,17,Clear,2015-09-07 21:00:00,15,17,31,18,9,13.333333333333334,21.428571428571427
2015,9,7,22,6,0.8333333333333334,0,0,1,23,0.0,73,16,Clear,2015-09-07 22:00:00,10,17,17,2,6,0.0,0.0
2015,9,8,6,7,1.0,0,1,1,24,0.0,66,8,Sunny,2015-09-08 06:00:00,10,0,0,8,5,12.5,8.695652173913047
2015,9,8,8,20,1.0,0,1,1,28,0.0,55,9,Sunny,2015-09-08 08:00:00,28,17,7,12,17,17.647058823529413,5.263157894736842
2015,9,8,10,6,1.0,0,1,1,31,0.0,48,11,Sunny,2015-09-08 10:00:00,5,5,20,8,11,25.0,25.0
2015,9,8,11,5,1.0,0,1,1,32,0.0,46,11,Sunny,2015-09-08 11:00:00,7,6,5,25,7,28.57142857142857,61.53846153846154
2015,9,8,12,13,0.8461538461538461,0,1,1,33,0.0,44,12,Sunny,2015-09-08 12:00:00,12,5,6,14,9,8.333333333333332,11.428571428571434
2015,9,8,14,13,0.8461538461538461,0,1,1,32,0.0,46,16,Sunny,2015-09-08 14:00:00,12,9,13,18,11,8.333333333333332,4.878048780487801
2015,9,8,15,9,0.8888888888888888,0,1,1,31,0.0,48,19,Sunny,2015-09-08 15:00:00,14,13,9,7,11,18.181818181818183,15.624999999999995
2015,9,8,16,15,0.6666666666666666,0,1,1,30,0.0,53,19,Sunny,2015-09-08 16:00:00,19,9,13,17,25,21.052631578947366,26.22950819672131
2015,9,8,17,36,0.8055555555555556,0,1,1,28,0.0,58,19,Sunny,2015-09-08 17:00:00,32,15,9,41,40,10.0,4.4247787610619405
2015,9,8,18,51,0.9215686274509804,0,1,1,27,0.0,64,19,Clear,2015-09-08 18:00:00,56,36,15,41,42,21.428571428571427,10.07194244604316
2015,9,8,19,43,0.9534883720930232,0,1,1,26,0.0,68,19,Clear,2015-09-08 19:00:00,38,51,36,38,39,13.157894736842104,12.173913043478255
2015,9,8,21,12,0.9166666666666666,0,1,1,24,0.0,77,18,Clear,2015-09-08 21:00:00,11,20,43,12,19,0.0,14.285714285714285
2015,9,8,22,8,0.25,0,1,1,24,0.0,82,16,Clear,2015-09-08 22:00:00,7,12,20,9,6,14.285714285714285,9.090909090909095
2015,9,9,6,8,1.0,0,2,1,24,0.0,88,9,Sunny,2015-09-09 06:00:00,10,3,0,7,8,0.0,4.000000000000007
2015,9,9,7,12,1.0,0,2,1,25,0.0,81,10,Sunny,2015-09-09 07:00:00,16,8,3,15,12,20.0,16.279069767441865
2015,9,9,9,22,1.0,0,2,1,28,1.1,67,12,Patchy rain possible,2015-09-09 09:00:00,15,30,12,18,23,22.22222222222222,17.85714285714285
2015,9,9,11,6,0.8333333333333334,0,2,1,30,0.8,58,13,Patchy rain possible,2015-09-09 11:00:00,4,14,22,9,6,0.0,5.263157894736838
2015,9,9,15,10,0.9,0,2,1,30,0.0,62,22,Sunny,2015-09-09 15:00:00,12,15,7,4,9,11.11111111111111,19.999999999999993
2015,9,9,18,47,0.9148936170212766,0,2,1,26,0.1,76,15,Patchy rain possible,2015-09-09 18:00:00,65,45,3,49,44,4.081632653061225,10.759493670886073
2015,9,9,19,41,0.902439024390244,0,2,1,25,0.0,80,14,Patchy rain possible,2015-09-09 19:00:00,38,47,45,45,44,6.8181818181818175,3.149606299212604
2015,9,9,21,13,0.6153846153846154,0,2,1,24,1.8,88,12,Moderate or heavy rain shower,2015-09-09 21:00:00,12,15,41,7,16,8.333333333333332,11.428571428571434
2015,9,10,6,8,0.875,0,3,1,22,1.6,88,11,Moderate or heavy rain shower,2015-09-10 06:00:00,6,0,0,8,8,0.0,9.090909090909095
2015,9,10,12,10,0.8,0,3,1,25,4.4,80,12,Torrential rain shower,2015-09-10 12:00:00,7,3,5,20,8,25.0,14.285714285714283
2015,9,10,14,10,0.8,0,3,1,24,1.7,84,15,Moderate or heavy rain shower,2015-09-10 14:00:00,8,3,10,14,11,9.090909090909092,9.090909090909092
2015,9,10,16,14,0.7857142857142857,0,3,1,23,1.2,88,15,Moderate or heavy rain shower,2015-09-10 16:00:00,7,8,10,19,14,0.0,4.999999999999996
2015,9,11,8,20,0.9,0,4,1,21,0.0,75,19,Partly cloudy,2015-09-11 08:00:00,22,16,11,26,20,9.090909090909092,11.764705882352946
2015,9,11,9,14,1.0,0,4,1,22,0.0,69,21,Partly cloudy,2015-09-11 09:00:00,18,20,16,9,17,17.647058823529413,4.545454545454541
2015,9,11,10,11,0.8181818181818182,0,4,1,24,0.0,65,17,Partly cloudy,2015-09-11 10:00:00,9,14,20,15,14,21.428571428571427,13.157894736842103
2015,9,11,11,10,0.9,0,4,1,25,0.0,60,14,Sunny,2015-09-11 11:00:00,15,11,14,14,7,28.57142857142857,16.666666666666664
2015,9,11,13,10,0.6,0,4,1,27,0.0,58,9,Sunny,2015-09-11 13:00:00,21,11,10,8,9,11.11111111111111,21.052631578947363
2015,9,11,14,17,0.7058823529411765,0,4,1,27,0.0,59,7,Sunny,2015-09-11 14:00:00,19,10,11,27,16,10.526315789473683,17.74193548387097
2015,9,11,16,34,0.5,0,4,1,26,0.0,64,5,Sunny,2015-09-11 16:00:00,40,16,17,38,28,10.526315789473683,3.773584905660384
2015,9,11,18,40,0.725,0,4,1,24,0.0,72,6,Clear,2015-09-11 18:00:00,23,52,34,56,44,9.090909090909092,2.4390243902439024
