year,month,day,hour,ausleihen,subrate,holidays,weekday,workday
2019,8,7,4,5,0.6,0,2,1
2019,8,7,5,3,1.0,0,2,1
2019,8,7,6,7,0.8571428571428571,0,2,1
2019,8,7,7,20,0.85,0,2,1
2019,8,7,8,26,0.9615384615384616,0,2,1
2019,8,7,9,24,0.9166666666666666,0,2,1
2019,8,7,10,14,0.7142857142857143,0,2,1
2019,8,7,11,12,0.75,0,2,1
2019,8,7,12,12,0.6666666666666666,0,2,1
2019,8,7,13,13,0.6923076923076923,0,2,1
2019,8,7,14,3,1.0,0,2,1
2019,8,7,15,3,0.6666666666666666,0,2,1
2019,8,7,16,11,0.6363636363636364,0,2,1
2019,8,7,17,5,1.0,0,2,1
2019,8,7,18,8,1.0,0,2,1
2019,8,7,19,5,0.6,0,2,1
2019,8,7,20,5,0.8,0,2,1
2019,8,7,21,5,1.0,0,2,1
2019,8,7,22,3,1.0,0,2,1
2019,8,7,23,2,1.0,0,2,1
2019,8,8,0,4,0.0,0,3,1
2019,8,8,1,2,1.0,0,3,1
2019,8,8,3,1,1.0,0,3,1
2019,8,8,4,1,1.0,0,3,1
2019,8,8,5,2,1.0,0,3,1
2019,8,8,6,9,1.0,0,3,1
2019,8,8,7,19,1.0,0,3,1
2019,8,8,8,30,0.9,0,3,1
2019,8,8,9,29,0.6206896551724138,0,3,1
2019,8,8,10,9,1.0,0,3,1
2019,8,8,11,5,1.0,0,3,1
2019,8,8,12,13,0.6153846153846154,0,3,1
2019,8,8,13,13,0.6923076923076923,0,3,1
2019,8,8,14,18,0.5,0,3,1
2019,8,8,15,29,0.5172413793103449,0,3,1
2019,8,8,16,24,0.625,0,3,1
2019,8,8,17,89,0.8314606741573034,0,3,1
2019,8,8,18,89,0.8426966292134831,0,3,1
2019,8,8,19,59,0.7627118644067796,0,3,1
2019,8,8,20,15,0.9333333333333332,0,3,1
2019,8,8,21,17,0.8823529411764706,0,3,1
2019,8,8,22,12,0.5833333333333334,0,3,1
2019,8,8,23,6,0.6666666666666666,0,3,1
2019,8,9,0,2,0.5,0,4,1
2019,8,9,4,1,1.0,0,4,1
2019,8,9,5,3,0.6666666666666666,0,4,1
2019,8,9,6,4,1.0,0,4,1
2019,8,9,7,18,0.9444444444444444,0,4,1
2019,8,9,8,24,0.9583333333333334,0,4,1
2019,8,9,9,16,0.6875,0,4,1
2019,8,9,10,15,0.8666666666666667,0,4,1
2019,8,9,11,14,0.6428571428571429,0,4,1
2019,8,9,12,24,0.8333333333333334,0,4,1
2019,8,9,13,21,0.5238095238095238,0,4,1
2019,8,9,14,18,0.7777777777777778,0,4,1
2019,8,9,15,21,0.9523809523809524,0,4,1
2019,8,9,16,26,0.6153846153846154,0,4,1
2019,8,9,17,63,0.7301587301587301,0,4,1
2019,8,9,18,72,0.9027777777777778,0,4,1
2019,8,9,19,37,0.7027027027027027,0,4,1
2019,8,9,20,25,0.8,0,4,1
2019,8,9,21,12,0.8333333333333334,0,4,1
2019,8,9,22,8,0.875,0,4,1
2019,8,9,23,6,0.8333333333333334,0,4,1
2019,8,10,0,3,1.0,0,5,0
2019,8,10,1,6,0.8333333333333334,0,5,0
2019,8,10,4,1,1.0,0,5,0
2019,8,10,5,1,1.0,0,5,0
2019,8,10,6,3,1.0,0,5,0
2019,8,10,7,6,1.0,0,5,0
2019,8,10,8,8,0.875,0,5,0
2019,8,10,9,13,0.8461538461538461,0,5,0
2019,8,10,10,22,0.2727272727272727,0,5,0
2019,8,10,11,22,0.6363636363636364,0,5,0
2019,8,10,12,29,0.5517241379310345,0,5,0
2019,8,10,13,33,0.5454545454545454,0,5,0
2019,8,10,14,32,0.71875,0,5,0
2019,8,10,15,43,0.3255813953488372,0,5,0
2019,8,10,16,59,0.576271186440678,0,5,0
2019,8,10,17,54,0.5185185185185185,0,5,0
2019,8,10,18,63,0.4126984126984127,0,5,0
2019,8,10,19,45,0.6444444444444445,0,5,0
2019,8,10,20,25,0.28,0,5,0
2019,8,10,21,12,0.75,0,5,0
2019,8,10,22,5,1.0,0,5,0
2019,8,11,0,4,0.75,0,6,0
2019,8,11,1,1,1.0,0,6,0
2019,8,11,3,1,0.0,0,6,0
2019,8,11,4,2,0.5,0,6,0
2019,8,11,5,2,1.0,0,6,0
2019,8,11,6,1,1.0,0,6,0
2019,8,11,7,1,1.0,0,6,0
2019,8,11,8,7,0.8571428571428571,0,6,0
2019,8,11,9,19,0.6842105263157895,0,6,0
2019,8,11,10,18,0.8333333333333334,0,6,0
2019,8,11,11,25,0.88,0,6,0
2019,8,11,12,28,0.7142857142857143,0,6,0
2019,8,11,13,45,0.5333333333333333,0,6,0
2019,8,11,14,35,0.4571428571428571,0,6,0
2019,8,11,15,38,0.5526315789473685,0,6,0
2019,8,11,16,67,0.4776119402985074,0,6,0
2019,8,11,17,56,0.4464285714285714,0,6,0
2019,8,11,18,47,0.6382978723404256,0,6,0
2019,8,11,19,36,0.4722222222222222,0,6,0
2019,8,11,20,28,0.6428571428571429,0,6,0
2019,8,11,21,18,0.4444444444444444,0,6,0
2019,8,11,22,3,0.6666666666666666,0,6,0
2019,8,11,23,6,1.0,0,6,0
2019,8,12,0,7,0.4285714285714285,0,0,1
2019,8,12,4,1,1.0,0,0,1
2019,8,12,5,2,1.0,0,0,1
2019,8,12,6,4,1.0,0,0,1
2019,8,12,7,16,0.9375,0,0,1
2019,8,12,8,30,0.9666666666666668,0,0,1
2019,8,12,9,29,0.7586206896551724,0,0,1
2019,8,12,10,19,0.631578947368421,0,0,1
2019,8,12,11,12,0.5833333333333334,0,0,1
2019,8,12,12,5,0.4,0,0,1
2019,8,12,13,17,0.4117647058823529,0,0,1
2019,8,12,14,16,0.5,0,0,1
2019,8,12,15,13,0.4615384615384615,0,0,1
2019,8,12,16,23,0.5217391304347826,0,0,1
2019,8,12,17,79,0.8734177215189873,0,0,1
2019,8,12,18,96,0.8020833333333334,0,0,1
2019,8,12,19,58,0.8103448275862069,0,0,1
2019,8,12,20,28,0.6785714285714286,0,0,1
2019,8,12,21,18,0.7777777777777778,0,0,1
2019,8,12,22,15,0.6666666666666666,0,0,1
2019,8,12,23,4,1.0,0,0,1
2019,8,13,0,2,0.0,0,1,1
2019,8,13,1,1,1.0,0,1,1
2019,8,13,4,1,1.0,0,1,1
2019,8,13,5,3,1.0,0,1,1
2019,8,13,6,4,1.0,0,1,1
2019,8,13,7,19,0.9473684210526316,0,1,1
2019,8,13,8,24,0.9583333333333334,0,1,1
2019,8,13,9,19,0.9473684210526316,0,1,1
2019,8,13,10,5,0.8,0,1,1
2019,8,13,11,13,0.6923076923076923,0,1,1
2019,8,13,12,9,0.8888888888888888,0,1,1
2019,8,13,13,10,0.5,0,1,1
2019,8,13,14,12,0.3333333333333333,0,1,1
2019,8,13,15,21,0.4761904761904761,0,1,1
2019,8,13,16,25,0.6,0,1,1
2019,8,13,17,77,0.8051948051948052,0,1,1
2019,8,13,18,101,0.900990099009901,0,1,1
2019,8,13,19,32,0.9375,0,1,1
2019,8,13,20,27,0.8518518518518519,0,1,1
2019,8,13,21,19,0.7894736842105263,0,1,1
2019,8,13,22,10,0.7,0,1,1
2019,8,13,23,6,0.8333333333333334,0,1,1
2019,8,14,0,2,1.0,0,2,1
2019,8,14,3,2,1.0,0,2,1
2019,8,14,6,4,0.75,0,2,1
2019,8,14,7,21,0.8571428571428571,0,2,1
2019,8,14,8,23,0.9565217391304348,0,2,1
2019,8,14,9,23,0.9565217391304348,0,2,1
2019,8,14,10,9,0.6666666666666666,0,2,1
2019,8,14,11,17,0.6470588235294118,0,2,1
2019,8,14,12,13,0.2307692307692307,0,2,1
2019,8,14,13,13,0.7692307692307693,0,2,1
2019,8,14,14,12,0.5,0,2,1
2019,8,14,15,9,0.7777777777777778,0,2,1
2019,8,14,16,1,1.0,0,2,1
2019,8,14,17,38,0.7894736842105263,0,2,1
2019,8,14,18,72,0.9444444444444444,0,2,1
2019,8,14,19,55,0.9090909090909092,0,2,1
2019,8,14,20,33,0.7575757575757576,0,2,1
2019,8,14,21,32,0.71875,0,2,1
2019,8,14,22,15,0.8,0,2,1
2019,8,14,23,8,0.875,0,2,1
2019,8,15,6,10,1.0,0,3,1
2019,8,15,7,17,0.9411764705882352,0,3,1
2019,8,15,8,31,0.8387096774193549,0,3,1
2019,8,15,9,22,0.8181818181818182,0,3,1
2019,8,15,10,21,0.238095238095238,0,3,1
2019,8,15,11,17,0.4705882352941176,0,3,1
2019,8,15,12,10,0.8,0,3,1
2019,8,15,13,10,0.8,0,3,1
2019,8,15,14,10,0.7,0,3,1
2019,8,15,15,19,0.7894736842105263,0,3,1
2019,8,15,16,30,0.6666666666666666,0,3,1
2019,8,15,17,78,0.782051282051282,0,3,1
2019,8,15,18,88,0.875,0,3,1
2019,8,15,19,70,0.8142857142857143,0,3,1
2019,8,15,20,34,0.8529411764705882,0,3,1
2019,8,15,21,40,0.85,0,3,1
2019,8,15,22,14,0.8571428571428571,0,3,1
2019,8,15,23,8,1.0,0,3,1
2019,8,16,0,1,0.0,0,4,1
2019,8,16,1,4,1.0,0,4,1
2019,8,16,2,1,1.0,0,4,1
2019,8,16,4,1,1.0,0,4,1
2019,8,16,6,9,1.0,0,4,1
2019,8,16,7,8,0.75,0,4,1
2019,8,16,8,18,1.0,0,4,1
2019,8,16,9,29,0.9655172413793104,0,4,1
2019,8,16,10,20,0.6,0,4,1
2019,8,16,11,14,0.5714285714285714,0,4,1
2019,8,16,12,20,0.7,0,4,1
2019,8,16,13,27,0.4814814814814814,0,4,1
2019,8,16,14,29,0.5862068965517241,0,4,1
2019,8,16,15,57,0.4736842105263157,0,4,1
2019,8,16,16,52,0.6730769230769231,0,4,1
2019,8,16,17,66,0.6212121212121212,0,4,1
2019,8,16,18,42,0.8095238095238095,0,4,1
2019,8,16,19,41,0.6097560975609756,0,4,1
2019,8,16,20,17,0.5294117647058824,0,4,1
2019,8,16,21,8,0.875,0,4,1
2019,8,16,22,10,0.3,0,4,1
2019,8,16,23,7,1.0,0,4,1
2019,8,17,0,1,1.0,0,5,0
2019,8,17,4,2,1.0,0,5,0
2019,8,17,6,3,0.6666666666666666,0,5,0
2019,8,17,7,6,0.8333333333333334,0,5,0
2019,8,17,8,10,0.8,0,5,0
2019,8,17,9,27,0.5185185185185185,0,5,0
2019,8,17,10,19,0.631578947368421,0,5,0
2019,8,17,11,19,0.5263157894736842,0,5,0
2019,8,17,12,41,0.5609756097560976,0,5,0
2019,8,17,13,32,0.4375,0,5,0
2019,8,17,14,47,0.2978723404255319,0,5,0
2019,8,17,15,34,0.5588235294117647,0,5,0
2019,8,17,16,42,0.4047619047619047,0,5,0
2019,8,17,17,52,0.5192307692307693,0,5,0
2019,8,17,18,41,0.3658536585365853,0,5,0
2019,8,17,19,25,0.68,0,5,0
2019,8,17,20,25,0.4,0,5,0
2019,8,17,21,12,0.5833333333333334,0,5,0
2019,8,17,22,18,0.7777777777777778,0,5,0
2019,8,17,23,15,0.5333333333333333,0,5,0
2019,8,18,0,2,1.0,0,6,0
2019,8,18,1,1,1.0,0,6,0
2019,8,18,2,2,1.0,0,6,0
2019,8,18,6,3,1.0,0,6,0
2019,8,18,7,4,1.0,0,6,0
2019,8,18,8,15,0.6,0,6,0
2019,8,18,9,13,0.6923076923076923,0,6,0
2019,8,18,10,19,0.6842105263157895,0,6,0
2019,8,18,11,25,0.64,0,6,0
2019,8,18,12,26,0.7307692307692307,0,6,0
2019,8,18,13,27,0.4814814814814814,0,6,0
2019,8,18,14,17,0.5882352941176471,0,6,0
2019,8,18,15,28,0.4642857142857143,0,6,0
2019,8,18,16,30,0.6,0,6,0
2019,8,18,17,16,0.625,0,6,0
2019,8,18,18,8,0.75,0,6,0
2019,8,18,19,18,0.5555555555555556,0,6,0
2019,8,18,20,12,0.8333333333333334,0,6,0
2019,8,18,21,12,0.9166666666666666,0,6,0
2019,8,18,22,4,0.75,0,6,0
2019,8,18,23,5,0.2,0,6,0
2019,8,19,0,1,1.0,0,0,1
2019,8,19,1,1,1.0,0,0,1
2019,8,19,4,1,1.0,0,0,1
2019,8,19,5,3,1.0,0,0,1
2019,8,19,6,4,1.0,0,0,1
2019,8,19,7,17,1.0,0,0,1
2019,8,19,8,23,0.8260869565217391,0,0,1
2019,8,19,9,19,1.0,0,0,1
2019,8,19,10,13,0.7692307692307693,0,0,1
2019,8,19,11,7,0.4285714285714285,0,0,1
2019,8,19,12,8,0.625,0,0,1
2019,8,19,13,14,0.7857142857142857,0,0,1
2019,8,19,14,14,0.6428571428571429,0,0,1
2019,8,19,15,8,0.625,0,0,1
2019,8,19,16,22,0.6818181818181818,0,0,1
2019,8,19,17,78,0.8076923076923077,0,0,1
2019,8,19,18,88,0.875,0,0,1
2019,8,19,19,71,0.8591549295774648,0,0,1
2019,8,19,20,33,0.8787878787878788,0,0,1
2019,8,19,21,8,0.875,0,0,1
2019,8,19,22,7,0.8571428571428571,0,0,1
2019,8,19,23,3,0.6666666666666666,0,0,1
2019,8,20,0,3,1.0,0,1,1
2019,8,20,1,4,0.25,0,1,1
2019,8,20,2,1,1.0,0,1,1
2019,8,20,3,1,1.0,0,1,1
2019,8,20,5,2,1.0,0,1,1
2019,8,20,6,15,0.9333333333333332,0,1,1
2019,8,20,7,17,0.9411764705882352,0,1,1
2019,8,20,8,27,0.8888888888888888,0,1,1
2019,8,20,9,25,1.0,0,1,1
2019,8,20,10,14,0.9285714285714286,0,1,1
2019,8,20,11,2,0.5,0,1,1
2019,8,20,12,9,0.7777777777777778,0,1,1
2019,8,20,13,18,0.7777777777777778,0,1,1
2019,8,20,14,22,0.4545454545454545,0,1,1
2019,8,20,15,25,0.36,0,1,1
2019,8,20,16,19,0.8947368421052632,0,1,1
2019,8,20,17,80,0.9125,0,1,1
2019,8,20,18,89,0.8764044943820225,0,1,1
2019,8,20,19,76,0.7894736842105263,0,1,1
2019,8,20,20,31,0.8387096774193549,0,1,1
2019,8,20,21,33,0.7575757575757576,0,1,1
2019,8,20,22,10,0.9,0,1,1
2019,8,20,23,1,1.0,0,1,1
2019,8,21,1,1,0.0,0,2,1
2019,8,21,4,3,1.0,0,2,1
2019,8,21,5,1,1.0,0,2,1
2019,8,21,6,4,1.0,0,2,1
2019,8,21,7,36,0.9166666666666666,0,2,1
2019,8,21,8,17,1.0,0,2,1
2019,8,21,9,21,0.8095238095238095,0,2,1
2019,8,21,10,9,0.8888888888888888,0,2,1
2019,8,21,11,11,0.9090909090909092,0,2,1
2019,8,21,12,9,0.5555555555555556,0,2,1
2019,8,21,13,12,0.8333333333333334,0,2,1
2019,8,21,14,21,0.7142857142857143,0,2,1
2019,8,21,15,10,0.7,0,2,1
2019,8,21,16,24,0.75,0,2,1
2019,8,21,17,31,0.9032258064516128,0,2,1
2019,8,21,18,45,0.8444444444444444,0,2,1
2019,8,21,19,47,0.851063829787234,0,2,1
2019,8,21,20,19,0.8421052631578947,0,2,1
2019,8,21,21,19,0.5263157894736842,0,2,1
2019,8,21,22,7,0.7142857142857143,0,2,1
2019,8,21,23,4,1.0,0,2,1
2019,8,22,0,2,1.0,0,3,1
2019,8,22,6,12,0.9166666666666666,0,3,1
2019,8,22,7,22,1.0,0,3,1
2019,8,22,8,17,0.9411764705882352,0,3,1
2019,8,22,9,18,0.9444444444444444,0,3,1
2019,8,22,10,6,0.8333333333333334,0,3,1
2019,8,22,11,20,0.6,0,3,1
2019,8,22,12,9,0.7777777777777778,0,3,1
2019,8,22,13,22,0.7272727272727273,0,3,1
2019,8,22,14,11,0.6363636363636364,0,3,1
2019,8,22,15,22,0.6818181818181818,0,3,1
2019,8,22,16,30,0.8666666666666667,0,3,1
2019,8,22,17,65,0.8,0,3,1
2019,8,22,18,73,0.8767123287671232,0,3,1
2019,8,22,19,48,0.7708333333333334,0,3,1
2019,8,22,20,27,0.8888888888888888,0,3,1
2019,8,22,21,8,0.875,0,3,1
2019,8,22,22,2,1.0,0,3,1
2019,8,22,23,1,1.0,0,3,1
2019,8,23,0,1,1.0,0,4,1
2019,8,23,4,1,1.0,0,4,1
2019,8,23,6,1,1.0,0,4,1
2019,8,23,7,12,0.9166666666666666,0,4,1
2019,8,23,8,5,1.0,0,4,1
2019,8,23,9,4,1.0,0,4,1
2019,8,23,10,3,1.0,0,4,1
2019,8,23,11,8,1.0,0,4,1
2019,8,23,12,18,0.8888888888888888,0,4,1
2019,8,23,13,21,0.7142857142857143,0,4,1
2019,8,23,14,18,0.8888888888888888,0,4,1
2019,8,23,15,39,0.6666666666666666,0,4,1
2019,8,23,16,51,0.7254901960784313,0,4,1
2019,8,23,17,39,0.6923076923076923,0,4,1
2019,8,23,18,40,0.75,0,4,1
2019,8,23,19,36,0.7222222222222222,0,4,1
2019,8,23,20,23,0.6086956521739131,0,4,1
2019,8,23,21,7,1.0,0,4,1
2019,8,23,22,6,0.8333333333333334,0,4,1
2019,8,23,23,8,0.75,0,4,1
2019,8,24,0,5,0.8,0,5,0
2019,8,24,1,1,1.0,0,5,0
2019,8,24,6,3,1.0,0,5,0
2019,8,24,7,4,0.75,0,5,0
2019,8,24,8,7,1.0,0,5,0
2019,8,24,9,20,0.8,0,5,0
2019,8,24,10,26,0.6923076923076923,0,5,0
2019,8,24,11,35,0.5714285714285714,0,5,0
2019,8,24,12,44,0.5227272727272727,0,5,0
2019,8,24,13,47,0.4042553191489361,0,5,0
2019,8,24,14,34,0.3235294117647059,0,5,0
2019,8,24,15,45,0.5555555555555556,0,5,0
2019,8,24,16,51,0.4313725490196078,0,5,0
2019,8,24,17,42,0.4047619047619047,0,5,0
2019,8,24,18,45,0.4222222222222222,0,5,0
2019,8,24,19,45,0.3555555555555555,0,5,0
2019,8,24,20,44,0.4545454545454545,0,5,0
2019,8,24,21,20,0.35,0,5,0
2019,8,24,22,11,0.3636363636363636,0,5,0
2019,8,24,23,1,0.0,0,5,0
2019,8,25,0,1,1.0,0,6,0
2019,8,25,1,1,1.0,0,6,0
2019,8,25,3,1,0.0,0,6,0
2019,8,25,7,4,1.0,0,6,0
2019,8,25,8,10,0.9,0,6,0
2019,8,25,9,18,0.7777777777777778,0,6,0
2019,8,25,10,15,0.5333333333333333,0,6,0
2019,8,25,11,19,0.6842105263157895,0,6,0
2019,8,25,12,40,0.6,0,6,0
2019,8,25,13,37,0.4864864864864865,0,6,0
2019,8,25,14,49,0.5714285714285714,0,6,0
2019,8,25,15,58,0.6206896551724138,0,6,0
2019,8,25,16,63,0.492063492063492,0,6,0
2019,8,25,17,44,0.5,0,6,0
2019,8,25,18,49,0.5510204081632653,0,6,0
2019,8,25,19,54,0.5925925925925926,0,6,0
2019,8,25,20,17,0.5882352941176471,0,6,0
2019,8,25,21,13,0.9230769230769232,0,6,0
2019,8,25,22,4,0.75,0,6,0
2019,8,25,23,4,1.0,0,6,0
2019,8,26,0,2,1.0,0,0,1
2019,8,26,1,5,0.0,0,0,1
2019,8,26,3,1,1.0,0,0,1
2019,8,26,5,1,1.0,0,0,1
2019,8,26,6,7,1.0,0,0,1
2019,8,26,7,10,0.9,0,0,1
2019,8,26,8,19,1.0,0,0,1
2019,8,26,9,24,0.8333333333333334,0,0,1
2019,8,26,10,13,0.7692307692307693,0,0,1
2019,8,26,11,13,0.5384615384615384,0,0,1
2019,8,26,12,7,0.8571428571428571,0,0,1
2019,8,26,13,17,0.5882352941176471,0,0,1
2019,8,26,14,17,0.3529411764705882,0,0,1
2019,8,26,15,19,0.7894736842105263,0,0,1
2019,8,26,16,38,0.7368421052631579,0,0,1
2019,8,26,17,73,0.9452054794520548,0,0,1
2019,8,26,18,96,0.8854166666666666,0,0,1
2019,8,26,19,62,0.8709677419354839,0,0,1
2019,8,26,20,33,0.6060606060606061,0,0,1
2019,8,26,21,9,0.6666666666666666,0,0,1
2019,8,26,22,9,1.0,0,0,1
2019,8,26,23,2,1.0,0,0,1
2019,8,27,4,2,1.0,0,1,1
2019,8,27,5,1,1.0,0,1,1
2019,8,27,6,10,1.0,0,1,1
2019,8,27,7,22,0.8181818181818182,0,1,1
2019,8,27,8,38,0.8947368421052632,0,1,1
2019,8,27,9,19,0.8947368421052632,0,1,1
2019,8,27,10,17,0.5882352941176471,0,1,1
2019,8,27,11,11,0.7272727272727273,0,1,1
2019,8,27,12,17,0.4705882352941176,0,1,1
2019,8,27,13,9,0.4444444444444444,0,1,1
2019,8,27,14,13,0.8461538461538461,0,1,1
2019,8,27,15,22,0.5454545454545454,0,1,1
2019,8,27,16,20,0.7,0,1,1
2019,8,27,17,83,0.7710843373493976,0,1,1
2019,8,27,18,107,0.8785046728971962,0,1,1
2019,8,27,19,73,0.821917808219178,0,1,1
2019,8,27,20,22,0.9545454545454546,0,1,1
2019,8,27,21,11,0.9090909090909092,0,1,1
2019,8,27,22,7,1.0,0,1,1
2019,8,27,23,3,1.0,0,1,1
2019,8,28,0,2,1.0,0,2,1
2019,8,28,1,1,1.0,0,2,1
2019,8,28,4,1,1.0,0,2,1
2019,8,28,5,1,1.0,0,2,1
2019,8,28,6,5,0.6,0,2,1
2019,8,28,7,26,0.8076923076923077,0,2,1
2019,8,28,8,32,0.9375,0,2,1
2019,8,28,9,22,0.8636363636363636,0,2,1
2019,8,28,10,12,1.0,0,2,1
2019,8,28,11,5,0.8,0,2,1
2019,8,28,12,14,0.9285714285714286,0,2,1
2019,8,28,13,5,1.0,0,2,1
