year,month,day,hour,ausleihen,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,starttime,rueckgaben1stunde,rueckgaben1woche,rueckgaben2woche,rueckgaben3woche,rueckgaben2,ausleihpredict,rueckgabenpredict
2016,8,3,12,8,0,2,1,26.0,0.0,52.0,11.0,1,2016-08-03 12:00:00,16,11,13,10,8.0,14.894653,14.261185
2016,8,3,13,7,0,2,1,26.0,0.0,54.0,13.0,1,2016-08-03 13:00:00,8,12,13,15,7.0,13.840256,12.895206
2016,8,3,14,16,0,2,1,26.0,0.0,55.0,14.0,1,2016-08-03 14:00:00,7,14,27,11,16.0,14.699452,16.54432
2016,8,3,15,14,0,2,1,25.0,0.0,57.0,15.0,1,2016-08-03 15:00:00,16,20,21,10,14.0,20.454576,16.968813
2016,8,3,16,27,0,2,1,25.0,0.0,62.0,14.0,1,2016-08-03 16:00:00,14,16,28,19,27.0,19.695213,19.949085
2016,8,3,17,46,0,2,1,24.0,0.0,66.0,13.0,1,2016-08-03 17:00:00,27,44,44,40,46.0,49.51152,39.87647
2016,8,3,18,66,0,2,1,23.0,0.0,71.0,12.0,1,2016-08-03 18:00:00,46,55,71,49,66.0,61.77382,54.07912
2016,8,3,19,64,0,2,1,22.0,0.0,72.0,11.0,1,2016-08-03 19:00:00,66,41,45,37,64.0,46.619057,45.22196
2016,8,3,20,36,0,2,1,22.0,0.0,74.0,10.0,1,2016-08-03 20:00:00,64,44,47,23,36.0,41.39843,42.01537
2016,8,3,21,17,0,2,1,21.0,0.0,75.0,9.0,1,2016-08-03 21:00:00,36,20,19,19,17.0,25.171951,21.643972
2016,8,3,22,6,0,2,1,21.0,0.0,76.0,6.0,1,2016-08-03 22:00:00,17,10,15,6,6.0,12.720035,10.561128
2016,8,3,23,7,0,2,1,21.0,0.0,76.0,4.0,1,2016-08-03 23:00:00,6,9,13,4,7.0,6.5343733,7.5719595
2016,8,4,0,1,0,3,1,21.0,0.0,77.0,1.0,1,2016-08-04 00:00:00,7,5,5,5,5.0,3.6491294,4.7468143
2016,8,4,1,3,0,3,1,20.0,0.0,78.0,2.0,1,2016-08-04 01:00:00,1,3,1,3,3.0,0.0,2.3593404
2016,8,4,5,2,0,3,1,22.0,0.0,75.0,3.0,1,2016-08-04 05:00:00,0,1,3,6,2.0,0.0,3.2932112
2016,8,4,6,23,0,3,1,23.0,0.0,72.0,4.0,1,2016-08-04 06:00:00,2,18,16,23,23.0,7.886665,18.852055
2016,8,4,7,31,0,3,1,24.0,0.0,66.0,5.0,1,2016-08-04 07:00:00,23,21,23,26,31.0,17.593594,24.432762
2016,8,4,8,23,0,3,1,25.0,0.0,60.0,6.0,1,2016-08-04 08:00:00,31,29,46,39,23.0,32.683468,38.459747
2016,8,4,9,20,0,3,1,26.0,0.0,55.0,7.0,1,2016-08-04 09:00:00,23,13,31,16,20.0,14.883322,19.575062
2016,8,4,10,7,0,3,1,26.0,0.0,53.0,8.0,1,2016-08-04 10:00:00,20,14,7,8,7.0,11.915354,10.278599
2016,8,4,11,14,0,3,1,26.0,0.0,52.0,9.0,1,2016-08-04 11:00:00,7,15,17,11,14.0,13.792301,13.618779
2016,8,4,12,23,0,3,1,27.0,0.0,51.0,11.0,1,2016-08-04 12:00:00,14,8,19,15,23.0,14.115883,15.317822
2016,8,4,13,20,0,3,1,27.0,0.0,53.0,12.0,1,2016-08-04 13:00:00,23,10,18,25,20.0,19.455364,20.076988
2016,8,4,14,7,0,3,1,26.0,0.0,54.0,13.0,1,2016-08-04 14:00:00,20,12,15,11,7.0,16.898355,16.306875
2016,8,4,15,12,0,3,1,26.0,0.0,56.0,14.0,1,2016-08-04 15:00:00,7,14,23,11,12.0,16.698944,14.51995
2016,8,4,16,22,0,3,1,25.0,0.0,60.0,13.0,1,2016-08-04 16:00:00,12,23,25,8,22.0,18.426853,18.818422
2016,8,4,17,43,0,3,1,24.0,0.0,65.0,13.0,1,2016-08-04 17:00:00,22,24,33,23,43.0,39.03743,29.283194
2016,8,4,18,65,0,3,1,23.0,0.0,69.0,12.0,1,2016-08-04 18:00:00,43,27,49,44,65.0,43.858753,41.22047
2016,8,4,19,40,0,3,1,22.0,0.0,71.0,12.0,1,2016-08-04 19:00:00,65,15,44,41,40.0,42.25063,41.08946
2016,8,4,20,38,0,3,1,22.0,0.0,72.0,12.0,1,2016-08-04 20:00:00,40,21,33,13,38.0,24.748676,24.932512
2016,8,4,21,26,0,3,1,21.0,0.0,74.0,12.0,1,2016-08-04 21:00:00,38,10,8,19,26.0,18.008522,17.559378
2016,8,4,22,13,0,3,1,21.0,0.0,75.0,11.0,1,2016-08-04 22:00:00,26,7,19,7,13.0,11.359276,13.085356
2016,8,4,23,10,0,3,1,20.0,0.0,75.0,10.0,1,2016-08-04 23:00:00,13,4,3,1,10.0,5.541364,4.9126477
2016,8,5,0,5,0,4,1,20.0,0.0,76.0,9.0,1,2016-08-05 00:00:00,10,3,7,9,5.0,4.2387233,6.6787815
2016,8,5,1,5,0,4,1,20.0,0.0,77.0,9.0,1,2016-08-05 01:00:00,5,2,3,6,5.0,0.0,4.12417
2016,8,5,6,16,0,4,1,21.0,0.0,74.0,5.0,1,2016-08-05 06:00:00,1,3,12,5,16.0,3.363261,8.451207
2016,8,5,7,22,0,4,1,23.0,0.0,70.0,7.0,1,2016-08-05 07:00:00,16,6,28,29,22.0,15.769899,23.095474
2016,8,5,8,35,0,4,1,25.0,0.0,67.0,9.0,1,2016-08-05 08:00:00,22,3,31,38,35.0,22.497988,28.02594
2016,8,5,9,22,0,4,1,26.0,0.0,63.0,10.0,1,2016-08-05 09:00:00,35,7,17,20,22.0,16.248873,19.940857
2016,8,5,10,13,0,4,1,27.0,0.0,62.0,12.0,1,2016-08-05 10:00:00,22,7,12,10,13.0,12.496407,11.574411
2016,8,5,11,11,0,4,1,27.0,0.0,61.0,13.0,1,2016-08-05 11:00:00,13,2,13,16,11.0,14.304548,13.55385
2016,8,5,12,8,0,4,1,27.0,0.0,60.0,15.0,1,2016-08-05 12:00:00,11,9,24,23,23.0,24.637209,19.693937
2016,8,5,13,17,0,4,1,27.0,0.0,60.0,17.0,1,2016-08-05 13:00:00,8,13,16,19,17.0,10.265503,15.768431
2016,8,5,14,16,0,4,1,27.0,0.0,61.0,18.0,1,2016-08-05 14:00:00,17,34,13,22,16.0,14.956174,23.358557
2016,8,5,15,19,0,4,1,27.0,0.0,61.0,20.0,1,2016-08-05 15:00:00,16,19,16,21,19.0,27.47711,20.276876
2016,8,5,16,43,0,4,1,26.0,0.0,65.0,18.0,1,2016-08-05 16:00:00,19,31,35,27,43.0,35.39849,29.23176
2016,8,5,17,49,0,4,1,25.0,0.0,68.0,17.0,1,2016-08-05 17:00:00,43,42,32,28,49.0,44.823967,39.93923
2016,8,5,18,54,0,4,1,24.0,0.0,72.0,15.0,1,2016-08-05 18:00:00,49,40,31,42,54.0,43.48498,42.11109
2016,8,5,19,44,0,4,1,24.0,0.0,73.0,16.0,1,2016-08-05 19:00:00,54,27,19,27,44.0,26.96298,31.037169
2016,8,5,20,19,0,4,1,23.0,0.0,73.0,17.0,1,2016-08-05 20:00:00,44,29,26,22,19.0,29.219366,28.606966
2016,8,5,21,14,0,4,1,22.0,0.0,74.0,18.0,1,2016-08-05 21:00:00,19,17,10,12,14.0,10.251661,12.205611
2016,8,5,22,9,0,4,1,22.0,0.0,74.0,18.0,1,2016-08-05 22:00:00,14,8,12,12,9.0,10.500004,10.368993
2016,8,5,23,10,0,4,1,22.0,0.0,75.0,17.0,1,2016-08-05 23:00:00,9,7,4,9,10.0,8.30505,7.311751
2016,8,6,0,3,0,5,0,21.0,0.0,76.0,17.0,1,2016-08-06 00:00:00,10,10,9,2,9.0,3.7952049,9.100057
2016,8,6,1,1,0,5,0,21.0,0.0,80.0,17.0,1,2016-08-06 01:00:00,3,3,4,2,3.0,0.0,3.3296483
2016,8,6,7,7,0,5,0,25.0,0.7,82.0,13.0,4,2016-08-06 07:00:00,2,5,2,5,7.0,6.944143,3.9165504
2016,8,6,8,4,0,5,0,27.0,0.6,77.0,13.0,3,2016-08-06 08:00:00,7,12,9,9,9.0,14.985606,12.496211
2016,8,6,9,19,0,5,0,28.0,0.8,72.0,14.0,3,2016-08-06 09:00:00,4,11,10,29,19.0,18.549238,16.636833
2016,8,6,10,24,0,5,0,29.0,0.4,70.0,13.0,3,2016-08-06 10:00:00,19,21,21,22,24.0,20.77126,19.91831
2016,8,6,11,29,0,5,0,29.0,1.2,68.0,12.0,4,2016-08-06 11:00:00,24,37,25,32,29.0,25.84946,30.497087
2016,8,6,12,29,0,5,0,30.0,1.6,65.0,12.0,4,2016-08-06 12:00:00,29,26,20,20,29.0,26.795015,26.59958
2016,8,6,13,34,0,5,0,30.0,0.8,65.0,12.0,4,2016-08-06 13:00:00,29,28,19,23,34.0,25.106617,26.418846
2016,8,6,14,52,0,5,0,30.0,2.2,66.0,12.0,4,2016-08-06 14:00:00,34,45,29,24,52.0,31.099726,34.670063
2016,8,6,15,40,0,5,0,30.0,3.0,66.0,13.0,4,2016-08-06 15:00:00,52,19,31,28,40.0,31.466272,34.09509
2016,8,6,16,35,0,5,0,29.0,1.5,69.0,11.0,4,2016-08-06 16:00:00,40,5,23,7,35.0,21.670404,23.093643
2016,8,6,17,28,0,5,0,28.0,2.3,71.0,9.0,4,2016-08-06 17:00:00,35,11,24,10,28.0,27.609787,26.006407
2016,8,6,18,42,0,5,0,27.0,3.0,74.0,7.0,4,2016-08-06 18:00:00,28,6,30,14,42.0,20.06986,23.032694
2016,8,6,19,23,0,5,0,26.0,1.5,73.0,11.0,4,2016-08-06 19:00:00,42,2,28,16,23.0,22.761854,23.964027
2016,8,6,20,10,0,5,0,24.0,0.1,71.0,14.0,3,2016-08-06 20:00:00,23,4,17,11,10.0,13.659476,13.710137
2016,8,6,21,14,0,5,0,23.0,0.1,70.0,17.0,3,2016-08-06 21:00:00,10,1,20,9,14.0,10.157454,9.946515
2016,8,6,22,20,0,5,0,23.0,0.1,70.0,16.0,3,2016-08-06 22:00:00,14,2,8,3,20.0,13.549765,9.123174
2016,8,6,23,8,0,5,0,22.0,0.1,70.0,15.0,1,2016-08-06 23:00:00,20,4,9,2,8.0,9.7903805,10.231608
2016,8,7,0,9,0,6,0,22.0,0.2,70.0,14.0,1,2016-08-07 00:00:00,8,0,16,2,9.0,10.141336,8.244404
2016,8,7,1,2,0,6,0,22.0,0.1,70.0,13.0,1,2016-08-07 01:00:00,9,1,5,5,5.0,2.568304,5.641833
2016,8,7,7,4,0,6,0,24.0,0.0,62.0,9.0,1,2016-08-07 07:00:00,0,3,3,5,4.0,4.444587,3.7681265
2016,8,7,8,13,0,6,0,26.0,0.0,58.0,10.0,1,2016-08-07 08:00:00,4,6,7,9,13.0,11.783089,10.01768
2016,8,7,9,25,0,6,0,28.0,0.0,53.0,10.0,1,2016-08-07 09:00:00,13,10,15,26,25.0,16.37359,17.48903
2016,8,7,10,29,0,6,0,28.0,0.0,50.0,11.0,1,2016-08-07 10:00:00,25,9,19,15,29.0,11.823397,15.04719
2016,8,7,11,19,0,6,0,29.0,0.0,46.0,11.0,1,2016-08-07 11:00:00,29,29,30,21,19.0,20.37423,28.187849
2016,8,7,12,32,0,6,0,30.0,0.0,42.0,12.0,1,2016-08-07 12:00:00,19,6,30,31,32.0,27.148186,24.570045
2016,8,7,13,45,0,6,0,30.0,0.0,43.0,12.0,1,2016-08-07 13:00:00,32,19,26,33,45.0,29.826065,29.606173
2016,8,7,14,54,0,6,0,29.0,0.0,44.0,13.0,1,2016-08-07 14:00:00,45,18,27,42,54.0,32.945805,35.195507
2016,8,7,15,55,0,6,0,29.0,0.0,44.0,14.0,1,2016-08-07 15:00:00,54,15,22,47,55.0,37.20864,37.389442
2016,8,7,16,30,0,6,0,28.0,0.0,49.0,12.0,1,2016-08-07 16:00:00,55,21,21,24,30.0,31.259392,33.728153
2016,8,7,17,52,0,6,0,27.0,0.0,54.0,11.0,1,2016-08-07 17:00:00,30,18,27,36,52.0,31.35575,31.042093
2016,8,7,18,39,0,6,0,26.0,0.0,59.0,9.0,1,2016-08-07 18:00:00,52,11,31,33,39.0,35.929764,36.00366
2016,8,7,19,35,0,6,0,25.0,0.0,60.0,10.0,1,2016-08-07 19:00:00,39,24,35,28,35.0,31.423288,31.24373
2016,8,7,20,37,0,6,0,25.0,0.0,62.0,10.0,1,2016-08-07 20:00:00,35,15,23,41,37.0,26.811518,27.106499
2016,8,7,21,14,0,6,0,24.0,0.0,63.0,10.0,1,2016-08-07 21:00:00,37,9,18,15,14.0,22.094051,20.37827
2016,8,7,22,11,0,6,0,23.0,0.0,65.0,10.0,1,2016-08-07 22:00:00,14,3,8,6,11.0,9.459834,8.505206
2016,8,7,23,7,0,6,0,23.0,0.0,66.0,10.0,1,2016-08-07 23:00:00,11,1,5,2,7.0,5.2082334,5.49823
2016,8,8,5,1,0,0,1,22.0,0.0,68.0,8.0,1,2016-08-08 05:00:00,0,0,1,1,1.0,2.4472828,1.1113557
2016,8,8,6,20,0,0,1,22.0,0.0,67.0,7.0,1,2016-08-08 06:00:00,1,16,13,15,20.0,6.8324904,15.502122
2016,8,8,7,11,0,0,1,24.0,0.0,63.0,6.0,1,2016-08-08 07:00:00,20,24,14,28,24.0,14.177113,23.767002
2016,8,8,8,32,0,0,1,26.0,0.0,59.0,6.0,1,2016-08-08 08:00:00,11,22,20,27,32.0,22.961035,24.527086
2016,8,8,9,23,0,0,1,28.0,0.0,55.0,5.0,1,2016-08-08 09:00:00,32,33,19,18,23.0,18.527494,24.907522
2016,8,8,10,14,0,0,1,28.0,0.0,52.0,4.0,1,2016-08-08 10:00:00,23,11,8,5,14.0,11.642278,10.689279
2016,8,8,11,13,0,0,1,29.0,0.0,50.0,4.0,1,2016-08-08 11:00:00,14,8,5,13,13.0,11.876009,12.382752
2016,8,8,12,8,0,0,1,29.0,0.0,48.0,3.0,1,2016-08-08 12:00:00,13,23,11,9,8.0,11.148309,16.255756
2016,8,8,13,11,0,0,1,29.0,0.0,49.0,6.0,1,2016-08-08 13:00:00,8,17,7,12,11.0,12.733913,12.59918
2016,8,8,14,19,0,0,1,29.0,0.0,51.0,8.0,1,2016-08-08 14:00:00,11,11,12,27,19.0,16.511496,17.789534
2016,8,8,15,14,0,0,1,28.0,0.0,52.0,10.0,1,2016-08-08 15:00:00,19,7,9,21,14.0,14.709484,15.446691
2016,8,8,16,32,0,0,1,27.0,0.0,58.0,9.0,1,2016-08-08 16:00:00,14,7,16,15,32.0,18.325884,15.918012
2016,8,8,17,50,0,0,1,26.0,0.0,64.0,7.0,1,2016-08-08 17:00:00,32,26,10,16,50.0,27.324902,25.755457
2016,8,8,18,58,0,0,1,25.0,0.0,70.0,5.0,1,2016-08-08 18:00:00,50,49,2,37,58.0,45.57543,39.048927
2016,8,8,19,46,0,0,1,24.0,0.0,74.0,6.0,1,2016-08-08 19:00:00,58,49,9,31,46.0,41.420406,38.41183
2016,8,8,20,33,0,0,1,23.0,0.0,77.0,7.0,1,2016-08-08 20:00:00,46,22,5,17,33.0,24.617256,22.88625
2016,8,8,21,15,0,0,1,22.0,0.0,81.0,8.0,1,2016-08-08 21:00:00,33,9,3,16,15.0,13.956195,14.462714
2016,8,8,22,13,0,0,1,23.0,0.0,82.0,8.0,1,2016-08-08 22:00:00,15,13,14,8,13.0,6.5685964,11.279481
2016,8,8,23,7,0,0,1,23.0,0.0,82.0,7.0,1,2016-08-08 23:00:00,13,4,3,7,7.0,5.213386,6.2769513
2016,8,9,1,2,0,1,1,23.0,0.0,82.0,6.0,1,2016-08-09 01:00:00,0,0,3,4,2.0,0.0,2.6050944
2016,8,9,5,2,0,1,1,25.0,0.0,69.0,5.0,1,2016-08-09 05:00:00,1,2,6,2,2.0,3.1977644,3.6853461
2016,8,9,6,26,0,1,1,26.0,0.0,64.0,5.0,1,2016-08-09 06:00:00,2,27,21,24,26.0,6.143231,24.316133
2016,8,9,7,31,0,1,1,27.0,0.0,60.0,6.0,1,2016-08-09 07:00:00,26,17,13,30,31.0,20.887415,23.548693
2016,8,9,8,29,0,1,1,28.0,0.0,57.0,6.0,1,2016-08-09 08:00:00,31,34,30,36,29.0,28.831987,35.038227
2016,8,9,9,18,0,1,1,29.0,0.0,53.0,7.0,1,2016-08-09 09:00:00,29,15,20,18,18.0,18.655169,20.278538
2016,8,9,10,4,0,1,1,29.0,0.0,52.0,10.0,1,2016-08-09 10:00:00,18,4,15,13,13.0,11.739048,10.786236
2016,8,9,11,6,0,1,1,29.0,0.0,51.0,13.0,1,2016-08-09 11:00:00,4,3,10,13,6.0,12.453684,9.744196
2016,8,9,12,4,0,1,1,29.0,0.0,51.0,15.0,1,2016-08-09 12:00:00,6,19,28,16,19.0,19.934088,19.738527
2016,8,9,13,21,0,1,1,28.0,0.0,52.0,17.0,1,2016-08-09 13:00:00,4,31,22,16,21.0,19.981325,21.021723
2016,8,9,14,10,0,1,1,28.0,0.0,54.0,18.0,1,2016-08-09 14:00:00,21,18,8,11,10.0,14.273742,16.29202
2016,8,9,15,29,0,1,1,28.0,0.0,55.0,19.0,1,2016-08-09 15:00:00,10,18,17,11,29.0,15.299883,14.500407
2016,8,9,16,19,0,1,1,27.0,0.0,61.0,17.0,1,2016-08-09 16:00:00,29,22,14,20,19.0,20.148617,22.58654
2016,8,9,17,43,0,1,1,26.0,0.0,66.0,15.0,1,2016-08-09 17:00:00,19,47,37,41,43.0,48.264908,38.96995
2016,8,9,18,69,0,1,1,25.0,0.0,72.0,13.0,1,2016-08-09 18:00:00,43,61,69,67,69.0,70.5056,60.330795
2016,8,9,19,55,0,1,1,24.0,0.0,77.0,13.0,1,2016-08-09 19:00:00,69,52,37,66,55.0,59.438293,55.094837
2016,8,9,20,37,0,1,1,23.0,0.0,81.0,13.0,1,2016-08-09 20:00:00,55,45,33,36,37.0,37.41143,38.884228
2016,8,9,21,18,0,1,1,23.0,0.0,86.0,13.0,1,2016-08-09 21:00:00,37,24,22,30,18.0,27.192245,25.936172
2016,8,9,22,5,0,1,1,23.0,0.0,87.0,12.0,1,2016-08-09 22:00:00,18,11,20,14,14.0,13.59167,14.045404
2016,8,9,23,9,0,1,1,23.0,0.0,88.0,11.0,1,2016-08-09 23:00:00,5,4,11,12,9.0,8.09397,8.3666935
2016,8,10,0,1,0,2,1,22.0,0.0,90.0,10.0,1,2016-08-10 00:00:00,9,3,4,4,4.0,2.873424,3.7880597
2016,8,10,1,4,0,2,1,22.0,0.0,90.0,11.0,1,2016-08-10 01:00:00,1,1,2,2,4.0,0.0,1.5305694
2016,8,10,6,27,0,2,1,24.0,0.3,86.0,11.0,3,2016-08-10 06:00:00,0,24,19,21,27.0,7.1383977,20.913752
2016,8,10,7,26,0,2,1,25.0,0.1,82.0,13.0,3,2016-08-10 07:00:00,27,21,33,27,26.0,17.481981,27.846838
2016,8,10,8,28,0,2,1,26.0,1.9,79.0,14.0,4,2016-08-10 08:00:00,26,31,38,32,28.0,32.345318,33.808193
2016,8,10,9,17,0,2,1,27.0,2.5,76.0,16.0,4,2016-08-10 09:00:00,28,19,23,15,17.0,17.477144,19.697176
2016,8,10,10,4,0,2,1,28.0,1.2,76.0,15.0,4,2016-08-10 10:00:00,17,9,6,11,9.0,9.615,7.905125
2016,8,10,11,7,0,2,1,28.0,3.0,76.0,14.0,4,2016-08-10 11:00:00,4,16,5,17,16.0,10.348739,12.281571
2016,8,10,12,13,0,2,1,29.0,4.0,76.0,13.0,4,2016-08-10 12:00:00,7,8,11,13,13.0,12.73763,11.018643
2016,8,10,13,7,0,2,1,29.0,2.0,76.0,14.0,4,2016-08-10 13:00:00,13,7,12,13,7.0,12.020525,11.734229
2016,8,10,14,13,0,2,1,29.0,3.9,76.0,16.0,4,2016-08-10 14:00:00,7,16,14,27,13.0,16.19227,18.111662
2016,8,10,15,19,0,2,1,29.0,5.2,77.0,18.0,4,2016-08-10 15:00:00,13,14,20,21,19.0,20.88716,17.19269
2016,8,10,16,19,0,2,1,28.0,2.6,80.0,15.0,4,2016-08-10 16:00:00,19,27,16,28,19.0,21.893057,22.806211
2016,8,10,17,38,0,2,1,27.0,6.3,83.0,12.0,4,2016-08-10 17:00:00,19,46,44,44,38.0,52.718117,41.184063
2016,8,10,18,43,0,2,1,26.0,8.4,87.0,9.0,4,2016-08-10 18:00:00,38,66,55,71,43.0,65.71745,58.5754
2016,8,10,19,37,0,2,1,26.0,4.2,88.0,10.0,4,2016-08-10 19:00:00,43,64,41,45,37.0,41.601593,45.667538
2016,8,10,20,25,0,2,1,25.0,2.1,89.0,12.0,4,2016-08-10 20:00:00,37,36,44,47,25.0,44.1098,37.727856
2016,8,10,21,22,0,2,1,25.0,2.8,90.0,13.0,4,2016-08-10 21:00:00,25,17,20,19,22.0,21.083052,17.389475
2016,8,10,22,13,0,2,1,25.0,1.4,90.0,12.0,4,2016-08-10 22:00:00,22,6,10,15,13.0,11.511674,10.944861
2016,8,10,23,12,0,2,1,24.0,3.4,91.0,10.0,4,2016-08-10 23:00:00,13,7,9,13,12.0,8.93787,8.93286
2016,8,11,0,4,0,3,1,24.0,6.9,92.0,9.0,4,2016-08-11 00:00:00,12,1,5,5,4.0,4.3997626,4.965704
2016,8,11,5,1,0,3,1,24.0,1.5,92.0,11.0,4,2016-08-11 05:00:00,0,2,1,3,1.0,1.9895521,1.835516
2016,8,11,6,15,0,3,1,24.0,2.0,91.0,9.0,4,2016-08-11 06:00:00,1,23,18,16,15.0,7.120905,19.16737
2016,8,11,7,23,0,3,1,25.0,1.0,88.0,9.0,4,2016-08-11 07:00:00,15,31,21,23,23.0,15.763567,25.560045
2016,8,11,8,40,0,3,1,27.0,0.0,85.0,10.0,1,2016-08-11 08:00:00,23,23,29,46,40.0,28.243097,34.11549
2016,8,11,9,13,0,3,1,28.0,0.0,81.0,10.0,1,2016-08-11 09:00:00,40,20,13,31,13.0,19.385796,24.401117
2016,8,11,10,6,0,3,1,29.0,0.0,76.0,10.0,1,2016-08-11 10:00:00,13,7,14,7,6.0,9.279443,8.304135
2016,8,11,11,12,0,3,1,30.0,0.0,71.0,11.0,4,2016-08-11 11:00:00,6,14,15,17,12.0,13.113762,14.376131
2016,8,11,12,12,0,3,1,31.0,0.0,66.0,11.0,4,2016-08-11 12:00:00,12,23,8,19,12.0,17.125032,16.507008
2016,8,11,13,16,0,3,1,31.0,0.0,68.0,12.0,4,2016-08-11 13:00:00,12,20,10,18,16.0,15.47208,15.467891
2016,8,11,14,10,0,3,1,31.0,1.5,69.0,14.0,4,2016-08-11 14:00:00,16,7,12,15,10.0,14.797588,13.8714285
2016,8,11,15,25,0,3,1,31.0,2.0,71.0,15.0,4,2016-08-11 15:00:00,10,12,14,23,25.0,18.253305,15.580843
2016,8,11,16,20,0,3,1,30.0,1.0,75.0,12.0,4,2016-08-11 16:00:00,25,22,23,25,20.0,21.4614,23.078238
2016,8,11,17,36,0,3,1,29.0,3.3,79.0,9.0,4,2016-08-11 17:00:00,20,43,24,33,36.0,45.485718,32.681717
2016,8,11,18,28,0,3,1,28.0,4.4,83.0,6.0,4,2016-08-11 18:00:00,36,65,27,49,28.0,51.822006,44.257774
2016,8,11,19,25,0,3,1,27.0,2.2,84.0,8.0,4,2016-08-11 19:00:00,28,40,15,44,25.0,30.39744,30.37672
2016,8,11,20,17,0,3,1,27.0,0.4,86.0,10.0,3,2016-08-11 20:00:00,25,38,21,33,17.0,27.140558,27.193405
2016,8,11,21,12,0,3,1,26.0,0.5,87.0,12.0,3,2016-08-11 21:00:00,17,26,10,8,12.0,12.209146,13.3249035
2016,8,11,22,9,0,3,1,26.0,0.2,87.0,9.0,3,2016-08-11 22:00:00,12,13,7,19,9.0,11.601423,11.693185
2016,8,11,23,5,0,3,1,25.0,0.3,88.0,7.0,3,2016-08-11 23:00:00,9,10,4,3,5.0,5.5592656,5.823073
2016,8,12,0,2,0,4,1,25.0,0.7,88.0,4.0,3,2016-08-12 00:00:00,5,5,3,7,5.0,2.444879,5.234854
2016,8,12,1,3,0,4,1,25.0,0.3,90.0,8.0,3,2016-08-12 01:00:00,2,5,2,3,3.0,0.0,3.6208777
2016,8,12,6,6,0,4,1,25.0,1.1,90.0,13.0,4,2016-08-12 06:00:00,1,16,3,12,6.0,4.0866933,11.079772
2016,8,12,7,16,0,4,1,27.0,0.6,86.0,14.0,4,2016-08-12 07:00:00,6,22,6,28,16.0,11.626685,19.60376
2016,8,12,8,24,0,4,1,28.0,1.2,82.0,15.0,4,2016-08-12 08:00:00,16,35,3,31,24.0,22.4069,25.559834
2016,8,12,9,28,0,4,1,29.0,1.6,78.0,15.0,4,2016-08-12 09:00:00,24,22,7,17,28.0,11.123968,16.323698
2016,8,12,10,12,0,4,1,30.0,0.8,74.0,15.0,4,2016-08-12 10:00:00,28,13,7,12,12.0,14.11293,13.275527
2016,8,12,11,8,0,4,1,31.0,2.0,69.0,14.0,4,2016-08-12 11:00:00,12,11,2,13,8.0,9.862349,10.871176
2016,8,12,12,21,0,4,1,32.0,2.7,65.0,13.0,4,2016-08-12 12:00:00,8,8,9,24,21.0,14.616435,15.059358
2016,8,12,13,16,0,4,1,32.0,1.3,63.0,15.0,4,2016-08-12 13:00:00,21,17,13,16,16.0,14.058853,17.285177
2016,8,12,14,6,0,4,1,32.0,0.2,61.0,16.0,3,2016-08-12 14:00:00,16,16,34,13,16.0,14.77681,21.597834
2016,8,12,15,15,0,4,1,32.0,0.2,60.0,18.0,3,2016-08-12 15:00:00,6,19,19,16,15.0,30.752954,17.424797
2016,8,12,16,16,0,4,1,31.0,0.1,65.0,15.0,3,2016-08-12 16:00:00,15,43,31,35,35.0,30.651413,33.49658
2016,8,12,17,24,0,4,1,30.0,0.6,70.0,12.0,3,2016-08-12 17:00:00,16,49,42,32,24.0,50.82022,38.01897
2016,8,12,18,34,0,4,1,29.0,0.8,76.0,9.0,3,2016-08-12 18:00:00,24,54,40,31,34.0,37.6821,39.360184
2016,8,12,19,27,0,4,1,28.0,0.4,80.0,11.0,3,2016-08-12 19:00:00,34,44,27,19,27.0,30.547195,30.595507
2016,8,12,20,18,0,4,1,27.0,0.9,84.0,12.0,4,2016-08-12 20:00:00,27,19,29,26,18.0,20.680988,22.485289
2016,8,12,21,10,0,4,1,26.0,1.2,88.0,14.0,4,2016-08-12 21:00:00,18,14,17,10,10.0,12.271981,12.759757
2016,8,12,22,4,0,4,1,26.0,0.6,89.0,12.0,4,2016-08-12 22:00:00,10,9,8,12,9.0,10.765504,9.114049
2016,8,12,23,10,0,4,1,26.0,2.2,90.0,11.0,4,2016-08-12 23:00:00,4,10,7,4,10.0,4.1890306,6.785016
2016,8,13,0,1,0,5,0,26.0,4.4,91.0,9.0,4,2016-08-13 00:00:00,10,3,10,9,9.0,4.117869,8.428222
2016,8,13,1,8,0,5,0,25.0,2.2,91.0,9.0,4,2016-08-13 01:00:00,1,1,3,4,8.0,4.022972,2.03465
2016,8,13,7,4,0,5,0,27.0,2.6,83.0,7.0,4,2016-08-13 07:00:00,3,7,5,2,4.0,7.763457,5.092328
2016,8,13,8,8,0,5,0,29.0,1.3,77.0,7.0,4,2016-08-13 08:00:00,4,4,12,9,8.0,13.5362,10.505909
2016,8,13,9,7,0,5,0,31.0,1.8,71.0,8.0,4,2016-08-13 09:00:00,8,19,11,10,7.0,10.96428,13.571914
2016,8,13,10,25,0,5,0,31.0,0.9,68.0,9.0,4,2016-08-13 10:00:00,7,24,21,21,25.0,21.597643,19.50237
2016,8,13,11,20,0,5,0,32.0,1.4,65.0,11.0,4,2016-08-13 11:00:00,25,29,37,25,20.0,25.790785,30.09773
