start,year,month,dayofweek,hour,bikeid,day1anzahl,weekday
2017-08-04,2017,8,4,4,1,2.0,1
2017-08-04,2017,8,4,5,6,4.0,1
2017-08-04,2017,8,4,6,84,88.0,1
2017-08-04,2017,8,4,7,19,29.0,1
2017-08-04,2017,8,4,8,40,21.0,1
2017-08-04,2017,8,4,9,18,23.0,1
2017-08-04,2017,8,4,10,13,10.0,1
2017-08-04,2017,8,4,11,12,10.0,1
2017-08-04,2017,8,4,12,8,13.0,1
2017-08-04,2017,8,4,13,11,13.0,1
2017-08-04,2017,8,4,14,5,11.0,1
2017-08-04,2017,8,4,15,19,8.0,1
2017-08-04,2017,8,4,16,7,12.0,1
2017-08-04,2017,8,4,17,27,24.0,1
2017-08-04,2017,8,4,18,22,36.0,1
2017-08-04,2017,8,4,19,19,21.0,1
2017-08-04,2017,8,4,20,12,15.0,1
2017-08-04,2017,8,4,21,5,7.0,1
2017-08-04,2017,8,4,22,6,8.0,1
2017-08-04,2017,8,4,23,5,3.0,1
2017-08-05,2017,8,5,0,2,2.0,0
2017-08-05,2017,8,5,1,3,2.0,0
2017-08-05,2017,8,5,3,1,,0
2017-08-05,2017,8,5,6,2,84.0,0
2017-08-05,2017,8,5,7,6,19.0,0
2017-08-05,2017,8,5,8,10,40.0,0
2017-08-05,2017,8,5,9,4,18.0,0
2017-08-05,2017,8,5,10,7,13.0,0
2017-08-05,2017,8,5,11,9,12.0,0
2017-08-05,2017,8,5,12,9,8.0,0
2017-08-05,2017,8,5,13,13,11.0,0
2017-08-05,2017,8,5,14,10,5.0,0
2017-08-05,2017,8,5,15,15,19.0,0
2017-08-05,2017,8,5,16,11,7.0,0
2017-08-05,2017,8,5,17,14,27.0,0
2017-08-05,2017,8,5,18,12,22.0,0
2017-08-05,2017,8,5,19,17,19.0,0
2017-08-05,2017,8,5,20,9,12.0,0
2017-08-05,2017,8,5,21,1,5.0,0
2017-08-05,2017,8,5,22,8,6.0,0
2017-08-05,2017,8,5,23,21,5.0,0
2017-08-06,2017,8,6,0,6,2.0,0
2017-08-06,2017,8,6,1,1,3.0,0
2017-08-06,2017,8,6,2,2,,0
2017-08-06,2017,8,6,6,2,2.0,0
2017-08-06,2017,8,6,7,3,6.0,0
2017-08-06,2017,8,6,8,1,10.0,0
2017-08-06,2017,8,6,9,6,4.0,0
2017-08-06,2017,8,6,10,7,7.0,0
2017-08-06,2017,8,6,11,8,9.0,0
2017-08-06,2017,8,6,12,11,9.0,0
2017-08-06,2017,8,6,13,12,13.0,0
2017-08-06,2017,8,6,14,12,10.0,0
2017-08-06,2017,8,6,15,10,15.0,0
2017-08-06,2017,8,6,16,16,11.0,0
2017-08-06,2017,8,6,17,15,14.0,0
2017-08-06,2017,8,6,18,14,12.0,0
2017-08-06,2017,8,6,19,14,17.0,0
2017-08-06,2017,8,6,20,15,9.0,0
2017-08-06,2017,8,6,21,14,1.0,0
2017-08-06,2017,8,6,22,3,8.0,0
2017-08-06,2017,8,6,23,5,21.0,0
2017-08-07,2017,8,0,1,1,1.0,1
2017-08-07,2017,8,0,3,1,,1
2017-08-07,2017,8,0,4,1,,1
2017-08-07,2017,8,0,5,3,,1
2017-08-07,2017,8,0,6,77,2.0,1
2017-08-07,2017,8,0,7,15,3.0,1
2017-08-07,2017,8,0,8,13,1.0,1
2017-08-07,2017,8,0,9,5,6.0,1
2017-08-07,2017,8,0,10,3,7.0,1
2017-08-07,2017,8,0,11,4,8.0,1
2017-08-07,2017,8,0,12,2,11.0,1
2017-08-07,2017,8,0,13,3,12.0,1
2017-08-07,2017,8,0,14,1,12.0,1
2017-08-07,2017,8,0,15,2,10.0,1
2017-08-07,2017,8,0,16,2,16.0,1
2017-08-07,2017,8,0,17,4,15.0,1
2017-08-07,2017,8,0,18,8,14.0,1
2017-08-07,2017,8,0,19,4,14.0,1
2017-08-07,2017,8,0,20,4,15.0,1
2017-08-07,2017,8,0,21,10,14.0,1
2017-08-07,2017,8,0,22,4,3.0,1
2017-08-08,2017,8,1,1,1,1.0,1
2017-08-08,2017,8,1,5,5,3.0,1
2017-08-08,2017,8,1,6,97,77.0,1
2017-08-08,2017,8,1,7,25,15.0,1
2017-08-08,2017,8,1,8,21,13.0,1
2017-08-08,2017,8,1,9,23,5.0,1
2017-08-08,2017,8,1,10,10,3.0,1
2017-08-08,2017,8,1,11,9,4.0,1
2017-08-08,2017,8,1,12,8,2.0,1
2017-08-08,2017,8,1,13,19,3.0,1
2017-08-08,2017,8,1,14,9,1.0,1
2017-08-08,2017,8,1,15,10,2.0,1
2017-08-08,2017,8,1,16,19,2.0,1
2017-08-08,2017,8,1,17,19,4.0,1
2017-08-08,2017,8,1,18,39,8.0,1
2017-08-08,2017,8,1,19,39,4.0,1
2017-08-08,2017,8,1,20,22,4.0,1
2017-08-08,2017,8,1,21,11,10.0,1
2017-08-08,2017,8,1,22,8,4.0,1
2017-08-08,2017,8,1,23,2,,1
2017-08-09,2017,8,2,0,2,,1
2017-08-09,2017,8,2,1,2,1.0,1
2017-08-09,2017,8,2,5,4,5.0,1
2017-08-09,2017,8,2,6,98,97.0,1
2017-08-09,2017,8,2,7,101,25.0,1
2017-08-09,2017,8,2,8,39,21.0,1
2017-08-09,2017,8,2,9,24,23.0,1
2017-08-09,2017,8,2,10,16,10.0,1
2017-08-09,2017,8,2,11,9,9.0,1
2017-08-09,2017,8,2,12,9,8.0,1
2017-08-09,2017,8,2,13,13,19.0,1
2017-08-09,2017,8,2,14,9,9.0,1
2017-08-09,2017,8,2,15,10,10.0,1
2017-08-09,2017,8,2,16,12,19.0,1
2017-08-09,2017,8,2,17,21,19.0,1
2017-08-09,2017,8,2,18,40,39.0,1
2017-08-09,2017,8,2,19,23,39.0,1
2017-08-09,2017,8,2,20,11,22.0,1
2017-08-09,2017,8,2,21,11,11.0,1
2017-08-09,2017,8,2,22,8,8.0,1
2017-08-09,2017,8,2,23,6,2.0,1
2017-08-10,2017,8,3,0,5,2.0,1
2017-08-10,2017,8,3,1,1,2.0,1
2017-08-10,2017,8,3,3,1,,1
2017-08-10,2017,8,3,5,2,4.0,1
2017-08-10,2017,8,3,6,89,98.0,1
2017-08-10,2017,8,3,7,86,101.0,1
2017-08-10,2017,8,3,8,25,39.0,1
2017-08-10,2017,8,3,9,26,24.0,1
2017-08-10,2017,8,3,10,14,16.0,1
2017-08-10,2017,8,3,11,13,9.0,1
2017-08-10,2017,8,3,12,15,9.0,1
2017-08-10,2017,8,3,13,8,13.0,1
2017-08-10,2017,8,3,14,9,9.0,1
2017-08-10,2017,8,3,15,10,10.0,1
2017-08-10,2017,8,3,16,9,12.0,1
2017-08-10,2017,8,3,17,19,21.0,1
2017-08-10,2017,8,3,18,38,40.0,1
2017-08-10,2017,8,3,19,25,23.0,1
2017-08-10,2017,8,3,20,20,11.0,1
2017-08-10,2017,8,3,21,7,11.0,1
2017-08-10,2017,8,3,22,5,8.0,1
2017-08-10,2017,8,3,23,6,6.0,1
2017-08-11,2017,8,4,0,5,5.0,1
2017-08-11,2017,8,4,1,2,1.0,1
2017-08-11,2017,8,4,2,1,,1
2017-08-11,2017,8,4,5,3,2.0,1
2017-08-11,2017,8,4,6,77,89.0,1
2017-08-11,2017,8,4,7,71,86.0,1
2017-08-11,2017,8,4,8,23,25.0,1
2017-08-11,2017,8,4,9,21,26.0,1
2017-08-11,2017,8,4,10,11,14.0,1
2017-08-11,2017,8,4,11,11,13.0,1
2017-08-11,2017,8,4,12,15,15.0,1
2017-08-11,2017,8,4,13,15,8.0,1
2017-08-11,2017,8,4,14,15,9.0,1
2017-08-11,2017,8,4,15,7,10.0,1
2017-08-11,2017,8,4,16,19,9.0,1
2017-08-11,2017,8,4,17,33,19.0,1
2017-08-11,2017,8,4,18,23,38.0,1
2017-08-11,2017,8,4,19,11,25.0,1
2017-08-11,2017,8,4,20,10,20.0,1
2017-08-11,2017,8,4,21,12,7.0,1
2017-08-11,2017,8,4,22,6,5.0,1
2017-08-11,2017,8,4,23,5,6.0,1
2017-08-12,2017,8,5,0,6,5.0,0
2017-08-12,2017,8,5,1,3,2.0,0
2017-08-12,2017,8,5,6,4,77.0,0
2017-08-12,2017,8,5,7,5,71.0,0
2017-08-12,2017,8,5,8,5,23.0,0
2017-08-12,2017,8,5,9,6,21.0,0
2017-08-12,2017,8,5,10,5,11.0,0
2017-08-12,2017,8,5,11,15,11.0,0
2017-08-12,2017,8,5,12,17,15.0,0
2017-08-12,2017,8,5,13,9,15.0,0
2017-08-12,2017,8,5,14,6,15.0,0
2017-08-12,2017,8,5,15,10,7.0,0
2017-08-12,2017,8,5,16,13,19.0,0
2017-08-12,2017,8,5,17,12,33.0,0
2017-08-12,2017,8,5,18,8,23.0,0
2017-08-12,2017,8,5,19,8,11.0,0
2017-08-12,2017,8,5,20,10,10.0,0
2017-08-12,2017,8,5,21,9,12.0,0
2017-08-12,2017,8,5,22,4,6.0,0
2017-08-12,2017,8,5,23,5,5.0,0
2017-08-13,2017,8,6,0,6,6.0,0
2017-08-13,2017,8,6,1,7,3.0,0
2017-08-13,2017,8,6,2,2,,0
2017-08-13,2017,8,6,4,3,,0
2017-08-13,2017,8,6,7,5,5.0,0
2017-08-13,2017,8,6,8,1,5.0,0
2017-08-13,2017,8,6,9,4,6.0,0
2017-08-13,2017,8,6,10,9,5.0,0
2017-08-13,2017,8,6,11,8,15.0,0
2017-08-13,2017,8,6,12,13,17.0,0
2017-08-13,2017,8,6,13,13,9.0,0
2017-08-13,2017,8,6,14,27,6.0,0
2017-08-13,2017,8,6,15,25,10.0,0
2017-08-13,2017,8,6,16,9,13.0,0
2017-08-13,2017,8,6,17,12,12.0,0
2017-08-13,2017,8,6,18,18,8.0,0
2017-08-13,2017,8,6,19,12,8.0,0
2017-08-13,2017,8,6,20,5,10.0,0
2017-08-13,2017,8,6,21,7,9.0,0
2017-08-13,2017,8,6,22,8,4.0,0
2017-08-13,2017,8,6,23,5,5.0,0
2017-08-14,2017,8,0,0,4,6.0,1
2017-08-14,2017,8,0,2,1,2.0,1
2017-08-14,2017,8,0,5,3,,1
2017-08-14,2017,8,0,6,127,,1
2017-08-14,2017,8,0,7,21,5.0,1
2017-08-14,2017,8,0,8,25,1.0,1
2017-08-14,2017,8,0,9,23,4.0,1
2017-08-14,2017,8,0,10,9,9.0,1
2017-08-14,2017,8,0,11,4,8.0,1
2017-08-14,2017,8,0,12,9,13.0,1
2017-08-14,2017,8,0,13,12,13.0,1
2017-08-14,2017,8,0,14,15,27.0,1
2017-08-14,2017,8,0,15,8,25.0,1
2017-08-14,2017,8,0,16,21,9.0,1
2017-08-14,2017,8,0,17,34,12.0,1
2017-08-14,2017,8,0,18,38,18.0,1
2017-08-14,2017,8,0,19,33,12.0,1
2017-08-14,2017,8,0,20,15,5.0,1
2017-08-14,2017,8,0,21,8,7.0,1
2017-08-14,2017,8,0,22,10,8.0,1
2017-08-14,2017,8,0,23,3,5.0,1
2017-08-15,2017,8,1,0,2,4.0,1
2017-08-15,2017,8,1,5,5,3.0,1
2017-08-15,2017,8,1,6,77,127.0,1
2017-08-15,2017,8,1,7,49,21.0,1
2017-08-15,2017,8,1,8,19,25.0,1
2017-08-15,2017,8,1,9,26,23.0,1
2017-08-15,2017,8,1,10,9,9.0,1
2017-08-15,2017,8,1,11,7,4.0,1
2017-08-15,2017,8,1,12,10,9.0,1
2017-08-15,2017,8,1,13,2,12.0,1
2017-08-15,2017,8,1,14,2,15.0,1
2017-08-15,2017,8,1,15,1,8.0,1
2017-08-15,2017,8,1,16,12,21.0,1
2017-08-15,2017,8,1,17,19,34.0,1
2017-08-15,2017,8,1,18,28,38.0,1
2017-08-15,2017,8,1,19,15,33.0,1
2017-08-15,2017,8,1,20,11,15.0,1
2017-08-15,2017,8,1,21,11,8.0,1
2017-08-15,2017,8,1,22,4,10.0,1
2017-08-15,2017,8,1,23,1,3.0,1
2017-08-16,2017,8,2,1,1,,1
2017-08-16,2017,8,2,3,1,,1
2017-08-16,2017,8,2,4,1,,1
2017-08-16,2017,8,2,5,1,5.0,1
2017-08-16,2017,8,2,6,78,77.0,1
2017-08-16,2017,8,2,7,55,49.0,1
2017-08-16,2017,8,2,8,37,19.0,1
2017-08-16,2017,8,2,9,20,26.0,1
2017-08-16,2017,8,2,10,12,9.0,1
2017-08-16,2017,8,2,11,6,7.0,1
2017-08-16,2017,8,2,12,14,10.0,1
2017-08-16,2017,8,2,13,16,2.0,1
2017-08-16,2017,8,2,14,17,2.0,1
2017-08-16,2017,8,2,15,8,1.0,1
2017-08-16,2017,8,2,16,14,12.0,1
2017-08-16,2017,8,2,17,20,19.0,1
2017-08-16,2017,8,2,18,28,28.0,1
2017-08-16,2017,8,2,19,34,15.0,1
2017-08-16,2017,8,2,20,13,11.0,1
2017-08-16,2017,8,2,21,24,11.0,1
2017-08-16,2017,8,2,22,12,4.0,1
2017-08-16,2017,8,2,23,8,1.0,1
2017-08-17,2017,8,3,0,1,,1
2017-08-17,2017,8,3,2,2,,1
2017-08-17,2017,8,3,5,2,1.0,1
2017-08-17,2017,8,3,6,94,78.0,1
2017-08-17,2017,8,3,7,48,55.0,1
2017-08-17,2017,8,3,8,27,37.0,1
2017-08-17,2017,8,3,9,24,20.0,1
2017-08-17,2017,8,3,10,8,12.0,1
2017-08-17,2017,8,3,11,12,6.0,1
2017-08-17,2017,8,3,12,18,14.0,1
2017-08-17,2017,8,3,13,16,16.0,1
2017-08-17,2017,8,3,14,21,17.0,1
2017-08-17,2017,8,3,15,12,8.0,1
2017-08-17,2017,8,3,16,19,14.0,1
2017-08-17,2017,8,3,17,35,20.0,1
2017-08-17,2017,8,3,18,39,28.0,1
2017-08-17,2017,8,3,19,21,34.0,1
2017-08-17,2017,8,3,20,10,13.0,1
2017-08-17,2017,8,3,21,22,24.0,1
2017-08-17,2017,8,3,22,2,12.0,1
2017-08-17,2017,8,3,23,2,8.0,1
2017-08-18,2017,8,4,0,1,1.0,1
2017-08-18,2017,8,4,1,1,,1
2017-08-18,2017,8,4,2,3,2.0,1
2017-08-18,2017,8,4,5,4,2.0,1
2017-08-18,2017,8,4,6,93,94.0,1
2017-08-18,2017,8,4,7,22,48.0,1
2017-08-18,2017,8,4,8,8,27.0,1
2017-08-18,2017,8,4,9,20,24.0,1
2017-08-18,2017,8,4,10,13,8.0,1
2017-08-18,2017,8,4,11,8,12.0,1
2017-08-18,2017,8,4,12,9,18.0,1
2017-08-18,2017,8,4,13,13,16.0,1
2017-08-18,2017,8,4,14,6,21.0,1
2017-08-18,2017,8,4,15,9,12.0,1
2017-08-18,2017,8,4,16,11,19.0,1
2017-08-18,2017,8,4,17,22,35.0,1
2017-08-18,2017,8,4,18,15,39.0,1
2017-08-18,2017,8,4,19,1,21.0,1
2017-08-18,2017,8,4,20,3,10.0,1
2017-08-18,2017,8,4,21,10,22.0,1
2017-08-18,2017,8,4,22,3,2.0,1
2017-08-18,2017,8,4,23,3,2.0,1
2017-08-19,2017,8,5,0,1,1.0,0
2017-08-19,2017,8,5,1,1,1.0,0
2017-08-19,2017,8,5,2,1,3.0,0
2017-08-19,2017,8,5,4,2,,0
2017-08-19,2017,8,5,6,3,93.0,0
2017-08-19,2017,8,5,7,5,22.0,0
2017-08-19,2017,8,5,8,9,8.0,0
2017-08-19,2017,8,5,9,7,20.0,0
2017-08-19,2017,8,5,10,11,13.0,0
2017-08-19,2017,8,5,11,11,8.0,0
2017-08-19,2017,8,5,12,11,9.0,0
2017-08-19,2017,8,5,13,8,13.0,0
2017-08-19,2017,8,5,14,14,6.0,0
2017-08-19,2017,8,5,15,19,9.0,0
2017-08-19,2017,8,5,16,10,11.0,0
2017-08-19,2017,8,5,17,18,22.0,0
2017-08-19,2017,8,5,18,21,15.0,0
2017-08-19,2017,8,5,19,18,1.0,0
2017-08-19,2017,8,5,20,12,3.0,0
2017-08-19,2017,8,5,21,12,10.0,0
2017-08-19,2017,8,5,22,7,3.0,0
2017-08-20,2017,8,6,0,3,1.0,0
2017-08-20,2017,8,6,2,4,1.0,0
2017-08-20,2017,8,6,5,1,,0
2017-08-20,2017,8,6,6,1,3.0,0
2017-08-20,2017,8,6,8,2,9.0,0
2017-08-20,2017,8,6,9,5,7.0,0
2017-08-20,2017,8,6,10,19,11.0,0
2017-08-20,2017,8,6,11,5,11.0,0
2017-08-20,2017,8,6,12,7,11.0,0
2017-08-20,2017,8,6,13,11,8.0,0
2017-08-20,2017,8,6,14,10,14.0,0
2017-08-20,2017,8,6,15,17,19.0,0
2017-08-20,2017,8,6,16,20,10.0,0
2017-08-20,2017,8,6,17,17,18.0,0
2017-08-20,2017,8,6,18,12,21.0,0
2017-08-20,2017,8,6,19,11,18.0,0
2017-08-20,2017,8,6,20,8,12.0,0
2017-08-20,2017,8,6,21,9,12.0,0
2017-08-20,2017,8,6,22,5,7.0,0
2017-08-20,2017,8,6,23,9,,0
2017-08-21,2017,8,0,1,1,,1
2017-08-21,2017,8,0,4,3,,1
2017-08-21,2017,8,0,5,6,1.0,1
2017-08-21,2017,8,0,6,93,1.0,1
2017-08-21,2017,8,0,7,23,,1
2017-08-21,2017,8,0,8,30,2.0,1
2017-08-21,2017,8,0,9,17,5.0,1
2017-08-21,2017,8,0,10,15,19.0,1
2017-08-21,2017,8,0,11,6,5.0,1
2017-08-21,2017,8,0,12,13,7.0,1
2017-08-21,2017,8,0,13,17,11.0,1
2017-08-21,2017,8,0,14,15,10.0,1
2017-08-21,2017,8,0,15,10,17.0,1
2017-08-21,2017,8,0,16,8,20.0,1
2017-08-21,2017,8,0,17,15,17.0,1
2017-08-21,2017,8,0,18,38,12.0,1
2017-08-21,2017,8,0,19,35,11.0,1
2017-08-21,2017,8,0,20,9,8.0,1
2017-08-21,2017,8,0,21,11,9.0,1
2017-08-21,2017,8,0,22,9,5.0,1
2017-08-21,2017,8,0,23,3,9.0,1
2017-08-22,2017,8,1,2,2,,1
2017-08-22,2017,8,1,5,8,6.0,1
2017-08-22,2017,8,1,6,133,93.0,1
2017-08-22,2017,8,1,7,14,23.0,1
2017-08-22,2017,8,1,8,25,30.0,1
2017-08-22,2017,8,1,9,21,17.0,1
2017-08-22,2017,8,1,10,8,15.0,1
2017-08-22,2017,8,1,11,5,6.0,1
2017-08-22,2017,8,1,12,12,13.0,1
2017-08-22,2017,8,1,13,13,17.0,1
2017-08-22,2017,8,1,14,11,15.0,1
2017-08-22,2017,8,1,15,11,10.0,1
2017-08-22,2017,8,1,16,14,8.0,1
2017-08-22,2017,8,1,17,26,15.0,1
2017-08-22,2017,8,1,18,45,38.0,1
2017-08-22,2017,8,1,19,28,35.0,1
2017-08-22,2017,8,1,20,12,9.0,1
2017-08-22,2017,8,1,21,9,11.0,1
2017-08-22,2017,8,1,22,1,9.0,1
2017-08-23,2017,8,2,0,1,,1
2017-08-23,2017,8,2,4,2,,1
2017-08-23,2017,8,2,5,3,8.0,1
2017-08-23,2017,8,2,6,75,133.0,1
2017-08-23,2017,8,2,7,50,14.0,1
2017-08-23,2017,8,2,8,31,25.0,1
2017-08-23,2017,8,2,9,25,21.0,1
2017-08-23,2017,8,2,10,11,8.0,1
2017-08-23,2017,8,2,11,8,5.0,1
2017-08-23,2017,8,2,12,15,12.0,1
2017-08-23,2017,8,2,13,7,13.0,1
2017-08-23,2017,8,2,14,11,11.0,1
2017-08-23,2017,8,2,15,9,11.0,1
2017-08-23,2017,8,2,16,15,14.0,1
2017-08-23,2017,8,2,17,21,26.0,1
2017-08-23,2017,8,2,18,54,45.0,1
2017-08-23,2017,8,2,19,33,28.0,1
2017-08-23,2017,8,2,20,10,12.0,1
2017-08-23,2017,8,2,21,11,9.0,1
2017-08-23,2017,8,2,22,11,1.0,1
2017-08-23,2017,8,2,23,5,,1
2017-08-24,2017,8,3,0,5,1.0,1
2017-08-24,2017,8,3,4,2,2.0,1
2017-08-24,2017,8,3,5,3,3.0,1
2017-08-24,2017,8,3,6,82,75.0,1
2017-08-24,2017,8,3,7,57,50.0,1
2017-08-24,2017,8,3,8,35,31.0,1
2017-08-24,2017,8,3,9,23,25.0,1
2017-08-24,2017,8,3,10,7,11.0,1
2017-08-24,2017,8,3,11,12,8.0,1
2017-08-24,2017,8,3,12,17,15.0,1
2017-08-24,2017,8,3,13,11,7.0,1
2017-08-24,2017,8,3,14,9,11.0,1
2017-08-24,2017,8,3,15,17,9.0,1
2017-08-24,2017,8,3,16,18,15.0,1
2017-08-24,2017,8,3,17,39,21.0,1
2017-08-24,2017,8,3,18,28,54.0,1
2017-08-24,2017,8,3,19,28,33.0,1
2017-08-24,2017,8,3,20,10,10.0,1
2017-08-24,2017,8,3,21,9,11.0,1
2017-08-24,2017,8,3,22,6,11.0,1
2017-08-24,2017,8,3,23,1,5.0,1
2017-08-25,2017,8,4,0,4,5.0,1
2017-08-25,2017,8,4,3,1,,1
2017-08-25,2017,8,4,4,1,2.0,1
2017-08-25,2017,8,4,5,5,3.0,1
2017-08-25,2017,8,4,6,64,82.0,1
2017-08-25,2017,8,4,7,61,57.0,1
2017-08-25,2017,8,4,8,50,35.0,1
2017-08-25,2017,8,4,9,38,23.0,1
2017-08-25,2017,8,4,10,6,7.0,1
2017-08-25,2017,8,4,11,16,12.0,1
2017-08-25,2017,8,4,12,11,17.0,1
2017-08-25,2017,8,4,13,15,11.0,1
2017-08-25,2017,8,4,14,13,9.0,1
2017-08-25,2017,8,4,15,8,17.0,1
2017-08-25,2017,8,4,16,18,18.0,1
2017-08-25,2017,8,4,17,29,39.0,1
2017-08-25,2017,8,4,18,27,28.0,1
2017-08-25,2017,8,4,19,18,28.0,1
2017-08-25,2017,8,4,20,12,10.0,1
2017-08-25,2017,8,4,21,11,9.0,1
2017-08-25,2017,8,4,22,4,6.0,1
2017-08-25,2017,8,4,23,4,1.0,1
2017-08-26,2017,8,5,0,2,4.0,0
2017-08-26,2017,8,5,1,2,,0
2017-08-26,2017,8,5,2,1,,0
2017-08-26,2017,8,5,3,1,1.0,0
2017-08-26,2017,8,5,4,2,1.0,0
2017-08-26,2017,8,5,6,2,64.0,0
2017-08-26,2017,8,5,7,8,61.0,0
2017-08-26,2017,8,5,9,4,38.0,0
2017-08-26,2017,8,5,10,11,6.0,0
2017-08-26,2017,8,5,11,12,16.0,0
2017-08-26,2017,8,5,12,4,11.0,0
2017-08-26,2017,8,5,13,6,15.0,0
2017-08-26,2017,8,5,14,10,13.0,0
2017-08-26,2017,8,5,15,14,8.0,0
2017-08-26,2017,8,5,16,12,18.0,0
2017-08-26,2017,8,5,17,12,29.0,0
2017-08-26,2017,8,5,18,14,27.0,0
2017-08-26,2017,8,5,19,6,18.0,0
2017-08-26,2017,8,5,20,4,12.0,0
2017-08-26,2017,8,5,21,9,11.0,0
2017-08-26,2017,8,5,22,13,4.0,0
2017-08-26,2017,8,5,23,11,4.0,0
2017-08-27,2017,8,6,0,2,2.0,0
2017-08-27,2017,8,6,1,2,2.0,0
2017-08-27,2017,8,6,5,1,,0
2017-08-27,2017,8,6,7,2,8.0,0
2017-08-27,2017,8,6,8,2,,0
2017-08-27,2017,8,6,9,8,4.0,0
2017-08-27,2017,8,6,10,13,11.0,0
2017-08-27,2017,8,6,11,7,12.0,0
2017-08-27,2017,8,6,12,18,4.0,0
2017-08-27,2017,8,6,13,11,6.0,0
2017-08-27,2017,8,6,14,13,10.0,0
2017-08-27,2017,8,6,15,16,14.0,0
2017-08-27,2017,8,6,16,14,12.0,0
2017-08-27,2017,8,6,17,17,12.0,0
2017-08-27,2017,8,6,18,10,14.0,0
2017-08-27,2017,8,6,19,11,6.0,0
2017-08-27,2017,8,6,20,15,4.0,0
2017-08-27,2017,8,6,21,12,9.0,0
2017-08-27,2017,8,6,22,1,13.0,0
2017-08-27,2017,8,6,23,5,11.0,0
2017-08-28,2017,8,0,0,2,2.0,1
2017-08-28,2017,8,0,1,2,2.0,1
2017-08-28,2017,8,0,2,1,,1
2017-08-28,2017,8,0,4,5,,1
2017-08-28,2017,8,0,5,11,1.0,1
2017-08-28,2017,8,0,6,121,,1
2017-08-28,2017,8,0,7,49,2.0,1
2017-08-28,2017,8,0,8,28,2.0,1
2017-08-28,2017,8,0,9,25,8.0,1
2017-08-28,2017,8,0,10,16,13.0,1
2017-08-28,2017,8,0,11,5,7.0,1
2017-08-28,2017,8,0,12,8,18.0,1
2017-08-28,2017,8,0,13,20,11.0,1
2017-08-28,2017,8,0,14,7,13.0,1
2017-08-28,2017,8,0,15,12,16.0,1
2017-08-28,2017,8,0,16,12,14.0,1
2017-08-28,2017,8,0,17,22,17.0,1
2017-08-28,2017,8,0,18,48,10.0,1
2017-08-28,2017,8,0,19,25,11.0,1
2017-08-28,2017,8,0,20,19,15.0,1
2017-08-28,2017,8,0,21,9,12.0,1
2017-08-28,2017,8,0,22,4,1.0,1
2017-08-28,2017,8,0,23,1,5.0,1
2017-08-29,2017,8,1,1,1,2.0,1
2017-08-29,2017,8,1,4,1,5.0,1
2017-08-29,2017,8,1,5,2,11.0,1
2017-08-29,2017,8,1,6,86,121.0,1
2017-08-29,2017,8,1,7,76,49.0,1
2017-08-29,2017,8,1,8,27,28.0,1
2017-08-29,2017,8,1,9,21,25.0,1
2017-08-29,2017,8,1,10,14,16.0,1
2017-08-29,2017,8,1,11,4,5.0,1
2017-08-29,2017,8,1,12,10,8.0,1
2017-08-29,2017,8,1,13,7,20.0,1
2017-08-29,2017,8,1,14,2,7.0,1
2017-08-29,2017,8,1,15,1,12.0,1
2017-08-29,2017,8,1,16,1,12.0,1
2017-08-29,2017,8,1,17,3,22.0,1
2017-08-29,2017,8,1,18,10,48.0,1
2017-08-29,2017,8,1,19,4,25.0,1
2017-08-29,2017,8,1,20,2,19.0,1
2017-08-29,2017,8,1,21,3,9.0,1
2017-08-29,2017,8,1,22,3,4.0,1
2017-08-29,2017,8,1,23,1,1.0,1
2017-08-30,2017,8,2,2,1,,1
2017-08-30,2017,8,2,4,3,1.0,1
2017-08-30,2017,8,2,5,1,2.0,1
2017-08-30,2017,8,2,6,55,86.0,1
2017-08-30,2017,8,2,7,26,76.0,1
2017-08-30,2017,8,2,8,22,27.0,1
2017-08-30,2017,8,2,9,21,21.0,1
2017-08-30,2017,8,2,10,8,14.0,1
2017-08-30,2017,8,2,11,12,4.0,1
2017-08-30,2017,8,2,12,9,10.0,1
2017-08-30,2017,8,2,13,10,7.0,1
2017-08-30,2017,8,2,14,11,2.0,1
2017-08-30,2017,8,2,15,7,1.0,1
2017-08-30,2017,8,2,16,9,1.0,1
2017-08-30,2017,8,2,17,19,3.0,1
2017-08-30,2017,8,2,18,35,10.0,1
2017-08-30,2017,8,2,19,34,4.0,1
2017-08-30,2017,8,2,20,10,2.0,1
2017-08-30,2017,8,2,21,8,3.0,1
2017-08-30,2017,8,2,22,15,3.0,1
2017-08-30,2017,8,2,23,6,1.0,1
2017-08-31,2017,8,3,0,4,,1
2017-08-31,2017,8,3,3,2,,1
2017-08-31,2017,8,3,4,1,3.0,1
2017-08-31,2017,8,3,5,1,1.0,1
2017-08-31,2017,8,3,6,85,55.0,1
2017-08-31,2017,8,3,7,72,26.0,1
2017-08-31,2017,8,3,8,81,22.0,1
2017-08-31,2017,8,3,9,31,21.0,1
2017-08-31,2017,8,3,10,15,8.0,1
2017-08-31,2017,8,3,11,12,12.0,1
2017-08-31,2017,8,3,12,13,9.0,1
2017-08-31,2017,8,3,13,8,10.0,1
2017-08-31,2017,8,3,14,16,11.0,1
2017-08-31,2017,8,3,15,8,7.0,1
2017-08-31,2017,8,3,16,10,9.0,1
2017-08-31,2017,8,3,17,21,19.0,1
2017-08-31,2017,8,3,18,36,35.0,1
2017-08-31,2017,8,3,19,29,34.0,1
2017-08-31,2017,8,3,20,10,10.0,1
2017-08-31,2017,8,3,21,5,8.0,1
