start,year,month,dayofweek,hour,bikeid,day1anzahl,weekday
2017-11-02,2017,11,3,12,6,6.0,1
2017-11-02,2017,11,3,13,11,7.0,1
2017-11-02,2017,11,3,14,12,14.0,1
2017-11-02,2017,11,3,15,10,7.0,1
2017-11-02,2017,11,3,16,15,14.0,1
2017-11-02,2017,11,3,17,25,24.0,1
2017-11-02,2017,11,3,18,28,34.0,1
2017-11-02,2017,11,3,19,27,22.0,1
2017-11-02,2017,11,3,20,19,15.0,1
2017-11-02,2017,11,3,21,9,11.0,1
2017-11-02,2017,11,3,22,8,19.0,1
2017-11-02,2017,11,3,23,8,1.0,1
2017-11-03,2017,11,4,0,13,2.0,1
2017-11-03,2017,11,4,2,1,,1
2017-11-03,2017,11,4,4,1,1.0,1
2017-11-03,2017,11,4,5,4,10.0,1
2017-11-03,2017,11,4,6,106,109.0,1
2017-11-03,2017,11,4,7,102,103.0,1
2017-11-03,2017,11,4,8,48,45.0,1
2017-11-03,2017,11,4,9,25,16.0,1
2017-11-03,2017,11,4,10,13,11.0,1
2017-11-03,2017,11,4,11,10,9.0,1
2017-11-03,2017,11,4,12,17,6.0,1
2017-11-03,2017,11,4,13,7,11.0,1
2017-11-03,2017,11,4,14,15,12.0,1
2017-11-03,2017,11,4,15,6,10.0,1
2017-11-03,2017,11,4,16,21,15.0,1
2017-11-03,2017,11,4,17,22,25.0,1
2017-11-03,2017,11,4,18,25,28.0,1
2017-11-03,2017,11,4,19,10,27.0,1
2017-11-03,2017,11,4,20,15,19.0,1
2017-11-03,2017,11,4,21,6,9.0,1
2017-11-03,2017,11,4,22,11,8.0,1
2017-11-03,2017,11,4,23,6,8.0,1
2017-11-04,2017,11,5,0,2,13.0,0
2017-11-04,2017,11,5,1,1,,0
2017-11-04,2017,11,5,2,1,1.0,0
2017-11-04,2017,11,5,3,1,,0
2017-11-04,2017,11,5,5,2,4.0,0
2017-11-04,2017,11,5,6,6,106.0,0
2017-11-04,2017,11,5,7,6,102.0,0
2017-11-04,2017,11,5,8,3,48.0,0
2017-11-04,2017,11,5,9,3,25.0,0
2017-11-04,2017,11,5,10,1,13.0,0
2017-11-04,2017,11,5,11,14,10.0,0
2017-11-04,2017,11,5,12,6,17.0,0
2017-11-04,2017,11,5,13,6,7.0,0
2017-11-04,2017,11,5,14,8,15.0,0
2017-11-04,2017,11,5,15,12,6.0,0
2017-11-04,2017,11,5,16,19,21.0,0
2017-11-04,2017,11,5,17,10,22.0,0
2017-11-04,2017,11,5,18,11,25.0,0
2017-11-04,2017,11,5,19,1,10.0,0
2017-11-04,2017,11,5,20,9,15.0,0
2017-11-04,2017,11,5,21,4,6.0,0
2017-11-04,2017,11,5,22,1,11.0,0
2017-11-04,2017,11,5,23,5,6.0,0
2017-11-05,2017,11,6,0,10,2.0,0
2017-11-05,2017,11,6,1,3,1.0,0
2017-11-05,2017,11,6,3,2,1.0,0
2017-11-05,2017,11,6,6,4,6.0,0
2017-11-05,2017,11,6,7,4,6.0,0
2017-11-05,2017,11,6,8,3,3.0,0
2017-11-05,2017,11,6,9,6,3.0,0
2017-11-05,2017,11,6,10,13,1.0,0
2017-11-05,2017,11,6,11,8,14.0,0
2017-11-05,2017,11,6,12,6,6.0,0
2017-11-05,2017,11,6,13,9,6.0,0
2017-11-05,2017,11,6,14,7,8.0,0
2017-11-05,2017,11,6,15,6,12.0,0
2017-11-05,2017,11,6,16,15,19.0,0
2017-11-05,2017,11,6,17,10,10.0,0
2017-11-05,2017,11,6,18,6,11.0,0
2017-11-05,2017,11,6,19,12,1.0,0
2017-11-05,2017,11,6,20,7,9.0,0
2017-11-05,2017,11,6,21,3,4.0,0
2017-11-05,2017,11,6,22,3,1.0,0
2017-11-05,2017,11,6,23,2,5.0,0
2017-11-06,2017,11,0,1,1,3.0,1
2017-11-06,2017,11,0,2,1,,1
2017-11-06,2017,11,0,4,2,,1
2017-11-06,2017,11,0,5,7,,1
2017-11-06,2017,11,0,6,141,4.0,1
2017-11-06,2017,11,0,7,80,4.0,1
2017-11-06,2017,11,0,8,37,3.0,1
2017-11-06,2017,11,0,9,17,6.0,1
2017-11-06,2017,11,0,10,15,13.0,1
2017-11-06,2017,11,0,11,4,8.0,1
2017-11-06,2017,11,0,12,4,6.0,1
2017-11-06,2017,11,0,13,6,9.0,1
2017-11-06,2017,11,0,14,10,7.0,1
2017-11-06,2017,11,0,15,4,6.0,1
2017-11-06,2017,11,0,16,13,15.0,1
2017-11-06,2017,11,0,17,19,10.0,1
2017-11-06,2017,11,0,18,32,6.0,1
2017-11-06,2017,11,0,19,23,12.0,1
2017-11-06,2017,11,0,20,7,7.0,1
2017-11-06,2017,11,0,21,8,3.0,1
2017-11-06,2017,11,0,22,5,3.0,1
2017-11-06,2017,11,0,23,1,2.0,1
2017-11-07,2017,11,1,0,1,,1
2017-11-07,2017,11,1,1,2,1.0,1
2017-11-07,2017,11,1,4,1,2.0,1
2017-11-07,2017,11,1,5,6,7.0,1
2017-11-07,2017,11,1,6,105,141.0,1
2017-11-07,2017,11,1,7,94,80.0,1
2017-11-07,2017,11,1,8,47,37.0,1
2017-11-07,2017,11,1,9,24,17.0,1
2017-11-07,2017,11,1,10,8,15.0,1
2017-11-07,2017,11,1,11,9,4.0,1
2017-11-07,2017,11,1,12,10,4.0,1
2017-11-07,2017,11,1,13,10,6.0,1
2017-11-07,2017,11,1,14,13,10.0,1
2017-11-07,2017,11,1,15,4,4.0,1
2017-11-07,2017,11,1,16,1,13.0,1
2017-11-07,2017,11,1,17,3,19.0,1
2017-11-07,2017,11,1,18,6,32.0,1
2017-11-07,2017,11,1,19,2,23.0,1
2017-11-07,2017,11,1,22,1,5.0,1
2017-11-08,2017,11,2,0,1,1.0,1
2017-11-08,2017,11,2,2,1,,1
2017-11-08,2017,11,2,4,1,1.0,1
2017-11-08,2017,11,2,5,5,6.0,1
2017-11-08,2017,11,2,6,60,105.0,1
2017-11-08,2017,11,2,7,21,94.0,1
2017-11-08,2017,11,2,8,26,47.0,1
2017-11-08,2017,11,2,9,21,24.0,1
2017-11-08,2017,11,2,10,11,8.0,1
2017-11-08,2017,11,2,11,10,9.0,1
2017-11-08,2017,11,2,12,5,10.0,1
2017-11-08,2017,11,2,13,9,10.0,1
2017-11-08,2017,11,2,14,10,13.0,1
2017-11-08,2017,11,2,15,16,4.0,1
2017-11-08,2017,11,2,16,9,1.0,1
2017-11-08,2017,11,2,17,18,3.0,1
2017-11-08,2017,11,2,18,26,6.0,1
2017-11-08,2017,11,2,19,10,2.0,1
2017-11-08,2017,11,2,20,5,,1
2017-11-08,2017,11,2,21,5,,1
2017-11-08,2017,11,2,22,12,1.0,1
2017-11-08,2017,11,2,23,5,,1
2017-11-09,2017,11,3,0,2,1.0,1
2017-11-09,2017,11,3,4,3,1.0,1
2017-11-09,2017,11,3,5,5,5.0,1
2017-11-09,2017,11,3,6,77,60.0,1
2017-11-09,2017,11,3,7,93,21.0,1
2017-11-09,2017,11,3,8,75,26.0,1
2017-11-09,2017,11,3,9,17,21.0,1
2017-11-09,2017,11,3,10,12,11.0,1
2017-11-09,2017,11,3,11,11,10.0,1
2017-11-09,2017,11,3,12,8,5.0,1
2017-11-09,2017,11,3,13,14,9.0,1
2017-11-09,2017,11,3,14,18,10.0,1
2017-11-09,2017,11,3,15,7,16.0,1
2017-11-09,2017,11,3,16,11,9.0,1
2017-11-09,2017,11,3,17,19,18.0,1
2017-11-09,2017,11,3,18,28,26.0,1
2017-11-09,2017,11,3,19,12,10.0,1
2017-11-09,2017,11,3,20,10,5.0,1
2017-11-09,2017,11,3,21,8,5.0,1
2017-11-09,2017,11,3,22,7,12.0,1
2017-11-09,2017,11,3,23,4,5.0,1
2017-11-10,2017,11,4,0,3,2.0,1
2017-11-10,2017,11,4,4,2,3.0,1
2017-11-10,2017,11,4,5,3,5.0,1
2017-11-10,2017,11,4,6,49,77.0,1
2017-11-10,2017,11,4,7,40,93.0,1
2017-11-10,2017,11,4,8,38,75.0,1
2017-11-10,2017,11,4,9,21,17.0,1
2017-11-10,2017,11,4,10,12,12.0,1
2017-11-10,2017,11,4,11,9,11.0,1
2017-11-10,2017,11,4,12,4,8.0,1
2017-11-10,2017,11,4,13,5,14.0,1
2017-11-10,2017,11,4,14,9,18.0,1
2017-11-10,2017,11,4,15,12,7.0,1
2017-11-10,2017,11,4,16,11,11.0,1
2017-11-10,2017,11,4,17,5,19.0,1
2017-11-10,2017,11,4,18,8,28.0,1
2017-11-10,2017,11,4,19,5,12.0,1
2017-11-10,2017,11,4,20,5,10.0,1
2017-11-10,2017,11,4,21,2,8.0,1
2017-11-10,2017,11,4,22,3,7.0,1
2017-11-11,2017,11,5,1,2,,0
2017-11-11,2017,11,5,6,2,49.0,0
2017-11-11,2017,11,5,7,5,40.0,0
2017-11-11,2017,11,5,8,1,38.0,0
2017-11-11,2017,11,5,9,1,21.0,0
2017-11-11,2017,11,5,11,3,9.0,0
2017-11-11,2017,11,5,12,7,4.0,0
2017-11-11,2017,11,5,13,9,5.0,0
2017-11-11,2017,11,5,14,8,9.0,0
2017-11-11,2017,11,5,15,9,12.0,0
2017-11-11,2017,11,5,16,3,11.0,0
2017-11-11,2017,11,5,17,5,5.0,0
2017-11-11,2017,11,5,18,8,8.0,0
2017-11-11,2017,11,5,19,4,5.0,0
2017-11-11,2017,11,5,20,5,5.0,0
2017-11-11,2017,11,5,21,2,2.0,0
2017-11-11,2017,11,5,22,7,3.0,0
2017-11-11,2017,11,5,23,3,,0
2017-11-12,2017,11,6,0,1,,0
2017-11-12,2017,11,6,3,1,,0
2017-11-12,2017,11,6,5,1,,0
2017-11-12,2017,11,6,7,4,5.0,0
2017-11-12,2017,11,6,8,1,1.0,0
2017-11-12,2017,11,6,9,5,1.0,0
2017-11-12,2017,11,6,10,3,,0
2017-11-12,2017,11,6,11,5,3.0,0
2017-11-12,2017,11,6,12,3,7.0,0
2017-11-12,2017,11,6,13,5,9.0,0
2017-11-12,2017,11,6,14,5,8.0,0
2017-11-12,2017,11,6,15,4,9.0,0
2017-11-12,2017,11,6,16,13,3.0,0
2017-11-12,2017,11,6,17,12,5.0,0
2017-11-12,2017,11,6,18,8,8.0,0
2017-11-12,2017,11,6,19,6,4.0,0
2017-11-12,2017,11,6,20,11,5.0,0
2017-11-12,2017,11,6,21,3,2.0,0
2017-11-12,2017,11,6,22,6,7.0,0
2017-11-12,2017,11,6,23,2,3.0,0
2017-11-13,2017,11,0,1,2,,1
2017-11-13,2017,11,0,2,4,,1
2017-11-13,2017,11,0,4,1,,1
2017-11-13,2017,11,0,5,2,1.0,1
2017-11-13,2017,11,0,6,103,,1
2017-11-13,2017,11,0,7,42,4.0,1
2017-11-13,2017,11,0,8,33,1.0,1
2017-11-13,2017,11,0,9,10,5.0,1
2017-11-13,2017,11,0,10,3,3.0,1
2017-11-13,2017,11,0,11,1,5.0,1
2017-11-13,2017,11,0,12,2,3.0,1
2017-11-13,2017,11,0,13,6,5.0,1
2017-11-13,2017,11,0,14,5,5.0,1
2017-11-13,2017,11,0,15,9,4.0,1
2017-11-13,2017,11,0,16,7,13.0,1
2017-11-13,2017,11,0,17,10,12.0,1
2017-11-13,2017,11,0,18,22,8.0,1
2017-11-13,2017,11,0,19,18,6.0,1
2017-11-13,2017,11,0,20,10,11.0,1
2017-11-13,2017,11,0,21,4,3.0,1
2017-11-13,2017,11,0,22,11,6.0,1
2017-11-13,2017,11,0,23,1,2.0,1
2017-11-14,2017,11,1,4,2,1.0,1
2017-11-14,2017,11,1,5,3,2.0,1
2017-11-14,2017,11,1,6,87,103.0,1
2017-11-14,2017,11,1,7,56,42.0,1
2017-11-14,2017,11,1,8,34,33.0,1
2017-11-14,2017,11,1,9,9,10.0,1
2017-11-14,2017,11,1,10,9,3.0,1
2017-11-14,2017,11,1,11,6,1.0,1
2017-11-14,2017,11,1,12,5,2.0,1
2017-11-14,2017,11,1,13,7,6.0,1
2017-11-14,2017,11,1,14,6,5.0,1
2017-11-14,2017,11,1,15,14,9.0,1
2017-11-14,2017,11,1,16,7,7.0,1
2017-11-14,2017,11,1,17,22,10.0,1
2017-11-14,2017,11,1,18,30,22.0,1
2017-11-14,2017,11,1,19,9,18.0,1
2017-11-14,2017,11,1,20,9,10.0,1
2017-11-14,2017,11,1,21,5,4.0,1
2017-11-14,2017,11,1,22,9,11.0,1
2017-11-14,2017,11,1,23,7,1.0,1
2017-11-15,2017,11,2,0,4,,1
2017-11-15,2017,11,2,3,1,,1
2017-11-15,2017,11,2,4,1,2.0,1
2017-11-15,2017,11,2,5,4,3.0,1
2017-11-15,2017,11,2,6,111,87.0,1
2017-11-15,2017,11,2,7,89,56.0,1
2017-11-15,2017,11,2,8,33,34.0,1
2017-11-15,2017,11,2,9,15,9.0,1
2017-11-15,2017,11,2,10,11,9.0,1
2017-11-15,2017,11,2,11,8,6.0,1
2017-11-15,2017,11,2,12,8,5.0,1
2017-11-15,2017,11,2,13,7,7.0,1
2017-11-15,2017,11,2,14,6,6.0,1
2017-11-15,2017,11,2,15,2,14.0,1
2017-11-15,2017,11,2,16,4,7.0,1
2017-11-15,2017,11,2,17,19,22.0,1
2017-11-15,2017,11,2,18,17,30.0,1
2017-11-15,2017,11,2,19,15,9.0,1
2017-11-15,2017,11,2,20,11,9.0,1
2017-11-15,2017,11,2,21,4,5.0,1
2017-11-15,2017,11,2,22,18,9.0,1
2017-11-15,2017,11,2,23,6,7.0,1
2017-11-16,2017,11,3,0,2,4.0,1
2017-11-16,2017,11,3,5,4,4.0,1
2017-11-16,2017,11,3,6,30,111.0,1
2017-11-16,2017,11,3,7,53,89.0,1
2017-11-16,2017,11,3,8,59,33.0,1
2017-11-16,2017,11,3,9,41,15.0,1
2017-11-16,2017,11,3,10,12,11.0,1
2017-11-16,2017,11,3,11,8,8.0,1
2017-11-16,2017,11,3,12,9,8.0,1
2017-11-16,2017,11,3,13,8,7.0,1
2017-11-16,2017,11,3,14,6,6.0,1
2017-11-16,2017,11,3,15,8,2.0,1
2017-11-16,2017,11,3,16,8,4.0,1
2017-11-16,2017,11,3,17,25,19.0,1
2017-11-16,2017,11,3,18,24,17.0,1
2017-11-16,2017,11,3,19,12,15.0,1
2017-11-16,2017,11,3,20,6,11.0,1
2017-11-16,2017,11,3,21,10,4.0,1
2017-11-16,2017,11,3,22,2,18.0,1
2017-11-16,2017,11,3,23,5,6.0,1
2017-11-17,2017,11,4,1,1,,1
2017-11-17,2017,11,4,3,1,,1
2017-11-17,2017,11,4,4,1,,1
2017-11-17,2017,11,4,5,8,4.0,1
2017-11-17,2017,11,4,6,70,30.0,1
2017-11-17,2017,11,4,7,59,53.0,1
2017-11-17,2017,11,4,8,67,59.0,1
2017-11-17,2017,11,4,9,38,41.0,1
2017-11-17,2017,11,4,10,9,12.0,1
2017-11-17,2017,11,4,11,14,8.0,1
2017-11-17,2017,11,4,12,4,9.0,1
2017-11-17,2017,11,4,13,5,8.0,1
2017-11-17,2017,11,4,14,11,6.0,1
2017-11-17,2017,11,4,15,9,8.0,1
2017-11-17,2017,11,4,16,12,8.0,1
2017-11-17,2017,11,4,17,15,25.0,1
2017-11-17,2017,11,4,18,14,24.0,1
2017-11-17,2017,11,4,19,7,12.0,1
2017-11-17,2017,11,4,20,6,6.0,1
2017-11-17,2017,11,4,21,3,10.0,1
2017-11-17,2017,11,4,22,3,2.0,1
2017-11-17,2017,11,4,23,1,5.0,1
2017-11-18,2017,11,5,0,3,,0
2017-11-18,2017,11,5,4,1,1.0,0
2017-11-18,2017,11,5,5,1,8.0,0
2017-11-18,2017,11,5,6,6,70.0,0
2017-11-18,2017,11,5,7,7,59.0,0
2017-11-18,2017,11,5,8,3,67.0,0
2017-11-18,2017,11,5,10,8,9.0,0
2017-11-18,2017,11,5,11,5,14.0,0
2017-11-18,2017,11,5,12,9,4.0,0
2017-11-18,2017,11,5,13,6,5.0,0
2017-11-18,2017,11,5,14,2,11.0,0
2017-11-18,2017,11,5,15,3,9.0,0
2017-11-18,2017,11,5,16,2,12.0,0
2017-11-18,2017,11,5,18,5,14.0,0
2017-11-18,2017,11,5,19,4,7.0,0
2017-11-18,2017,11,5,20,3,6.0,0
2017-11-18,2017,11,5,21,1,3.0,0
2017-11-18,2017,11,5,22,2,3.0,0
2017-11-18,2017,11,5,23,6,1.0,0
2017-11-19,2017,11,6,1,4,,0
2017-11-19,2017,11,6,3,2,,0
2017-11-19,2017,11,6,5,1,1.0,0
2017-11-19,2017,11,6,6,1,6.0,0
2017-11-19,2017,11,6,7,2,7.0,0
2017-11-19,2017,11,6,8,1,3.0,0
2017-11-19,2017,11,6,9,1,,0
2017-11-19,2017,11,6,10,7,8.0,0
2017-11-19,2017,11,6,11,7,5.0,0
2017-11-19,2017,11,6,12,8,9.0,0
2017-11-19,2017,11,6,13,7,6.0,0
2017-11-19,2017,11,6,14,8,2.0,0
2017-11-19,2017,11,6,15,3,3.0,0
2017-11-19,2017,11,6,16,13,2.0,0
2017-11-19,2017,11,6,17,10,,0
2017-11-19,2017,11,6,18,5,5.0,0
2017-11-19,2017,11,6,19,3,4.0,0
2017-11-19,2017,11,6,20,10,3.0,0
2017-11-19,2017,11,6,21,3,1.0,0
2017-11-19,2017,11,6,22,1,2.0,0
2017-11-19,2017,11,6,23,2,6.0,0
2017-11-20,2017,11,0,0,1,,1
2017-11-20,2017,11,0,1,1,4.0,1
2017-11-20,2017,11,0,4,1,,1
2017-11-20,2017,11,0,5,5,1.0,1
2017-11-20,2017,11,0,6,90,1.0,1
2017-11-20,2017,11,0,7,73,2.0,1
2017-11-20,2017,11,0,8,54,1.0,1
2017-11-20,2017,11,0,9,21,1.0,1
2017-11-20,2017,11,0,10,11,7.0,1
2017-11-20,2017,11,0,11,6,7.0,1
2017-11-20,2017,11,0,12,6,8.0,1
2017-11-20,2017,11,0,13,7,7.0,1
2017-11-20,2017,11,0,14,8,8.0,1
2017-11-20,2017,11,0,15,7,3.0,1
2017-11-20,2017,11,0,16,6,13.0,1
2017-11-20,2017,11,0,17,14,10.0,1
2017-11-20,2017,11,0,18,20,5.0,1
2017-11-20,2017,11,0,19,15,3.0,1
2017-11-20,2017,11,0,20,7,10.0,1
2017-11-20,2017,11,0,21,6,3.0,1
2017-11-20,2017,11,0,22,9,1.0,1
2017-11-20,2017,11,0,23,1,2.0,1
2017-11-21,2017,11,1,0,2,1.0,1
2017-11-21,2017,11,1,3,1,,1
2017-11-21,2017,11,1,5,9,5.0,1
2017-11-21,2017,11,1,6,83,90.0,1
2017-11-21,2017,11,1,7,89,73.0,1
2017-11-21,2017,11,1,8,30,54.0,1
2017-11-21,2017,11,1,9,19,21.0,1
2017-11-21,2017,11,1,10,9,11.0,1
2017-11-21,2017,11,1,11,8,6.0,1
2017-11-21,2017,11,1,12,7,6.0,1
2017-11-21,2017,11,1,13,5,7.0,1
2017-11-21,2017,11,1,14,11,8.0,1
2017-11-21,2017,11,1,15,9,7.0,1
2017-11-21,2017,11,1,16,16,6.0,1
2017-11-21,2017,11,1,17,14,14.0,1
2017-11-21,2017,11,1,18,19,20.0,1
2017-11-21,2017,11,1,19,12,15.0,1
2017-11-21,2017,11,1,20,5,7.0,1
2017-11-21,2017,11,1,21,2,6.0,1
2017-11-21,2017,11,1,22,3,9.0,1
2017-11-21,2017,11,1,23,1,1.0,1
2017-11-22,2017,11,2,0,2,2.0,1
2017-11-22,2017,11,2,3,1,1.0,1
2017-11-22,2017,11,2,4,1,,1
2017-11-22,2017,11,2,5,4,9.0,1
2017-11-22,2017,11,2,6,41,83.0,1
2017-11-22,2017,11,2,7,17,89.0,1
2017-11-22,2017,11,2,8,9,30.0,1
2017-11-22,2017,11,2,9,9,19.0,1
2017-11-22,2017,11,2,10,8,9.0,1
2017-11-22,2017,11,2,11,6,8.0,1
2017-11-22,2017,11,2,12,10,7.0,1
2017-11-22,2017,11,2,13,12,5.0,1
2017-11-22,2017,11,2,14,5,11.0,1
2017-11-22,2017,11,2,15,13,9.0,1
2017-11-22,2017,11,2,16,14,16.0,1
2017-11-22,2017,11,2,17,9,14.0,1
2017-11-22,2017,11,2,18,4,19.0,1
2017-11-22,2017,11,2,19,6,12.0,1
2017-11-22,2017,11,2,20,2,5.0,1
2017-11-22,2017,11,2,21,2,2.0,1
2017-11-22,2017,11,2,22,4,3.0,1
2017-11-23,2017,11,3,0,1,2.0,1
2017-11-23,2017,11,3,2,1,,1
2017-11-23,2017,11,3,4,2,1.0,1
2017-11-23,2017,11,3,5,1,4.0,1
2017-11-23,2017,11,3,6,2,41.0,1
2017-11-23,2017,11,3,7,3,17.0,1
2017-11-23,2017,11,3,8,1,9.0,1
2017-11-23,2017,11,3,9,4,9.0,1
2017-11-23,2017,11,3,10,1,8.0,1
2017-11-23,2017,11,3,11,6,6.0,1
2017-11-23,2017,11,3,12,13,10.0,1
2017-11-23,2017,11,3,13,2,12.0,1
2017-11-23,2017,11,3,14,2,5.0,1
2017-11-23,2017,11,3,15,8,13.0,1
2017-11-23,2017,11,3,16,5,14.0,1
2017-11-23,2017,11,3,17,1,9.0,1
2017-11-23,2017,11,3,20,6,2.0,1
2017-11-23,2017,11,3,21,9,2.0,1
2017-11-23,2017,11,3,22,6,4.0,1
2017-11-23,2017,11,3,23,1,,1
2017-11-24,2017,11,4,0,2,1.0,1
2017-11-24,2017,11,4,6,1,2.0,1
2017-11-24,2017,11,4,7,3,3.0,1
2017-11-24,2017,11,4,8,12,1.0,1
2017-11-24,2017,11,4,9,11,4.0,1
2017-11-24,2017,11,4,10,7,1.0,1
2017-11-24,2017,11,4,11,7,6.0,1
2017-11-24,2017,11,4,12,11,13.0,1
2017-11-24,2017,11,4,13,5,2.0,1
2017-11-24,2017,11,4,14,13,2.0,1
2017-11-24,2017,11,4,15,10,8.0,1
2017-11-24,2017,11,4,16,6,5.0,1
2017-11-24,2017,11,4,17,5,1.0,1
2017-11-24,2017,11,4,18,3,,1
2017-11-24,2017,11,4,19,5,,1
2017-11-24,2017,11,4,20,4,6.0,1
2017-11-24,2017,11,4,21,5,9.0,1
2017-11-24,2017,11,4,22,2,6.0,1
2017-11-25,2017,11,5,0,2,2.0,0
2017-11-25,2017,11,5,1,3,,0
2017-11-25,2017,11,5,2,2,,0
2017-11-25,2017,11,5,4,1,,0
2017-11-25,2017,11,5,6,2,1.0,0
2017-11-25,2017,11,5,7,5,3.0,0
2017-11-25,2017,11,5,9,5,11.0,0
2017-11-25,2017,11,5,10,8,7.0,0
2017-11-25,2017,11,5,11,8,7.0,0
2017-11-25,2017,11,5,12,4,11.0,0
2017-11-25,2017,11,5,13,6,5.0,0
2017-11-25,2017,11,5,14,8,13.0,0
2017-11-25,2017,11,5,15,7,10.0,0
2017-11-25,2017,11,5,16,5,6.0,0
2017-11-25,2017,11,5,17,9,5.0,0
2017-11-25,2017,11,5,18,4,3.0,0
2017-11-25,2017,11,5,19,6,5.0,0
2017-11-25,2017,11,5,20,6,4.0,0
2017-11-25,2017,11,5,21,3,5.0,0
2017-11-25,2017,11,5,22,4,2.0,0
2017-11-25,2017,11,5,23,2,,0
2017-11-26,2017,11,6,0,2,2.0,0
2017-11-26,2017,11,6,1,6,3.0,0
2017-11-26,2017,11,6,3,1,,0
2017-11-26,2017,11,6,8,2,,0
2017-11-26,2017,11,6,10,5,8.0,0
2017-11-26,2017,11,6,11,8,8.0,0
2017-11-26,2017,11,6,12,1,4.0,0
2017-11-26,2017,11,6,13,11,6.0,0
2017-11-26,2017,11,6,14,5,8.0,0
2017-11-26,2017,11,6,15,6,7.0,0
2017-11-26,2017,11,6,16,9,5.0,0
2017-11-26,2017,11,6,17,11,9.0,0
2017-11-26,2017,11,6,18,1,4.0,0
2017-11-26,2017,11,6,19,7,6.0,0
2017-11-26,2017,11,6,20,1,6.0,0
2017-11-26,2017,11,6,21,1,3.0,0
2017-11-26,2017,11,6,22,2,4.0,0
2017-11-27,2017,11,0,0,1,2.0,1
2017-11-27,2017,11,0,1,1,6.0,1
2017-11-27,2017,11,0,4,2,,1
2017-11-27,2017,11,0,5,9,,1
2017-11-27,2017,11,0,6,131,,1
2017-11-27,2017,11,0,7,62,,1
2017-11-27,2017,11,0,8,22,2.0,1
2017-11-27,2017,11,0,9,15,,1
2017-11-27,2017,11,0,10,7,5.0,1
2017-11-27,2017,11,0,11,5,8.0,1
2017-11-27,2017,11,0,12,1,1.0,1
2017-11-27,2017,11,0,13,5,11.0,1
2017-11-27,2017,11,0,14,5,5.0,1
2017-11-27,2017,11,0,15,8,6.0,1
2017-11-27,2017,11,0,16,4,9.0,1
2017-11-27,2017,11,0,17,14,11.0,1
2017-11-27,2017,11,0,18,23,1.0,1
2017-11-27,2017,11,0,19,13,7.0,1
2017-11-27,2017,11,0,20,5,1.0,1
2017-11-27,2017,11,0,21,3,1.0,1
2017-11-27,2017,11,0,22,4,2.0,1
2017-11-27,2017,11,0,23,2,,1
2017-11-28,2017,11,1,0,1,1.0,1
2017-11-28,2017,11,1,1,1,1.0,1
2017-11-28,2017,11,1,4,1,2.0,1
2017-11-28,2017,11,1,5,5,9.0,1
2017-11-28,2017,11,1,6,100,131.0,1
2017-11-28,2017,11,1,7,77,62.0,1
2017-11-28,2017,11,1,8,26,22.0,1
2017-11-28,2017,11,1,9,15,15.0,1
2017-11-28,2017,11,1,10,6,7.0,1
2017-11-28,2017,11,1,11,6,5.0,1
2017-11-28,2017,11,1,12,10,1.0,1
2017-11-28,2017,11,1,13,10,5.0,1
2017-11-28,2017,11,1,14,12,5.0,1
2017-11-28,2017,11,1,15,14,8.0,1
2017-11-28,2017,11,1,16,22,4.0,1
2017-11-28,2017,11,1,17,28,14.0,1
2017-11-28,2017,11,1,18,45,23.0,1
2017-11-28,2017,11,1,19,29,13.0,1
2017-11-28,2017,11,1,20,13,5.0,1
2017-11-28,2017,11,1,21,8,3.0,1
2017-11-28,2017,11,1,22,1,4.0,1
2017-11-28,2017,11,1,23,3,2.0,1
2017-11-29,2017,11,2,0,1,1.0,1
2017-11-29,2017,11,2,1,1,1.0,1
2017-11-29,2017,11,2,4,1,1.0,1
2017-11-29,2017,11,2,6,100,100.0,1
2017-11-29,2017,11,2,7,87,77.0,1
2017-11-29,2017,11,2,8,36,26.0,1
2017-11-29,2017,11,2,9,26,15.0,1
2017-11-29,2017,11,2,10,12,6.0,1
2017-11-29,2017,11,2,11,13,6.0,1
2017-11-29,2017,11,2,12,7,10.0,1
2017-11-29,2017,11,2,13,11,10.0,1
2017-11-29,2017,11,2,14,10,12.0,1
2017-11-29,2017,11,2,15,11,14.0,1
2017-11-29,2017,11,2,16,15,22.0,1
2017-11-29,2017,11,2,17,30,28.0,1
2017-11-29,2017,11,2,18,36,45.0,1
2017-11-29,2017,11,2,19,29,29.0,1
2017-11-29,2017,11,2,20,9,13.0,1
2017-11-29,2017,11,2,21,12,8.0,1
2017-11-29,2017,11,2,22,16,1.0,1
2017-11-30,2017,11,3,0,4,1.0,1
2017-11-30,2017,11,3,1,1,1.0,1
2017-11-30,2017,11,3,2,1,,1
2017-11-30,2017,11,3,5,4,,1
2017-11-30,2017,11,3,6,98,100.0,1
2017-11-30,2017,11,3,7,92,87.0,1
2017-11-30,2017,11,3,8,39,36.0,1
2017-11-30,2017,11,3,9,27,26.0,1
2017-11-30,2017,11,3,10,14,12.0,1
2017-11-30,2017,11,3,11,7,13.0,1
2017-11-30,2017,11,3,12,5,7.0,1
2017-11-30,2017,11,3,13,12,11.0,1
2017-11-30,2017,11,3,14,5,10.0,1
2017-11-30,2017,11,3,15,18,11.0,1
2017-11-30,2017,11,3,16,30,15.0,1
2017-11-30,2017,11,3,17,32,30.0,1
2017-11-30,2017,11,3,18,47,36.0,1
2017-11-30,2017,11,3,19,16,29.0,1
