year,month,day,hour,dayofweek,date,count1,tempC,precipMM,humidity
2017,1,1,0,6,2017-01-01,2,4.0,0.6,75.0
2017,1,1,1,6,2017-01-01,2,4.0,0.3,76.0
2017,1,1,2,6,2017-01-01,0,4.0,0.0,78.0
2017,1,1,3,6,2017-01-01,0,4.0,0.0,80.0
2017,1,1,4,6,2017-01-01,1,3.0,0.0,81.0
2017,1,1,5,6,2017-01-01,1,3.0,0.0,82.0
2017,1,1,6,6,2017-01-01,0,3.0,0.0,84.0
2017,1,1,7,6,2017-01-01,0,3.0,0.0,81.0
2017,1,1,8,6,2017-01-01,0,4.0,0.0,78.0
2017,1,1,9,6,2017-01-01,0,5.0,0.0,76.0
2017,1,1,10,6,2017-01-01,0,6.0,0.0,72.0
2017,1,1,11,6,2017-01-01,2,6.0,0.0,67.0
2017,1,1,12,6,2017-01-01,1,6.0,0.0,63.0
2017,1,1,13,6,2017-01-01,6,7.0,0.0,66.0
2017,1,1,14,6,2017-01-01,6,8.0,0.0,69.0
2017,1,1,15,6,2017-01-01,0,9.0,0.0,72.0
2017,1,1,16,6,2017-01-01,7,8.0,0.0,74.0
2017,1,1,17,6,2017-01-01,4,7.0,0.0,76.0
2017,1,1,18,6,2017-01-01,6,6.0,0.0,78.0
2017,1,1,19,6,2017-01-01,4,5.0,0.0,76.0
2017,1,1,20,6,2017-01-01,3,4.0,0.0,75.0
2017,1,1,21,6,2017-01-01,1,3.0,0.0,74.0
2017,1,1,22,6,2017-01-01,3,3.0,0.0,74.0
2017,1,1,23,6,2017-01-01,1,3.0,0.0,73.0
2017,1,2,0,0,2017-01-02,0,3.0,0.0,73.0
2017,1,2,1,0,2017-01-02,0,3.0,0.0,75.0
2017,1,2,2,0,2017-01-02,0,3.0,0.0,77.0
2017,1,2,3,0,2017-01-02,0,3.0,0.0,79.0
2017,1,2,4,0,2017-01-02,0,3.0,0.0,79.0
2017,1,2,5,0,2017-01-02,0,3.0,0.0,79.0
2017,1,2,6,0,2017-01-02,3,3.0,0.0,80.0
2017,1,2,7,0,2017-01-02,2,4.0,0.0,79.0
2017,1,2,8,0,2017-01-02,0,4.0,0.3,79.0
2017,1,2,9,0,2017-01-02,0,4.0,0.4,78.0
2017,1,2,10,0,2017-01-02,6,4.0,0.2,78.0
2017,1,2,11,0,2017-01-02,1,4.0,0.0,79.0
2017,1,2,12,0,2017-01-02,0,4.0,0.0,79.0
2017,1,2,13,0,2017-01-02,0,4.0,0.0,81.0
2017,1,2,14,0,2017-01-02,2,4.0,0.3,83.0
2017,1,2,15,0,2017-01-02,1,4.0,0.4,84.0
2017,1,2,16,0,2017-01-02,1,4.0,0.2,85.0
2017,1,2,17,0,2017-01-02,1,4.0,0.0,86.0
2017,1,2,18,0,2017-01-02,3,4.0,0.0,87.0
2017,1,2,19,0,2017-01-02,1,4.0,0.0,88.0
2017,1,2,20,0,2017-01-02,0,4.0,0.1,89.0
2017,1,2,21,0,2017-01-02,2,4.0,0.2,90.0
2017,1,2,22,0,2017-01-02,3,4.0,0.1,91.0
2017,1,2,23,0,2017-01-02,1,4.0,0.2,92.0
2017,1,3,0,1,2017-01-03,0,5.0,0.3,92.0
2017,1,3,1,1,2017-01-03,0,5.0,0.2,93.0
2017,1,3,2,1,2017-01-03,0,5.0,0.1,93.0
2017,1,3,3,1,2017-01-03,0,5.0,0.1,93.0
2017,1,3,4,1,2017-01-03,3,5.0,0.0,93.0
2017,1,3,5,1,2017-01-03,3,5.0,0.0,93.0
2017,1,3,6,1,2017-01-03,29,6.0,0.0,93.0
2017,1,3,7,1,2017-01-03,20,6.0,0.0,93.0
2017,1,3,8,1,2017-01-03,8,6.0,0.4,93.0
2017,1,3,9,1,2017-01-03,8,6.0,0.5,93.0
2017,1,3,10,1,2017-01-03,0,6.0,0.2,94.0
2017,1,3,11,1,2017-01-03,2,6.0,0.6,95.0
2017,1,3,12,1,2017-01-03,2,7.0,0.8,95.0
2017,1,3,13,1,2017-01-03,1,7.0,0.4,95.0
2017,1,3,14,1,2017-01-03,1,6.0,2.3,95.0
2017,1,3,15,1,2017-01-03,1,6.0,3.1,95.0
2017,1,3,16,1,2017-01-03,2,6.0,1.6,95.0
2017,1,3,17,1,2017-01-03,3,6.0,0.0,96.0
2017,1,3,18,1,2017-01-03,3,6.0,0.0,96.0
2017,1,3,19,1,2017-01-03,7,6.0,0.0,95.0
2017,1,3,20,1,2017-01-03,5,5.0,0.1,95.0
2017,1,3,21,1,2017-01-03,1,5.0,0.2,94.0
2017,1,3,22,1,2017-01-03,1,5.0,0.1,94.0
2017,1,3,23,1,2017-01-03,0,5.0,0.0,94.0
2017,1,4,0,2,2017-01-04,0,5.0,0.0,94.0
2017,1,4,1,2,2017-01-04,0,5.0,0.0,94.0
2017,1,4,2,2,2017-01-04,0,4.0,0.0,94.0
2017,1,4,3,2,2017-01-04,1,4.0,0.0,94.0
2017,1,4,4,2,2017-01-04,3,5.0,0.0,93.0
2017,1,4,5,2,2017-01-04,7,5.0,0.0,93.0
2017,1,4,6,2,2017-01-04,32,5.0,0.0,93.0
2017,1,4,7,2,2017-01-04,7,6.0,0.0,90.0
2017,1,4,8,2,2017-01-04,23,7.0,0.0,86.0
2017,1,4,9,2,2017-01-04,16,8.0,0.0,83.0
2017,1,4,10,2,2017-01-04,4,8.0,0.0,80.0
2017,1,4,11,2,2017-01-04,3,9.0,0.0,77.0
2017,1,4,12,2,2017-01-04,6,9.0,0.0,74.0
2017,1,4,13,2,2017-01-04,7,9.0,0.0,75.0
2017,1,4,14,2,2017-01-04,8,8.0,0.0,75.0
2017,1,4,15,2,2017-01-04,10,7.0,0.0,75.0
2017,1,4,16,2,2017-01-04,6,6.0,0.0,74.0
2017,1,4,17,2,2017-01-04,12,5.0,0.0,73.0
2017,1,4,18,2,2017-01-04,18,3.0,0.0,72.0
2017,1,4,19,2,2017-01-04,5,3.0,0.0,71.0
2017,1,4,20,2,2017-01-04,0,2.0,0.0,71.0
2017,1,4,21,2,2017-01-04,1,1.0,0.0,70.0
2017,1,4,22,2,2017-01-04,0,1.0,0.0,69.0
2017,1,4,23,2,2017-01-04,3,0.0,0.0,67.0
2017,1,5,0,3,2017-01-05,2,-1.0,0.0,66.0
2017,1,5,1,3,2017-01-05,0,-1.0,0.0,64.0
2017,1,5,2,3,2017-01-05,0,-1.0,0.0,62.0
2017,1,5,3,3,2017-01-05,0,-1.0,0.0,59.0
2017,1,5,4,3,2017-01-05,3,-2.0,0.0,58.0
2017,1,5,5,3,2017-01-05,6,-2.0,0.0,56.0
2017,1,5,6,3,2017-01-05,37,-2.0,0.0,54.0
2017,1,5,7,3,2017-01-05,15,-2.0,0.0,52.0
2017,1,5,8,3,2017-01-05,16,-2.0,0.0,49.0
2017,1,5,9,3,2017-01-05,9,-2.0,0.0,47.0
2017,1,5,10,3,2017-01-05,2,-1.0,0.0,44.0
2017,1,5,11,3,2017-01-05,3,0.0,0.0,42.0
2017,1,5,12,3,2017-01-05,6,1.0,0.0,40.0
2017,1,5,13,3,2017-01-05,3,0.0,0.0,39.0
2017,1,5,14,3,2017-01-05,6,0.0,0.0,39.0
2017,1,5,15,3,2017-01-05,9,0.0,0.0,39.0
2017,1,5,16,3,2017-01-05,6,0.0,0.0,40.0
2017,1,5,17,3,2017-01-05,9,0.0,0.0,42.0
2017,1,5,18,3,2017-01-05,15,-1.0,0.0,44.0
2017,1,5,19,3,2017-01-05,11,-1.0,0.0,46.0
2017,1,5,20,3,2017-01-05,5,-1.0,0.0,48.0
2017,1,5,21,3,2017-01-05,2,-1.0,0.0,51.0
2017,1,5,22,3,2017-01-05,3,-1.0,0.0,61.0
2017,1,5,23,3,2017-01-05,3,-2.0,0.2,72.0
2017,1,6,0,4,2017-01-06,0,-2.0,0.4,83.0
2017,1,6,1,4,2017-01-06,0,-2.0,0.2,83.0
2017,1,6,2,4,2017-01-06,0,-2.0,0.6,84.0
2017,1,6,3,4,2017-01-06,0,-2.0,0.8,85.0
2017,1,6,4,4,2017-01-06,3,-2.0,0.4,82.0
2017,1,6,5,4,2017-01-06,2,-2.0,0.7,79.0
2017,1,6,6,4,2017-01-06,20,-2.0,0.9,76.0
2017,1,6,7,4,2017-01-06,35,-2.0,0.5,71.0
2017,1,6,8,4,2017-01-06,27,-2.0,0.0,66.0
2017,1,6,9,4,2017-01-06,9,-1.0,0.0,61.0
2017,1,6,10,4,2017-01-06,1,-1.0,0.0,57.0
2017,1,6,11,4,2017-01-06,3,0.0,0.0,53.0
2017,1,6,12,4,2017-01-06,1,0.0,0.0,49.0
2017,1,6,13,4,2017-01-06,9,0.0,0.0,49.0
2017,1,6,14,4,2017-01-06,4,0.0,0.0,49.0
2017,1,6,15,4,2017-01-06,4,0.0,0.0,49.0
2017,1,6,16,4,2017-01-06,5,-1.0,0.0,52.0
2017,1,6,17,4,2017-01-06,7,-2.0,0.0,54.0
2017,1,6,18,4,2017-01-06,12,-2.0,0.0,56.0
2017,1,6,19,4,2017-01-06,5,-2.0,0.0,55.0
2017,1,6,20,4,2017-01-06,1,-3.0,0.0,55.0
2017,1,6,21,4,2017-01-06,3,-3.0,0.0,54.0
2017,1,6,22,4,2017-01-06,2,-3.0,0.0,55.0
2017,1,6,23,4,2017-01-06,0,-3.0,0.0,56.0
2017,1,7,0,5,2017-01-07,2,-4.0,0.0,58.0
2017,1,7,1,5,2017-01-07,0,-4.0,0.0,58.0
2017,1,7,2,5,2017-01-07,1,-4.0,0.0,57.0
2017,1,7,3,5,2017-01-07,0,-4.0,0.0,57.0
2017,1,7,4,5,2017-01-07,0,-4.0,0.0,57.0
2017,1,7,5,5,2017-01-07,1,-4.0,0.0,56.0
2017,1,7,6,5,2017-01-07,2,-4.0,0.0,56.0
2017,1,7,7,5,2017-01-07,1,-5.0,0.0,67.0
2017,1,7,8,5,2017-01-07,1,-5.0,0.6,78.0
2017,1,7,9,5,2017-01-07,1,-6.0,0.8,89.0
2017,1,7,10,5,2017-01-07,1,-6.0,0.4,90.0
2017,1,7,11,5,2017-01-07,0,-6.0,0.0,91.0
2017,1,7,12,5,2017-01-07,0,-5.0,0.0,92.0
2017,1,7,13,5,2017-01-07,1,-5.0,0.0,92.0
2017,1,7,14,5,2017-01-07,2,-6.0,1.0,93.0
2017,1,7,15,5,2017-01-07,1,-6.0,1.3,93.0
2017,1,7,16,5,2017-01-07,0,-6.0,0.7,92.0
2017,1,7,17,5,2017-01-07,0,-6.0,0.4,91.0
2017,1,7,18,5,2017-01-07,0,-6.0,0.6,90.0
2017,1,7,19,5,2017-01-07,0,-6.0,0.3,89.0
2017,1,7,20,5,2017-01-07,1,-6.0,0.2,87.0
2017,1,7,21,5,2017-01-07,0,-6.0,0.2,85.0
2017,1,7,22,5,2017-01-07,0,-6.0,0.1,85.0
2017,1,7,23,5,2017-01-07,0,-7.0,0.0,84.0
2017,1,8,0,6,2017-01-08,0,-7.0,0.0,83.0
2017,1,8,1,6,2017-01-08,0,-8.0,0.0,83.0
2017,1,8,2,6,2017-01-08,0,-8.0,0.0,82.0
2017,1,8,3,6,2017-01-08,0,-8.0,0.0,81.0
2017,1,8,4,6,2017-01-08,1,-8.0,0.0,81.0
2017,1,8,5,6,2017-01-08,0,-9.0,0.0,81.0
2017,1,8,6,6,2017-01-08,0,-9.0,0.0,81.0
2017,1,8,7,6,2017-01-08,0,-8.0,0.0,79.0
2017,1,8,8,6,2017-01-08,0,-8.0,0.0,76.0
2017,1,8,9,6,2017-01-08,0,-7.0,0.0,73.0
2017,1,8,10,6,2017-01-08,2,-6.0,0.0,71.0
2017,1,8,11,6,2017-01-08,1,-6.0,0.0,69.0
2017,1,8,12,6,2017-01-08,0,-5.0,0.0,67.0
2017,1,8,13,6,2017-01-08,2,-5.0,0.0,68.0
2017,1,8,14,6,2017-01-08,4,-5.0,0.1,69.0
2017,1,8,15,6,2017-01-08,0,-5.0,0.1,71.0
2017,1,8,16,6,2017-01-08,0,-6.0,0.1,72.0
2017,1,8,17,6,2017-01-08,4,-6.0,0.0,73.0
2017,1,8,18,6,2017-01-08,2,-7.0,0.0,74.0
2017,1,8,19,6,2017-01-08,0,-7.0,0.0,74.0
2017,1,8,20,6,2017-01-08,1,-8.0,0.0,73.0
2017,1,8,21,6,2017-01-08,0,-8.0,0.0,73.0
2017,1,8,22,6,2017-01-08,2,-8.0,0.0,74.0
2017,1,8,23,6,2017-01-08,1,-9.0,0.0,74.0
2017,1,9,0,0,2017-01-09,0,-9.0,0.0,74.0
2017,1,9,1,0,2017-01-09,0,-9.0,0.0,75.0
2017,1,9,2,0,2017-01-09,0,-9.0,0.0,76.0
2017,1,9,3,0,2017-01-09,0,-10.0,0.0,76.0
2017,1,9,4,0,2017-01-09,0,-10.0,0.0,76.0
2017,1,9,5,0,2017-01-09,4,-10.0,0.0,76.0
2017,1,9,6,0,2017-01-09,15,-10.0,0.0,76.0
2017,1,9,7,0,2017-01-09,22,-9.0,0.0,73.0
2017,1,9,8,0,2017-01-09,10,-9.0,0.0,70.0
2017,1,9,9,0,2017-01-09,6,-8.0,0.0,67.0
2017,1,9,10,0,2017-01-09,2,-7.0,0.0,67.0
2017,1,9,11,0,2017-01-09,2,-7.0,0.0,67.0
2017,1,9,12,0,2017-01-09,5,-6.0,0.0,67.0
2017,1,9,13,0,2017-01-09,1,-6.0,0.0,69.0
2017,1,9,14,0,2017-01-09,1,-6.0,0.0,70.0
2017,1,9,15,0,2017-01-09,2,-6.0,0.0,72.0
2017,1,9,16,0,2017-01-09,1,-6.0,0.0,75.0
2017,1,9,17,0,2017-01-09,6,-7.0,0.0,79.0
2017,1,9,18,0,2017-01-09,9,-7.0,0.0,82.0
2017,1,9,19,0,2017-01-09,4,-7.0,0.0,81.0
2017,1,9,20,0,2017-01-09,1,-7.0,0.0,80.0
2017,1,9,21,0,2017-01-09,0,-7.0,0.0,79.0
2017,1,9,22,0,2017-01-09,2,-7.0,0.0,79.0
2017,1,9,23,0,2017-01-09,0,-7.0,0.0,80.0
2017,1,10,0,1,2017-01-10,1,-7.0,0.0,80.0
2017,1,10,1,1,2017-01-10,0,-7.0,0.0,79.0
2017,1,10,2,1,2017-01-10,0,-7.0,0.0,78.0
2017,1,10,3,1,2017-01-10,0,-7.0,0.0,76.0
2017,1,10,4,1,2017-01-10,3,-7.0,0.0,76.0
2017,1,10,5,1,2017-01-10,5,-7.0,0.0,75.0
2017,1,10,6,1,2017-01-10,25,-6.0,0.0,74.0
2017,1,10,7,1,2017-01-10,32,-5.0,0.0,70.0
2017,1,10,8,1,2017-01-10,14,-4.0,0.0,65.0
2017,1,10,9,1,2017-01-10,7,-2.0,0.0,61.0
2017,1,10,10,1,2017-01-10,4,-1.0,0.0,63.0
2017,1,10,11,1,2017-01-10,1,0.0,0.0,66.0
2017,1,10,12,1,2017-01-10,4,1.0,0.0,69.0
2017,1,10,13,1,2017-01-10,4,1.0,0.0,73.0
2017,1,10,14,1,2017-01-10,3,2.0,0.0,78.0
2017,1,10,15,1,2017-01-10,7,2.0,0.0,82.0
2017,1,10,16,1,2017-01-10,6,2.0,0.0,84.0
2017,1,10,17,1,2017-01-10,5,3.0,0.0,86.0
2017,1,10,18,1,2017-01-10,14,3.0,0.0,88.0
2017,1,10,19,1,2017-01-10,11,4.0,0.0,88.0
2017,1,10,20,1,2017-01-10,3,4.0,0.0,88.0
2017,1,10,21,1,2017-01-10,2,4.0,0.0,88.0
2017,1,10,22,1,2017-01-10,3,4.0,0.0,90.0
2017,1,10,23,1,2017-01-10,0,4.0,0.0,93.0
2017,1,11,0,2,2017-01-11,1,5.0,0.0,96.0
2017,1,11,1,2,2017-01-11,0,5.0,0.0,96.0
2017,1,11,2,2,2017-01-11,0,5.0,1.7,96.0
2017,1,11,3,2,2017-01-11,0,5.0,2.3,96.0
2017,1,11,4,2,2017-01-11,3,5.0,1.1,95.0
2017,1,11,5,2,2017-01-11,2,5.0,1.6,95.0
2017,1,11,6,2,2017-01-11,32,4.0,2.1,94.0
2017,1,11,7,2,2017-01-11,42,5.0,1.0,93.0
2017,1,11,8,2,2017-01-11,13,5.0,0.0,92.0
2017,1,11,9,2,2017-01-11,14,5.0,0.0,91.0
2017,1,11,10,2,2017-01-11,6,6.0,0.0,90.0
2017,1,11,11,2,2017-01-11,4,7.0,0.0,90.0
2017,1,11,12,2,2017-01-11,4,8.0,0.0,89.0
2017,1,11,13,2,2017-01-11,8,7.0,0.0,91.0
2017,1,11,14,2,2017-01-11,4,7.0,0.0,92.0
2017,1,11,15,2,2017-01-11,5,7.0,0.0,94.0
2017,1,11,16,2,2017-01-11,4,6.0,0.0,94.0
2017,1,11,17,2,2017-01-11,10,6.0,0.0,94.0
2017,1,11,18,2,2017-01-11,11,5.0,0.0,93.0
2017,1,11,19,2,2017-01-11,14,5.0,0.0,95.0
2017,1,11,20,2,2017-01-11,5,5.0,1.3,96.0
2017,1,11,21,2,2017-01-11,0,6.0,1.7,97.0
2017,1,11,22,2,2017-01-11,0,6.0,0.8,97.0
2017,1,11,23,2,2017-01-11,0,6.0,4.3,97.0
2017,1,12,0,3,2017-01-12,0,7.0,8.5,97.0
2017,1,12,1,3,2017-01-12,0,7.0,4.3,96.0
2017,1,12,2,3,2017-01-12,0,8.0,0.1,94.0
2017,1,12,3,3,2017-01-12,0,9.0,0.2,93.0
2017,1,12,4,3,2017-01-12,3,9.0,0.1,94.0
2017,1,12,5,3,2017-01-12,6,10.0,0.0,94.0
2017,1,12,6,3,2017-01-12,36,10.0,0.0,95.0
2017,1,12,7,3,2017-01-12,35,11.0,0.0,94.0
2017,1,12,8,3,2017-01-12,20,11.0,0.0,93.0
2017,1,12,9,3,2017-01-12,12,12.0,0.0,93.0
2017,1,12,10,3,2017-01-12,7,13.0,0.0,90.0
2017,1,12,11,3,2017-01-12,7,14.0,0.0,87.0
2017,1,12,12,3,2017-01-12,6,15.0,0.0,84.0
2017,1,12,13,3,2017-01-12,10,15.0,0.0,85.0
2017,1,12,14,3,2017-01-12,4,14.0,0.0,86.0
2017,1,12,15,3,2017-01-12,8,14.0,0.0,87.0
2017,1,12,16,3,2017-01-12,11,14.0,0.0,87.0
2017,1,12,17,3,2017-01-12,8,14.0,0.0,87.0
2017,1,12,18,3,2017-01-12,16,14.0,0.0,88.0
2017,1,12,19,3,2017-01-12,23,13.0,0.0,89.0
2017,1,12,20,3,2017-01-12,9,13.0,0.1,90.0
2017,1,12,21,3,2017-01-12,7,13.0,0.1,92.0
2017,1,12,22,3,2017-01-12,9,13.0,0.0,93.0
2017,1,12,23,3,2017-01-12,7,12.0,0.1,94.0
2017,1,13,0,4,2017-01-13,5,12.0,0.1,95.0
2017,1,13,1,4,2017-01-13,1,11.0,0.1,93.0
2017,1,13,2,4,2017-01-13,1,10.0,0.0,91.0
2017,1,13,3,4,2017-01-13,1,10.0,0.0,90.0
2017,1,13,4,4,2017-01-13,1,8.0,0.0,88.0
2017,1,13,5,4,2017-01-13,2,7.0,0.0,86.0
2017,1,13,6,4,2017-01-13,50,6.0,0.0,85.0
2017,1,13,7,4,2017-01-13,17,6.0,0.0,81.0
2017,1,13,8,4,2017-01-13,17,6.0,0.0,77.0
2017,1,13,9,4,2017-01-13,15,6.0,0.0,74.0
2017,1,13,10,4,2017-01-13,4,6.0,0.0,71.0
2017,1,13,11,4,2017-01-13,4,6.0,0.0,68.0
2017,1,13,12,4,2017-01-13,8,6.0,0.0,66.0
2017,1,13,13,4,2017-01-13,9,5.0,0.0,66.0
2017,1,13,14,4,2017-01-13,5,5.0,0.0,67.0
2017,1,13,15,4,2017-01-13,5,4.0,0.0,67.0
2017,1,13,16,4,2017-01-13,4,3.0,0.0,68.0
2017,1,13,17,4,2017-01-13,7,2.0,0.0,69.0
2017,1,13,18,4,2017-01-13,14,1.0,0.0,69.0
2017,1,13,19,4,2017-01-13,6,1.0,0.0,66.0
2017,1,13,20,4,2017-01-13,4,0.0,0.0,63.0
2017,1,13,21,4,2017-01-13,3,0.0,0.0,60.0
2017,1,13,22,4,2017-01-13,1,0.0,0.0,59.0
2017,1,13,23,4,2017-01-13,1,0.0,0.0,58.0
2017,1,14,0,5,2017-01-14,1,-1.0,0.0,57.0
2017,1,14,1,5,2017-01-14,0,-1.0,0.0,56.0
2017,1,14,2,5,2017-01-14,0,-1.0,0.0,55.0
2017,1,14,3,5,2017-01-14,0,-1.0,0.0,55.0
2017,1,14,4,5,2017-01-14,1,-1.0,0.0,54.0
2017,1,14,5,5,2017-01-14,0,-1.0,0.0,54.0
2017,1,14,6,5,2017-01-14,3,-1.0,0.0,53.0
2017,1,14,7,5,2017-01-14,3,-1.0,0.0,51.0
2017,1,14,8,5,2017-01-14,2,-1.0,0.0,49.0
2017,1,14,9,5,2017-01-14,0,-1.0,0.0,47.0
2017,1,14,10,5,2017-01-14,7,0.0,0.0,47.0
2017,1,14,11,5,2017-01-14,4,1.0,0.0,48.0
2017,1,14,12,5,2017-01-14,1,1.0,0.0,48.0
2017,1,14,13,5,2017-01-14,3,1.0,0.0,59.0
2017,1,14,14,5,2017-01-14,5,0.0,0.2,70.0
2017,1,14,15,5,2017-01-14,3,-1.0,0.3,81.0
2017,1,14,16,5,2017-01-14,3,-1.0,0.1,83.0
2017,1,14,17,5,2017-01-14,4,-1.0,0.4,85.0
2017,1,14,18,5,2017-01-14,2,-1.0,0.6,87.0
2017,1,14,19,5,2017-01-14,2,-1.0,0.3,88.0
2017,1,14,20,5,2017-01-14,2,-1.0,0.1,89.0
2017,1,14,21,5,2017-01-14,0,-1.0,0.2,90.0
2017,1,14,22,5,2017-01-14,0,-1.0,0.1,90.0
2017,1,14,23,5,2017-01-14,1,-1.0,0.1,90.0
2017,1,15,0,6,2017-01-15,0,-1.0,0.3,90.0
2017,1,15,1,6,2017-01-15,1,-1.0,0.1,88.0
2017,1,15,2,6,2017-01-15,0,-1.0,0.0,87.0
2017,1,15,3,6,2017-01-15,0,-1.0,0.0,85.0
2017,1,15,4,6,2017-01-15,0,-1.0,0.0,82.0
2017,1,15,5,6,2017-01-15,0,-1.0,0.0,79.0
2017,1,15,6,6,2017-01-15,0,-1.0,0.0,76.0
2017,1,15,7,6,2017-01-15,0,-1.0,0.0,72.0
2017,1,15,8,6,2017-01-15,1,0.0,0.0,68.0
2017,1,15,9,6,2017-01-15,1,1.0,0.0,64.0
2017,1,15,10,6,2017-01-15,4,2.0,0.0,62.0
2017,1,15,11,6,2017-01-15,1,3.0,0.0,59.0
2017,1,15,12,6,2017-01-15,6,4.0,0.0,57.0
2017,1,15,13,6,2017-01-15,6,4.0,0.0,59.0
2017,1,15,14,6,2017-01-15,5,4.0,0.0,61.0
2017,1,15,15,6,2017-01-15,6,4.0,0.0,64.0
2017,1,15,16,6,2017-01-15,5,3.0,0.0,66.0
2017,1,15,17,6,2017-01-15,3,3.0,0.0,69.0
2017,1,15,18,6,2017-01-15,3,2.0,0.0,72.0
2017,1,15,19,6,2017-01-15,5,1.0,0.0,72.0
2017,1,15,20,6,2017-01-15,1,0.0,0.0,73.0
2017,1,15,21,6,2017-01-15,1,-1.0,0.0,74.0
2017,1,15,22,6,2017-01-15,5,-1.0,0.0,73.0
2017,1,15,23,6,2017-01-15,1,-2.0,0.0,72.0
2017,1,16,0,0,2017-01-16,0,-2.0,0.0,72.0
2017,1,16,1,0,2017-01-16,0,-2.0,0.0,72.0
2017,1,16,2,0,2017-01-16,1,-2.0,0.0,72.0
2017,1,16,3,0,2017-01-16,0,-2.0,0.0,73.0
2017,1,16,4,0,2017-01-16,2,-2.0,0.0,73.0
2017,1,16,5,0,2017-01-16,0,-2.0,0.0,73.0
2017,1,16,6,0,2017-01-16,6,-3.0,0.0,73.0
2017,1,16,7,0,2017-01-16,13,-2.0,0.0,69.0
2017,1,16,8,0,2017-01-16,12,-1.0,0.0,66.0
2017,1,16,9,0,2017-01-16,12,0.0,0.0,62.0
2017,1,16,10,0,2017-01-16,1,2.0,0.0,58.0
2017,1,16,11,0,2017-01-16,2,3.0,0.0,54.0
2017,1,16,12,0,2017-01-16,9,4.0,0.0,49.0
2017,1,16,13,0,2017-01-16,3,4.0,0.0,53.0
2017,1,16,14,0,2017-01-16,1,4.0,0.0,57.0
2017,1,16,15,0,2017-01-16,9,4.0,0.0,61.0
2017,1,16,16,0,2017-01-16,8,3.0,0.0,65.0
2017,1,16,17,0,2017-01-16,13,2.0,0.0,68.0
2017,1,16,18,0,2017-01-16,9,1.0,0.0,72.0
2017,1,16,19,0,2017-01-16,6,1.0,0.0,73.0
2017,1,16,20,0,2017-01-16,6,1.0,0.0,74.0
2017,1,16,21,0,2017-01-16,4,2.0,0.0,75.0
2017,1,16,22,0,2017-01-16,3,2.0,0.0,76.0
2017,1,16,23,0,2017-01-16,0,2.0,0.0,77.0
2017,1,17,0,1,2017-01-17,1,2.0,0.0,78.0
2017,1,17,1,1,2017-01-17,2,2.0,0.0,78.0
2017,1,17,2,1,2017-01-17,0,2.0,0.0,78.0
2017,1,17,3,1,2017-01-17,0,2.0,0.0,79.0
2017,1,17,4,1,2017-01-17,4,2.0,0.0,80.0
2017,1,17,5,1,2017-01-17,3,2.0,0.0,80.0
2017,1,17,6,1,2017-01-17,11,2.0,0.0,81.0
2017,1,17,7,1,2017-01-17,16,3.0,0.0,76.0
2017,1,17,8,1,2017-01-17,20,3.0,0.0,70.0
2017,1,17,9,1,2017-01-17,9,4.0,0.0,65.0
2017,1,17,10,1,2017-01-17,2,4.0,0.0,70.0
2017,1,17,11,1,2017-01-17,2,4.0,0.3,75.0
2017,1,17,12,1,2017-01-17,1,4.0,0.4,80.0
2017,1,17,13,1,2017-01-17,2,4.0,0.2,84.0
2017,1,17,14,1,2017-01-17,1,4.0,0.3,88.0
2017,1,17,15,1,2017-01-17,0,3.0,0.4,92.0
2017,1,17,16,1,2017-01-17,5,4.0,0.2,93.0
2017,1,17,17,1,2017-01-17,4,4.0,0.6,95.0
2017,1,17,18,1,2017-01-17,3,4.0,0.8,96.0
2017,1,17,19,1,2017-01-17,5,4.0,0.4,97.0
2017,1,17,20,1,2017-01-17,1,4.0,0.7,97.0
2017,1,17,21,1,2017-01-17,3,4.0,0.9,98.0
2017,1,17,22,1,2017-01-17,4,4.0,0.4,98.0
2017,1,17,23,1,2017-01-17,3,4.0,0.7,98.0
2017,1,18,0,2,2017-01-18,1,4.0,1.5,98.0
2017,1,18,1,2,2017-01-18,0,4.0,0.7,98.0
2017,1,18,2,2,2017-01-18,0,3.0,0.3,97.0
2017,1,18,3,2,2017-01-18,0,3.0,0.4,96.0
2017,1,18,4,2,2017-01-18,3,3.0,0.2,96.0
2017,1,18,5,2,2017-01-18,5,3.0,0.3,95.0
2017,1,18,6,2,2017-01-18,37,3.0,0.4,95.0
2017,1,18,7,2,2017-01-18,33,3.0,0.2,94.0
2017,1,18,8,2,2017-01-18,17,3.0,0.0,93.0
2017,1,18,9,2,2017-01-18,12,4.0,0.0,92.0
2017,1,18,10,2,2017-01-18,5,4.0,0.0,91.0
2017,1,18,11,2,2017-01-18,4,4.0,0.0,89.0
2017,1,18,12,2,2017-01-18,1,5.0,0.0,88.0
2017,1,18,13,2,2017-01-18,7,5.0,0.0,87.0
2017,1,18,14,2,2017-01-18,3,5.0,0.0,87.0
2017,1,18,15,2,2017-01-18,9,5.0,0.0,87.0
2017,1,18,16,2,2017-01-18,5,4.0,0.0,88.0
2017,1,18,17,2,2017-01-18,15,4.0,0.0,89.0
2017,1,18,18,2,2017-01-18,18,3.0,0.0,91.0
2017,1,18,19,2,2017-01-18,9,3.0,0.0,91.0
2017,1,18,20,2,2017-01-18,5,3.0,0.0,91.0
2017,1,18,21,2,2017-01-18,1,3.0,0.0,91.0
2017,1,18,22,2,2017-01-18,4,3.0,0.0,91.0
