start,year,month,dayofweek,hour,bikeid
2017-05-11,2017,5,3,0,1
2017-05-11,2017,5,3,5,3
2017-05-11,2017,5,3,6,68
2017-05-11,2017,5,3,7,105
2017-05-11,2017,5,3,8,38
2017-05-11,2017,5,3,9,25
2017-05-11,2017,5,3,10,8
2017-05-11,2017,5,3,11,12
2017-05-11,2017,5,3,12,6
2017-05-11,2017,5,3,13,17
2017-05-11,2017,5,3,14,8
2017-05-11,2017,5,3,15,14
2017-05-11,2017,5,3,16,14
2017-05-11,2017,5,3,17,26
2017-05-11,2017,5,3,18,38
2017-05-11,2017,5,3,19,16
2017-05-11,2017,5,3,20,9
2017-05-11,2017,5,3,21,9
2017-05-11,2017,5,3,22,9
2017-05-11,2017,5,3,23,8
2017-05-12,2017,5,4,4,1
2017-05-12,2017,5,4,5,3
2017-05-12,2017,5,4,6,58
2017-05-12,2017,5,4,7,114
2017-05-12,2017,5,4,8,47
2017-05-12,2017,5,4,9,31
2017-05-12,2017,5,4,10,13
2017-05-12,2017,5,4,11,10
2017-05-12,2017,5,4,12,10
2017-05-12,2017,5,4,13,19
2017-05-12,2017,5,4,14,18
2017-05-12,2017,5,4,15,10
2017-05-12,2017,5,4,16,9
2017-05-12,2017,5,4,17,33
2017-05-12,2017,5,4,18,39
2017-05-12,2017,5,4,19,16
2017-05-12,2017,5,4,20,6
2017-05-12,2017,5,4,21,4
2017-05-12,2017,5,4,22,4
2017-05-12,2017,5,4,23,2
2017-05-13,2017,5,5,0,4
2017-05-13,2017,5,5,1,1
2017-05-13,2017,5,5,2,1
2017-05-13,2017,5,5,3,1
2017-05-13,2017,5,5,6,2
2017-05-13,2017,5,5,10,1
2017-05-13,2017,5,5,11,2
2017-05-13,2017,5,5,15,1
2017-05-13,2017,5,5,17,1
2017-05-13,2017,5,5,18,1
2017-05-13,2017,5,5,19,1
2017-05-13,2017,5,5,20,1
2017-05-14,2017,5,6,6,2
2017-05-14,2017,5,6,8,3
2017-05-14,2017,5,6,9,5
2017-05-14,2017,5,6,10,7
2017-05-14,2017,5,6,11,6
2017-05-14,2017,5,6,12,10
2017-05-14,2017,5,6,13,7
2017-05-14,2017,5,6,14,10
2017-05-14,2017,5,6,15,10
2017-05-14,2017,5,6,16,14
2017-05-14,2017,5,6,17,7
2017-05-14,2017,5,6,18,11
2017-05-14,2017,5,6,19,9
2017-05-14,2017,5,6,20,7
2017-05-14,2017,5,6,21,11
2017-05-14,2017,5,6,22,6
2017-05-15,2017,5,0,0,1
2017-05-15,2017,5,0,3,1
2017-05-15,2017,5,0,4,1
2017-05-15,2017,5,0,5,4
2017-05-15,2017,5,0,6,69
2017-05-15,2017,5,0,7,62
2017-05-15,2017,5,0,8,37
2017-05-15,2017,5,0,9,21
2017-05-15,2017,5,0,10,9
2017-05-15,2017,5,0,11,8
2017-05-15,2017,5,0,12,10
2017-05-15,2017,5,0,13,8
2017-05-15,2017,5,0,14,20
2017-05-15,2017,5,0,15,11
2017-05-15,2017,5,0,16,16
2017-05-15,2017,5,0,17,25
2017-05-15,2017,5,0,18,29
2017-05-15,2017,5,0,19,26
2017-05-15,2017,5,0,20,15
2017-05-15,2017,5,0,21,12
2017-05-15,2017,5,0,22,5
2017-05-15,2017,5,0,23,5
2017-05-16,2017,5,1,4,1
2017-05-16,2017,5,1,5,7
2017-05-16,2017,5,1,6,68
2017-05-16,2017,5,1,7,105
2017-05-16,2017,5,1,8,33
2017-05-16,2017,5,1,9,36
2017-05-16,2017,5,1,10,12
2017-05-16,2017,5,1,11,8
2017-05-16,2017,5,1,12,11
2017-05-16,2017,5,1,13,17
2017-05-16,2017,5,1,14,17
2017-05-16,2017,5,1,15,14
2017-05-16,2017,5,1,16,14
2017-05-16,2017,5,1,17,39
2017-05-16,2017,5,1,18,46
2017-05-16,2017,5,1,19,27
2017-05-16,2017,5,1,20,12
2017-05-16,2017,5,1,21,17
2017-05-16,2017,5,1,22,4
2017-05-16,2017,5,1,23,5
2017-05-17,2017,5,2,4,1
2017-05-17,2017,5,2,5,4
2017-05-17,2017,5,2,6,68
2017-05-17,2017,5,2,7,121
2017-05-17,2017,5,2,8,40
2017-05-17,2017,5,2,9,29
2017-05-17,2017,5,2,10,17
2017-05-17,2017,5,2,11,15
2017-05-17,2017,5,2,12,11
2017-05-17,2017,5,2,13,11
2017-05-17,2017,5,2,14,12
2017-05-17,2017,5,2,15,10
2017-05-17,2017,5,2,16,13
2017-05-17,2017,5,2,17,21
2017-05-17,2017,5,2,18,36
2017-05-17,2017,5,2,19,29
2017-05-17,2017,5,2,20,20
2017-05-17,2017,5,2,21,13
2017-05-17,2017,5,2,22,5
2017-05-17,2017,5,2,23,9
2017-05-18,2017,5,3,0,4
2017-05-18,2017,5,3,1,1
2017-05-18,2017,5,3,4,2
2017-05-18,2017,5,3,5,3
2017-05-18,2017,5,3,6,63
2017-05-18,2017,5,3,7,107
2017-05-18,2017,5,3,8,31
2017-05-18,2017,5,3,9,31
2017-05-18,2017,5,3,10,11
2017-05-18,2017,5,3,11,14
2017-05-18,2017,5,3,12,7
2017-05-18,2017,5,3,13,14
2017-05-18,2017,5,3,14,14
2017-05-18,2017,5,3,15,14
2017-05-18,2017,5,3,16,12
2017-05-18,2017,5,3,17,28
2017-05-18,2017,5,3,18,27
2017-05-18,2017,5,3,19,23
2017-05-18,2017,5,3,20,12
2017-05-18,2017,5,3,21,15
2017-05-18,2017,5,3,22,9
2017-05-18,2017,5,3,23,8
2017-05-19,2017,5,4,0,4
2017-05-19,2017,5,4,4,2
2017-05-19,2017,5,4,5,4
2017-05-19,2017,5,4,6,49
2017-05-19,2017,5,4,7,107
2017-05-19,2017,5,4,8,23
2017-05-19,2017,5,4,9,27
2017-05-19,2017,5,4,10,15
2017-05-19,2017,5,4,11,10
2017-05-19,2017,5,4,12,12
2017-05-19,2017,5,4,13,9
2017-05-19,2017,5,4,14,14
2017-05-19,2017,5,4,15,12
2017-05-19,2017,5,4,16,11
2017-05-19,2017,5,4,17,31
2017-05-19,2017,5,4,18,24
2017-05-19,2017,5,4,19,24
2017-05-19,2017,5,4,20,10
2017-05-19,2017,5,4,21,4
2017-05-19,2017,5,4,22,8
2017-05-19,2017,5,4,23,5
2017-05-20,2017,5,5,0,7
2017-05-20,2017,5,5,1,1
2017-05-20,2017,5,5,2,2
2017-05-20,2017,5,5,3,2
2017-05-20,2017,5,5,5,2
2017-05-20,2017,5,5,6,3
2017-05-20,2017,5,5,7,5
2017-05-20,2017,5,5,8,3
2017-05-20,2017,5,5,9,5
2017-05-20,2017,5,5,10,5
2017-05-20,2017,5,5,11,5
2017-05-20,2017,5,5,12,8
2017-05-20,2017,5,5,13,9
2017-05-20,2017,5,5,14,9
2017-05-20,2017,5,5,15,8
2017-05-20,2017,5,5,16,6
2017-05-20,2017,5,5,17,10
2017-05-20,2017,5,5,18,14
2017-05-20,2017,5,5,19,21
2017-05-20,2017,5,5,20,6
2017-05-20,2017,5,5,21,4
2017-05-20,2017,5,5,22,3
2017-05-20,2017,5,5,23,2
2017-05-21,2017,5,6,0,2
2017-05-21,2017,5,6,1,1
2017-05-21,2017,5,6,3,2
2017-05-21,2017,5,6,4,2
2017-05-21,2017,5,6,5,1
2017-05-21,2017,5,6,8,3
2017-05-21,2017,5,6,9,7
2017-05-21,2017,5,6,10,13
2017-05-21,2017,5,6,11,18
2017-05-21,2017,5,6,12,8
2017-05-21,2017,5,6,13,13
2017-05-21,2017,5,6,14,16
2017-05-21,2017,5,6,15,20
2017-05-21,2017,5,6,16,16
2017-05-21,2017,5,6,17,16
2017-05-21,2017,5,6,18,14
2017-05-21,2017,5,6,19,17
2017-05-21,2017,5,6,20,10
2017-05-21,2017,5,6,21,3
2017-05-21,2017,5,6,22,3
2017-05-21,2017,5,6,23,3
2017-05-22,2017,5,0,0,1
2017-05-22,2017,5,0,5,1
2017-05-22,2017,5,0,6,30
2017-05-22,2017,5,0,7,76
2017-05-22,2017,5,0,8,62
2017-05-22,2017,5,0,9,20
2017-05-22,2017,5,0,10,5
2017-05-22,2017,5,0,12,7
2017-05-22,2017,5,0,13,2
2017-05-22,2017,5,0,14,1
2017-05-22,2017,5,0,15,1
2017-05-22,2017,5,0,16,1
2017-05-22,2017,5,0,17,3
2017-05-22,2017,5,0,18,15
2017-05-22,2017,5,0,19,13
2017-05-22,2017,5,0,20,3
2017-05-22,2017,5,0,21,4
2017-05-22,2017,5,0,22,5
2017-05-22,2017,5,0,23,1
2017-05-23,2017,5,1,0,1
2017-05-23,2017,5,1,2,1
2017-05-23,2017,5,1,4,1
2017-05-23,2017,5,1,5,5
2017-05-23,2017,5,1,6,68
2017-05-23,2017,5,1,7,36
2017-05-23,2017,5,1,8,31
2017-05-23,2017,5,1,9,24
2017-05-23,2017,5,1,10,15
2017-05-23,2017,5,1,11,7
2017-05-23,2017,5,1,12,13
2017-05-23,2017,5,1,13,10
2017-05-23,2017,5,1,14,7
2017-05-23,2017,5,1,15,12
2017-05-23,2017,5,1,16,13
2017-05-23,2017,5,1,17,16
2017-05-23,2017,5,1,18,51
2017-05-23,2017,5,1,19,22
2017-05-23,2017,5,1,20,15
2017-05-23,2017,5,1,21,10
2017-05-23,2017,5,1,22,5
2017-05-23,2017,5,1,23,2
2017-05-24,2017,5,2,0,3
2017-05-24,2017,5,2,1,2
2017-05-24,2017,5,2,2,1
2017-05-24,2017,5,2,3,1
2017-05-24,2017,5,2,4,2
2017-05-24,2017,5,2,5,3
2017-05-24,2017,5,2,6,24
2017-05-24,2017,5,2,7,70
2017-05-24,2017,5,2,8,96
2017-05-24,2017,5,2,9,23
2017-05-24,2017,5,2,10,14
2017-05-24,2017,5,2,11,11
2017-05-24,2017,5,2,12,11
2017-05-24,2017,5,2,13,17
2017-05-24,2017,5,2,14,12
2017-05-24,2017,5,2,15,12
2017-05-24,2017,5,2,16,14
2017-05-24,2017,5,2,17,28
2017-05-24,2017,5,2,18,27
2017-05-24,2017,5,2,19,31
2017-05-24,2017,5,2,20,12
2017-05-24,2017,5,2,21,6
2017-05-24,2017,5,2,22,5
2017-05-24,2017,5,2,23,6
2017-05-25,2017,5,3,0,5
2017-05-25,2017,5,3,1,1
2017-05-25,2017,5,3,2,1
2017-05-25,2017,5,3,4,1
2017-05-25,2017,5,3,6,16
2017-05-25,2017,5,3,7,13
2017-05-25,2017,5,3,8,14
2017-05-25,2017,5,3,9,4
2017-05-25,2017,5,3,10,4
2017-05-25,2017,5,3,13,1
2017-05-25,2017,5,3,14,1
2017-05-25,2017,5,3,15,1
2017-05-25,2017,5,3,16,4
2017-05-25,2017,5,3,17,9
2017-05-25,2017,5,3,18,17
2017-05-25,2017,5,3,19,15
2017-05-25,2017,5,3,20,5
2017-05-25,2017,5,3,21,4
2017-05-25,2017,5,3,22,1
2017-05-26,2017,5,4,6,14
2017-05-26,2017,5,4,7,45
2017-05-26,2017,5,4,8,46
2017-05-26,2017,5,4,9,39
2017-05-26,2017,5,4,10,19
2017-05-26,2017,5,4,11,10
2017-05-26,2017,5,4,12,13
2017-05-26,2017,5,4,13,11
2017-05-26,2017,5,4,14,11
2017-05-26,2017,5,4,15,20
2017-05-26,2017,5,4,16,11
2017-05-26,2017,5,4,17,11
2017-05-26,2017,5,4,18,16
2017-05-26,2017,5,4,19,9
2017-05-26,2017,5,4,20,5
2017-05-26,2017,5,4,21,5
2017-05-26,2017,5,4,22,2
2017-05-26,2017,5,4,23,6
2017-05-27,2017,5,5,0,5
2017-05-27,2017,5,5,1,3
2017-05-27,2017,5,5,2,1
2017-05-27,2017,5,5,3,1
2017-05-27,2017,5,5,7,4
2017-05-27,2017,5,5,8,3
2017-05-27,2017,5,5,9,8
2017-05-27,2017,5,5,10,11
2017-05-27,2017,5,5,11,7
2017-05-27,2017,5,5,12,16
2017-05-27,2017,5,5,13,3
2017-05-27,2017,5,5,14,2
2017-05-27,2017,5,5,15,22
2017-05-27,2017,5,5,16,9
2017-05-27,2017,5,5,17,6
2017-05-27,2017,5,5,18,9
2017-05-27,2017,5,5,19,8
2017-05-27,2017,5,5,20,8
2017-05-27,2017,5,5,21,4
2017-05-27,2017,5,5,22,5
2017-05-27,2017,5,5,23,5
2017-05-28,2017,5,6,0,5
2017-05-28,2017,5,6,1,2
2017-05-28,2017,5,6,2,1
2017-05-28,2017,5,6,5,1
2017-05-28,2017,5,6,8,1
2017-05-28,2017,5,6,9,1
2017-05-28,2017,5,6,10,8
2017-05-28,2017,5,6,11,10
2017-05-28,2017,5,6,12,5
2017-05-28,2017,5,6,13,19
2017-05-28,2017,5,6,14,10
2017-05-28,2017,5,6,15,13
2017-05-28,2017,5,6,16,7
2017-05-28,2017,5,6,17,9
2017-05-28,2017,5,6,18,10
2017-05-28,2017,5,6,19,9
2017-05-28,2017,5,6,20,9
2017-05-28,2017,5,6,21,10
2017-05-28,2017,5,6,22,5
2017-05-28,2017,5,6,23,2
2017-05-29,2017,5,0,0,1
2017-05-29,2017,5,0,2,1
2017-05-29,2017,5,0,6,1
2017-05-29,2017,5,0,8,1
2017-05-29,2017,5,0,9,1
2017-05-29,2017,5,0,10,4
2017-05-29,2017,5,0,11,3
2017-05-29,2017,5,0,12,2
2017-05-29,2017,5,0,13,4
2017-05-29,2017,5,0,14,3
2017-05-29,2017,5,0,15,10
2017-05-29,2017,5,0,16,10
2017-05-29,2017,5,0,17,4
2017-05-29,2017,5,0,18,10
2017-05-29,2017,5,0,19,1
2017-05-29,2017,5,0,20,4
2017-05-29,2017,5,0,21,2
2017-05-29,2017,5,0,22,1
2017-05-30,2017,5,1,0,1
2017-05-30,2017,5,1,1,1
2017-05-30,2017,5,1,4,1
2017-05-30,2017,5,1,5,11
2017-05-30,2017,5,1,6,86
2017-05-30,2017,5,1,7,17
2017-05-30,2017,5,1,8,32
2017-05-30,2017,5,1,9,25
2017-05-30,2017,5,1,10,10
2017-05-30,2017,5,1,11,4
2017-05-30,2017,5,1,12,10
2017-05-30,2017,5,1,13,7
2017-05-30,2017,5,1,14,1
2017-05-30,2017,5,1,15,10
2017-05-30,2017,5,1,16,8
2017-05-30,2017,5,1,17,20
2017-05-30,2017,5,1,18,33
2017-05-30,2017,5,1,19,19
2017-05-30,2017,5,1,20,6
2017-05-30,2017,5,1,21,3
2017-05-30,2017,5,1,22,5
2017-05-30,2017,5,1,23,4
2017-05-31,2017,5,2,0,2
2017-05-31,2017,5,2,1,1
2017-05-31,2017,5,2,5,3
2017-05-31,2017,5,2,6,25
2017-05-31,2017,5,2,7,45
2017-05-31,2017,5,2,8,63
2017-05-31,2017,5,2,9,42
2017-05-31,2017,5,2,10,15
2017-05-31,2017,5,2,11,20
2017-05-31,2017,5,2,12,19
2017-05-31,2017,5,2,13,16
2017-05-31,2017,5,2,14,5
2017-05-31,2017,5,2,15,9
2017-05-31,2017,5,2,16,18
2017-05-31,2017,5,2,17,20
2017-05-31,2017,5,2,18,38
2017-05-31,2017,5,2,19,21
2017-05-31,2017,5,2,20,9
2017-05-31,2017,5,2,21,8
2017-05-31,2017,5,2,22,10
2017-05-31,2017,5,2,23,1
2017-06-01,2017,6,3,0,1
2017-06-01,2017,6,3,1,1
2017-06-01,2017,6,3,4,2
2017-06-01,2017,6,3,5,4
2017-06-01,2017,6,3,6,63
2017-06-01,2017,6,3,7,113
2017-06-01,2017,6,3,8,32
2017-06-01,2017,6,3,9,23
2017-06-01,2017,6,3,10,8
2017-06-01,2017,6,3,11,1
2017-06-01,2017,6,3,12,18
2017-06-01,2017,6,3,13,16
2017-06-01,2017,6,3,14,17
2017-06-01,2017,6,3,15,12
2017-06-01,2017,6,3,16,12
2017-06-01,2017,6,3,17,22
2017-06-01,2017,6,3,18,38
2017-06-01,2017,6,3,19,19
2017-06-01,2017,6,3,20,14
2017-06-01,2017,6,3,21,6
2017-06-01,2017,6,3,22,8
2017-06-01,2017,6,3,23,8
2017-06-02,2017,6,4,0,2
2017-06-02,2017,6,4,1,2
2017-06-02,2017,6,4,6,46
2017-06-02,2017,6,4,7,141
2017-06-02,2017,6,4,8,28
2017-06-02,2017,6,4,9,25
2017-06-02,2017,6,4,10,14
2017-06-02,2017,6,4,11,8
2017-06-02,2017,6,4,12,3
2017-06-02,2017,6,4,13,18
2017-06-02,2017,6,4,14,15
2017-06-02,2017,6,4,15,14
2017-06-02,2017,6,4,16,7
2017-06-02,2017,6,4,17,19
2017-06-02,2017,6,4,18,25
2017-06-02,2017,6,4,19,18
2017-06-02,2017,6,4,20,9
2017-06-02,2017,6,4,21,6
2017-06-02,2017,6,4,22,3
2017-06-02,2017,6,4,23,3
2017-06-03,2017,6,5,0,3
2017-06-03,2017,6,5,1,1
2017-06-03,2017,6,5,2,1
2017-06-03,2017,6,5,4,1
2017-06-03,2017,6,5,6,7
2017-06-03,2017,6,5,7,1
2017-06-03,2017,6,5,8,1
2017-06-03,2017,6,5,9,4
2017-06-03,2017,6,5,10,6
2017-06-03,2017,6,5,11,6
2017-06-03,2017,6,5,12,10
2017-06-03,2017,6,5,13,9
2017-06-03,2017,6,5,14,6
2017-06-03,2017,6,5,15,11
2017-06-03,2017,6,5,16,16
2017-06-03,2017,6,5,17,4
2017-06-03,2017,6,5,18,11
2017-06-03,2017,6,5,19,12
2017-06-03,2017,6,5,20,12
2017-06-03,2017,6,5,21,4
2017-06-03,2017,6,5,22,4
2017-06-03,2017,6,5,23,2
2017-06-04,2017,6,6,0,3
2017-06-04,2017,6,6,1,1
2017-06-04,2017,6,6,4,1
2017-06-04,2017,6,6,6,2
2017-06-04,2017,6,6,7,4
2017-06-04,2017,6,6,8,1
2017-06-04,2017,6,6,9,4
2017-06-04,2017,6,6,10,12
2017-06-04,2017,6,6,11,2
2017-06-04,2017,6,6,12,9
2017-06-04,2017,6,6,13,13
2017-06-04,2017,6,6,14,11
2017-06-04,2017,6,6,15,8
2017-06-04,2017,6,6,16,8
2017-06-04,2017,6,6,17,12
2017-06-04,2017,6,6,18,15
2017-06-04,2017,6,6,19,5
2017-06-04,2017,6,6,20,5
2017-06-04,2017,6,6,21,4
2017-06-04,2017,6,6,22,2
2017-06-04,2017,6,6,23,3
2017-06-05,2017,6,0,0,2
2017-06-05,2017,6,0,5,3
2017-06-05,2017,6,0,6,43
2017-06-05,2017,6,0,7,54
2017-06-05,2017,6,0,8,27
2017-06-05,2017,6,0,9,22
2017-06-05,2017,6,0,10,11
2017-06-05,2017,6,0,11,9
2017-06-05,2017,6,0,12,11
2017-06-05,2017,6,0,13,15
2017-06-05,2017,6,0,14,9
2017-06-05,2017,6,0,15,10
2017-06-05,2017,6,0,16,17
2017-06-05,2017,6,0,17,24
2017-06-05,2017,6,0,18,27
2017-06-05,2017,6,0,19,21
2017-06-05,2017,6,0,20,8
2017-06-05,2017,6,0,21,4
2017-06-05,2017,6,0,22,3
2017-06-05,2017,6,0,23,1
2017-06-06,2017,6,1,0,1
2017-06-06,2017,6,1,2,1
2017-06-06,2017,6,1,3,1
2017-06-06,2017,6,1,4,3
2017-06-06,2017,6,1,5,4
2017-06-06,2017,6,1,6,40
2017-06-06,2017,6,1,7,47
2017-06-06,2017,6,1,8,29
2017-06-06,2017,6,1,9,27
2017-06-06,2017,6,1,10,18
2017-06-06,2017,6,1,11,14
2017-06-06,2017,6,1,12,8
2017-06-06,2017,6,1,13,1
2017-06-06,2017,6,1,14,11
2017-06-06,2017,6,1,15,15
2017-06-06,2017,6,1,16,10
2017-06-06,2017,6,1,17,19
2017-06-06,2017,6,1,18,27
2017-06-06,2017,6,1,19,17
2017-06-06,2017,6,1,20,6
2017-06-06,2017,6,1,21,9
2017-06-06,2017,6,1,22,5
2017-06-06,2017,6,1,23,1
2017-06-07,2017,6,2,0,1
2017-06-07,2017,6,2,1,2
2017-06-07,2017,6,2,4,1
2017-06-07,2017,6,2,5,1
2017-06-07,2017,6,2,6,60
2017-06-07,2017,6,2,7,118
2017-06-07,2017,6,2,8,84
2017-06-07,2017,6,2,9,20
2017-06-07,2017,6,2,10,14
2017-06-07,2017,6,2,11,8
2017-06-07,2017,6,2,12,9
2017-06-07,2017,6,2,13,12
2017-06-07,2017,6,2,14,10
2017-06-07,2017,6,2,15,9
2017-06-07,2017,6,2,16,16
2017-06-07,2017,6,2,17,10
2017-06-07,2017,6,2,18,24
2017-06-07,2017,6,2,19,16
2017-06-07,2017,6,2,20,17
2017-06-07,2017,6,2,21,7
2017-06-07,2017,6,2,22,4
2017-06-07,2017,6,2,23,9
2017-06-08,2017,6,3,0,4
2017-06-08,2017,6,3,4,1
2017-06-08,2017,6,3,5,3
2017-06-08,2017,6,3,6,60
2017-06-08,2017,6,3,7,111
2017-06-08,2017,6,3,8,72
2017-06-08,2017,6,3,9,25
2017-06-08,2017,6,3,10,10
2017-06-08,2017,6,3,11,11
2017-06-08,2017,6,3,12,13
2017-06-08,2017,6,3,13,12
2017-06-08,2017,6,3,14,11
2017-06-08,2017,6,3,15,10
2017-06-08,2017,6,3,16,9
2017-06-08,2017,6,3,17,17
2017-06-08,2017,6,3,18,30
2017-06-08,2017,6,3,19,16
2017-06-08,2017,6,3,20,12
2017-06-08,2017,6,3,21,14
2017-06-08,2017,6,3,22,13
2017-06-08,2017,6,3,23,5
2017-06-09,2017,6,4,0,1
2017-06-09,2017,6,4,1,1
2017-06-09,2017,6,4,2,1
2017-06-09,2017,6,4,4,1
2017-06-09,2017,6,4,5,4
2017-06-09,2017,6,4,6,42
2017-06-09,2017,6,4,7,127
2017-06-09,2017,6,4,8,59
2017-06-09,2017,6,4,9,20
2017-06-09,2017,6,4,10,22
2017-06-09,2017,6,4,11,8
2017-06-09,2017,6,4,12,11
2017-06-09,2017,6,4,13,14
2017-06-09,2017,6,4,14,24
2017-06-09,2017,6,4,15,14
2017-06-09,2017,6,4,16,16
2017-06-09,2017,6,4,17,35
2017-06-09,2017,6,4,18,27
2017-06-09,2017,6,4,19,16
2017-06-09,2017,6,4,20,5
2017-06-09,2017,6,4,21,7
2017-06-09,2017,6,4,22,9
2017-06-09,2017,6,4,23,7
2017-06-10,2017,6,5,0,6
2017-06-10,2017,6,5,1,1
2017-06-10,2017,6,5,3,1
2017-06-10,2017,6,5,4,2
2017-06-10,2017,6,5,6,6
2017-06-10,2017,6,5,7,4
2017-06-10,2017,6,5,8,6
2017-06-10,2017,6,5,9,9
2017-06-10,2017,6,5,10,7
2017-06-10,2017,6,5,11,7
2017-06-10,2017,6,5,12,8
2017-06-10,2017,6,5,13,15
2017-06-10,2017,6,5,14,8
2017-06-10,2017,6,5,15,13
2017-06-10,2017,6,5,16,16
2017-06-10,2017,6,5,17,9
2017-06-10,2017,6,5,18,11
2017-06-10,2017,6,5,19,11
2017-06-10,2017,6,5,20,5
2017-06-10,2017,6,5,21,5
2017-06-10,2017,6,5,22,8
2017-06-10,2017,6,5,23,6
2017-06-11,2017,6,6,1,6
2017-06-11,2017,6,6,2,1
2017-06-11,2017,6,6,3,1
2017-06-11,2017,6,6,4,1
2017-06-11,2017,6,6,5,1
2017-06-11,2017,6,6,6,1
2017-06-11,2017,6,6,7,2
2017-06-11,2017,6,6,8,2
2017-06-11,2017,6,6,9,6
2017-06-11,2017,6,6,10,6
2017-06-11,2017,6,6,11,17
2017-06-11,2017,6,6,12,7
2017-06-11,2017,6,6,13,16
2017-06-11,2017,6,6,14,10
2017-06-11,2017,6,6,15,9
2017-06-11,2017,6,6,16,8
2017-06-11,2017,6,6,17,4
2017-06-11,2017,6,6,18,11
2017-06-11,2017,6,6,19,10
2017-06-11,2017,6,6,20,7
2017-06-11,2017,6,6,21,4
2017-06-11,2017,6,6,22,5
2017-06-11,2017,6,6,23,11
2017-06-12,2017,6,0,1,1
2017-06-12,2017,6,0,4,1
2017-06-12,2017,6,0,5,7
2017-06-12,2017,6,0,6,77
2017-06-12,2017,6,0,7,135
2017-06-12,2017,6,0,8,72
2017-06-12,2017,6,0,9,17
2017-06-12,2017,6,0,10,9
2017-06-12,2017,6,0,11,10
2017-06-12,2017,6,0,12,6
2017-06-12,2017,6,0,13,11
2017-06-12,2017,6,0,14,11
2017-06-12,2017,6,0,15,8
2017-06-12,2017,6,0,16,6
2017-06-12,2017,6,0,17,20
2017-06-12,2017,6,0,18,24
2017-06-12,2017,6,0,19,25
2017-06-12,2017,6,0,20,9
2017-06-12,2017,6,0,21,7
2017-06-12,2017,6,0,22,8
2017-06-12,2017,6,0,23,2
2017-06-13,2017,6,1,0,1
2017-06-13,2017,6,1,1,3
2017-06-13,2017,6,1,2,1
2017-06-13,2017,6,1,4,1
2017-06-13,2017,6,1,5,8
2017-06-13,2017,6,1,6,76
2017-06-13,2017,6,1,7,118
2017-06-13,2017,6,1,8,35
2017-06-13,2017,6,1,9,24
2017-06-13,2017,6,1,10,12
2017-06-13,2017,6,1,11,8
2017-06-13,2017,6,1,12,7
2017-06-13,2017,6,1,13,4
2017-06-13,2017,6,1,14,5
2017-06-13,2017,6,1,15,10
2017-06-13,2017,6,1,16,10
2017-06-13,2017,6,1,17,14
2017-06-13,2017,6,1,18,39
2017-06-13,2017,6,1,19,20
2017-06-13,2017,6,1,20,13
2017-06-13,2017,6,1,21,8
2017-06-13,2017,6,1,22,3
2017-06-13,2017,6,1,23,5
2017-06-14,2017,6,2,0,1
2017-06-14,2017,6,2,3,1
2017-06-14,2017,6,2,4,1
2017-06-14,2017,6,2,5,4
2017-06-14,2017,6,2,6,42
2017-06-14,2017,6,2,7,53
2017-06-14,2017,6,2,8,42
2017-06-14,2017,6,2,9,57
2017-06-14,2017,6,2,10,14
2017-06-14,2017,6,2,11,6
2017-06-14,2017,6,2,12,14
2017-06-14,2017,6,2,13,9
2017-06-14,2017,6,2,14,11
2017-06-14,2017,6,2,15,11
2017-06-14,2017,6,2,16,15
2017-06-14,2017,6,2,17,27
2017-06-14,2017,6,2,18,31
2017-06-14,2017,6,2,19,30
2017-06-14,2017,6,2,20,12
2017-06-14,2017,6,2,21,8
2017-06-14,2017,6,2,22,6
2017-06-14,2017,6,2,23,4
2017-06-15,2017,6,3,0,3
2017-06-15,2017,6,3,1,1
2017-06-15,2017,6,3,4,2
2017-06-15,2017,6,3,5,3
2017-06-15,2017,6,3,6,67
2017-06-15,2017,6,3,7,87
2017-06-15,2017,6,3,8,32
2017-06-15,2017,6,3,9,20
2017-06-15,2017,6,3,10,11
2017-06-15,2017,6,3,11,11
2017-06-15,2017,6,3,12,10
2017-06-15,2017,6,3,13,10
2017-06-15,2017,6,3,14,19
2017-06-15,2017,6,3,15,16
2017-06-15,2017,6,3,16,23
2017-06-15,2017,6,3,17,27
2017-06-15,2017,6,3,18,41
2017-06-15,2017,6,3,19,29
2017-06-15,2017,6,3,20,15
2017-06-15,2017,6,3,21,8
2017-06-15,2017,6,3,22,10
2017-06-15,2017,6,3,23,3
2017-06-16,2017,6,4,0,4
2017-06-16,2017,6,4,1,1
2017-06-16,2017,6,4,2,1
2017-06-16,2017,6,4,3,1
2017-06-16,2017,6,4,4,1
2017-06-16,2017,6,4,5,5
2017-06-16,2017,6,4,6,56
2017-06-16,2017,6,4,7,122
2017-06-16,2017,6,4,8,20
2017-06-16,2017,6,4,9,28
2017-06-16,2017,6,4,10,16
2017-06-16,2017,6,4,11,8
2017-06-16,2017,6,4,12,15
2017-06-16,2017,6,4,13,15
2017-06-16,2017,6,4,14,14
2017-06-16,2017,6,4,15,16
2017-06-16,2017,6,4,16,20
2017-06-16,2017,6,4,17,22
2017-06-16,2017,6,4,18,26
2017-06-16,2017,6,4,19,19
2017-06-16,2017,6,4,20,11
2017-06-16,2017,6,4,21,2
2017-06-16,2017,6,4,22,7
2017-06-16,2017,6,4,23,3
2017-06-17,2017,6,5,0,8
2017-06-17,2017,6,5,1,1
2017-06-17,2017,6,5,2,1
2017-06-17,2017,6,5,3,4
