year,day,month,start station,start station latitude,start station longitude,anzahl,precipMM,humidity,tempC,day1anzahl,dayofweek
2019,1,5,6 Ave & Broome St,40.724308321602166,-74.00473035871983,138,0.021052631578947368,70.84210526315789,11.842105263157896,0.0,2.0
2019,1,5,6 Ave & Canal St,40.72243797,-74.00566443,179,0.021052631578947368,71.10526315789474,11.842105263157896,0.0,2.0
2019,1,5,6 Ave & W 33 St,40.74901271,-73.98848395,270,0.023809523809523808,71.38095238095238,11.666666666666666,0.0,2.0
2019,1,5,6 St & 7 Ave,40.6686627,-73.97988067,32,0.006666666666666667,69.66666666666667,11.933333333333334,0.0,2.0
2019,1,5,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,92,0.011764705882352941,70.05882352941177,11.764705882352942,0.0,2.0
2019,1,5,7 Ave & Park Pl,40.6776147,-73.97324283,66,0.01764705882352941,70.6470588235294,12.0,0.0,2.0
2019,1,5,7 St & 3 Ave,40.67260298150126,-73.98983001708984,17,0.0,72.33333333333333,11.777777777777779,0.0,2.0
2019,1,5,7 St & 5 Ave,40.6704922,-73.98541675,11,0.0,72.4,11.6,0.0,2.0
2019,1,5,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,423,0.009523809523809525,71.0,11.619047619047619,0.0,2.0
2019,1,5,8 Ave & W 33 St,40.751551,-73.993934,308,0.021739130434782608,71.34782608695652,11.608695652173912,0.0,2.0
2019,1,5,8 Ave & W 52 St,40.76370739,-73.9851615,164,0.021052631578947368,71.0,11.842105263157896,0.0,2.0
2019,1,5,9 Ave & W 22 St,40.7454973,-74.00197139,39,0.04,73.8,10.6,0.0,2.0
2019,1,5,9 Ave & W 28 St,40.74937024193277,-73.99923384189606,125,0.021739130434782608,71.43478260869566,11.608695652173912,0.0,2.0
2019,1,5,9 Ave & W 45 St,40.76019252,-73.9912551,212,0.023809523809523808,71.38095238095238,11.666666666666666,0.0,2.0
2019,1,5,9 St & 44 Rd,40.74966,-73.9521,12,0.011111111111111112,69.88888888888889,12.0,0.0,2.0
2019,1,5,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,21,0.01,68.9,11.8,0.0,2.0
2019,1,5,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,18,0.0,69.11111111111111,12.11111111111111,0.0,2.0
2019,1,5,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,35,0.006666666666666667,69.66666666666667,11.933333333333334,0.0,2.0
2019,1,5,Adam Clayton Powell Blvd & W 126 St,40.80949534777948,-73.94776493310928,23,0.007692307692307693,69.38461538461539,12.0,0.0,2.0
2019,1,5,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,50,0.0125,70.75,11.8125,0.0,2.0
2019,1,5,Albany Ave & Fulton St,40.6800105,-73.938475,9,0.049999999999999996,73.33333333333333,11.666666666666666,0.0,2.0
2019,1,5,Allen St & Hester St,40.71605866,-73.99190759,128,0.005263157894736842,70.57894736842105,11.789473684210526,0.0,2.0
2019,1,5,Allen St & Rivington St,40.72019576,-73.98997825,134,0.021052631578947368,70.89473684210526,11.789473684210526,0.0,2.0
2019,1,5,Allen St & Stanton St,40.722055,-73.989111,194,0.023809523809523808,71.47619047619048,11.666666666666666,0.0,2.0
2019,1,5,Amsterdam Ave & W 119 St,40.8086249,-73.9596214,28,0.0,68.76923076923077,12.153846153846153,0.0,2.0
2019,1,5,Amsterdam Ave & W 125 St,40.813358,-73.956461,26,0.0,68.66666666666667,12.083333333333334,0.0,2.0
2019,1,5,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,44,0.02,70.46666666666667,12.0,0.0,2.0
2019,1,5,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,150,0.025,71.3,11.75,0.0,2.0
2019,1,5,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,98,0.011764705882352941,71.23529411764706,11.705882352941176,0.0,2.0
