year,month,day,ausleihen,subs,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph
2016,7,7,326,275,0.8237133287863054,0.0,3.0,1.0,27.523809523809526,0.9238095238095237,73.95238095238095,8.857142857142858
2016,7,8,318,251,0.8060814073449617,0.0,4.0,1.0,24.428571428571427,0.6523809523809524,84.14285714285714,13.619047619047619
2016,7,9,340,210,0.6752188510412572,0.0,5.0,0.0,20.45,0.54,89.8,12.75
2016,7,10,437,297,0.7324245775908721,0.0,6.0,0.0,22.9,0.1,72.0,13.25
2016,7,11,423,344,0.8313160166603718,0.0,0.0,1.0,22.761904761904763,0.0,68.95238095238095,7.761904761904762
2016,7,12,486,417,0.87553787811194,0.0,1.0,1.0,23.523809523809526,0.023809523809523808,75.33333333333333,13.952380952380953
2016,7,13,378,320,0.8422919863000309,0.0,2.0,1.0,24.136363636363637,0.09545454545454546,77.45454545454545,12.318181818181818
2016,7,14,346,299,0.8857717859063936,0.0,3.0,1.0,25.73913043478261,1.2913043478260868,82.82608695652173,10.347826086956522
2016,7,15,378,270,0.746295466651198,0.0,4.0,1.0,27.227272727272727,0.0,67.63636363636364,11.636363636363637
2016,7,16,272,168,0.7015416214332623,0.0,5.0,0.0,27.157894736842106,0.15263157894736842,69.42105263157895,8.210526315789474
2016,7,17,419,255,0.6893283028666378,0.0,6.0,0.0,26.571428571428573,0.0,67.71428571428571,7.761904761904762
2016,7,18,324,261,0.7883643252690872,0.0,0.0,1.0,25.80952380952381,0.06190476190476191,69.95238095238095,9.952380952380953
2016,7,19,476,415,0.8694349045388047,0.0,1.0,1.0,25.571428571428573,0.047619047619047616,69.14285714285714,9.619047619047619
2016,7,20,488,391,0.8144657006970122,0.0,2.0,1.0,24.681818181818183,0.05909090909090909,72.63636363636364,10.545454545454545
2016,7,21,426,343,0.7538564447092452,0.0,3.0,1.0,24.40909090909091,0.08636363636363636,75.13636363636364,10.954545454545455
2016,7,22,349,273,0.8175355123549195,0.0,4.0,1.0,24.727272727272727,0.15454545454545454,73.9090909090909,11.363636363636363
2016,7,23,338,208,0.6805421716997514,0.0,5.0,0.0,24.40909090909091,0.16363636363636364,78.36363636363636,12.090909090909092
2016,7,24,365,218,0.6523413733708961,0.0,6.0,0.0,24.333333333333332,0.11428571428571428,74.23809523809524,11.80952380952381
2016,7,25,191,174,0.8841174698317557,0.0,0.0,1.0,22.571428571428573,0.10952380952380951,73.76190476190476,11.476190476190476
2016,7,26,427,351,0.7891866689062182,0.0,1.0,1.0,24.2,0.05,72.0,11.3
2016,7,27,418,350,0.8638893376127418,0.0,2.0,1.0,24.40909090909091,0.07727272727272727,76.5,9.090909090909092
2016,7,28,300,238,0.8073054805606293,0.0,3.0,1.0,27.17391304347826,0.13043478260869565,71.65217391304348,7.695652173913044
2016,7,29,308,231,0.8054909945127336,0.0,4.0,1.0,24.9,1.09,80.05,10.25
2016,7,30,263,163,0.676292973199037,0.0,5.0,0.0,25.095238095238095,1.5428571428571427,81.0952380952381,8.619047619047619
2016,7,31,202,143,0.7095919358419358,0.0,6.0,0.0,24.4,1.8050000000000002,86.7,15.05
2016,8,1,308,274,0.9039481357036335,0.0,0.0,1.0,23.526315789473685,0.10526315789473684,81.6842105263158,9.894736842105264
2016,8,2,462,355,0.7687376593329789,0.0,1.0,1.0,21.952380952380953,0.40476190476190477,74.95238095238095,12.428571428571429
2016,8,3,443,361,0.7900721366762931,0.0,2.0,1.0,22.904761904761905,0.0,66.71428571428571,10.571428571428571
2016,8,4,427,355,0.8522267573501381,0.0,3.0,1.0,23.75,0.0,64.5,9.4
2016,8,5,422,321,0.7458389450565428,0.0,4.0,1.0,23.863636363636363,0.0,69.18181818181819,13.409090909090908
2016,8,6,433,239,0.6248639746882926,0.0,5.0,0.0,26.0,1.0333333333333332,72.85714285714286,13.142857142857142
2016,8,7,516,315,0.6185606764059233,0.0,6.0,0.0,25.391304347826086,0.013043478260869568,58.30434782608695,11.26086956521739
