year,month,day,ausleihen,subs,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,starttime,ausleihe1tag,ausleihe2tag,rueckgaben1tag
2015,8,27,371,292,0.8134819411011536,0.0,3.0,1.0,22.894736842105264,0.0,58.73684210526316,12.947368421052632,2015-08-27,345,335,349
2015,8,28,369,265,0.6829847945702598,0.0,4.0,1.0,25.42105263157895,0.0,56.68421052631579,5.0,2015-08-28,371,345,373
2015,8,29,380,209,0.6151249499224152,0.0,5.0,0.0,24.142857142857142,0.0,60.47619047619048,12.38095238095238,2015-08-29,369,371,393
2015,8,30,377,207,0.4822201414519672,0.0,6.0,0.0,25.94736842105263,0.0,62.42105263157895,11.736842105263158,2015-08-30,380,369,352
2015,8,31,294,244,0.8062694207237552,0.0,0.0,1.0,26.894736842105264,0.1894736842105263,60.94736842105263,14.31578947368421,2015-08-31,377,380,327
2015,9,1,314,266,0.8531543563701744,0.0,1.0,1.0,22.7,0.125,71.35,9.4,2015-09-01,294,377,382
2015,9,2,324,260,0.7982120963545112,0.0,2.0,1.0,27.38888888888889,0.0,65.44444444444444,10.666666666666666,2015-09-02,314,294,359
2015,9,3,312,249,0.7811233853200182,0.0,3.0,1.0,27.476190476190474,0.0,67.0952380952381,6.142857142857143,2015-09-03,324,314,321
2015,9,4,317,216,0.694232033391577,0.0,4.0,1.0,24.15,0.03,69.2,11.4,2015-09-04,312,324,330
2015,9,5,476,218,0.5968824025132075,0.0,5.0,0.0,23.36842105263158,0.2052631578947368,72.21052631578948,12.578947368421051,2015-09-05,317,312,355
2015,9,6,555,218,0.4717976806541218,0.0,6.0,0.0,23.526315789473685,0.0368421052631578,66.57894736842105,12.789473684210526,2015-09-06,476,317,306
2015,9,7,410,226,0.658117082517036,0.0,0.0,1.0,22.0,0.0,69.23809523809524,13.428571428571429,2015-09-07,555,476,351
2015,9,8,290,253,0.8034338409053411,0.0,1.0,1.0,28.11111111111111,0.0,59.388888888888886,14.5,2015-09-08,410,555,469
2015,9,9,305,267,0.8528497804328793,0.0,2.0,1.0,26.73684210526316,0.4842105263157895,73.42105263157895,13.894736842105264,2015-09-09,290,410,525
2015,9,10,108,95,0.931641604010025,0.0,3.0,1.0,23.05263157894737,1.5894736842105264,86.36842105263158,13.105263157894736,2015-09-10,305,290,452
2015,9,11,342,272,0.8230609512577676,0.0,4.0,1.0,23.444444444444443,0.0388888888888888,70.11111111111111,11.38888888888889,2015-09-11,108,305,234
2015,9,12,320,184,0.7133344320404656,0.0,5.0,0.0,22.454545454545453,1.009090909090909,81.27272727272727,15.454545454545457,2015-09-12,342,108,418
2015,9,13,314,201,0.7149544704807862,0.0,6.0,0.0,19.83333333333333,0.0222222222222222,66.22222222222223,17.38888888888889,2015-09-13,320,342,124
2015,9,14,362,281,0.7691494360102372,0.0,0.0,1.0,19.45,0.0,57.55,20.0,2015-09-14,314,320,346
2015,9,15,347,289,0.7915351872545844,0.0,1.0,1.0,24.5,0.0,52.77777777777778,8.166666666666666,2015-09-15,362,314,339
2015,9,16,351,299,0.8535374758072829,0.0,2.0,1.0,19.6,0.06,65.85,10.25,2015-09-16,347,362,310
2015,9,17,306,248,0.8009767523877356,0.0,3.0,1.0,17.904761904761905,0.0,71.04761904761905,9.523809523809524,2015-09-17,351,347,369
2015,9,18,386,308,0.8018403809028809,0.0,4.0,1.0,19.3,0.15,75.55,12.85,2015-09-18,306,351,338
2015,9,19,482,273,0.6380662180817565,0.0,5.0,0.0,18.27777777777778,0.0666666666666666,72.5,10.833333333333334,2015-09-19,386,306,252
2015,9,20,403,266,0.7402609634627266,0.0,6.0,0.0,19.476190476190474,0.0333333333333333,57.90476190476191,17.38095238095238,2015-09-20,482,386,349
2015,9,21,270,226,0.8470767546271305,0.0,0.0,1.0,18.55555555555556,0.0,51.66666666666666,14.444444444444445,2015-09-21,403,482,288
2015,9,22,334,281,0.8250151495204665,0.0,1.0,1.0,18.210526315789476,0.0,65.3157894736842,13.789473684210526,2015-09-22,270,403,419
2015,9,23,317,260,0.8404316186049933,0.0,2.0,1.0,21.63157894736842,0.0,59.26315789473684,7.315789473684211,2015-09-23,334,270,414
2015,9,24,344,285,0.8362943940117853,0.0,3.0,1.0,21.35,0.0,63.35,12.25,2015-09-24,317,334,419
2015,9,25,392,297,0.80427103795343,0.0,4.0,1.0,19.05263157894737,0.0,63.21052631578947,14.36842105263158,2015-09-25,344,317,314
2015,9,26,423,242,0.6978438364165152,0.0,5.0,0.0,17.4,0.0,65.75,17.5,2015-09-26,392,344,347
2015,9,27,328,217,0.7364680575297949,0.0,6.0,0.0,17.88235294117647,0.0,73.88235294117646,10.470588235294118,2015-09-27,423,392,287
2015,9,28,362,295,0.8038462777912162,0.0,0.0,1.0,20.95,0.02,84.0,8.6,2015-09-28,328,423,328
2015,9,29,284,237,0.8122576630316568,0.0,1.0,1.0,22.57894736842105,0.3263157894736842,86.63157894736842,11.842105263157896,2015-09-29,362,328,392
2015,9,30,238,219,0.9357263107263109,0.0,2.0,1.0,19.61111111111111,1.1277777777777778,81.83333333333333,24.72222222222222,2015-09-30,284,362,497
2015,10,1,160,139,0.8964528527028528,0.0,3.0,1.0,15.38888888888889,0.0,67.11111111111111,24.83333333333333,2015-10-01,238,284,345
2015,10,2,29,29,1.0,0.0,4.0,1.0,10.0,2.25,88.75,33.333333333333336,2015-10-02,160,238,192
2015,10,3,71,64,0.9217261904761904,0.0,5.0,0.0,11.5625,0.04375,82.5625,31.875,2015-10-03,29,160,316
2015,10,4,226,154,0.7763894440365028,0.0,6.0,0.0,13.647058823529411,0.0058823529411764,69.47058823529412,23.88235294117647,2015-10-04,71,29,233
2015,10,5,284,241,0.8577620436741212,0.0,0.0,1.0,14.333333333333334,0.0,73.0,15.166666666666666,2015-10-05,226,71,278
2015,10,6,335,289,0.8828251234760929,0.0,1.0,1.0,18.210526315789476,0.0,64.21052631578948,4.368421052631579,2015-10-06,284,226,91
2015,10,7,311,271,0.8317079427629299,0.0,2.0,1.0,18.1,0.0,71.75,8.7,2015-10-07,335,284,91
2015,10,8,338,277,0.8288146393080604,0.0,3.0,1.0,16.85,0.0,73.7,9.4,2015-10-08,311,335,346
2015,10,9,206,170,0.791845648050276,0.0,4.0,1.0,19.15,0.7150000000000001,81.5,18.7,2015-10-09,338,311,336
2015,10,10,399,207,0.5831562660293631,0.0,5.0,0.0,15.823529411764708,0.0,53.294117647058826,8.058823529411764,2015-10-10,206,338,307
2015,10,11,425,230,0.6603104517726145,0.0,6.0,0.0,16.157894736842106,0.0,59.94736842105263,11.736842105263158,2015-10-11,399,206,293
2015,10,12,333,242,0.8307515963279026,0.0,0.0,1.0,18.36842105263158,0.0157894736842105,63.73684210526316,11.68421052631579,2015-10-12,425,399,275
2015,10,13,263,237,0.8681004599593775,0.0,1.0,1.0,18.047619047619047,0.0333333333333333,78.57142857142857,12.61904761904762,2015-10-13,333,425,251
2015,10,14,292,251,0.8394377869857423,0.0,2.0,1.0,15.526315789473683,0.0210526315789473,69.36842105263158,15.736842105263158,2015-10-14,263,333,453
2015,10,15,309,243,0.8121907618189083,0.0,3.0,1.0,14.052631578947368,0.0,58.78947368421053,14.36842105263158,2015-10-15,292,263,444
2015,10,16,304,256,0.8765028209244855,0.0,4.0,1.0,13.526315789473683,0.0,58.78947368421053,17.263157894736842,2015-10-16,309,292,407
2015,10,17,187,128,0.7821056861817731,0.0,5.0,0.0,8.833333333333334,0.0,54.55555555555556,20.61111111111111,2015-10-17,304,309,278
2015,10,18,125,110,0.8647797418630752,0.0,6.0,0.0,5.833333333333333,0.0,49.72222222222222,18.77777777777778,2015-10-18,187,304,296
2015,10,19,188,171,0.9160872944586876,0.0,0.0,1.0,8.235294117647058,0.0,46.94117647058823,15.470588235294118,2015-10-19,125,187,301
2015,10,20,301,261,0.874830041134389,0.0,1.0,1.0,14.77777777777778,0.0,59.11111111111112,19.77777777777778,2015-10-20,188,125,287
2015,10,21,307,259,0.8604081572022748,0.0,2.0,1.0,17.45,0.0,65.35,9.85,2015-10-21,301,188,275
2015,10,22,340,285,0.8084074259074259,0.0,3.0,1.0,17.85,0.0,61.25,15.35,2015-10-22,307,301,130
2015,10,23,314,251,0.8225961605802354,0.0,4.0,1.0,11.11111111111111,0.0,72.66666666666667,20.05555555555556,2015-10-23,340,307,198
2015,10,24,256,176,0.7970966095597977,0.0,5.0,0.0,13.444444444444445,0.2055555555555555,76.66666666666667,16.22222222222222,2015-10-24,314,340,242
2015,10,25,200,169,0.8976759453781513,0.0,6.0,0.0,14.0625,0.04375,74.6875,20.8125,2015-10-25,256,314,235
2015,10,26,276,215,0.7751516066567926,0.0,0.0,1.0,12.421052631578949,0.0,55.47368421052632,9.789473684210526,2015-10-26,200,256,280
2015,10,27,250,224,0.9171494522371716,0.0,1.0,1.0,11.944444444444445,0.0,63.888888888888886,12.666666666666666,2015-10-27,276,200,326
2015,10,28,85,84,0.9957983193277312,0.0,2.0,1.0,16.142857142857142,2.671428571428572,91.07142857142856,30.285714285714285,2015-10-28,250,276,225
2015,10,29,262,231,0.8759273706143705,0.0,3.0,1.0,16.444444444444443,0.1666666666666666,68.72222222222223,21.55555555555556,2015-10-29,85,250,285
2015,10,30,201,180,0.9313229458450046,0.0,4.0,1.0,10.72222222222222,0.0,64.33333333333333,19.0,2015-10-30,262,85,211
2015,10,31,244,174,0.7828491683754841,0.0,5.0,0.0,10.105263157894736,0.0,63.68421052631579,8.421052631578947,2015-10-31,201,262,282
2015,11,1,227,163,0.7337687142354662,0.0,6.0,0.0,14.047619047619047,0.0,79.57142857142857,16.38095238095238,2015-11-01,244,201,261
2015,11,2,249,216,0.8698886057819301,0.0,0.0,1.0,15.176470588235292,0.0,68.47058823529412,6.0,2015-11-02,227,244,110
2015,11,3,328,265,0.841239450701097,0.0,1.0,1.0,17.9,0.0,67.65,7.6,2015-11-03,249,227,274
2015,11,4,322,266,0.7971608349658953,0.0,2.0,1.0,17.65,0.0,79.1,8.55,2015-11-04,328,249,208
2015,11,5,221,191,0.8880067848817849,0.0,3.0,1.0,16.5,0.14,93.4,7.6,2015-11-05,322,328,268
2015,11,6,275,223,0.830628157233353,0.0,4.0,1.0,18.526315789473685,0.031578947368421,91.15789473684212,17.36842105263158,2015-11-06,221,322,232
2015,11,7,306,210,0.7404452958503088,0.0,5.0,0.0,14.210526315789474,0.0368421052631579,71.78947368421052,14.526315789473683,2015-11-07,275,221,260
2015,11,8,231,154,0.744497750330413,0.0,6.0,0.0,11.95,0.0,59.75,11.8,2015-11-08,306,275,350
2015,11,9,238,209,0.8692819855167416,0.0,0.0,1.0,12.555555555555555,0.0,57.66666666666666,7.111111111111111,2015-11-09,231,306,310
2015,11,10,110,101,0.8905555555555557,0.0,1.0,1.0,13.444444444444445,0.5888888888888889,89.05555555555556,22.666666666666668,2015-11-10,238,231,247
2015,11,11,220,189,0.851373752703676,1.0,2.0,0.0,12.058823529411764,0.1588235294117647,83.05882352941177,14.647058823529411,2015-11-11,110,238,252
2015,11,12,183,176,0.9527777777777778,0.0,3.0,1.0,12.75,0.245,87.7,19.85,2015-11-12,220,110,317
2015,11,13,218,183,0.8777206518285979,0.0,4.0,1.0,10.05,0.005,64.45,30.4,2015-11-13,183,220,280
2015,11,14,126,101,0.886551736079047,0.0,5.0,0.0,6.714285714285714,0.0,61.71428571428572,25.928571428571427,2015-11-14,218,183,174
2015,11,15,165,115,0.785093370681606,0.0,6.0,0.0,10.0,0.0,68.58823529411765,18.823529411764707,2015-11-15,126,218,200
2015,11,16,270,231,0.8524511755232174,0.0,0.0,1.0,13.555555555555555,0.0,70.55555555555556,13.22222222222222,2015-11-16,165,126,133
2015,11,17,230,205,0.8719681658211071,0.0,1.0,1.0,8.45,0.0,62.25,12.55,2015-11-17,270,165,255
2015,11,18,203,190,0.930082317827416,0.0,2.0,1.0,12.333333333333334,0.0,78.11111111111111,18.11111111111111,2015-11-18,230,270,177
2015,11,19,90,86,0.9281400966183574,0.0,3.0,1.0,15.444444444444445,1.588888888888889,90.11111111111111,26.72222222222222,2015-11-19,203,230,161
2015,11,20,220,196,0.903176109740755,0.0,4.0,1.0,10.55,0.575,67.6,18.9,2015-11-20,90,203,204
2015,11,21,229,159,0.7377902054070018,0.0,5.0,0.0,8.5,0.005,68.15,14.9,2015-11-21,220,90,249
2015,11,22,151,102,0.8035803015163181,0.0,6.0,0.0,8.722222222222221,0.0222222222222222,66.44444444444444,19.444444444444443,2015-11-22,229,220,221
2015,11,23,154,133,0.9182501068910804,0.0,0.0,1.0,3.3529411764705883,0.0,56.0,21.58823529411765,2015-11-23,151,229,211
2015,11,24,157,144,0.9256308506308506,0.0,1.0,1.0,5.111111111111111,0.0,56.5,10.944444444444445,2015-11-24,154,151,183
2015,11,25,151,127,0.893401869180416,0.0,2.0,1.0,8.529411764705882,0.0,62.41176470588236,6.882352941176471,2015-11-25,157,154,96
2015,11,26,166,84,0.7044914332627805,1.0,3.0,0.0,11.27777777777778,0.0,81.27777777777777,8.5,2015-11-26,151,157,176
2015,11,27,208,135,0.7878672846430695,0.0,4.0,1.0,13.4375,0.0,77.5,13.5,2015-11-27,166,151,211
2015,11,28,117,68,0.6611799964741141,0.0,5.0,0.0,11.588235294117649,0.0647058823529411,85.29411764705883,11.705882352941176,2015-11-28,208,166,157
2015,11,29,95,71,0.7439935064935065,0.0,6.0,0.0,5.5625,0.0,57.4375,15.0625,2015-11-29,117,208,136
2015,11,30,131,124,0.9266975308641976,0.0,0.0,1.0,5.388888888888889,0.0,76.0,14.333333333333334,2015-11-30,95,117,152
2015,12,1,64,64,1.0,0.0,1.0,1.0,9.4,0.8333333333333334,92.73333333333332,17.933333333333334,2015-12-01,131,95,132
2015,12,2,99,98,0.986842105263158,0.0,2.0,1.0,10.842105263157896,1.0105263157894735,95.94736842105264,7.578947368421052,2015-12-02,64,131,196
2015,12,3,165,150,0.9016754850088184,0.0,3.0,1.0,6.777777777777778,0.0,82.83333333333333,20.72222222222222,2015-12-03,99,64,180
2015,12,4,186,174,0.946527777777778,0.0,4.0,1.0,7.65,0.0,73.45,13.4,2015-12-04,165,99,157
2015,12,5,190,125,0.7701339510163039,0.0,5.0,0.0,8.777777777777779,0.0,69.94444444444444,5.722222222222222,2015-12-05,186,165,76
2015,12,6,179,147,0.8414117826617826,0.0,6.0,0.0,7.85,0.0,71.75,9.6,2015-12-06,190,186,118
2015,12,7,199,187,0.926106744992194,0.0,0.0,1.0,9.0,0.0,65.05882352941177,7.882352941176471,2015-12-07,179,190,83
2015,12,8,159,147,0.9176704014939308,0.0,1.0,1.0,7.0,0.0,74.41176470588235,8.588235294117647,2015-12-08,199,179,79
2015,12,9,154,144,0.9273989898989898,0.0,2.0,1.0,8.722222222222221,0.0,81.38888888888889,12.77777777777778,2015-12-09,159,199,144
2015,12,10,209,177,0.8826198338698339,1.0,3.0,0.0,11.27777777777778,0.0,83.5,7.944444444444445,2015-12-10,154,159,144
2015,12,11,221,186,0.8068783068783069,0.0,4.0,1.0,11.77777777777778,0.0,84.55555555555556,10.77777777777778,2015-12-11,209,154,135
2015,12,12,259,200,0.8029137250941761,0.0,5.0,0.0,13.428571428571429,0.0,86.33333333333333,7.238095238095238,2015-12-12,221,209,244
2015,12,13,291,200,0.7914560756381968,0.0,6.0,0.0,13.789473684210526,0.0,87.10526315789474,9.0,2015-12-13,259,221,173
2015,12,14,186,156,0.8607050485078167,0.0,0.0,1.0,14.352941176470589,0.3999999999999999,92.70588235294116,15.352941176470589,2015-12-14,291,259,184
2015,12,15,203,180,0.8922138368531997,0.0,1.0,1.0,11.882352941176473,0.0529411764705882,72.47058823529412,24.11764705882353,2015-12-15,186,291,139
2015,12,16,177,157,0.9052910052910051,0.0,2.0,1.0,8.777777777777779,0.0,74.0,9.944444444444445,2015-12-16,203,186,151
2015,12,17,90,88,0.9814814814814816,0.0,3.0,1.0,10.11111111111111,2.388888888888889,93.72222222222224,8.944444444444445,2015-12-17,177,203,208
2015,12,18,129,123,0.9076023391812864,0.0,4.0,1.0,1.4736842105263157,0.0052631578947368,70.0,14.578947368421051,2015-12-18,90,177,228
2015,12,19,74,61,0.8790669856459331,0.0,5.0,0.0,1.5789473684210529,0.1578947368421052,71.57894736842105,17.210526315789473,2015-12-19,129,90,268
2015,12,20,82,74,0.9017273576097106,0.0,6.0,0.0,1.8235294117647056,0.0058823529411764,70.05882352941177,13.764705882352942,2015-12-20,74,129,290
2015,12,21,162,152,0.9559523809523808,0.0,0.0,1.0,9.055555555555555,0.0,76.88888888888889,21.61111111111111,2015-12-21,82,74,188
2015,12,22,110,105,0.9771664008506116,0.0,1.0,1.0,12.75,0.5,95.45,14.25,2015-12-22,162,82,201
2015,12,23,70,69,0.9666666666666668,0.0,2.0,1.0,13.0,1.606666666666667,96.6,15.0,2015-12-23,110,162,122
2015,12,24,109,81,0.7824103674103674,0.0,3.0,1.0,17.666666666666668,0.06,91.0,16.533333333333335,2015-12-24,70,110,138
2015,12,25,131,67,0.6231598183883742,1.0,4.0,0.0,14.529411764705882,0.0411764705882353,80.94117647058823,3.5294117647058822,2015-12-25,109,70,91
2015,12,26,104,61,0.6948618841475984,0.0,5.0,0.0,9.571428571428571,0.0357142857142857,74.42857142857143,15.571428571428571,2015-12-26,131,109,92
2015,12,27,90,54,0.7156105006105006,0.0,6.0,0.0,12.8,0.0866666666666666,86.6,21.33333333333333,2015-12-27,104,131,68
2015,12,28,101,89,0.9422979797979798,0.0,0.0,1.0,2.75,0.0,75.0,19.8,2015-12-28,90,104,108
2015,12,29,53,50,0.9623015873015872,0.0,1.0,1.0,6.571428571428571,0.3642857142857142,90.5,13.928571428571429,2015-12-29,101,90,138
2015,12,30,123,108,0.8985767704517704,0.0,2.0,1.0,6.5625,0.075,91.9375,10.3125,2015-12-30,53,101,98
2015,12,31,116,96,0.8831732612529714,0.0,3.0,1.0,6.944444444444445,0.0277777777777777,79.72222222222223,17.166666666666668,2015-12-31,123,53,100
2016,1,1,80,45,0.7934003496503497,1.0,4.0,0.0,3.1875,0.0,69.875,22.8125,2016-01-01,116,123,103
2016,1,2,87,70,0.8859410430839002,0.0,5.0,0.0,2.9285714285714284,0.0,59.0,16.071428571428573,2016-01-02,80,116,135
2016,1,3,82,65,0.876530612244898,0.0,6.0,0.0,3.357142857142857,0.0,62.57142857142857,22.214285714285715,2016-01-03,87,80,106
2016,1,4,71,68,0.9555555555555556,0.0,0.0,1.0,-1.0833333333333333,0.0583333333333333,73.5,19.166666666666668,2016-01-04,82,87,81
2016,1,5,70,69,0.9933333333333334,0.0,1.0,1.0,-2.6,0.0,32.333333333333336,12.333333333333334,2016-01-05,71,82,86
2016,1,6,119,107,0.9112168396770473,0.0,2.0,1.0,1.6470588235294117,0.0,32.11764705882353,11.588235294117649,2016-01-06,70,71,69
2016,1,7,144,128,0.8937321937321937,0.0,3.0,1.0,4.222222222222222,0.0,42.44444444444444,3.388888888888889,2016-01-07,119,70,108
2016,1,8,153,143,0.9438492063492064,0.0,4.0,1.0,3.8333333333333335,0.0,78.88888888888889,13.444444444444445,2016-01-08,144,119,110
2016,1,9,129,109,0.7887524801587301,0.0,5.0,0.0,7.0625,0.0375,93.1875,14.9375,2016-01-09,153,144,68
2016,1,10,70,66,0.980952380952381,0.0,6.0,0.0,10.5,1.3071428571428572,86.92857142857143,28.642857142857142,2016-01-10,129,153,83
2016,1,11,97,95,0.9285714285714286,0.0,0.0,1.0,-0.6428571428571429,0.0,48.07142857142857,24.928571428571427,2016-01-11,70,129,88
2016,1,12,110,108,0.9884453781512604,0.0,1.0,1.0,1.8823529411764703,0.1117647058823529,58.35294117647059,23.764705882352946,2016-01-12,97,70,87
2016,1,13,84,83,0.99609375,0.0,2.0,1.0,-3.0625,0.0,49.75,29.25,2016-01-13,110,97,70
2016,1,14,115,114,0.996031746031746,0.0,3.0,1.0,1.1666666666666667,0.0,63.833333333333336,13.22222222222222,2016-01-14,84,110,70
2016,1,15,143,133,0.9514505217291594,0.0,4.0,1.0,5.611111111111111,0.0555555555555555,82.83333333333333,7.055555555555555,2016-01-15,115,84,172
2016,1,16,122,95,0.8522610000938174,0.0,5.0,0.0,6.235294117647059,0.0941176470588235,84.0,18.47058823529412,2016-01-16,143,115,110
2016,1,17,55,49,0.9464285714285714,0.0,6.0,0.0,1.2142857142857142,0.0642857142857143,75.64285714285714,12.357142857142858,2016-01-17,122,143,126
2016,1,18,45,42,0.9481292517006804,1.0,0.0,0.0,-3.928571428571429,0.0,49.71428571428572,35.714285714285715,2016-01-18,55,122,76
2016,1,19,59,59,1.0,0.0,1.0,1.0,-3.875,0.0,58.1875,33.1875,2016-01-19,45,55,142
2016,1,20,110,104,0.8989417989417989,0.0,2.0,1.0,-0.2777777777777778,0.0,61.388888888888886,13.055555555555555,2016-01-20,59,45,104
2016,1,21,93,91,0.980952380952381,0.0,3.0,1.0,-0.9444444444444444,0.0,55.888888888888886,21.444444444444443,2016-01-21,110,59,85
2016,1,22,90,89,0.9852941176470588,0.0,4.0,1.0,-2.3529411764705883,0.0529411764705882,48.11764705882353,14.764705882352942,2016-01-22,93,110,79
2016,1,27,36,36,1.0,0.0,2.0,1.0,2.6923076923076925,0.0923076923076923,82.61538461538461,17.384615384615383,2016-01-27,0,0,82
2016,1,28,66,64,0.975,0.0,3.0,1.0,1.625,0.0,80.8125,9.0,2016-01-28,36,0,75
2016,1,29,86,83,0.9733893557422968,0.0,4.0,1.0,0.8823529411764706,0.0705882352941176,84.94117647058823,21.058823529411764,2016-01-29,66,36,157
2016,1,30,74,61,0.8520634920634921,0.0,5.0,0.0,0.4,0.0,76.26666666666667,15.733333333333333,2016-01-30,86,66,126
2016,1,31,116,98,0.8932744399007374,0.0,6.0,0.0,4.529411764705882,0.0,95.47058823529412,11.411764705882351,2016-01-31,74,86,62
2016,2,1,111,106,0.9454887218045114,0.0,0.0,1.0,7.684210526315789,0.1999999999999999,91.63157894736842,14.63157894736842,2016-02-01,116,74,51
2016,2,2,128,124,0.965587044534413,0.0,1.0,1.0,5.631578947368421,0.0,80.63157894736842,7.947368421052632,2016-02-02,111,116,78
2016,2,3,54,54,1.0,0.0,2.0,1.0,9.375,0.9625,92.875,22.75,2016-02-03,128,111,82
2016,2,4,134,127,0.957929159318048,0.0,3.0,1.0,8.722222222222221,0.1722222222222222,82.38888888888889,13.333333333333334,2016-02-04,54,128,109
2016,2,5,70,69,0.9910714285714286,0.0,4.0,1.0,1.0,1.0714285714285714,83.85714285714286,24.428571428571427,2016-02-05,134,54,70
2016,2,6,114,78,0.7620617944147355,0.0,5.0,0.0,1.5294117647058822,0.0,71.05882352941177,13.411764705882351,2016-02-06,70,134,53
2016,2,7,106,93,0.931875901875902,0.0,6.0,0.0,4.2,0.0,75.06666666666666,9.066666666666666,2016-02-07,114,70,59
2016,2,8,58,58,1.0,0.0,0.0,1.0,-0.3846153846153846,0.1538461538461538,85.0,17.23076923076923,2016-02-08,106,114,59
2016,2,9,88,85,0.9166666666666666,0.0,1.0,1.0,-0.2777777777777778,0.0666666666666666,85.27777777777777,7.777777777777778,2016-02-09,58,106,98
2016,2,10,82,81,0.986842105263158,0.0,2.0,1.0,0.3157894736842105,0.0842105263157894,80.63157894736842,22.105263157894736,2016-02-10,88,58,128
2016,2,11,71,68,0.9882352941176472,0.0,3.0,1.0,-5.294117647058823,0.0647058823529411,58.76470588235294,31.88235294117647,2016-02-11,82,88,90
2016,2,12,61,58,0.959375,0.0,4.0,1.0,-5.5625,0.0,52.25,13.4375,2016-02-12,71,82,128
2016,2,13,25,24,0.9615384615384616,0.0,5.0,0.0,-9.384615384615383,0.0,47.15384615384615,38.61538461538461,2016-02-13,61,71,64
2016,2,14,15,12,0.8148148148148148,0.0,6.0,0.0,-9.77777777777778,0.0,31.55555555555556,12.88888888888889,2016-02-14,25,61,30
2016,2,15,17,17,1.0,1.0,0.0,0.0,-2.75,0.6499999999999999,72.375,10.625,2016-02-15,15,25,61
2016,2,16,72,70,0.925925925925926,0.0,1.0,1.0,7.0,1.338888888888889,92.05555555555556,30.27777777777778,2016-02-16,17,15,78
2016,2,17,110,103,0.955842849960497,0.0,2.0,1.0,2.588235294117647,0.0,77.94117647058823,16.058823529411764,2016-02-17,72,17,67
2016,2,18,89,84,0.9512345679012346,0.0,3.0,1.0,-1.4444444444444444,0.0,58.72222222222222,19.61111111111111,2016-02-18,110,72,124
2016,2,19,92,82,0.8616246498599439,0.0,4.0,1.0,1.0,0.0,58.52941176470589,14.352941176470589,2016-02-19,89,110,106
2016,2,20,214,142,0.7355826889160223,0.0,5.0,0.0,9.166666666666666,0.0222222222222222,80.38888888888889,22.11111111111111,2016-02-20,92,89,72
2016,2,21,167,121,0.7934460147695441,0.0,6.0,0.0,8.294117647058824,0.2941176470588235,81.94117647058823,10.117647058823527,2016-02-21,214,92,79
2016,2,22,157,144,0.9079866946778712,0.0,0.0,1.0,5.45,0.0,74.6,8.0,2016-02-22,167,214,91
2016,2,23,69,68,0.9915966386554622,0.0,1.0,1.0,2.8823529411764706,0.7999999999999999,86.17647058823529,25.764705882352946,2016-02-23,157,167,68
2016,2,24,32,32,1.0,0.0,2.0,1.0,9.266666666666667,2.1333333333333333,97.4,28.933333333333334,2016-02-24,69,157,37
2016,2,25,110,101,0.9311612364243944,0.0,3.0,1.0,6.789473684210527,0.1210526315789473,78.89473684210526,29.84210526315789,2016-02-25,32,69,31
2016,2,26,98,89,0.9169590643274852,0.0,4.0,1.0,-0.1578947368421052,0.0,53.36842105263158,27.473684210526315,2016-02-26,110,32,69
2016,2,27,77,66,0.775,0.0,5.0,0.0,1.8571428571428568,0.0,51.35714285714285,18.214285714285715,2016-02-27,98,110,77
2016,2,28,329,203,0.7482011905701842,0.0,6.0,0.0,8.647058823529411,0.0,74.52941176470588,21.58823529411765,2016-02-28,77,98,92
2016,2,29,146,137,0.9317048031333746,0.0,0.0,1.0,8.80952380952381,0.0571428571428571,78.85714285714286,21.80952380952381,2016-02-29,329,77,97
2016,3,1,146,133,0.898435746352413,0.0,1.0,1.0,5.611111111111111,0.0,69.94444444444444,17.555555555555557,2016-03-01,146,329,73
2016,3,2,101,97,0.9592592592592591,0.0,2.0,1.0,2.055555555555556,0.1666666666666666,59.333333333333336,30.83333333333333,2016-03-02,146,146,227
2016,3,3,90,85,0.9565826330532212,0.0,3.0,1.0,0.2941176470588235,0.0,39.52941176470589,10.470588235294118,2016-03-03,101,146,192
2016,3,4,81,77,0.9541666666666666,0.0,4.0,1.0,0.625,0.1875,71.3125,21.875,2016-03-04,90,101,119
2016,3,5,105,72,0.7903263403263403,0.0,5.0,0.0,1.9375,0.0,50.5,7.8125,2016-03-05,81,90,59
2016,3,6,136,107,0.8276914508493456,0.0,6.0,0.0,4.933333333333334,0.0,47.46666666666667,7.533333333333333,2016-03-06,105,81,78
2016,3,7,205,179,0.8975525294658926,0.0,0.0,1.0,7.888888888888889,0.0,77.05555555555556,19.22222222222222,2016-03-07,136,105,103
2016,3,8,226,205,0.922083598093681,0.0,1.0,1.0,11.5,0.0,78.25,8.8125,2016-03-08,205,136,78
2016,3,9,308,260,0.8225832595040986,0.0,2.0,1.0,15.105263157894736,0.0,69.78947368421052,11.63157894736842,2016-03-09,226,205,227
2016,3,10,318,230,0.6798076824973684,0.0,3.0,1.0,17.1,0.0349999999999999,77.6,11.4,2016-03-10,308,226,256
2016,3,11,259,194,0.7781065266609795,0.0,4.0,1.0,11.352941176470589,0.0,70.41176470588235,18.47058823529412,2016-03-11,318,308,142
2016,3,12,299,204,0.8025340834497181,0.0,5.0,0.0,10.05,0.0,69.2,11.8,2016-03-12,259,318,158
