year,month,day,count
2015.0,6.0,8.0,456
2015.0,6.0,9.0,235
2015.0,6.0,10.0,267
2015.0,6.0,11.0,285
2015.0,6.0,12.0,325
2015.0,6.0,13.0,317
2015.0,6.0,14.0,309
2015.0,6.0,15.0,355
2015.0,6.0,16.0,452
2015.0,6.0,17.0,242
2015.0,6.0,18.0,310
2015.0,6.0,19.0,260
2015.0,6.0,20.0,238
2015.0,6.0,21.0,318
2015.0,6.0,22.0,249
2015.0,6.0,23.0,536
2015.0,6.0,24.0,403
2015.0,6.0,25.0,265
2015.0,6.0,26.0,379
2015.0,6.0,27.0,316
2015.0,6.0,28.0,332
2015.0,6.0,29.0,188
2015.0,6.0,30.0,261
2015.0,7.0,1.0,402
2015.0,7.0,2.0,315
2015.0,7.0,3.0,338
2015.0,7.0,4.0,245
2015.0,7.0,5.0,521
2015.0,7.0,6.0,351
2015.0,7.0,7.0,389
2015.0,7.0,8.0,335
2015.0,7.0,9.0,367
2015.0,7.0,10.0,271
2015.0,7.0,11.0,237
2015.0,7.0,12.0,439
2015.0,7.0,13.0,416
2015.0,7.0,14.0,484
2015.0,7.0,15.0,348
2015.0,7.0,16.0,282
2015.0,7.0,17.0,288
2015.0,7.0,18.0,377
2015.0,7.0,19.0,403
2015.0,7.0,20.0,404
2015.0,7.0,21.0,421
2015.0,7.0,22.0,270
2015.0,7.0,23.0,411
2015.0,7.0,24.0,345
2015.0,7.0,25.0,392
2015.0,7.0,26.0,372
2015.0,7.0,27.0,459
2015.0,7.0,28.0,440
2015.0,7.0,29.0,329
2015.0,7.0,30.0,336
2015.0,7.0,31.0,337
2015.0,8.0,1.0,280
2015.0,8.0,2.0,382
2015.0,8.0,3.0,310
2015.0,8.0,4.0,443
2015.0,8.0,5.0,266
2015.0,8.0,6.0,374
2015.0,8.0,7.0,397
2015.0,8.0,8.0,346
2015.0,8.0,9.0,372
2015.0,8.0,10.0,324
2015.0,8.0,11.0,368
2015.0,8.0,12.0,526
2015.0,8.0,13.0,307
2015.0,8.0,14.0,320
2015.0,8.0,15.0,409
2015.0,8.0,16.0,456
2015.0,8.0,17.0,500
2015.0,8.0,18.0,350
2015.0,8.0,19.0,319
2015.0,8.0,20.0,377
2015.0,8.0,21.0,334
2015.0,8.0,22.0,334
2015.0,8.0,23.0,355
2015.0,8.0,24.0,372
2015.0,8.0,25.0,492
2015.0,8.0,26.0,347
2015.0,8.0,27.0,349
2015.0,8.0,28.0,373
2015.0,8.0,29.0,393
2015.0,8.0,30.0,352
2015.0,8.0,31.0,327
2015.0,9.0,1.0,382
2015.0,9.0,2.0,359
2015.0,9.0,3.0,321
2015.0,9.0,4.0,330
2015.0,9.0,5.0,355
2015.0,9.0,6.0,306
2015.0,9.0,7.0,351
2015.0,9.0,8.0,469
2015.0,9.0,9.0,525
2015.0,9.0,10.0,452
2015.0,9.0,11.0,234
2015.0,9.0,12.0,418
2015.0,9.0,13.0,124
2015.0,9.0,14.0,346
2015.0,9.0,15.0,339
2015.0,9.0,16.0,310
2015.0,9.0,17.0,369
2015.0,9.0,18.0,338
2015.0,9.0,19.0,252
2015.0,9.0,20.0,349
2015.0,9.0,21.0,288
2015.0,9.0,22.0,419
2015.0,9.0,23.0,414
2015.0,9.0,24.0,419
2015.0,9.0,25.0,314
2015.0,9.0,26.0,347
2015.0,9.0,27.0,287
2015.0,9.0,28.0,328
2015.0,9.0,29.0,392
2015.0,9.0,30.0,497
2015.0,10.0,1.0,345
2015.0,10.0,2.0,192
2015.0,10.0,3.0,316
2015.0,10.0,4.0,233
2015.0,10.0,5.0,278
2015.0,10.0,6.0,91
2015.0,10.0,7.0,91
2015.0,10.0,8.0,346
2015.0,10.0,9.0,336
2015.0,10.0,10.0,307
2015.0,10.0,11.0,293
2015.0,10.0,12.0,275
2015.0,10.0,13.0,251
2015.0,10.0,14.0,453
2015.0,10.0,15.0,444
2015.0,10.0,16.0,407
2015.0,10.0,17.0,278
2015.0,10.0,18.0,296
2015.0,10.0,19.0,301
2015.0,10.0,20.0,287
2015.0,10.0,21.0,275
2015.0,10.0,22.0,130
2015.0,10.0,23.0,198
2015.0,10.0,24.0,242
2015.0,10.0,25.0,235
2015.0,10.0,26.0,280
2015.0,10.0,27.0,326
2015.0,10.0,28.0,225
2015.0,10.0,29.0,285
2015.0,10.0,30.0,211
2015.0,10.0,31.0,282
2015.0,11.0,1.0,261
2015.0,11.0,2.0,110
2015.0,11.0,3.0,274
2015.0,11.0,4.0,208
2015.0,11.0,5.0,268
2015.0,11.0,6.0,232
2015.0,11.0,7.0,260
2015.0,11.0,8.0,350
2015.0,11.0,9.0,310
2015.0,11.0,10.0,247
2015.0,11.0,11.0,252
2015.0,11.0,12.0,317
2015.0,11.0,13.0,280
2015.0,11.0,14.0,174
2015.0,11.0,15.0,200
2015.0,11.0,16.0,133
2015.0,11.0,17.0,255
2015.0,11.0,18.0,177
2015.0,11.0,19.0,161
2015.0,11.0,20.0,204
2015.0,11.0,21.0,249
2015.0,11.0,22.0,221
2015.0,11.0,23.0,211
2015.0,11.0,24.0,183
2015.0,11.0,25.0,96
2015.0,11.0,26.0,176
2015.0,11.0,27.0,211
2015.0,11.0,28.0,157
2015.0,11.0,29.0,136
2015.0,11.0,30.0,152
2015.0,12.0,1.0,132
2015.0,12.0,2.0,196
2015.0,12.0,3.0,180
2015.0,12.0,4.0,157
2015.0,12.0,5.0,76
2015.0,12.0,6.0,118
2015.0,12.0,7.0,83
2015.0,12.0,8.0,79
2015.0,12.0,9.0,144
2015.0,12.0,10.0,144
2015.0,12.0,11.0,135
2015.0,12.0,12.0,244
2015.0,12.0,13.0,173
2015.0,12.0,14.0,184
2015.0,12.0,15.0,139
2015.0,12.0,16.0,151
2015.0,12.0,17.0,208
2015.0,12.0,18.0,228
2015.0,12.0,19.0,268
2015.0,12.0,20.0,290
2015.0,12.0,21.0,188
2015.0,12.0,22.0,201
2015.0,12.0,23.0,122
2015.0,12.0,24.0,138
2015.0,12.0,25.0,91
2015.0,12.0,26.0,92
2015.0,12.0,27.0,68
2015.0,12.0,28.0,108
2015.0,12.0,29.0,138
2015.0,12.0,30.0,98
2015.0,12.0,31.0,100
2016.0,1.0,1.0,103
2016.0,1.0,2.0,135
2016.0,1.0,3.0,106
2016.0,1.0,4.0,81
2016.0,1.0,5.0,86
2016.0,1.0,6.0,69
2016.0,1.0,7.0,108
2016.0,1.0,8.0,110
2016.0,1.0,9.0,68
2016.0,1.0,10.0,83
2016.0,1.0,11.0,88
2016.0,1.0,12.0,87
2016.0,1.0,13.0,70
2016.0,1.0,14.0,70
2016.0,1.0,15.0,172
2016.0,1.0,16.0,110
2016.0,1.0,17.0,126
2016.0,1.0,18.0,76
2016.0,1.0,19.0,142
2016.0,1.0,20.0,104
2016.0,1.0,21.0,85
2016.0,1.0,22.0,79
2016.0,1.0,27.0,82
2016.0,1.0,28.0,75
2016.0,1.0,29.0,157
2016.0,1.0,30.0,126
2016.0,1.0,31.0,62
2016.0,2.0,1.0,51
2016.0,2.0,2.0,78
2016.0,2.0,3.0,82
2016.0,2.0,4.0,109
2016.0,2.0,5.0,70
2016.0,2.0,6.0,53
2016.0,2.0,7.0,59
2016.0,2.0,8.0,59
2016.0,2.0,9.0,98
2016.0,2.0,10.0,128
2016.0,2.0,11.0,90
2016.0,2.0,12.0,128
2016.0,2.0,13.0,64
2016.0,2.0,14.0,30
2016.0,2.0,15.0,61
2016.0,2.0,16.0,78
2016.0,2.0,17.0,67
2016.0,2.0,18.0,124
2016.0,2.0,19.0,106
2016.0,2.0,20.0,72
2016.0,2.0,21.0,79
2016.0,2.0,22.0,91
2016.0,2.0,23.0,68
2016.0,2.0,24.0,37
2016.0,2.0,25.0,31
2016.0,2.0,26.0,69
2016.0,2.0,27.0,77
2016.0,2.0,28.0,92
2016.0,2.0,29.0,97
2016.0,3.0,1.0,73
2016.0,3.0,2.0,227
2016.0,3.0,3.0,192
2016.0,3.0,4.0,119
2016.0,3.0,5.0,59
2016.0,3.0,6.0,78
2016.0,3.0,7.0,103
2016.0,3.0,8.0,78
2016.0,3.0,9.0,227
2016.0,3.0,10.0,256
2016.0,3.0,11.0,142
2016.0,3.0,12.0,158
2016.0,3.0,13.0,96
2016.0,3.0,14.0,68
2016.0,3.0,15.0,75
2016.0,3.0,16.0,133
2016.0,3.0,17.0,179
2016.0,3.0,18.0,214
2016.0,3.0,19.0,199
2016.0,3.0,20.0,299
2016.0,3.0,21.0,242
2016.0,3.0,22.0,254
2016.0,3.0,23.0,280
2016.0,3.0,24.0,213
2016.0,3.0,25.0,135
2016.0,3.0,26.0,91
2016.0,3.0,27.0,195
2016.0,3.0,28.0,170
2016.0,3.0,29.0,159
2016.0,3.0,30.0,226
2016.0,3.0,31.0,161
2016.0,4.0,1.0,121
2016.0,4.0,2.0,145
2016.0,4.0,3.0,207
2016.0,4.0,4.0,242
2016.0,4.0,5.0,259
2016.0,4.0,6.0,205
2016.0,4.0,7.0,290
2016.0,4.0,8.0,171
2016.0,4.0,9.0,117
2016.0,4.0,10.0,181
2016.0,4.0,11.0,183
2016.0,4.0,12.0,318
2016.0,4.0,13.0,179
2016.0,4.0,14.0,174
2016.0,4.0,15.0,125
2016.0,4.0,16.0,80
2016.0,4.0,17.0,103
2016.0,4.0,18.0,133
2016.0,4.0,19.0,158
2016.0,4.0,20.0,136
2016.0,4.0,21.0,74
2016.0,4.0,22.0,208
2016.0,4.0,23.0,228
2016.0,4.0,24.0,117
2016.0,4.0,25.0,249
2016.0,4.0,26.0,206
2016.0,4.0,27.0,269
