year,sub,holidays,workday,tempC,precipMM,humidity,windspeedKmph,weekday,hour,weatherDesc2,month,predict,count,differenz_prozent
2015,rate,0,0,19,0.0,57,13,5,16,Sunny,4,,,
2015,rate,0,0,18,0.0,60,11,5,17,Sunny,4,,,
2015,rate,0,0,17,0.0,63,9,5,18,Clear,4,,,
2015,rate,0,0,15,0.0,60,15,5,19,Clear,4,,,
2015,rate,0,0,14,0.0,57,20,5,20,Clear,4,,,
2015,rate,0,0,12,0.0,59,17,6,10,Sunny,4,,,
2015,rate,0,0,12,0.0,56,18,6,11,Partly cloudy,4,,,
2015,rate,0,0,13,0.0,53,18,6,12,Partly cloudy,4,,,
2015,rate,0,0,12,0.0,56,19,6,13,Partly cloudy,4,,,
2015,rate,0,0,12,0.0,59,21,6,14,Cloudy,4,,,
2015,rate,0,0,11,0.0,63,22,6,15,Cloudy,4,,,
2015,rate,0,0,10,0.0,65,22,6,16,Cloudy,4,,,
2015,rate,0,0,9,0.0,67,21,6,17,Partly cloudy,4,,,
2015,rate,0,0,8,0.0,69,20,6,18,Partly cloudy,4,,,
2015,rate,0,0,8,0.0,70,20,6,19,Partly cloudy,4,,,
2015,rate,0,0,8,0.0,72,20,6,20,Cloudy,4,,,
2015,rate,0,0,8,0.0,73,20,6,21,Cloudy,4,,,
2015,rate,0,0,8,0.0,76,22,6,22,Cloudy,4,,,
2015,rate,0,0,8,0.0,79,23,6,23,Overcast,4,,,
2015,rate,0,1,10,2.2,92,38,0,6,Moderate rain,4,,,
2015,rate,0,1,11,1.1,93,37,0,7,Moderate rain,4,,,
2015,rate,0,1,11,5.0,94,37,0,8,Heavy rain,4,,,
2015,rate,0,1,14,0.0,96,13,0,14,Cloudy,4,,,
2015,rate,0,1,15,0.0,95,13,0,15,Cloudy,4,,,
2015,rate,0,1,14,0.0,95,11,0,16,Cloudy,4,,,
2015,rate,0,1,14,0.2,96,10,0,17,Light drizzle,4,,,
2015,rate,0,1,14,0.2,97,8,0,18,Light drizzle,4,,,
2015,rate,0,1,13,0.1,97,9,0,19,Light drizzle,4,,,
2015,rate,0,1,12,1.0,97,11,0,20,Moderate or heavy rain shower,4,,,
2015,rate,0,1,11,1.3,97,12,0,21,Moderate or heavy rain shower,4,,,
2015,rate,0,1,11,0.6,98,10,0,22,Moderate or heavy rain shower,4,,,
2015,rate,0,1,11,1.6,98,9,0,23,Moderate or heavy rain shower,4,,,
2015,rate,0,1,12,0.7,92,10,1,6,Light rain shower,4,,,
2015,rate,0,1,12,0.3,88,15,1,7,Light rain shower,4,,,
2015,rate,0,1,13,0.0,83,19,1,8,Sunny,4,,,
2015,rate,0,1,13,0.0,79,23,1,9,Sunny,4,,,
2015,rate,0,1,14,0.0,70,24,1,10,Sunny,4,,,
2015,rate,0,1,15,0.1,60,26,1,11,Sunny,4,,,
2015,rate,0,1,15,0.1,51,27,1,12,Sunny,4,,,
2015,rate,0,1,15,0.0,54,24,1,13,Sunny,4,,,
2015,rate,0,1,14,0.0,57,22,1,14,Sunny,4,,,
2015,rate,0,1,14,0.0,59,19,1,15,Sunny,4,,,
2015,rate,0,1,13,0.0,62,16,1,16,Sunny,4,,,
2015,rate,0,1,12,0.0,65,14,1,17,Sunny,4,,,
2015,rate,0,1,12,0.0,68,11,1,18,Clear,4,,,
2015,rate,0,1,12,0.0,67,12,1,19,Clear,4,,,
2015,rate,0,1,11,0.0,66,12,1,20,Clear,4,,,
2015,rate,0,1,11,0.0,73,17,2,6,Cloudy,4,,,
2015,rate,0,1,12,0.0,69,19,2,7,Cloudy,4,,,
2015,rate,0,1,13,0.0,65,20,2,8,Cloudy,4,,,
2015,rate,0,1,14,0.0,61,22,2,9,Cloudy,4,,,
2015,rate,0,1,14,0.0,58,24,2,10,Cloudy,4,,,
2015,rate,0,1,15,0.0,54,26,2,11,Thundery outbreaks possible,4,,,
2015,rate,0,1,16,0.0,50,27,2,12,Thundery outbreaks possible,4,,,
2015,rate,0,1,15,0.0,60,24,2,13,Thundery outbreaks possible,4,,,
2015,rate,0,1,14,2.0,70,21,2,14,Moderate or heavy rain shower,4,,,
2015,rate,0,1,13,2.7,79,18,2,15,Moderate or heavy rain shower,4,,,
2015,rate,0,1,12,1.3,79,16,2,16,Moderate or heavy rain shower,4,,,
2015,rate,0,1,12,2.9,79,14,2,17,Torrential rain shower,4,,,
2015,rate,0,1,11,3.9,79,12,2,18,Torrential rain shower,4,,,
2015,rate,0,1,10,1.9,80,15,2,19,Torrential rain shower,4,,,
2015,rate,0,1,9,0.0,81,19,2,20,Clear,4,,,
2015,rate,0,1,8,0.0,82,23,2,21,Clear,4,,,
2015,rate,0,1,7,0.0,81,22,2,22,Clear,4,,,
2015,rate,0,1,6,0.0,80,21,2,23,Clear,4,,,
2015,rate,0,1,4,0.0,72,22,3,6,Sunny,4,,,
2015,rate,0,1,5,0.0,66,24,3,7,Sunny,4,,,
2015,rate,0,1,6,0.1,59,26,3,8,Light rain shower,4,,,
2015,rate,0,1,8,0.1,52,27,3,9,Light rain shower,4,,,
2015,rate,0,1,8,0.0,52,26,3,10,Light rain shower,4,,,
2015,rate,0,1,9,0.0,52,25,3,11,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,51,24,3,12,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,52,26,3,13,Partly cloudy,4,,,
2015,rate,0,1,9,0.1,53,29,3,14,Patchy rain possible,4,,,
2015,rate,0,1,8,0.1,54,31,3,15,Patchy rain possible,4,,,
2015,rate,0,1,7,0.0,57,28,3,16,Patchy rain possible,4,,,
2015,rate,0,1,6,0.1,59,24,3,17,Patchy rain possible,4,,,
2015,rate,0,1,6,0.1,62,21,3,18,Patchy rain possible,4,,,
2015,rate,0,1,5,0.0,61,21,3,19,Patchy rain possible,4,,,
2015,rate,0,1,4,0.0,61,21,3,20,Clear,4,,,
2015,rate,0,1,3,0.0,60,22,3,21,Clear,4,,,
2015,rate,0,1,3,0.0,63,21,3,22,Clear,4,,,
2015,rate,0,1,2,0.0,60,26,4,6,Sunny,4,,,
2015,rate,0,1,3,0.0,56,26,4,7,Sunny,4,,,
2015,rate,0,1,5,0.0,52,27,4,8,Sunny,4,,,
2015,rate,0,1,6,0.0,49,28,4,9,Sunny,4,,,
2015,rate,0,1,7,0.0,48,26,4,10,Sunny,4,,,
2015,rate,0,1,8,0.0,46,24,4,11,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,45,23,4,12,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,45,24,4,13,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,44,25,4,14,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,44,26,4,15,Partly cloudy,4,,,
2015,rate,0,1,8,0.0,48,25,4,16,Partly cloudy,4,,,
2015,rate,0,1,7,0.0,52,24,4,17,Sunny,4,,,
2015,rate,0,1,5,0.0,56,23,4,18,Clear,4,,,
2015,rate,0,1,5,0.0,57,23,4,19,Clear,4,,,
2015,rate,0,1,3,0.0,59,22,4,21,Clear,4,,,
2015,rate,0,0,7,0.0,51,18,5,8,Sunny,4,,,
2015,rate,0,0,8,0.0,48,18,5,9,Sunny,4,,,
2015,rate,0,0,10,0.0,47,16,5,10,Sunny,4,,,
2015,rate,0,0,11,0.0,45,13,5,11,Sunny,4,,,
2015,rate,0,0,13,0.0,44,11,5,12,Sunny,4,,,
2015,rate,0,0,13,0.0,44,11,5,13,Sunny,4,,,
2015,rate,0,0,13,0.0,44,11,5,14,Sunny,4,,,
2015,rate,0,0,13,0.0,44,12,5,15,Sunny,4,,,
2015,rate,0,0,12,0.0,49,9,5,16,Sunny,4,,,
2015,rate,0,0,11,0.0,53,6,5,17,Sunny,4,,,
2015,rate,0,0,10,0.0,58,3,5,18,Clear,4,,,
2015,rate,0,0,9,0.0,61,4,5,19,Clear,4,,,
2015,rate,0,0,9,0.0,64,5,5,20,Clear,4,,,
2015,rate,0,0,8,0.0,67,6,5,21,Clear,4,,,
2015,rate,0,0,7,0.0,68,9,5,22,Clear,4,,,
2015,rate,0,0,7,0.0,69,12,5,23,Clear,4,,,
2015,rate,0,0,6,0.0,70,15,6,0,Clear,4,,,
2015,rate,0,0,6,0.0,72,16,6,1,Clear,4,,,
2015,rate,0,0,5,0.0,76,19,6,3,Clear,4,,,
2015,rate,0,0,6,0.0,70,17,6,6,Sunny,4,,,
2015,rate,0,0,7,0.0,67,15,6,7,Sunny,4,,,
2015,rate,0,0,9,0.0,63,14,6,8,Sunny,4,,,
2015,rate,0,0,10,0.0,60,12,6,9,Sunny,4,,,
2015,rate,0,0,11,0.0,56,10,6,10,Sunny,4,,,
2015,rate,0,0,12,0.0,53,8,6,11,Partly cloudy,4,,,
2015,rate,0,0,13,0.0,50,6,6,12,Partly cloudy,4,,,
2015,rate,0,0,13,0.0,51,7,6,13,Partly cloudy,4,,,
2015,rate,0,0,13,0.0,52,8,6,14,Partly cloudy,4,,,
2015,rate,0,0,14,0.0,53,9,6,15,Partly cloudy,4,,,
2015,rate,0,0,13,0.0,57,8,6,16,Partly cloudy,4,,,
2015,rate,0,0,12,0.0,60,8,6,17,Partly cloudy,4,,,
2015,rate,0,0,12,0.0,64,7,6,18,Partly cloudy,4,,,
2015,rate,0,0,10,0.0,65,10,6,19,Partly cloudy,4,,,
2015,rate,0,0,9,0.0,66,13,6,20,Clear,4,,,
2015,rate,0,0,8,0.0,68,17,6,21,Clear,4,,,
2015,rate,0,0,8,0.0,70,15,6,22,Clear,4,,,
2015,rate,0,1,7,0.0,73,12,0,6,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,67,13,0,7,Partly cloudy,4,,,
2015,rate,0,1,10,0.0,61,14,0,8,Partly cloudy,4,,,
2015,rate,0,1,12,0.0,56,15,0,9,Partly cloudy,4,,,
2015,rate,0,1,13,0.0,54,15,0,10,Partly cloudy,4,,,
2015,rate,0,1,13,0.1,53,15,0,11,Light rain shower,4,,,
2015,rate,0,1,14,0.1,52,15,0,12,Light rain shower,4,,,
2015,rate,0,1,14,0.0,55,15,0,13,Light rain shower,4,,,
2015,rate,0,1,14,0.0,58,14,0,14,Light rain shower,4,,,
2015,rate,0,1,14,0.1,61,14,0,15,Light rain shower,4,,,
2015,rate,0,1,13,0.0,62,13,0,16,Light rain shower,4,,,
2015,rate,0,1,13,0.0,64,13,0,17,Light rain shower,4,,,
2015,rate,0,1,13,0.0,65,13,0,18,Light rain shower,4,,,
2015,rate,0,1,13,0.0,67,13,0,19,Light rain shower,4,,,
2015,rate,0,1,12,0.0,69,12,0,20,Light rain shower,4,,,
2015,rate,0,1,12,0.0,71,12,0,21,Light rain shower,4,,,
2015,rate,0,1,11,0.0,76,11,0,22,Light rain shower,4,,,
2015,rate,0,1,10,0.0,80,11,0,23,Partly cloudy,4,,,
2015,rate,0,1,11,0.0,77,12,1,6,Partly cloudy,4,,,
2015,rate,0,1,12,0.0,74,14,1,7,Partly cloudy,4,,,
2015,rate,0,1,13,0.4,70,15,1,8,Heavy rain at times,4,,,
2015,rate,0,1,14,0.5,67,16,1,9,Heavy rain at times,4,,,
2015,rate,0,1,15,0.2,65,15,1,10,Heavy rain at times,4,,,
2015,rate,0,1,16,0.0,62,14,1,11,Partly cloudy,4,,,
2015,rate,0,1,17,0.0,60,13,1,12,Partly cloudy,4,,,
2015,rate,0,1,17,0.0,61,14,1,13,Partly cloudy,4,,,
2015,rate,0,1,17,0.3,63,15,1,14,Moderate rain at times,4,,,
2015,rate,0,1,16,0.4,64,16,1,15,Moderate rain at times,4,,,
2015,rate,0,1,15,0.2,68,14,1,16,Moderate rain at times,4,,,
2015,rate,0,1,14,0.0,72,12,1,17,Partly cloudy,4,,,
2015,rate,0,1,13,0.0,76,10,1,18,Partly cloudy,4,,,
2015,rate,0,1,13,0.0,77,10,1,19,Partly cloudy,4,,,
2015,rate,0,1,12,0.0,78,11,1,20,Clear,4,,,
2015,rate,0,1,12,0.0,78,11,1,21,Clear,4,,,
2015,rate,0,1,11,0.0,80,12,1,22,Clear,4,,,
2015,rate,0,1,11,0.0,81,13,1,23,Clear,4,,,
2015,rate,0,1,12,0.0,78,13,2,6,Sunny,4,,,
2015,rate,0,1,14,0.0,71,13,2,7,Sunny,4,,,
2015,rate,0,1,16,0.0,64,14,2,8,Sunny,4,,,
2015,rate,0,1,18,0.0,57,14,2,9,Sunny,4,,,
2015,rate,0,1,18,0.0,53,13,2,10,Sunny,4,,,
2015,rate,0,1,19,0.0,50,11,2,11,Partly cloudy,4,,,
2015,rate,0,1,19,0.0,47,10,2,12,Partly cloudy,4,,,
2015,rate,0,1,20,0.0,47,9,2,13,Partly cloudy,4,,,
2015,rate,0,1,20,0.0,47,8,2,14,Sunny,4,,,
2015,rate,0,1,21,0.0,47,6,2,15,Sunny,4,,,
2015,rate,0,1,19,0.0,52,6,2,16,Sunny,4,,,
2015,rate,0,1,18,0.0,57,5,2,17,Sunny,4,,,
2015,rate,0,1,17,0.0,62,4,2,18,Clear,4,,,
2015,rate,0,1,15,0.0,68,6,2,19,Clear,4,,,
2015,rate,0,1,14,0.0,73,7,2,20,Clear,4,,,
2015,rate,0,1,12,0.0,79,9,2,21,Clear,4,,,
2015,rate,0,1,11,0.0,81,11,2,22,Clear,4,,,
2015,rate,0,1,10,0.0,79,13,3,6,Partly cloudy,4,,,
2015,rate,0,1,11,0.0,74,16,3,7,Partly cloudy,4,,,
2015,rate,0,1,12,0.0,68,19,3,8,Sunny,4,,,
2015,rate,0,1,14,0.0,63,22,3,9,Sunny,4,,,
2015,rate,0,1,14,0.0,61,20,3,10,Sunny,4,,,
2015,rate,0,1,15,0.0,59,19,3,11,Sunny,4,,,
2015,rate,0,1,15,0.0,57,17,3,12,Sunny,4,,,
2015,rate,0,1,15,0.0,58,20,3,13,Sunny,4,,,
2015,rate,0,1,14,0.0,59,23,3,14,Sunny,4,,,
2015,rate,0,1,14,0.0,61,26,3,15,Sunny,4,,,
2015,rate,0,1,13,0.0,65,21,3,16,Sunny,4,,,
2015,rate,0,1,11,0.0,69,17,3,17,Partly cloudy,4,,,
2015,rate,0,1,10,0.0,73,13,3,18,Partly cloudy,4,,,
2015,rate,0,1,10,0.0,76,13,3,19,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,78,13,3,20,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,81,13,3,21,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,80,11,3,22,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,78,9,3,23,Partly cloudy,4,,,
2015,rate,0,1,9,0.0,77,8,4,0,Partly cloudy,5,,,
2015,rate,0,1,9,0.0,74,9,4,6,Cloudy,5,,,
2015,rate,0,1,10,0.0,69,11,4,7,Cloudy,5,,,
2015,rate,0,1,12,0.0,64,13,4,8,Cloudy,5,,,
2015,rate,0,1,13,0.0,58,14,4,9,Cloudy,5,,,
2015,rate,0,1,13,0.0,59,14,4,10,Cloudy,5,,,
2015,rate,0,1,13,0.0,59,14,4,11,Overcast,5,,,
2015,rate,0,1,14,0.0,60,14,4,12,Overcast,5,,,
2015,rate,0,1,13,0.0,61,13,4,13,Overcast,5,,,
2015,rate,0,1,13,0.0,63,12,4,14,Sunny,5,,,
2015,rate,0,1,13,0.0,64,10,4,15,Sunny,5,,,
2015,rate,0,1,12,0.0,68,11,4,16,Sunny,5,,,
2015,rate,0,1,11,0.0,73,11,4,17,Cloudy,5,,,
2015,rate,0,1,10,0.0,77,12,4,18,Cloudy,5,,,
2015,rate,0,1,9,0.0,78,10,4,19,Cloudy,5,,,
2015,rate,0,1,9,0.0,79,9,4,20,Cloudy,5,,,
2015,rate,0,1,8,0.0,79,8,4,21,Cloudy,5,,,
2015,rate,0,1,8,0.0,82,6,4,22,Cloudy,5,,,
2015,rate,0,1,7,0.0,85,4,4,23,Partly cloudy,5,,,
2015,rate,0,0,14,0.0,67,3,5,8,Sunny,5,,,
2015,rate,0,0,16,0.0,65,4,5,9,Sunny,5,,,
2015,rate,0,0,16,0.0,61,7,5,10,Sunny,5,,,
2015,rate,0,0,17,0.0,58,9,5,11,Sunny,5,,,
2015,rate,0,0,18,0.0,54,12,5,12,Sunny,5,,,
2015,rate,0,0,17,0.0,58,15,5,13,Sunny,5,,,
2015,rate,0,0,16,0.0,62,18,5,14,Sunny,5,,,
2015,rate,0,0,14,0.0,65,21,5,15,Sunny,5,,,
2015,rate,0,0,13,0.0,69,18,5,16,Sunny,5,,,
2015,rate,0,0,12,0.0,73,15,5,17,Sunny,5,,,
2015,rate,0,0,11,0.0,77,12,5,18,Clear,5,,,
2015,rate,0,0,10,0.0,77,12,5,19,Clear,5,,,
2015,rate,0,0,10,0.0,77,12,5,20,Partly cloudy,5,,,
2015,rate,0,0,10,0.0,78,13,5,21,Partly cloudy,5,,,
2015,rate,0,0,10,0.0,84,7,6,0,Clear,5,,,
2015,rate,0,0,9,0.0,84,7,6,1,Clear,5,,,
2015,rate,0,0,12,0.0,76,2,6,6,Sunny,5,,,
2015,rate,0,0,14,0.0,69,2,6,7,Sunny,5,,,
2015,rate,0,0,17,0.0,63,2,6,8,Sunny,5,,,
2015,rate,0,0,19,0.0,57,3,6,9,Sunny,5,,,
2015,rate,0,0,20,0.0,53,5,6,10,Sunny,5,,,
2015,rate,0,0,21,0.0,49,7,6,11,Sunny,5,,,
2015,rate,0,0,22,0.0,45,9,6,12,Sunny,5,,,
2015,rate,0,0,21,0.0,49,12,6,13,Sunny,5,,,
2015,rate,0,0,20,0.0,53,15,6,14,Partly cloudy,5,,,
2015,rate,0,0,19,0.0,57,18,6,15,Partly cloudy,5,,,
2015,rate,0,0,18,0.0,63,17,6,16,Partly cloudy,5,,,
2015,rate,0,0,17,0.0,68,16,6,17,Partly cloudy,5,,,
2015,rate,0,0,15,0.0,73,15,6,18,Partly cloudy,5,,,
2015,rate,0,0,15,0.0,73,14,6,19,Partly cloudy,5,,,
2015,rate,0,0,14,0.0,74,13,6,20,Partly cloudy,5,,,
2015,rate,0,0,14,0.0,74,12,6,21,Partly cloudy,5,,,
2015,rate,0,0,13,0.0,76,11,6,22,Partly cloudy,5,,,
2015,rate,0,1,15,0.0,71,9,0,6,Sunny,5,,,
2015,rate,0,1,17,0.0,66,11,0,7,Sunny,5,,,
2015,rate,0,1,18,0.0,61,13,0,8,Sunny,5,,,
2015,rate,0,1,19,0.0,56,15,0,9,Sunny,5,,,
2015,rate,0,1,21,0.0,51,16,0,10,Sunny,5,,,
2015,rate,0,1,22,0.0,46,18,0,11,Sunny,5,,,
2015,rate,0,1,23,0.0,42,20,0,12,Sunny,5,,,
2015,rate,0,1,23,0.0,43,22,0,13,Sunny,5,,,
2015,rate,0,1,23,0.0,44,24,0,14,Sunny,5,,,
2015,rate,0,1,24,0.0,45,26,0,15,Sunny,5,,,
2015,rate,0,1,22,0.0,50,23,0,16,Sunny,5,,,
2015,rate,0,1,21,0.0,55,21,0,17,Sunny,5,,,
2015,rate,0,1,19,0.0,61,19,0,18,Clear,5,,,
2015,rate,0,1,19,0.0,60,21,0,19,Clear,5,,,
2015,rate,0,1,18,0.0,60,23,0,20,Clear,5,,,
2015,rate,0,1,17,0.0,60,26,0,21,Clear,5,,,
2015,rate,0,1,17,0.0,63,22,0,22,Clear,5,,,
2015,rate,0,1,16,0.0,67,18,0,23,Clear,5,,,
2015,rate,0,1,16,0.0,70,14,1,0,Clear,5,,,
2015,rate,0,1,18,0.0,76,8,1,6,Partly cloudy,5,,,
2015,rate,0,1,18,0.0,75,7,1,7,Partly cloudy,5,,,
2015,rate,0,1,19,0.0,74,7,1,8,Partly cloudy,5,,,
2015,rate,0,1,20,0.0,73,6,1,9,Partly cloudy,5,,,
2015,rate,0,1,21,0.0,69,5,1,10,Partly cloudy,5,,,
2015,rate,0,1,22,0.1,66,4,1,11,Light rain shower,5,,,
2015,rate,0,1,23,0.2,63,4,1,12,Light rain shower,5,,,
2015,rate,0,1,23,0.1,60,6,1,13,Light rain shower,5,,,
2015,rate,0,1,23,0.1,57,8,1,14,Patchy rain possible,5,,,
2015,rate,0,1,24,0.1,54,10,1,15,Patchy rain possible,5,,,
2015,rate,0,1,22,0.0,58,9,1,16,Patchy rain possible,5,,,
2015,rate,0,1,21,0.3,62,9,1,17,Patchy rain possible,5,,,
2015,rate,0,1,20,0.4,66,9,1,18,Patchy rain possible,5,,,
2015,rate,0,1,19,0.2,67,7,1,19,Patchy rain possible,5,,,
2015,rate,0,1,18,0.0,68,6,1,20,Clear,5,,,
2015,rate,0,1,17,0.0,69,5,1,21,Clear,5,,,
2015,rate,0,1,17,0.0,68,7,1,22,Clear,5,,,
2015,rate,0,1,17,0.0,66,9,1,23,Partly cloudy,5,,,
2015,rate,0,1,16,0.0,65,11,2,0,Partly cloudy,5,,,
2015,rate,0,1,16,0.0,64,12,2,1,Partly cloudy,5,,,
2015,rate,0,1,16,0.0,63,14,2,2,Partly cloudy,5,,,
2015,rate,0,1,15,0.1,66,13,2,5,Patchy light drizzle,5,,,
2015,rate,0,1,14,0.2,67,12,2,6,Patchy light drizzle,5,,,
2015,rate,0,1,15,0.1,68,13,2,7,Patchy light drizzle,5,,,
2015,rate,0,1,15,0.1,68,15,2,8,Light drizzle,5,,,
2015,rate,0,1,15,0.2,68,17,2,9,Light drizzle,5,,,
2015,rate,0,1,16,0.1,65,14,2,10,Light drizzle,5,,,
2015,rate,0,1,16,0.1,62,11,2,11,Patchy light drizzle,5,,,
2015,rate,0,1,17,0.2,58,8,2,12,Patchy light drizzle,5,,,
2015,rate,0,1,17,0.1,58,9,2,13,Patchy light drizzle,5,,,
2015,rate,0,1,17,0.0,58,11,2,14,Partly cloudy,5,,,
2015,rate,0,1,18,0.0,58,12,2,15,Partly cloudy,5,,,
2015,rate,0,1,16,0.0,64,10,2,16,Partly cloudy,5,,,
2015,rate,0,1,15,0.0,69,9,2,17,Partly cloudy,5,,,
2015,rate,0,1,14,0.0,75,8,2,18,Partly cloudy,5,,,
2015,rate,0,1,14,0.0,78,7,2,19,Partly cloudy,5,,,
2015,rate,0,1,14,0.0,82,7,2,20,Clear,5,,,
2015,rate,0,1,14,0.0,85,6,2,21,Clear,5,,,
2015,rate,0,1,14,0.0,85,5,2,22,Clear,5,,,
2015,rate,0,1,14,0.0,86,3,2,23,Clear,5,,,
2015,rate,0,1,19,0.0,66,4,3,6,Sunny,5,,,
2015,rate,0,1,20,0.0,60,6,3,7,Sunny,5,,,
2015,rate,0,1,20,0.0,55,8,3,8,Sunny,5,,,
2015,rate,0,1,21,0.0,49,9,3,9,Sunny,5,,,
2015,rate,0,1,22,0.0,48,10,3,10,Sunny,5,,,
2015,rate,0,1,22,0.0,47,11,3,11,Sunny,5,,,
2015,rate,0,1,22,0.0,46,12,3,12,Sunny,5,,,
2015,rate,0,1,21,0.0,48,14,3,13,Sunny,5,,,
2015,rate,0,1,21,0.0,50,16,3,14,Sunny,5,,,
2015,rate,0,1,21,0.0,52,18,3,15,Sunny,5,,,
2015,rate,0,1,19,0.0,61,16,3,16,Sunny,5,,,
2015,rate,0,1,18,0.0,69,14,3,17,Sunny,5,,,
2015,rate,0,1,17,0.0,77,12,3,18,Clear,5,,,
2015,rate,0,1,16,0.0,83,12,3,19,Clear,5,,,
2015,rate,0,1,15,0.0,89,12,3,20,Mist,5,,,
2015,rate,0,1,14,0.0,94,12,3,21,Mist,5,,,
2015,rate,0,1,14,0.0,95,8,3,23,Mist,5,,,
2015,rate,0,1,14,0.0,95,6,4,0,Mist,5,,,
2015,rate,0,1,18,0.0,83,5,4,5,Clear,5,,,
2015,rate,0,1,19,0.0,79,4,4,6,Sunny,5,,,
2015,rate,0,1,20,0.0,74,6,4,7,Sunny,5,,,
2015,rate,0,1,22,0.0,70,7,4,8,Sunny,5,,,
2015,rate,0,1,23,0.0,65,9,4,9,Sunny,5,,,
2015,rate,0,1,23,0.0,62,11,4,10,Sunny,5,,,
2015,rate,0,1,23,0.0,59,12,4,11,Sunny,5,,,
2015,rate,0,1,24,0.0,56,14,4,12,Sunny,5,,,
2015,rate,0,1,23,0.0,58,18,4,13,Sunny,5,,,
2015,rate,0,1,21,0.0,60,21,4,14,Sunny,5,,,
2015,rate,0,1,20,0.0,62,24,4,15,Sunny,5,,,
2015,rate,0,1,19,0.0,66,20,4,16,Sunny,5,,,
2015,rate,0,1,18,0.0,70,16,4,17,Partly cloudy,5,,,
2015,rate,0,1,16,0.0,75,12,4,18,Partly cloudy,5,,,
2015,rate,0,1,16,0.0,79,11,4,19,Partly cloudy,5,,,
2015,rate,0,1,16,0.0,83,10,4,20,Clear,5,,,
2015,rate,0,1,16,0.0,87,9,4,21,Clear,5,,,
2015,rate,0,1,15,0.0,90,8,4,22,Clear,5,,,
2015,rate,0,1,14,0.0,93,7,4,23,Mist,5,,,
2015,rate,0,0,14,0.0,96,6,5,0,Mist,5,,,
2015,rate,0,0,14,0.0,96,8,5,1,Mist,5,,,
2015,rate,0,0,15,0.0,97,12,5,3,Mist,5,,,
2015,rate,0,0,15,0.0,96,11,5,4,Mist,5,,,
2015,rate,0,0,15,0.0,95,9,5,5,Overcast,5,,,
2015,rate,0,0,15,0.0,94,8,5,6,Overcast,5,,,
2015,rate,0,0,15,0.0,92,10,5,7,Overcast,5,,,
2015,rate,0,0,15,0.0,90,13,5,8,Overcast,5,,,
2015,rate,0,0,16,0.0,87,15,5,9,Overcast,5,,,
2015,rate,0,0,16,0.0,85,12,5,10,Overcast,5,,,
2015,rate,0,0,17,0.0,83,9,5,11,Overcast,5,,,
2015,rate,0,0,18,0.0,81,5,5,12,Overcast,5,,,
2015,rate,0,0,18,0.0,83,8,5,13,Overcast,5,,,
2015,rate,0,0,17,0.0,84,11,5,14,Cloudy,5,,,
2015,rate,0,0,17,0.0,85,14,5,15,Cloudy,5,,,
2015,rate,0,0,17,0.0,88,11,5,16,Cloudy,5,,,
2015,rate,0,0,16,0.0,92,9,5,17,Mist,5,,,
2015,rate,0,0,16,0.0,95,6,5,18,Mist,5,,,
2015,rate,0,0,15,0.0,95,6,5,19,Mist,5,,,
2015,rate,0,0,15,0.0,95,6,5,20,Mist,5,,,
2015,rate,0,0,14,0.0,96,6,5,21,Mist,5,,,
2015,rate,0,0,14,0.0,96,5,5,22,Mist,5,,,
2015,rate,0,0,14,0.0,96,4,6,0,Mist,5,,,
2015,rate,0,0,15,0.0,96,4,6,1,Mist,5,,,
2015,rate,0,0,16,0.0,96,7,6,4,Fog,5,,,
2015,rate,0,0,17,0.0,92,9,6,6,Partly cloudy,5,,,
2015,rate,0,0,21,0.0,79,14,6,8,Sunny,5,,,
2015,rate,0,0,22,0.0,73,16,6,9,Sunny,5,,,
2015,rate,0,0,23,0.0,70,15,6,10,Sunny,5,,,
2015,rate,0,0,24,0.0,67,14,6,11,Sunny,5,,,
2015,rate,0,0,25,0.0,64,13,6,12,Sunny,5,,,
2015,rate,0,0,24,0.0,66,15,6,13,Sunny,5,,,
2015,rate,0,0,24,0.0,68,18,6,14,Sunny,5,,,
2015,rate,0,0,24,0.0,69,21,6,15,Sunny,5,,,
2015,rate,0,0,22,0.0,75,18,6,16,Sunny,5,,,
2015,rate,0,0,21,0.0,80,16,6,17,Sunny,5,,,
2015,rate,0,0,20,0.0,85,13,6,18,Clear,5,,,
2015,rate,0,0,19,0.0,88,14,6,19,Clear,5,,,
2015,rate,0,0,19,0.3,90,16,6,20,Patchy rain possible,5,,,
2015,rate,0,0,18,0.4,92,17,6,21,Patchy rain possible,5,,,
2015,rate,0,0,18,0.2,92,15,6,22,Patchy rain possible,5,,,
2015,rate,0,0,18,0.3,93,13,6,23,Patchy rain possible,5,,,
2015,rate,0,1,18,0.5,94,10,0,0,Patchy rain possible,5,,,
2015,rate,0,1,18,0.0,92,9,0,5,Partly cloudy,5,,,
