year,month,day,hour,count,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,ausleihenpredict
2017,8,6,22,18,0,6,0,23,0.0,49,9,Clear,6.9149637
2017,8,6,23,6,0,6,0,22,0.0,49,8,Clear,4.7878647
2017,8,7,0,5,0,0,1,22,0.0,48,6,Clear,2.2711213
2017,8,7,1,3,0,0,1,22,0.0,48,6,Clear,0.81346506
2017,8,7,5,2,0,0,1,22,0.0,49,5,Cloudy,0.0
2017,8,7,6,15,0,0,1,22,0.0,49,5,Cloudy,3.9501274
2017,8,7,7,25,0,0,1,22,0.0,56,6,Cloudy,13.969357
2017,8,7,8,30,0,0,1,22,0.4,63,7,Light rain,14.474876
2017,8,7,9,9,0,0,1,22,0.5,70,8,Light rain,8.701372
2017,8,7,10,2,0,0,1,21,0.3,71,9,Light rain,2.7899635
2017,8,7,11,7,0,0,1,21,1.0,72,9,Moderate rain,1.3174745
2017,8,7,12,5,0,0,1,21,1.4,74,9,Moderate rain,0.006410774
2017,8,7,13,12,0,0,1,21,0.7,74,12,Moderate rain,0.37762186
2017,8,7,14,4,0,0,1,21,1.0,75,15,Moderate rain,0.52520454
2017,8,7,15,2,0,0,1,21,1.4,76,17,Moderate rain,1.7483552
2017,8,7,16,4,0,0,1,21,0.7,77,16,Moderate rain,1.6879029
2017,8,7,17,12,0,0,1,21,1.2,77,16,Moderate rain at times,33.817284
2017,8,7,18,6,0,0,1,21,1.6,78,15,Moderate rain at times,41.31333
2017,8,7,19,5,0,0,1,21,0.8,79,14,Moderate rain at times,34.81382
2017,8,7,20,3,0,0,1,21,0.0,80,13,Cloudy,21.548872
2017,8,7,21,5,0,0,1,20,0.0,81,13,Cloudy,8.521921
2017,8,7,22,4,0,0,1,20,0.0,81,11,Cloudy,5.617928
2017,8,7,23,4,0,0,1,20,0.0,81,9,Partly cloudy,2.7543519
2017,8,8,1,2,0,1,1,20,0.0,81,8,Partly cloudy,1.525933
2017,8,8,5,4,0,1,1,20,0.0,81,8,Overcast,0.0
2017,8,8,6,6,0,1,1,20,0.0,80,9,Overcast,4.8983245
2017,8,8,7,38,0,1,1,20,0.0,77,10,Overcast,13.127935
2017,8,8,8,83,0,1,1,21,0.0,73,11,Cloudy,25.718678
2017,8,8,9,56,0,1,1,22,0.0,69,12,Cloudy,18.262192
2017,8,8,10,12,0,1,1,23,0.0,64,10,Cloudy,8.487003
2017,8,8,11,18,0,1,1,24,0.0,60,9,Partly cloudy,9.855225
2017,8,8,12,13,0,1,1,26,0.0,56,8,Partly cloudy,13.474856
2017,8,8,13,23,0,1,1,26,0.0,54,7,Partly cloudy,14.572943
2017,8,8,14,33,0,1,1,26,0.0,53,6,Partly cloudy,14.472691
2017,8,8,15,19,0,1,1,27,0.0,52,5,Partly cloudy,15.1761
2017,8,8,16,21,0,1,1,26,0.0,52,6,Partly cloudy,18.523949
2017,8,8,17,43,0,1,1,26,0.0,53,6,Partly cloudy,58.973427
2017,8,8,18,71,0,1,1,26,0.0,53,7,Partly cloudy,70.171875
2017,8,8,19,69,0,1,1,25,0.0,57,7,Partly cloudy,52.640373
2017,8,8,20,28,0,1,1,24,0.1,61,8,Patchy rain possible,32.74533
2017,8,8,21,17,0,1,1,23,0.2,65,8,Patchy rain possible,15.989903
2017,8,8,22,11,0,1,1,23,0.1,65,8,Patchy rain possible,8.250842
2017,8,8,23,9,0,1,1,22,0.2,65,8,Clear,3.285538
2017,8,9,0,2,0,2,1,22,0.3,65,8,Clear,1.8250909
2017,8,9,1,3,0,2,1,22,0.2,64,8,Clear,1.2610952
2017,8,9,5,1,0,2,1,23,0.0,59,5,Clear,1.320171
2017,8,9,6,24,0,2,1,23,0.0,57,4,Sunny,4.627657
2017,8,9,7,26,0,2,1,24,0.0,55,4,Sunny,19.035059
2017,8,9,8,84,0,2,1,26,0.0,53,5,Sunny,33.894203
2017,8,9,9,44,0,2,1,27,0.0,51,5,Sunny,22.18523
2017,8,9,10,15,0,2,1,28,0.0,47,5,Sunny,11.928103
2017,8,9,11,17,0,2,1,29,0.0,44,5,Sunny,11.997602
2017,8,9,12,28,0,2,1,30,0.0,40,5,Sunny,15.270197
2017,8,9,13,32,0,2,1,30,0.0,41,6,Sunny,15.752228
2017,8,9,14,34,0,2,1,30,0.0,42,7,Partly cloudy,15.993945
2017,8,9,15,20,0,2,1,29,0.0,42,8,Partly cloudy,17.350378
2017,8,9,16,29,0,2,1,28,0.0,44,9,Partly cloudy,19.565702
2017,8,9,17,52,0,2,1,28,0.0,46,11,Partly cloudy,62.69647
2017,8,9,18,76,0,2,1,27,0.0,48,12,Partly cloudy,71.91951
2017,8,9,19,72,0,2,1,26,0.0,52,11,Partly cloudy,52.895214
2017,8,9,20,39,0,2,1,26,0.0,57,9,Clear,36.943665
2017,8,9,21,24,0,2,1,25,0.0,61,8,Clear,20.300293
2017,8,9,22,9,0,2,1,25,0.0,62,8,Clear,9.826103
2017,8,9,23,5,0,2,1,25,0.0,63,9,Clear,4.357845
2017,8,10,0,1,0,3,1,25,0.0,65,9,Clear,3.261492
2017,8,10,1,4,0,3,1,24,0.0,64,8,Clear,1.7156079
2017,8,10,3,1,0,3,1,24,0.0,63,5,Clear,0.67888707
2017,8,10,5,3,0,3,1,24,0.0,61,4,Clear,1.019761
2017,8,10,6,15,0,3,1,25,0.0,59,3,Sunny,5.6516623
2017,8,10,7,36,0,3,1,26,0.0,56,4,Sunny,17.462105
2017,8,10,8,86,0,3,1,27,0.0,53,5,Sunny,31.6682
2017,8,10,9,53,0,3,1,29,0.0,49,5,Sunny,23.585817
2017,8,10,10,15,0,3,1,29,0.0,47,7,Sunny,12.479035
2017,8,10,11,16,0,3,1,29,0.0,45,9,Sunny,14.990994
2017,8,10,12,20,0,3,1,29,0.0,43,11,Sunny,15.18825
2017,8,10,13,23,0,3,1,29,0.0,44,13,Sunny,18.104374
2017,8,10,14,23,0,3,1,28,0.0,44,15,Sunny,17.084284
2017,8,10,15,26,0,3,1,28,0.0,45,16,Sunny,19.481718
2017,8,10,16,22,0,3,1,27,0.0,46,14,Sunny,24.180155
2017,8,10,17,54,0,3,1,26,0.0,47,12,Sunny,59.278336
2017,8,10,18,67,0,3,1,26,0.0,48,10,Clear,73.48152
2017,8,10,19,50,0,3,1,25,0.0,49,10,Clear,53.961395
2017,8,10,20,46,0,3,1,25,0.0,50,9,Clear,33.416317
2017,8,10,21,11,0,3,1,24,0.0,51,9,Clear,16.12639
2017,8,10,22,4,0,3,1,24,0.0,52,8,Clear,9.700301
2017,8,10,23,3,0,3,1,24,0.0,53,8,Clear,5.591028
2017,8,11,0,1,0,4,1,24,0.0,54,8,Clear,3.220077
2017,8,11,2,3,0,4,1,23,0.0,57,7,Clear,0.0
2017,8,11,5,1,0,4,1,23,0.0,59,6,Partly cloudy,1.0708822
2017,8,11,6,15,0,4,1,23,0.0,59,5,Partly cloudy,4.0668836
2017,8,11,7,35,0,4,1,24,0.0,57,7,Partly cloudy,13.243753
2017,8,11,8,65,0,4,1,25,0.0,56,8,Partly cloudy,25.904545
2017,8,11,9,33,0,4,1,27,0.0,55,10,Partly cloudy,17.273008
2017,8,11,10,16,0,4,1,27,0.0,52,11,Partly cloudy,9.725595
2017,8,11,11,14,0,4,1,28,0.0,50,12,Partly cloudy,13.209737
2017,8,11,12,17,0,4,1,28,0.0,48,13,Partly cloudy,12.446073
2017,8,11,13,35,0,4,1,28,0.0,50,14,Partly cloudy,16.2527
2017,8,11,14,47,0,4,1,27,0.0,53,16,Cloudy,18.322353
2017,8,11,15,29,0,4,1,27,0.0,56,18,Cloudy,21.572777
2017,8,11,16,20,0,4,1,26,0.0,58,16,Cloudy,26.829327
2017,8,11,17,42,0,4,1,25,0.2,60,15,Light rain shower,48.812355
2017,8,11,18,33,0,4,1,25,0.2,61,13,Light rain shower,48.439346
2017,8,11,19,25,0,4,1,24,0.1,65,14,Light rain shower,32.231335
2017,8,11,20,25,0,4,1,23,0.4,68,14,Light rain shower,17.71676
2017,8,11,21,8,0,4,1,23,0.5,72,14,Light rain shower,10.112787
2017,8,11,22,9,0,4,1,23,0.3,72,14,Light rain shower,6.645978
2017,8,11,23,5,0,4,1,23,0.5,73,13,Light rain shower,5.1313376
2017,8,12,0,2,0,5,0,22,1.1,74,13,Light rain shower,3.9949431
2017,8,12,1,4,0,5,0,22,0.5,75,11,Light rain shower,1.5136255
2017,8,12,5,3,0,5,0,22,0.5,79,6,Light rain,1.0464976
2017,8,12,6,2,0,5,0,22,0.7,80,5,Light rain,1.4055192
2017,8,12,7,2,0,5,0,23,0.4,76,6,Light rain,2.7994618
2017,8,12,8,2,0,5,0,24,0.0,73,7,Cloudy,7.35041
2017,8,12,9,18,0,5,0,25,0.0,69,8,Cloudy,15.2864485
2017,8,12,10,23,0,5,0,25,0.0,68,7,Cloudy,18.344427
2017,8,12,11,30,0,5,0,26,0.0,66,7,Sunny,27.242289
2017,8,12,12,54,0,5,0,27,0.0,65,6,Sunny,31.927925
2017,8,12,13,59,0,5,0,27,0.0,66,7,Sunny,32.10102
2017,8,12,14,62,0,5,0,27,0.0,67,8,Partly cloudy,35.812763
2017,8,12,15,58,0,5,0,26,0.0,69,9,Partly cloudy,34.41509
2017,8,12,16,42,0,5,0,26,0.0,71,10,Partly cloudy,37.014076
2017,8,12,17,50,0,5,0,26,0.0,73,11,Overcast,36.269585
2017,8,12,18,25,0,5,0,25,0.0,76,12,Overcast,32.430386
2017,8,12,19,37,0,5,0,25,0.0,78,12,Overcast,27.76525
2017,8,12,20,6,0,5,0,24,1.6,81,12,Moderate or heavy rain shower,18.085701
2017,8,12,21,16,0,5,0,24,2.1,84,12,Moderate or heavy rain shower,11.352173
2017,8,12,22,14,0,5,0,24,1.1,84,11,Moderate or heavy rain shower,8.080847
2017,8,12,23,8,0,5,0,24,2.3,85,10,Moderate or heavy rain shower,5.687295
2017,8,13,0,4,0,6,0,23,4.6,85,9,Moderate or heavy rain shower,3.1022294
2017,8,13,1,2,0,6,0,23,2.3,84,9,Moderate or heavy rain shower,1.0669904
2017,8,13,2,4,0,6,0,23,0.0,83,10,Clear,1.7250506
2017,8,13,6,1,0,6,0,23,0.0,69,9,Sunny,1.156039
2017,8,13,7,4,0,6,0,25,0.0,64,10,Sunny,2.7583177
2017,8,13,8,14,0,6,0,26,0.0,59,11,Sunny,8.088193
2017,8,13,9,20,0,6,0,27,0.0,54,11,Sunny,15.290486
2017,8,13,10,34,0,6,0,28,0.0,51,12,Sunny,19.009296
2017,8,13,11,25,0,6,0,29,0.0,48,12,Sunny,31.306831
2017,8,13,12,52,0,6,0,30,0.0,45,13,Sunny,35.895767
2017,8,13,13,43,0,6,0,30,0.0,45,12,Sunny,37.30399
2017,8,13,14,59,0,6,0,30,0.0,46,11,Sunny,43.53248
2017,8,13,15,44,0,6,0,30,0.0,46,11,Sunny,43.964207
2017,8,13,16,61,0,6,0,29,0.0,48,10,Sunny,46.546562
2017,8,13,17,42,0,6,0,29,0.0,50,9,Sunny,46.999653
2017,8,13,18,40,0,6,0,28,0.0,52,8,Clear,49.04757
2017,8,13,19,42,0,6,0,28,0.0,54,8,Clear,41.701855
2017,8,13,20,29,0,6,0,28,0.0,57,7,Clear,29.236773
2017,8,13,21,26,0,6,0,28,0.0,59,6,Clear,16.63396
2017,8,13,22,8,0,6,0,27,0.0,61,5,Clear,7.441312
2017,8,13,23,3,0,6,0,25,0.0,63,5,Clear,5.0391526
2017,8,14,0,2,0,0,1,24,0.0,64,4,Clear,2.2678523
2017,8,14,1,1,0,0,1,24,0.0,65,4,Clear,0.0
2017,8,14,5,3,0,0,1,23,0.0,63,5,Partly cloudy,0.0
2017,8,14,6,6,0,0,1,24,0.0,61,5,Partly cloudy,3.9809887
2017,8,14,7,40,0,0,1,25,0.0,58,6,Partly cloudy,16.155329
2017,8,14,8,73,0,0,1,26,0.0,55,7,Partly cloudy,29.217237
2017,8,14,9,33,0,0,1,27,0.0,52,8,Partly cloudy,17.984034
2017,8,14,10,24,0,0,1,27,0.0,51,8,Partly cloudy,10.014853
2017,8,14,11,21,0,0,1,28,0.0,50,7,Partly cloudy,10.156111
2017,8,14,12,34,0,0,1,28,0.0,49,6,Partly cloudy,13.735071
2017,8,14,13,19,0,0,1,28,0.0,50,6,Partly cloudy,15.76238
2017,8,14,14,17,0,0,1,28,0.0,52,6,Partly cloudy,15.4776325
2017,8,14,15,28,0,0,1,28,0.0,53,6,Partly cloudy,16.725151
2017,8,14,16,28,0,0,1,27,0.0,55,6,Partly cloudy,19.757584
2017,8,14,17,38,0,0,1,27,0.0,57,7,Sunny,59.726357
2017,8,14,18,59,0,0,1,27,0.0,58,8,Clear,75.96933
2017,8,14,19,43,0,0,1,26,0.0,62,8,Clear,54.967136
2017,8,14,20,21,0,0,1,25,0.0,67,8,Cloudy,26.026129
2017,8,14,21,21,0,0,1,25,0.0,71,8,Cloudy,11.45941
2017,8,14,22,7,0,0,1,24,0.0,72,8,Cloudy,6.705961
2017,8,14,23,9,0,0,1,24,0.0,72,9,Partly cloudy,3.5177317
2017,8,15,0,4,0,1,1,24,0.1,73,10,Partly cloudy,2.442154
2017,8,15,6,11,0,1,1,24,0.8,74,5,Light rain shower,4.853301
2017,8,15,7,41,0,1,1,24,0.4,71,6,Light rain shower,14.368046
2017,8,15,8,60,0,1,1,25,0.0,69,7,Partly cloudy,29.906174
2017,8,15,9,45,0,1,1,26,0.0,66,9,Partly cloudy,17.851734
2017,8,15,10,13,0,1,1,26,0.0,66,7,Partly cloudy,9.294459
2017,8,15,11,16,0,1,1,27,0.0,66,6,Partly cloudy,11.5421295
2017,8,15,12,17,0,1,1,27,0.0,66,5,Partly cloudy,13.359307
2017,8,15,13,8,0,1,1,26,0.0,70,5,Partly cloudy,13.520461
2017,8,15,14,3,0,1,1,26,1.2,73,4,Moderate or heavy rain shower,9.030686
2017,8,15,15,8,0,1,1,25,1.6,77,4,Moderate or heavy rain shower,9.181125
2017,8,15,16,9,0,1,1,25,0.8,77,4,Moderate or heavy rain shower,11.740665
2017,8,15,17,30,0,1,1,25,1.2,78,4,Moderate or heavy rain shower,37.27788
2017,8,15,18,46,0,1,1,25,1.6,79,4,Moderate or heavy rain shower,47.42318
2017,8,15,19,28,0,1,1,25,0.8,80,3,Moderate or heavy rain shower,37.429543
2017,8,15,20,26,0,1,1,24,0.0,82,3,Clear,33.317665
2017,8,15,21,20,0,1,1,24,0.0,84,3,Clear,16.919895
2017,8,15,22,7,0,1,1,24,0.0,84,5,Clear,8.647687
2017,8,15,23,4,0,1,1,23,0.0,84,6,Clear,3.3678894
2017,8,16,0,3,0,2,1,23,0.0,84,8,Clear,1.9402134
2017,8,16,1,1,0,2,1,23,0.0,84,8,Clear,1.4076357
2017,8,16,2,1,0,2,1,23,0.0,84,9,Clear,0.0
2017,8,16,5,1,0,2,1,23,0.0,77,8,Clear,1.3408381
2017,8,16,6,16,0,2,1,23,0.0,74,7,Sunny,4.858896
2017,8,16,7,33,0,2,1,25,0.0,67,8,Sunny,18.962667
2017,8,16,8,61,0,2,1,26,0.0,60,9,Sunny,32.962273
2017,8,16,9,41,0,2,1,28,0.0,54,10,Sunny,22.627947
2017,8,16,10,18,0,2,1,29,0.0,51,9,Sunny,12.00515
2017,8,16,11,21,0,2,1,30,0.0,49,8,Sunny,12.279681
2017,8,16,12,33,0,2,1,31,0.0,47,6,Sunny,15.070318
2017,8,16,13,21,0,2,1,31,0.0,46,6,Sunny,15.950872
2017,8,16,14,20,0,2,1,31,0.0,45,6,Partly cloudy,16.382671
2017,8,16,15,25,0,2,1,31,0.0,44,6,Partly cloudy,18.432941
2017,8,16,16,23,0,2,1,30,0.0,47,4,Partly cloudy,20.640266
2017,8,16,17,44,0,2,1,29,0.0,50,3,Partly cloudy,64.59437
2017,8,16,18,85,0,2,1,29,0.0,53,2,Partly cloudy,74.98208
2017,8,16,19,49,0,2,1,28,0.0,56,3,Partly cloudy,55.19305
2017,8,16,20,17,0,2,1,27,0.0,59,4,Partly cloudy,33.29164
2017,8,16,21,18,0,2,1,26,0.0,62,5,Partly cloudy,18.623335
2017,8,16,22,8,0,2,1,25,0.0,63,7,Partly cloudy,8.670579
2017,8,16,23,8,0,2,1,25,0.0,64,9,Partly cloudy,3.503965
2017,8,17,0,5,0,3,1,24,0.0,65,10,Partly cloudy,3.1836627
2017,8,17,1,1,0,3,1,24,0.0,63,11,Partly cloudy,2.5196018
2017,8,17,2,2,0,3,1,24,0.0,60,11,Overcast,1.4858557
2017,8,17,4,1,0,3,1,23,0.0,57,11,Overcast,0.0
2017,8,17,5,2,0,3,1,23,0.0,55,11,Partly cloudy,0.9495465
2017,8,17,6,12,0,3,1,23,0.0,54,10,Partly cloudy,5.9868984
2017,8,17,7,31,0,3,1,23,0.0,53,10,Partly cloudy,14.476924
2017,8,17,8,75,0,3,1,24,0.0,52,10,Partly cloudy,28.290632
2017,8,17,9,41,0,3,1,24,0.0,51,10,Partly cloudy,20.889288
2017,8,17,10,25,0,3,1,26,0.0,50,10,Partly cloudy,11.108123
2017,8,17,11,28,0,3,1,27,0.0,49,9,Sunny,13.756716
2017,8,17,12,20,0,3,1,29,0.0,48,9,Sunny,15.047017
2017,8,17,13,20,0,3,1,29,0.0,49,10,Sunny,17.894299
2017,8,17,14,26,0,3,1,28,0.0,50,10,Sunny,16.850267
2017,8,17,15,17,0,3,1,28,0.0,51,11,Sunny,19.224545
2017,8,17,16,27,0,3,1,28,0.0,55,10,Sunny,24.594593
2017,8,17,17,32,0,3,1,27,0.0,58,10,Partly cloudy,58.808296
2017,8,17,18,60,0,3,1,26,0.0,62,9,Partly cloudy,65.52273
2017,8,17,19,40,0,3,1,26,0.0,67,10,Partly cloudy,47.508347
2017,8,17,20,20,0,3,1,25,0.0,71,10,Partly cloudy,25.228157
2017,8,17,21,14,0,3,1,25,0.0,76,11,Partly cloudy,13.216511
2017,8,17,22,14,0,3,1,24,0.0,77,11,Partly cloudy,8.285698
2017,8,17,23,6,0,3,1,24,0.0,78,11,Overcast,5.2596645
2017,8,18,0,1,0,4,1,24,0.1,80,11,Overcast,2.2597013
2017,8,18,1,1,0,4,1,24,0.0,81,12,Overcast,1.1705838
2017,8,18,5,3,0,4,1,24,1.6,83,12,Moderate or heavy rain shower,0.0
2017,8,18,6,10,0,4,1,24,2.1,83,10,Moderate or heavy rain shower,1.9213188
2017,8,18,7,9,0,4,1,25,1.1,82,11,Moderate or heavy rain shower,10.932386
2017,8,18,8,2,0,4,1,25,1.8,81,12,Moderate or heavy rain shower,18.352541
2017,8,18,9,9,0,4,1,26,2.4,80,12,Moderate or heavy rain shower,10.761501
2017,8,18,10,4,0,4,1,27,1.2,75,12,Moderate or heavy rain shower,8.163258
2017,8,18,11,10,0,4,1,28,1.8,69,12,Moderate or heavy rain shower,8.819445
2017,8,18,12,8,0,4,1,30,2.4,64,11,Moderate or heavy rain shower,9.829634
2017,8,18,13,17,0,4,1,30,1.2,64,13,Moderate or heavy rain shower,12.496108
2017,8,18,14,13,0,4,1,30,1.3,65,16,Moderate or heavy rain shower,16.071703
2017,8,18,15,14,0,4,1,30,1.8,65,18,Moderate or heavy rain shower,19.157097
2017,8,18,16,20,0,4,1,30,0.9,68,15,Moderate or heavy rain shower,25.294327
2017,8,18,17,30,0,4,1,29,1.8,71,13,Moderate or heavy rain shower,40.61458
2017,8,18,18,10,0,4,1,28,2.4,73,10,Moderate or heavy rain shower,33.065884
2017,8,18,19,1,0,4,1,28,1.2,75,12,Moderate or heavy rain shower,25.24415
2017,8,18,20,4,0,4,1,27,0.8,76,14,Patchy rain possible,21.449705
2017,8,18,21,8,0,4,1,26,1.1,77,16,Patchy rain possible,10.64892
2017,8,18,22,3,0,4,1,26,0.5,77,15,Patchy rain possible,8.508668
2017,8,18,23,6,0,4,1,26,0.8,78,14,Patchy rain possible,4.400152
2017,8,19,0,4,0,5,0,26,1.6,78,13,Patchy rain possible,4.313709
2017,8,19,4,1,0,5,0,24,0.0,76,11,Clear,0.0
2017,8,19,8,5,0,5,0,28,0.0,61,7,Sunny,8.960478
2017,8,19,9,16,0,5,0,29,0.0,55,6,Sunny,17.125822
2017,8,19,10,25,0,5,0,30,0.0,51,8,Sunny,23.391878
2017,8,19,11,44,0,5,0,31,0.0,47,9,Sunny,33.873535
2017,8,19,12,61,0,5,0,32,0.0,43,11,Sunny,38.76139
2017,8,19,13,45,0,5,0,31,0.0,44,12,Sunny,38.257084
2017,8,19,14,82,0,5,0,31,0.0,45,13,Sunny,44.54835
2017,8,19,15,37,0,5,0,31,0.0,47,14,Sunny,44.257645
2017,8,19,16,55,0,5,0,30,0.0,49,13,Sunny,46.06542
2017,8,19,17,60,0,5,0,29,0.0,52,13,Sunny,46.722492
2017,8,19,18,49,0,5,0,29,0.0,55,12,Clear,46.36067
2017,8,19,19,30,0,5,0,28,0.0,58,13,Clear,36.613976
2017,8,19,20,18,0,5,0,27,0.1,61,14,Clear,25.26309
2017,8,19,21,12,0,5,0,26,0.1,64,15,Clear,15.688877
2017,8,19,22,7,0,5,0,26,0.0,64,15,Clear,9.892662
2017,8,19,23,13,0,5,0,25,0.1,65,15,Clear,7.05272
2017,8,20,0,4,0,6,0,25,0.1,66,15,Clear,4.692607
2017,8,20,1,4,0,6,0,24,0.1,67,16,Clear,1.7838407
2017,8,20,3,1,0,6,0,22,0.0,70,17,Clear,0.0
2017,8,20,4,1,0,6,0,22,0.0,69,18,Clear,1.6202873
2017,8,20,5,1,0,6,0,22,0.0,68,18,Clear,0.0
2017,8,20,6,1,0,6,0,21,0.0,68,19,Sunny,1.3919871
2017,8,20,7,7,0,6,0,23,0.0,63,17,Sunny,2.5241327
2017,8,20,8,8,0,6,0,25,0.0,58,15,Sunny,7.721605
2017,8,20,9,22,0,6,0,26,0.0,54,14,Sunny,14.577703
2017,8,20,10,17,0,6,0,27,0.0,50,13,Sunny,18.445126
2017,8,20,11,33,0,6,0,29,0.0,47,13,Sunny,31.317917
2017,8,20,12,41,0,6,0,30,0.0,43,13,Sunny,36.221523
2017,8,20,13,59,0,6,0,30,0.0,43,13,Sunny,37.470634
2017,8,20,14,46,0,6,0,30,0.0,43,13,Sunny,43.678223
2017,8,20,15,50,0,6,0,30,0.0,42,13,Sunny,44.209637
2017,8,20,16,52,0,6,0,30,0.0,44,12,Sunny,47.914246
2017,8,20,17,43,0,6,0,30,0.0,46,11,Sunny,48.314846
2017,8,20,18,60,0,6,0,30,0.0,47,10,Clear,51.41252
2017,8,20,19,34,0,6,0,29,0.0,50,9,Clear,43.041954
2017,8,20,20,25,0,6,0,28,0.0,53,9,Clear,29.677914
2017,8,20,21,21,0,6,0,28,0.0,56,9,Clear,16.9473
2017,8,20,22,14,0,6,0,27,0.0,58,9,Clear,7.7926955
2017,8,20,23,12,0,6,0,26,0.0,60,8,Clear,5.4266376
2017,8,21,0,5,0,0,1,25,0.0,62,8,Clear,2.599989
2017,8,21,1,4,0,0,1,25,0.0,63,8,Clear,1.1180068
2017,8,21,5,1,0,0,1,25,0.0,65,6,Clear,0.0
2017,8,21,6,13,0,0,1,25,0.0,64,5,Sunny,4.09878
2017,8,21,7,27,0,0,1,26,0.0,60,7,Sunny,16.695406
2017,8,21,8,62,0,0,1,27,0.0,56,8,Sunny,30.252848
2017,8,21,9,38,0,0,1,29,0.0,52,10,Sunny,19.064247
2017,8,21,10,15,0,0,1,30,0.0,49,10,Sunny,10.822595
2017,8,21,11,23,0,0,1,31,0.0,46,10,Sunny,11.118643
2017,8,21,12,20,0,0,1,31,0.0,43,10,Sunny,13.600801
2017,8,21,13,33,0,0,1,31,0.0,45,11,Sunny,15.735367
2017,8,21,14,18,0,0,1,31,0.0,47,11,Sunny,17.229979
2017,8,21,15,31,0,0,1,31,0.0,50,12,Sunny,18.283876
2017,8,21,16,26,0,0,1,30,0.0,52,13,Sunny,22.067757
2017,8,21,17,32,0,0,1,30,0.0,55,14,Sunny,61.243103
2017,8,21,18,58,0,0,1,29,0.0,58,15,Clear,76.79634
2017,8,21,19,68,0,0,1,28,0.0,63,15,Clear,55.722027
2017,8,21,20,39,0,0,1,27,0.2,67,15,Clear,32.896187
2017,8,21,21,14,0,0,1,26,0.2,71,15,Clear,17.993937
2017,8,21,22,11,0,0,1,26,0.1,74,14,Clear,7.273484
2017,8,21,23,5,0,0,1,26,0.3,76,13,Patchy rain possible,2.933645
2017,8,22,0,2,0,1,1,25,0.5,78,12,Patchy rain possible,2.8833394
2017,8,22,1,1,0,1,1,25,0.3,80,11,Patchy rain possible,1.9755154
2017,8,22,3,1,0,1,1,25,1.6,83,9,Moderate or heavy rain shower,1.0502663
2017,8,22,5,2,0,1,1,25,1.2,81,10,Moderate or heavy rain shower,1.7988006
2017,8,22,6,13,0,1,1,25,1.6,80,10,Moderate or heavy rain shower,3.1313918
2017,8,22,7,26,0,1,1,26,0.8,75,11,Moderate or heavy rain shower,14.144283
2017,8,22,8,67,0,1,1,28,0.3,69,12,Patchy rain possible,27.543547
2017,8,22,9,40,0,1,1,29,0.4,64,14,Patchy rain possible,15.5170765
2017,8,22,10,24,0,1,1,30,0.2,59,14,Patchy rain possible,11.22735
2017,8,22,11,23,0,1,1,31,0.4,53,14,Patchy rain possible,11.447693
2017,8,22,12,20,0,1,1,32,0.5,48,14,Patchy rain possible,14.710542
2017,8,22,13,16,0,1,1,32,0.2,49,18,Patchy rain possible,15.14418
2017,8,22,14,38,0,1,1,32,0.2,50,22,Patchy rain possible,16.210413
2017,8,22,15,20,0,1,1,32,0.3,50,26,Patchy rain possible,17.491844
2017,8,22,16,20,0,1,1,31,0.1,53,24,Patchy rain possible,21.314337
2017,8,22,17,40,0,1,1,30,0.2,56,23,Sunny,57.939674
2017,8,22,18,58,0,1,1,30,0.2,58,22,Clear,76.04068
2017,8,22,19,48,0,1,1,29,0.1,61,24,Clear,57.851746
2017,8,22,20,34,0,1,1,28,0.4,64,26,Patchy rain possible,33.075146
2017,8,22,21,11,0,1,1,27,0.5,67,27,Patchy rain possible,17.06317
2017,8,22,22,6,0,1,1,27,0.3,69,25,Patchy rain possible,9.515461
2017,8,23,0,2,0,2,1,26,2.8,72,19,Moderate or heavy rain shower,0.0
2017,8,23,2,1,0,2,1,25,0.2,74,17,Patchy rain possible,0.0
2017,8,23,5,1,0,2,1,24,0.2,72,15,Patchy rain possible,0.89971095
2017,8,23,6,19,0,2,1,23,0.2,70,14,Patchy rain possible,5.0568604
2017,8,23,7,43,0,2,1,24,0.1,64,14,Patchy rain possible,17.072153
2017,8,23,8,56,0,2,1,25,0.0,57,15,Sunny,31.678175
2017,8,23,9,50,0,2,1,26,0.0,50,15,Sunny,21.858973
2017,8,23,10,17,0,2,1,27,0.0,47,15,Sunny,10.827962
2017,8,23,11,9,0,2,1,28,0.0,43,15,Sunny,11.178337
2017,8,23,12,22,0,2,1,29,0.0,40,14,Sunny,14.04782
2017,8,23,13,17,0,2,1,29,0.0,40,14,Sunny,15.019491
2017,8,23,14,24,0,2,1,28,0.0,40,14,Sunny,14.979486
2017,8,23,15,14,0,2,1,28,0.0,40,13,Sunny,16.592733
2017,8,23,16,21,0,2,1,28,0.0,42,12,Sunny,19.901915
2017,8,23,17,37,0,2,1,27,0.0,45,12,Sunny,60.628113
2017,8,23,18,59,0,2,1,26,0.0,48,11,Clear,76.90886
2017,8,23,19,59,0,2,1,26,0.0,50,11,Clear,57.966625
2017,8,23,20,36,0,2,1,25,0.0,52,11,Clear,36.696404
2017,8,23,21,14,0,2,1,24,0.0,54,10,Clear,20.009573
2017,8,23,22,9,0,2,1,24,0.0,54,9,Clear,9.490908
2017,8,23,23,5,0,2,1,23,0.0,55,8,Clear,3.73937
