year,month,day,hour,count,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,ausleihenpredict
2015,1,1,0,1,1,3,0,-3,0.0,52,15,Clear,0.0
2015,1,1,2,1,1,3,0,-4,0.0,50,21,Clear,0.9308115
2015,1,1,3,1,1,3,0,-4,0.0,49,24,Clear,0.0
2015,1,1,10,2,1,3,0,-1,0.0,37,25,Sunny,3.0695462
2015,1,1,11,2,1,3,0,0,0.0,36,24,Sunny,4.1927533
2015,1,1,12,2,1,3,0,2,0.0,35,22,Sunny,3.9010558
2015,1,1,13,2,1,3,0,2,0.0,37,23,Sunny,3.9517403
2015,1,1,14,4,1,3,0,2,0.0,39,24,Sunny,4.5216827
2015,1,1,15,1,1,3,0,2,0.0,41,25,Sunny,7.0336056
2015,1,1,16,5,1,3,0,1,0.0,44,26,Sunny,6.5318108
2015,1,1,17,5,1,3,0,1,0.0,47,26,Sunny,5.204524
2015,1,2,5,1,0,4,1,-1,0.0,70,18,Clear,0.0
2015,1,2,7,5,0,4,1,0,0.0,68,19,Sunny,0.0
2015,1,2,8,5,0,4,1,2,0.0,64,22,Sunny,10.432249
2015,1,2,9,6,0,4,1,3,0.0,60,26,Sunny,6.7275615
2015,1,2,10,3,0,4,1,3,0.0,57,24,Sunny,3.5891554
2015,1,2,11,7,0,4,1,4,0.0,54,23,Sunny,0.0
2015,1,2,12,2,0,4,1,5,0.0,51,22,Sunny,4.59338
2015,1,2,13,6,0,4,1,4,0.0,53,20,Sunny,5.524193
2015,1,2,14,11,0,4,1,4,0.0,54,19,Sunny,7.409051
2015,1,2,15,11,0,4,1,3,0.0,56,18,Sunny,9.426692
2015,1,2,16,4,0,4,1,2,0.0,59,16,Sunny,8.451226
2015,1,2,17,5,0,4,1,2,0.0,63,14,Sunny,10.682732
2015,1,2,18,2,0,4,1,1,0.0,66,12,Clear,6.970102
2015,1,2,19,2,0,4,1,1,0.0,66,12,Clear,0.0
2015,1,2,20,3,0,4,1,1,0.0,67,12,Partly cloudy,0.0
2015,1,2,21,1,0,4,1,1,0.0,68,12,Partly cloudy,0.0
2015,1,2,22,1,0,4,1,1,0.0,69,12,Partly cloudy,0.0
2015,1,3,8,1,0,5,0,2,0.0,69,16,Cloudy,2.8889685
2015,1,3,9,3,0,5,0,2,0.0,66,20,Cloudy,0.0
2015,1,3,10,2,0,5,0,3,0.0,71,16,Cloudy,5.520142
2015,1,3,11,9,0,5,0,3,0.4,75,13,Light rain,4.4771137
2015,1,3,12,4,0,5,0,4,0.6,80,9,Light rain,5.2547426
2015,1,3,13,2,0,5,0,4,0.3,84,12,Light rain,4.178576
2015,1,3,14,1,0,5,0,4,0.8,88,16,Light rain,0.0
2015,1,3,15,1,0,5,0,4,1.1,92,19,Light rain,0.0
2015,1,4,6,2,0,6,0,7,0.4,97,9,Light rain,0.9939689
2015,1,4,11,3,0,6,0,9,0.3,94,14,Light rain,4.9667583
2015,1,4,12,5,0,6,0,10,0.4,95,11,Light rain,6.0230236
2015,1,4,13,3,0,6,0,11,0.2,94,15,Light rain,5.3691926
2015,1,4,14,7,0,6,0,11,0.0,93,19,Partly cloudy,11.461926
2015,1,4,15,5,0,6,0,11,0.0,92,23,Partly cloudy,11.947293
2015,1,4,16,4,0,6,0,11,0.0,94,18,Partly cloudy,11.046442
2015,1,4,17,3,0,6,0,11,0.4,95,13,Light rain,2.8150318
2015,1,4,18,5,0,6,0,11,0.5,97,8,Light rain,0.0
2015,1,4,19,2,0,6,0,11,0.2,92,16,Light rain,2.6359942
2015,1,4,22,1,0,6,0,8,0.7,80,30,Moderate rain at times,0.9995023
2015,1,5,5,1,0,0,1,2,0.0,73,25,Patchy snow possible,0.0
2015,1,5,6,5,0,0,1,0,0.0,70,24,Patchy snow possible,3.3383176
2015,1,5,7,9,0,0,1,0,0.0,65,28,Patchy snow possible,5.605457
2015,1,5,8,19,0,0,1,0,0.0,61,32,Patchy moderate snow,12.071092
2015,1,5,9,7,0,0,1,0,0.0,57,36,Patchy moderate snow,5.6300673
2015,1,5,10,1,0,0,1,0,0.0,55,34,Patchy moderate snow,3.213308
2015,1,5,11,4,0,0,1,0,0.0,53,31,Blizzard,2.139466
2015,1,5,12,2,0,0,1,0,0.0,51,29,Blizzard,3.1438582
2015,1,5,13,4,0,0,1,0,0.0,51,29,Blizzard,3.129412
2015,1,5,14,2,0,0,1,0,0.0,50,30,Blowing snow,3.6344383
2015,1,5,15,5,0,0,1,0,0.0,49,30,Blowing snow,6.7155223
2015,1,5,16,4,0,0,1,-2,0.0,50,27,Blowing snow,4.639202
2015,1,5,17,2,0,0,1,-3,0.0,51,24,Patchy snow possible,8.320335
2015,1,5,18,8,0,0,1,-4,0.0,52,21,Patchy snow possible,7.849375
2015,1,5,19,3,0,0,1,-5,0.0,50,22,Patchy snow possible,4.047832
2015,1,5,20,1,0,0,1,-5,0.0,47,23,Partly cloudy,2.7761512
2015,1,5,21,1,0,0,1,-6,0.0,45,24,Partly cloudy,1.6530318
2015,1,5,22,1,0,0,1,-6,0.0,43,22,Partly cloudy,0.0
2015,1,6,5,1,0,1,1,-6,0.0,43,8,Cloudy,0.0
2015,1,6,6,6,0,1,1,-6,0.0,44,5,Cloudy,0.0
2015,1,6,7,5,0,1,1,-6,0.0,53,6,Cloudy,4.8472686
2015,1,6,8,12,0,1,1,-7,0.1,61,7,Heavy snow,4.375032
2015,1,6,11,1,0,1,1,-6,0.2,70,7,Heavy snow,1.7669842
2015,1,6,14,3,0,1,1,-5,0.1,71,10,Heavy snow,2.4596658
2015,1,6,15,2,0,1,1,-5,0.1,72,12,Heavy snow,0.0
2015,1,6,16,1,0,1,1,-5,0.1,73,11,Heavy snow,2.7320523
2015,1,6,17,3,0,1,1,-5,0.1,74,10,Patchy heavy snow,6.9722285
2015,1,6,18,5,0,1,1,-6,0.2,75,10,Patchy heavy snow,5.965786
2015,1,6,19,6,0,1,1,-6,0.1,80,12,Patchy heavy snow,3.9679852
2015,1,6,20,1,0,1,1,-7,0.0,85,14,Patchy snow possible,1.9289649
2015,1,7,5,1,0,2,1,-8,0.0,83,15,Clear,0.0
2015,1,7,6,2,0,2,1,-8,0.0,83,13,Sunny,0.0
2015,1,7,7,1,0,2,1,-8,0.0,77,21,Sunny,2.5236874
2015,1,7,8,7,0,2,1,-7,0.0,71,28,Sunny,6.2832794
2015,1,7,9,3,0,2,1,-6,0.0,65,36,Sunny,2.7811556
2015,1,7,13,1,0,2,1,-6,0.0,57,32,Patchy heavy snow,1.5616404
2015,1,7,14,1,0,2,1,-6,0.0,58,35,Blizzard,1.0646789
2015,1,7,17,3,0,2,1,-11,0.0,65,33,Patchy snow possible,5.0169835
2015,1,7,18,4,0,2,1,-12,0.0,68,30,Patchy snow possible,4.212592
2015,1,7,19,2,0,2,1,-13,0.0,69,29,Patchy snow possible,0.0
2015,1,7,23,1,0,2,1,-15,0.0,75,24,Clear,0.52497846
2015,1,8,6,1,0,3,1,-14,0.0,80,13,Sunny,0.0
2015,1,8,7,2,0,3,1,-13,0.0,78,18,Sunny,1.4432065
2015,1,8,8,2,0,3,1,-12,0.0,76,22,Partly cloudy,3.6701481
2015,1,8,9,2,0,3,1,-11,0.0,75,27,Partly cloudy,1.6494457
2015,1,8,10,3,0,3,1,-10,0.0,72,24,Partly cloudy,0.0
2015,1,8,14,2,0,3,1,-8,0.0,70,20,Sunny,1.8361064
2015,1,8,15,5,0,3,1,-8,0.0,72,21,Sunny,3.5027065
2015,1,8,16,2,0,3,1,-9,0.0,75,19,Sunny,1.8643192
2015,1,8,17,2,0,3,1,-10,0.0,78,17,Sunny,3.0078313
2015,1,8,18,6,0,3,1,-11,0.0,82,15,Clear,3.8990173
2015,1,8,19,4,0,3,1,-11,0.0,80,15,Clear,1.3454028
2015,1,8,20,3,0,3,1,-11,0.0,78,16,Partly cloudy,0.8646614
2015,1,8,22,1,0,3,1,-11,0.0,75,17,Partly cloudy,0.0
2015,1,8,23,1,0,3,1,-10,0.0,73,18,Cloudy,0.0
2015,1,9,5,1,0,4,1,-6,0.1,78,22,Blizzard,0.0
2015,1,9,7,1,0,4,1,-6,0.1,81,22,Blizzard,1.2084082
2015,1,9,8,3,0,4,1,-5,0.2,82,26,Blizzard,2.7949393
2015,1,9,10,1,0,4,1,-3,0.2,77,28,Blizzard,0.0
2015,1,9,11,1,0,4,1,-2,0.3,71,26,Patchy heavy snow,2.0085077
2015,1,9,12,3,0,4,1,-1,0.4,65,24,Patchy heavy snow,1.6192144
2015,1,9,13,1,0,4,1,-1,0.2,67,24,Patchy heavy snow,0.0
2015,1,9,14,5,0,4,1,-1,0.0,69,24,Patchy light snow,4.635854
2015,1,9,15,3,0,4,1,-2,0.0,71,24,Patchy light snow,0.0
2015,1,9,16,1,0,4,1,-3,0.0,72,22,Patchy light snow,4.2643614
2015,1,9,17,2,0,4,1,-4,0.0,73,20,Patchy snow possible,5.0118904
2015,1,9,18,2,0,4,1,-6,0.0,74,18,Patchy snow possible,3.42461
2015,1,9,19,2,0,4,1,-6,0.0,75,19,Patchy snow possible,2.1450942
2015,1,9,22,1,0,4,1,-7,0.0,76,21,Clear,0.0
2015,1,10,10,2,0,5,0,-9,0.0,68,23,Sunny,1.3841505
2015,1,10,13,2,0,5,0,-7,0.0,65,18,Sunny,3.8863904
2015,1,10,14,4,0,5,0,-7,0.0,65,18,Sunny,4.0043516
2015,1,10,15,6,0,5,0,-7,0.0,66,19,Sunny,4.7591076
2015,1,10,16,3,0,5,0,-8,0.0,70,18,Sunny,3.9392993
2015,1,10,17,1,0,5,0,-9,0.0,74,16,Sunny,0.0
2015,1,10,19,1,0,5,0,-10,0.0,77,16,Clear,1.1515377
2015,1,10,20,2,0,5,0,-10,0.0,77,17,Clear,0.0
2015,1,10,23,1,0,5,0,-10,0.0,75,16,Partly cloudy,0.0
2015,1,11,10,3,0,6,0,-4,0.0,59,11,Sunny,2.6496158
2015,1,11,12,6,0,6,0,-1,0.0,51,14,Sunny,6.0677094
2015,1,11,13,2,0,6,0,-1,0.0,55,14,Sunny,5.9924674
2015,1,11,14,4,0,6,0,0,0.0,58,15,Sunny,7.2561207
2015,1,11,15,5,0,6,0,1,0.0,61,15,Sunny,8.438524
2015,1,11,16,10,0,6,0,0,0.0,64,14,Sunny,7.3226357
2015,1,11,17,2,0,6,0,-1,0.0,66,13,Sunny,4.8241086
2015,1,11,18,1,0,6,0,-1,0.0,69,12,Clear,1.3675933
2015,1,11,19,1,0,6,0,-1,0.0,71,13,Clear,1.9657052
2015,1,11,20,3,0,6,0,-1,0.0,72,14,Partly cloudy,0.9830004
2015,1,11,21,1,0,6,0,-1,0.0,74,14,Partly cloudy,0.0
2015,1,12,5,1,0,0,1,0,0.1,76,10,Freezing drizzle,0.0
2015,1,12,6,4,0,0,1,0,0.2,75,9,Freezing drizzle,0.0
2015,1,12,7,5,0,0,1,0,0.1,79,11,Freezing drizzle,5.1322927
2015,1,12,8,5,0,0,1,0,0.4,83,13,Light rain,4.2888284
2015,1,12,9,4,0,0,1,1,0.5,86,15,Light rain,2.7214308
2015,1,12,10,1,0,0,1,1,0.3,89,11,Light rain,0.0
2015,1,12,11,1,0,0,1,2,1.3,92,6,Moderate rain,1.5199244
2015,1,12,12,3,0,0,1,2,1.7,95,1,Moderate rain,0.0
2015,1,12,16,1,0,0,1,2,0.4,96,10,Light rain,1.7559053
2015,1,12,18,3,0,0,1,2,1.2,93,8,Moderate rain,4.0670934
2015,1,12,19,6,0,0,1,2,0.6,92,11,Moderate rain,2.029663
2015,1,12,20,2,0,0,1,2,0.1,91,14,Patchy light drizzle,3.5040793
2015,1,12,21,1,0,0,1,2,0.1,91,18,Patchy light drizzle,2.0640736
2015,1,12,23,1,0,0,1,1,0.2,87,15,Patchy heavy snow,0.0
2015,1,13,0,1,0,1,1,0,0.4,85,13,Patchy heavy snow,0.0
2015,1,13,5,1,0,1,1,-3,0.0,82,20,Clear,0.0
2015,1,13,6,6,0,1,1,-5,0.0,82,18,Sunny,2.0170364
2015,1,13,7,6,0,1,1,-5,0.0,78,22,Sunny,3.4598854
2015,1,13,8,8,0,1,1,-5,0.0,73,26,Sunny,6.9348865
2015,1,13,9,5,0,1,1,-5,0.0,69,29,Sunny,2.963728
2015,1,13,10,1,0,1,1,-5,0.0,67,26,Sunny,1.5697668
2015,1,13,12,1,0,1,1,-5,0.0,62,18,Sunny,1.7949762
2015,1,13,13,1,0,1,1,-5,0.0,63,21,Sunny,2.0772462
2015,1,13,14,3,0,1,1,-5,0.0,63,23,Sunny,2.6584618
2015,1,13,15,3,0,1,1,-6,0.0,63,25,Sunny,4.3858247
2015,1,13,16,3,0,1,1,-6,0.0,66,20,Sunny,2.8027804
2015,1,13,17,5,0,1,1,-7,0.0,68,15,Sunny,5.2990117
2015,1,13,18,3,0,1,1,-8,0.0,71,10,Clear,5.1253195
2015,1,13,19,5,0,1,1,-8,0.0,67,13,Clear,1.9493359
2015,1,13,20,1,0,1,1,-7,0.0,63,16,Partly cloudy,1.7998434
2015,1,14,5,1,0,2,1,-7,0.0,65,18,Overcast,0.0
2015,1,14,6,2,0,2,1,-7,0.0,66,17,Overcast,1.7332507
2015,1,14,7,7,0,2,1,-6,0.0,68,18,Overcast,4.2506514
2015,1,14,8,7,0,2,1,-5,0.0,69,19,Partly cloudy,7.748406
2015,1,14,9,3,0,2,1,-4,0.0,71,20,Partly cloudy,3.8396523
2015,1,14,10,3,0,2,1,-3,0.0,69,18,Partly cloudy,0.0
2015,1,14,12,1,0,2,1,-1,0.0,65,14,Partly cloudy,2.6527162
2015,1,14,13,2,0,2,1,-1,0.0,65,14,Partly cloudy,0.0
2015,1,14,14,2,0,2,1,-1,0.0,65,13,Partly cloudy,3.7248738
2015,1,14,16,3,0,2,1,-1,0.0,68,12,Partly cloudy,4.033449
2015,1,14,17,4,0,2,1,-1,0.0,70,11,Sunny,9.741187
2015,1,14,18,6,0,2,1,-2,0.0,72,11,Clear,9.501581
2015,1,14,19,4,0,2,1,-2,0.0,73,12,Clear,3.3675184
2015,1,14,21,2,0,2,1,-3,0.0,75,14,Partly cloudy,0.0
2015,1,14,22,1,0,2,1,-3,0.0,76,13,Partly cloudy,0.0
2015,1,15,4,1,0,3,1,-3,0.0,79,12,Clear,0.0
2015,1,15,6,4,0,3,1,-4,0.0,78,9,Sunny,0.0
2015,1,15,7,7,0,3,1,-3,0.0,75,10,Sunny,4.288203
2015,1,15,8,12,0,3,1,-3,0.0,73,11,Sunny,8.3475685
2015,1,15,9,8,0,3,1,-3,0.0,70,12,Sunny,4.116626
2015,1,15,10,4,0,3,1,-1,0.0,64,12,Sunny,3.2734923
2015,1,15,11,2,0,3,1,0,0.0,59,13,Sunny,0.0
2015,1,15,12,1,0,3,1,1,0.0,54,14,Sunny,3.8303397
2015,1,15,13,3,0,3,1,1,0.0,57,15,Sunny,3.880928
2015,1,15,14,2,0,3,1,1,0.0,60,16,Patchy snow possible,3.0624542
2015,1,15,15,4,0,3,1,0,0.0,63,17,Patchy snow possible,4.7277665
2015,1,15,16,6,0,3,1,0,0.0,65,16,Patchy snow possible,2.7060513
2015,1,15,17,9,0,3,1,-1,0.0,67,15,Sunny,7.285444
2015,1,15,18,8,0,3,1,-1,0.0,69,14,Clear,8.157626
2015,1,15,19,7,0,3,1,-1,0.0,67,15,Clear,3.8279264
2015,1,15,20,1,0,3,1,-1,0.0,65,16,Clear,0.0
2015,1,15,21,4,0,3,1,-1,0.0,63,18,Clear,1.878566
2015,1,16,0,1,0,4,1,-1,0.0,60,19,Clear,0.0
2015,1,16,5,1,0,4,1,-1,0.0,77,19,Clear,0.0
2015,1,16,6,2,0,4,1,-1,0.0,78,17,Sunny,0.0
2015,1,16,7,8,0,4,1,0,0.0,74,21,Sunny,4.823747
2015,1,16,8,5,0,4,1,0,0.0,69,25,Sunny,8.981453
2015,1,16,9,5,0,4,1,1,0.0,64,29,Sunny,5.606066
2015,1,16,10,1,0,4,1,2,0.0,59,28,Sunny,3.0927415
2015,1,16,11,4,0,4,1,4,0.0,55,27,Partly cloudy,0.0
2015,1,16,12,3,0,4,1,5,0.0,51,27,Partly cloudy,3.8597748
2015,1,16,13,3,0,4,1,4,0.0,52,30,Partly cloudy,3.6682541
2015,1,16,14,2,0,4,1,3,0.0,54,33,Patchy light snow,5.7842383
2015,1,16,15,5,0,4,1,2,0.0,55,36,Patchy light snow,7.126209
2015,1,16,16,4,0,4,1,0,0.0,55,35,Patchy light snow,5.496669
2015,1,16,17,4,0,4,1,-2,0.0,54,34,Sunny,7.133844
2015,1,16,18,5,0,4,1,-3,0.0,54,33,Clear,5.157232
2015,1,16,21,1,0,4,1,-5,0.0,51,33,Clear,0.0
2015,1,17,8,1,0,5,0,-7,0.0,47,13,Sunny,0.0
2015,1,17,9,2,0,5,0,-7,0.0,44,13,Sunny,2.586384
2015,1,17,10,1,0,5,0,-5,0.0,39,10,Sunny,3.4612749
2015,1,17,11,5,0,5,0,-4,0.0,33,8,Sunny,6.195263
2015,1,17,12,3,0,5,0,-2,0.0,28,6,Sunny,8.54703
2015,1,17,13,2,0,5,0,-2,0.0,31,9,Sunny,8.381915
2015,1,17,14,1,0,5,0,-2,0.0,34,12,Sunny,8.600004
2015,1,17,15,8,0,5,0,-2,0.0,37,15,Sunny,8.95814
2015,1,17,16,7,0,5,0,-2,0.0,42,15,Sunny,7.4670496
2015,1,17,17,3,0,5,0,-2,0.0,46,15,Sunny,4.9450006
2015,1,17,18,1,0,5,0,-2,0.0,51,14,Clear,1.6271815
2015,1,17,19,2,0,5,0,-2,0.0,55,16,Clear,2.254468
2015,1,17,20,1,0,5,0,-2,0.0,59,17,Clear,0.0
2015,1,17,23,1,0,5,0,-1,0.0,68,15,Cloudy,0.0
2015,1,18,2,1,0,6,0,0,0.0,77,16,Clear,0.0
2015,1,18,14,1,0,6,0,4,2.7,99,7,Heavy rain,0.0
2015,1,19,7,2,1,0,0,1,0.0,79,25,Sunny,3.1139426
2015,1,19,8,2,1,0,0,2,0.0,75,27,Patchy light snow,2.2507899
2015,1,19,10,5,1,0,0,3,0.0,69,28,Patchy light snow,3.055046
2015,1,19,11,1,1,0,0,4,0.0,67,26,Overcast,3.099484
2015,1,19,12,2,1,0,0,4,0.0,64,24,Overcast,4.551162
2015,1,19,13,6,1,0,0,4,0.0,66,24,Overcast,3.2474039
2015,1,19,14,7,1,0,0,4,0.0,67,24,Partly cloudy,5.670982
2015,1,19,15,7,1,0,0,4,0.0,69,23,Partly cloudy,5.790332
2015,1,19,16,6,1,0,0,3,0.0,73,21,Partly cloudy,5.1987524
2015,1,19,17,5,1,0,0,2,0.0,76,19,Partly cloudy,4.3320394
2015,1,19,18,6,1,0,0,2,0.0,80,17,Partly cloudy,2.6581078
2015,1,19,19,3,1,0,0,1,0.0,80,17,Partly cloudy,4.132251
2015,1,19,20,3,1,0,0,1,0.0,81,17,Clear,1.6966691
2015,1,19,21,1,1,0,0,1,0.0,81,18,Clear,1.1417834
2015,1,19,22,1,1,0,0,1,0.0,81,17,Clear,0.0
2015,1,19,23,1,1,0,0,0,0.0,80,16,Patchy light snow,0.0
2015,1,20,0,1,0,1,1,0,0.0,79,15,Patchy light snow,0.0
2015,1,20,5,1,0,1,1,0,0.0,77,13,Clear,0.0
2015,1,20,6,7,0,1,1,-1,0.0,76,12,Sunny,0.0
2015,1,20,7,6,0,1,1,0,0.0,71,13,Sunny,5.6404967
2015,1,20,8,8,0,1,1,1,0.0,66,14,Sunny,11.328443
2015,1,20,9,5,0,1,1,2,0.0,62,15,Sunny,6.38633
2015,1,20,10,1,0,1,1,2,0.0,60,15,Sunny,3.1830726
2015,1,20,11,3,0,1,1,3,0.0,59,16,Partly cloudy,3.7196796
2015,1,20,12,2,0,1,1,4,0.0,58,16,Partly cloudy,3.982261
2015,1,20,13,3,0,1,1,4,0.0,60,16,Partly cloudy,4.1601143
2015,1,20,14,4,0,1,1,4,0.0,62,16,Patchy light snow,4.9152226
2015,1,20,16,5,0,1,1,2,0.0,66,14,Patchy light snow,4.9383755
2015,1,20,17,5,0,1,1,1,0.0,67,13,Patchy moderate snow,8.9201355
2015,1,20,18,5,0,1,1,0,0.0,68,12,Patchy moderate snow,9.099054
2015,1,20,19,5,0,1,1,0,0.0,68,14,Patchy moderate snow,4.748005
2015,1,20,21,1,0,1,1,-1,0.0,66,17,Clear,1.9428904
2015,1,20,22,1,0,1,1,-1,0.0,65,16,Clear,0.0
2015,1,21,6,3,0,2,1,-2,0.0,57,10,Sunny,0.0
2015,1,21,7,8,0,2,1,-2,0.0,51,11,Sunny,5.646482
2015,1,21,8,11,0,2,1,-2,0.0,45,11,Cloudy,11.393099
2015,1,21,9,8,0,2,1,-2,0.0,40,11,Cloudy,5.4171534
2015,1,21,10,2,0,2,1,-1,0.0,37,9,Cloudy,2.4506404
2015,1,21,11,2,0,2,1,0,0.0,35,7,Overcast,2.7692013
2015,1,21,12,1,0,2,1,1,0.0,33,5,Overcast,3.158414
2015,1,21,13,3,0,2,1,1,0.0,35,4,Overcast,2.7554798
2015,1,21,14,1,0,2,1,1,0.0,36,3,Cloudy,4.234818
2015,1,21,15,2,0,2,1,1,0.0,38,2,Cloudy,7.07813
2015,1,21,16,4,0,2,1,1,0.0,41,2,Cloudy,5.41437
2015,1,21,17,5,0,2,1,0,0.0,45,2,Light snow,7.1396437
2015,1,21,18,5,0,2,1,0,0.0,48,3,Light snow,7.0903926
2015,1,21,19,7,0,2,1,0,0.0,53,4,Light snow,4.4417524
2015,1,21,21,1,0,2,1,-1,0.1,62,8,Moderate snow,1.5776387
2015,1,21,22,1,0,2,1,-1,0.0,66,7,Moderate snow,1.0559976
2015,1,22,0,2,0,3,1,-1,0.3,72,6,Heavy snow,0.0
2015,1,22,2,1,0,3,1,-1,0.0,65,7,Overcast,0.0
2015,1,22,6,5,0,3,1,-1,0.0,62,5,Cloudy,3.093194
2015,1,22,7,5,0,3,1,-1,0.0,62,8,Cloudy,6.0194535
2015,1,22,8,12,0,3,1,0,0.0,63,10,Overcast,9.321982
2015,1,22,9,3,0,3,1,0,0.0,64,12,Overcast,4.936797
2015,1,22,10,4,0,3,1,1,0.0,64,12,Overcast,3.4576018
2015,1,22,11,2,0,3,1,2,0.0,64,12,Partly cloudy,4.2012286
2015,1,22,12,1,0,3,1,3,0.0,65,13,Partly cloudy,4.355617
2015,1,22,13,5,0,3,1,3,0.0,66,12,Partly cloudy,4.1802154
2015,1,22,14,3,0,3,1,3,0.0,67,11,Cloudy,4.872707
2015,1,22,15,2,0,3,1,3,0.0,68,10,Cloudy,6.877673
2015,1,22,16,4,0,3,1,2,0.0,70,12,Cloudy,5.66415
2015,1,22,17,4,0,3,1,1,0.0,72,14,Sunny,8.433967
2015,1,22,18,2,0,3,1,0,0.0,74,16,Clear,8.419484
2015,1,22,19,6,0,3,1,0,0.0,73,18,Clear,4.0348177
2015,1,22,20,1,0,3,1,-1,0.0,73,20,Clear,2.6359205
2015,1,22,22,2,0,3,1,-1,0.0,71,20,Clear,0.0
2015,1,23,0,2,0,4,1,-2,0.0,69,15,Clear,0.0
2015,1,23,5,2,0,4,1,0,0.0,72,10,Clear,1.0458332
2015,1,23,6,3,0,4,1,-1,0.0,73,9,Sunny,2.247444
2015,1,23,7,6,0,4,1,0,0.0,67,9,Sunny,5.22503
2015,1,23,8,12,0,4,1,0,0.0,61,10,Sunny,10.014009
2015,1,23,9,7,0,4,1,1,0.0,56,10,Sunny,6.327084
2015,1,23,10,2,0,4,1,2,0.0,54,10,Sunny,3.6625383
2015,1,23,11,2,0,4,1,3,0.0,52,11,Sunny,4.792805
2015,1,23,12,2,0,4,1,3,0.0,50,11,Sunny,4.4601927
2015,1,23,13,6,0,4,1,3,0.0,56,13,Sunny,5.42455
2015,1,23,14,7,0,4,1,3,0.0,62,15,Sunny,7.230712
2015,1,23,15,6,0,4,1,2,0.0,67,18,Sunny,8.6498575
2015,1,23,16,4,0,4,1,2,0.0,72,16,Sunny,8.18369
2015,1,23,17,3,0,4,1,1,0.0,77,14,Overcast,8.738151
2015,1,23,18,7,0,4,1,1,0.0,81,12,Overcast,7.771479
2015,1,23,19,5,0,4,1,1,0.0,81,12,Overcast,4.7750163
2015,1,23,21,2,0,4,1,1,0.0,81,12,Cloudy,0.0
2015,1,23,22,3,0,4,1,1,0.0,85,12,Cloudy,1.7301837
2015,1,24,10,1,0,5,0,1,0.3,98,20,Light rain,0.0
2015,1,24,13,5,0,5,0,2,0.4,97,19,Light rain,3.17076
2015,1,24,14,2,0,5,0,2,0.2,96,21,Patchy light drizzle,0.0
2015,1,24,15,1,0,5,0,2,0.2,95,22,Patchy light drizzle,7.517336
2015,1,24,17,2,0,5,0,1,0.2,89,22,Patchy snow possible,0.0
2015,1,24,18,4,0,5,0,1,0.2,86,22,Patchy snow possible,1.0444751
2015,1,25,2,2,0,6,0,-1,0.0,87,24,Clear,0.0
2015,1,25,8,1,0,6,0,1,0.0,87,26,Patchy snow possible,1.0770925
2015,1,25,10,3,0,6,0,2,0.0,83,25,Patchy snow possible,2.216549
2015,1,25,11,7,0,6,0,2,0.0,80,23,Moderate or heavy snow showers,7.119841
2015,1,25,12,2,0,6,0,2,0.0,77,20,Moderate or heavy snow showers,7.3620644
2015,1,25,13,7,0,6,0,2,0.0,78,20,Moderate or heavy snow showers,6.845476
2015,1,25,14,6,0,6,0,2,0.0,79,20,Partly cloudy,6.77958
2015,1,25,15,4,0,6,0,2,0.0,80,19,Partly cloudy,7.5590625
2015,1,25,16,7,0,6,0,0,0.0,80,17,Partly cloudy,6.059079
2015,1,25,17,3,0,6,0,-1,0.0,80,14,Partly cloudy,3.3803167
2015,1,25,18,4,0,6,0,-2,0.0,80,11,Partly cloudy,0.0
2015,1,25,19,3,0,6,0,-2,0.0,80,13,Partly cloudy,1.5095395
2015,1,25,22,1,0,6,0,-3,0.0,80,18,Light snow,1.107121
2015,1,26,5,1,0,0,1,-4,0.2,85,21,Blizzard,0.0
2015,1,26,6,2,0,0,1,-4,0.3,90,20,Blizzard,1.9049575
2015,1,26,7,2,0,0,1,-4,0.2,90,23,Blizzard,1.8207656
2015,1,26,8,7,0,0,1,-5,0.3,90,27,Blizzard,4.263502
2015,1,26,9,7,0,0,1,-5,0.4,90,31,Blizzard,2.1027086
2015,1,26,10,1,0,0,1,-5,0.2,90,30,Blizzard,0.0
2015,1,26,11,1,0,0,1,-4,0.7,91,29,Blizzard,1.2168057
2015,1,26,12,1,0,0,1,-4,0.9,92,29,Blizzard,0.0
2015,1,26,13,2,0,0,1,-4,0.5,92,31,Blizzard,1.6460881
2015,1,26,14,1,0,0,1,-3,0.3,92,34,Blizzard,2.3406432
2015,1,26,17,1,0,0,1,-3,0.6,91,35,Blizzard,0.0
2015,1,27,8,1,0,1,1,-5,0.6,93,32,Blizzard,2.4925675
2015,1,27,9,1,0,1,1,-5,0.8,93,32,Blizzard,0.0
2015,1,27,16,1,0,1,1,-3,0.0,87,26,Blizzard,2.011877
2015,1,27,18,1,0,1,1,-4,0.1,86,20,Moderate snow,0.0
2015,1,28,6,1,0,2,1,-7,0.0,83,24,Sunny,1.6988472
2015,1,28,8,4,0,2,1,-7,0.0,81,24,Sunny,0.0
2015,1,28,9,2,0,2,1,-7,0.0,80,24,Sunny,2.3986704
2015,1,28,10,1,0,2,1,-5,0.0,80,23,Sunny,0.0
2015,1,28,14,1,0,2,1,-2,0.0,80,21,Sunny,3.2442129
2015,1,28,15,1,0,2,1,-2,0.0,81,21,Sunny,5.24934
2015,1,28,18,7,0,2,1,-6,0.0,83,12,Clear,7.2110605
2015,1,28,19,3,0,2,1,-6,0.0,82,13,Clear,1.8175344
