hour,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,year,month,day,weekday,holidays,workday,rueckgaben,ausleihen
6,-8,0.0,54,15,Sunny,2015,1,17,5,0,0,0,0
7,-7,0.0,50,14,Sunny,2015,1,17,5,0,0,0,0
8,-7,0.0,47,13,Sunny,2015,1,17,5,0,0,1,0
9,-7,0.0,44,13,Sunny,2015,1,17,5,0,0,2,2
10,-5,0.0,39,10,Sunny,2015,1,17,5,0,0,1,3
11,-4,0.0,33,8,Sunny,2015,1,17,5,0,0,5,5
12,-2,0.0,28,6,Sunny,2015,1,17,5,0,0,3,2
13,-2,0.0,31,9,Sunny,2015,1,17,5,0,0,2,1
14,-2,0.0,34,12,Sunny,2015,1,17,5,0,0,1,2
15,-2,0.0,37,15,Sunny,2015,1,17,5,0,0,8,3
16,-2,0.0,42,15,Sunny,2015,1,17,5,0,0,7,8
17,-2,0.0,46,15,Sunny,2015,1,17,5,0,0,3,5
18,-2,0.0,51,14,Clear,2015,1,17,5,0,0,1,1
19,-2,0.0,55,16,Clear,2015,1,17,5,0,0,2,1
20,-2,0.0,59,17,Clear,2015,1,17,5,0,0,1,0
21,-2,0.0,63,18,Clear,2015,1,17,5,0,0,0,0
22,-1,0.0,66,17,Clear,2015,1,17,5,0,0,0,0
23,-1,0.0,68,15,Cloudy,2015,1,17,5,0,0,1,0
0,0,0.0,71,14,Cloudy,2015,1,18,6,0,0,0,0
1,0,0.0,74,15,Cloudy,2015,1,18,6,0,0,0,0
2,0,0.0,77,16,Clear,2015,1,18,6,0,0,1,0
3,1,0.0,80,17,Clear,2015,1,18,6,0,0,0,0
4,1,0.0,84,13,Clear,2015,1,18,6,0,0,0,0
5,1,0.0,88,9,Overcast,2015,1,18,6,0,0,0,0
6,1,0.0,92,5,Overcast,2015,1,18,6,0,0,0,0
7,2,0.0,94,4,Overcast,2015,1,18,6,0,0,0,0
8,2,1.7,95,3,Moderate rain,2015,1,18,6,0,0,0,0
9,3,2.3,97,1,Moderate rain,2015,1,18,6,0,0,0,0
10,3,1.1,98,3,Moderate rain,2015,1,18,6,0,0,0,0
11,3,7.0,98,5,Heavy rain,2015,1,18,6,0,0,0,0
12,3,9.3,99,7,Heavy rain,2015,1,18,6,0,0,0,0
13,4,4.7,99,7,Heavy rain,2015,1,18,6,0,0,0,0
14,4,2.7,99,7,Heavy rain,2015,1,18,6,0,0,1,0
15,4,3.6,99,8,Heavy rain,2015,1,18,6,0,0,0,1
16,4,1.8,98,6,Heavy rain,2015,1,18,6,0,0,0,0
17,3,3.9,97,5,Heavy rain,2015,1,18,6,0,0,0,0
18,3,5.2,97,4,Heavy rain,2015,1,18,6,0,0,0,0
19,3,2.6,94,12,Heavy rain,2015,1,18,6,0,0,0,0
20,3,0.0,92,19,Cloudy,2015,1,18,6,0,0,0,1
21,3,0.0,90,27,Cloudy,2015,1,18,6,0,0,0,0
22,3,0.0,89,24,Cloudy,2015,1,18,6,0,0,0,0
23,2,0.0,88,22,Clear,2015,1,18,6,0,0,0,0
0,2,0.0,87,20,Clear,2015,1,19,0,1,0,0,0
1,1,0.0,87,22,Clear,2015,1,19,0,1,0,0,0
2,1,0.0,86,24,Clear,2015,1,19,0,1,0,0,0
3,1,0.0,85,26,Clear,2015,1,19,0,1,0,0,0
4,1,0.0,84,25,Clear,2015,1,19,0,1,0,0,0
5,1,0.0,83,24,Clear,2015,1,19,0,1,0,0,0
6,1,0.0,82,23,Sunny,2015,1,19,0,1,0,0,0
7,1,0.0,79,25,Sunny,2015,1,19,0,1,0,2,1
8,2,0.0,75,27,Patchy light snow,2015,1,19,0,1,0,2,2
9,3,0.0,72,30,Patchy light snow,2015,1,19,0,1,0,0,3
10,3,0.0,69,28,Patchy light snow,2015,1,19,0,1,0,5,3
11,4,0.0,67,26,Overcast,2015,1,19,0,1,0,1,4
12,4,0.0,64,24,Overcast,2015,1,19,0,1,0,2,5
13,4,0.0,66,24,Overcast,2015,1,19,0,1,0,6,3
14,4,0.0,67,24,Partly cloudy,2015,1,19,0,1,0,7,7
15,4,0.0,69,23,Partly cloudy,2015,1,19,0,1,0,7,3
16,3,0.0,73,21,Partly cloudy,2015,1,19,0,1,0,6,4
17,2,0.0,76,19,Partly cloudy,2015,1,19,0,1,0,5,4
18,2,0.0,80,17,Partly cloudy,2015,1,19,0,1,0,6,4
19,1,0.0,80,17,Partly cloudy,2015,1,19,0,1,0,3,4
20,1,0.0,81,17,Clear,2015,1,19,0,1,0,3,3
21,1,0.0,81,18,Clear,2015,1,19,0,1,0,1,1
22,1,0.0,81,17,Clear,2015,1,19,0,1,0,1,0
23,0,0.0,80,16,Patchy light snow,2015,1,19,0,1,0,1,0
0,0,0.0,79,15,Patchy light snow,2015,1,20,1,0,1,1,0
1,0,0.0,79,15,Patchy light snow,2015,1,20,1,0,1,0,0
2,0,0.0,78,15,Clear,2015,1,20,1,0,1,0,0
3,0,0.0,78,16,Clear,2015,1,20,1,0,1,0,0
4,0,0.0,77,15,Clear,2015,1,20,1,0,1,0,0
5,0,0.0,77,13,Clear,2015,1,20,1,0,1,1,0
6,-1,0.0,76,12,Sunny,2015,1,20,1,0,1,7,0
7,0,0.0,71,13,Sunny,2015,1,20,1,0,1,6,3
8,1,0.0,66,14,Sunny,2015,1,20,1,0,1,8,9
9,2,0.0,62,15,Sunny,2015,1,20,1,0,1,5,7
10,2,0.0,60,15,Sunny,2015,1,20,1,0,1,1,4
11,3,0.0,59,16,Partly cloudy,2015,1,20,1,0,1,3,3
12,4,0.0,58,16,Partly cloudy,2015,1,20,1,0,1,2,3
13,4,0.0,60,16,Partly cloudy,2015,1,20,1,0,1,3,4
14,4,0.0,62,16,Patchy light snow,2015,1,20,1,0,1,4,4
15,3,0.0,64,15,Patchy light snow,2015,1,20,1,0,1,0,7
16,2,0.0,66,14,Patchy light snow,2015,1,20,1,0,1,5,3
17,1,0.0,67,13,Patchy moderate snow,2015,1,20,1,0,1,5,8
18,0,0.0,68,12,Patchy moderate snow,2015,1,20,1,0,1,5,9
19,0,0.0,68,14,Patchy moderate snow,2015,1,20,1,0,1,5,4
20,0,0.0,67,16,Clear,2015,1,20,1,0,1,0,3
21,-1,0.0,66,17,Clear,2015,1,20,1,0,1,1,2
22,-1,0.0,65,16,Clear,2015,1,20,1,0,1,1,0
23,-1,0.0,64,14,Clear,2015,1,20,1,0,1,0,0
0,-1,0.0,63,12,Clear,2015,1,21,2,0,1,0,0
1,-1,0.0,65,13,Clear,2015,1,21,2,0,1,0,1
2,-1,0.0,66,13,Clear,2015,1,21,2,0,1,0,0
3,-1,0.0,68,13,Clear,2015,1,21,2,0,1,0,0
4,-1,0.0,64,12,Clear,2015,1,21,2,0,1,0,0
5,-2,0.0,61,11,Clear,2015,1,21,2,0,1,0,0
6,-2,0.0,57,10,Sunny,2015,1,21,2,0,1,3,0
7,-2,0.0,51,11,Sunny,2015,1,21,2,0,1,8,2
8,-2,0.0,45,11,Cloudy,2015,1,21,2,0,1,11,13
9,-2,0.0,40,11,Cloudy,2015,1,21,2,0,1,8,9
10,-1,0.0,37,9,Cloudy,2015,1,21,2,0,1,2,2
11,0,0.0,35,7,Overcast,2015,1,21,2,0,1,2,1
12,1,0.0,33,5,Overcast,2015,1,21,2,0,1,1,3
13,1,0.0,35,4,Overcast,2015,1,21,2,0,1,3,2
14,1,0.0,36,3,Cloudy,2015,1,21,2,0,1,1,4
15,1,0.0,38,2,Cloudy,2015,1,21,2,0,1,2,5
16,1,0.0,41,2,Cloudy,2015,1,21,2,0,1,4,3
17,0,0.0,45,2,Light snow,2015,1,21,2,0,1,5,7
18,0,0.0,48,3,Light snow,2015,1,21,2,0,1,5,4
19,0,0.0,53,4,Light snow,2015,1,21,2,0,1,7,5
20,-1,0.1,58,6,Moderate snow,2015,1,21,2,0,1,0,2
21,-1,0.1,62,8,Moderate snow,2015,1,21,2,0,1,1,1
22,-1,0.0,66,7,Moderate snow,2015,1,21,2,0,1,1,1
23,-1,0.1,69,6,Heavy snow,2015,1,21,2,0,1,0,0
0,-1,0.3,72,6,Heavy snow,2015,1,22,3,0,1,2,0
1,-1,0.1,68,6,Heavy snow,2015,1,22,3,0,1,0,0
2,-1,0.0,65,7,Overcast,2015,1,22,3,0,1,1,0
3,-1,0.0,61,8,Overcast,2015,1,22,3,0,1,0,0
4,-1,0.0,62,7,Overcast,2015,1,22,3,0,1,0,0
5,-1,0.0,62,6,Cloudy,2015,1,22,3,0,1,0,1
6,-1,0.0,62,5,Cloudy,2015,1,22,3,0,1,5,3
7,-1,0.0,62,8,Cloudy,2015,1,22,3,0,1,5,6
8,0,0.0,63,10,Overcast,2015,1,22,3,0,1,12,9
9,0,0.0,64,12,Overcast,2015,1,22,3,0,1,3,4
10,1,0.0,64,12,Overcast,2015,1,22,3,0,1,4,4
11,2,0.0,64,12,Partly cloudy,2015,1,22,3,0,1,2,3
12,3,0.0,65,13,Partly cloudy,2015,1,22,3,0,1,1,2
13,3,0.0,66,12,Partly cloudy,2015,1,22,3,0,1,5,3
14,3,0.0,67,11,Cloudy,2015,1,22,3,0,1,3,4
15,3,0.0,68,10,Cloudy,2015,1,22,3,0,1,2,2
16,2,0.0,70,12,Cloudy,2015,1,22,3,0,1,4,5
17,1,0.0,72,14,Sunny,2015,1,22,3,0,1,4,8
18,0,0.0,74,16,Clear,2015,1,22,3,0,1,2,2
19,0,0.0,73,18,Clear,2015,1,22,3,0,1,6,3
20,-1,0.0,73,20,Clear,2015,1,22,3,0,1,1,3
21,-1,0.0,72,23,Clear,2015,1,22,3,0,1,0,1
22,-1,0.0,71,20,Clear,2015,1,22,3,0,1,2,0
23,-1,0.0,70,18,Clear,2015,1,22,3,0,1,0,2
0,-2,0.0,69,15,Clear,2015,1,23,4,0,1,2,0
1,-1,0.0,69,15,Clear,2015,1,23,4,0,1,0,0
2,-1,0.0,69,14,Clear,2015,1,23,4,0,1,0,0
3,0,0.0,70,13,Clear,2015,1,23,4,0,1,0,0
4,0,0.0,71,12,Clear,2015,1,23,4,0,1,0,0
5,0,0.0,72,10,Clear,2015,1,23,4,0,1,2,3
6,-1,0.0,73,9,Sunny,2015,1,23,4,0,1,3,1
7,0,0.0,67,9,Sunny,2015,1,23,4,0,1,6,5
8,0,0.0,61,10,Sunny,2015,1,23,4,0,1,12,9
9,1,0.0,56,10,Sunny,2015,1,23,4,0,1,7,8
10,2,0.0,54,10,Sunny,2015,1,23,4,0,1,2,2
11,3,0.0,52,11,Sunny,2015,1,23,4,0,1,2,2
12,3,0.0,50,11,Sunny,2015,1,23,4,0,1,2,1
13,3,0.0,56,13,Sunny,2015,1,23,4,0,1,6,5
14,3,0.0,62,15,Sunny,2015,1,23,4,0,1,7,8
15,2,0.0,67,18,Sunny,2015,1,23,4,0,1,6,4
16,2,0.0,72,16,Sunny,2015,1,23,4,0,1,4,8
17,1,0.0,77,14,Overcast,2015,1,23,4,0,1,3,3
18,1,0.0,81,12,Overcast,2015,1,23,4,0,1,7,3
19,1,0.0,81,12,Overcast,2015,1,23,4,0,1,5,7
20,1,0.0,81,12,Cloudy,2015,1,23,4,0,1,0,2
21,1,0.0,81,12,Cloudy,2015,1,23,4,0,1,2,0
22,1,0.0,85,12,Cloudy,2015,1,23,4,0,1,3,2
23,1,0.5,88,11,Light sleet,2015,1,23,4,0,1,0,1
0,1,1.1,92,11,Light sleet,2015,1,24,5,0,0,0,0
1,1,0.5,93,11,Light sleet,2015,1,24,5,0,0,0,0
2,1,2.2,95,11,Moderate rain,2015,1,24,5,0,0,0,0
3,1,2.9,96,11,Moderate rain,2015,1,24,5,0,0,0,0
4,1,1.4,96,12,Moderate rain,2015,1,24,5,0,0,0,0
5,1,4.2,97,13,Heavy rain,2015,1,24,5,0,0,0,0
6,1,5.6,97,14,Heavy rain,2015,1,24,5,0,0,0,0
7,1,2.8,97,17,Heavy rain,2015,1,24,5,0,0,0,0
8,1,0.4,97,19,Light rain,2015,1,24,5,0,0,0,0
9,1,0.5,98,21,Light rain,2015,1,24,5,0,0,0,0
10,1,0.3,98,20,Light rain,2015,1,24,5,0,0,1,0
11,1,0.6,98,18,Light rain,2015,1,24,5,0,0,0,2
12,2,0.8,98,17,Light rain,2015,1,24,5,0,0,0,0
13,2,0.4,97,19,Light rain,2015,1,24,5,0,0,5,3
14,2,0.2,96,21,Patchy light drizzle,2015,1,24,5,0,0,2,0
15,2,0.2,95,22,Patchy light drizzle,2015,1,24,5,0,0,1,1
16,2,0.1,92,22,Patchy light drizzle,2015,1,24,5,0,0,0,0
17,1,0.2,89,22,Patchy snow possible,2015,1,24,5,0,0,2,0
18,1,0.2,86,22,Patchy snow possible,2015,1,24,5,0,0,4,1
19,0,0.1,86,23,Patchy snow possible,2015,1,24,5,0,0,0,0
20,0,0.0,86,24,Partly cloudy,2015,1,24,5,0,0,0,1
21,0,0.0,86,25,Partly cloudy,2015,1,24,5,0,0,0,0
22,0,0.0,86,23,Partly cloudy,2015,1,24,5,0,0,0,0
23,-1,0.0,86,21,Clear,2015,1,24,5,0,0,0,0
0,-1,0.0,86,20,Clear,2015,1,25,6,0,0,0,0
1,-1,0.0,86,22,Clear,2015,1,25,6,0,0,0,0
2,-1,0.0,87,24,Clear,2015,1,25,6,0,0,2,0
3,-1,0.0,87,26,Clear,2015,1,25,6,0,0,0,0
4,-1,0.0,87,25,Clear,2015,1,25,6,0,0,0,0
5,-1,0.0,87,24,Clear,2015,1,25,6,0,0,0,0
6,-1,0.0,87,24,Sunny,2015,1,25,6,0,0,0,0
7,0,0.0,87,25,Sunny,2015,1,25,6,0,0,0,1
8,1,0.0,87,26,Patchy snow possible,2015,1,25,6,0,0,1,1
9,2,0.0,86,28,Patchy snow possible,2015,1,25,6,0,0,0,3
10,2,0.0,83,25,Patchy snow possible,2015,1,25,6,0,0,3,1
11,2,0.0,80,23,Moderate or heavy snow showers,2015,1,25,6,0,0,7,7
12,2,0.0,77,20,Moderate or heavy snow showers,2015,1,25,6,0,0,2,2
13,2,0.0,78,20,Moderate or heavy snow showers,2015,1,25,6,0,0,7,13
14,2,0.0,79,20,Partly cloudy,2015,1,25,6,0,0,6,9
15,2,0.0,80,19,Partly cloudy,2015,1,25,6,0,0,4,3
16,0,0.0,80,17,Partly cloudy,2015,1,25,6,0,0,7,4
17,-1,0.0,80,14,Partly cloudy,2015,1,25,6,0,0,3,1
18,-2,0.0,80,11,Partly cloudy,2015,1,25,6,0,0,4,0
19,-2,0.0,80,13,Partly cloudy,2015,1,25,6,0,0,3,4
20,-2,0.0,80,15,Light snow,2015,1,25,6,0,0,0,1
21,-2,0.0,80,17,Light snow,2015,1,25,6,0,0,0,0
22,-3,0.0,80,18,Light snow,2015,1,25,6,0,0,1,1
23,-3,0.0,79,18,Moderate snow,2015,1,25,6,0,0,0,0
0,-4,0.1,79,18,Moderate snow,2015,1,26,0,0,1,0,1
1,-4,0.0,78,20,Moderate snow,2015,1,26,0,0,1,0,0
2,-4,0.1,77,21,Moderate snow,2015,1,26,0,0,1,0,0
3,-4,0.1,76,23,Moderate snow,2015,1,26,0,0,1,0,0
4,-4,0.0,80,22,Moderate snow,2015,1,26,0,0,1,0,0
5,-4,0.2,85,21,Blizzard,2015,1,26,0,0,1,1,0
6,-4,0.3,90,20,Blizzard,2015,1,26,0,0,1,2,3
7,-4,0.2,90,23,Blizzard,2015,1,26,0,0,1,2,2
8,-5,0.3,90,27,Blizzard,2015,1,26,0,0,1,7,4
9,-5,0.4,90,31,Blizzard,2015,1,26,0,0,1,7,2
10,-5,0.2,90,30,Blizzard,2015,1,26,0,0,1,1,0
11,-4,0.7,91,29,Blizzard,2015,1,26,0,0,1,1,2
12,-4,0.9,92,29,Blizzard,2015,1,26,0,0,1,1,0
13,-4,0.5,92,31,Blizzard,2015,1,26,0,0,1,2,2
14,-3,0.3,92,34,Blizzard,2015,1,26,0,0,1,1,4
15,-3,0.4,92,37,Blizzard,2015,1,26,0,0,1,0,0
16,-3,0.2,92,36,Blizzard,2015,1,26,0,0,1,0,0
17,-3,0.6,91,35,Blizzard,2015,1,26,0,0,1,1,0
18,-3,0.8,91,33,Blizzard,2015,1,26,0,0,1,0,2
19,-3,0.4,92,35,Blizzard,2015,1,26,0,0,1,0,0
20,-3,0.4,93,36,Blizzard,2015,1,26,0,0,1,0,0
21,-4,0.6,94,37,Blizzard,2015,1,26,0,0,1,0,0
22,-4,0.3,93,36,Blizzard,2015,1,26,0,0,1,0,0
23,-4,1.0,93,35,Blizzard,2015,1,26,0,0,1,0,0
0,-5,2.1,93,34,Blizzard,2015,1,27,1,0,1,0,0
1,-5,1.0,93,34,Blizzard,2015,1,27,1,0,1,0,0
2,-5,0.5,93,34,Blizzard,2015,1,27,1,0,1,0,0
3,-5,0.6,93,35,Blizzard,2015,1,27,1,0,1,0,0
4,-5,0.3,93,34,Blizzard,2015,1,27,1,0,1,0,0
5,-5,1.1,93,34,Blizzard,2015,1,27,1,0,1,0,0
6,-5,1.5,93,33,Blizzard,2015,1,27,1,0,1,0,0
7,-5,0.8,93,33,Blizzard,2015,1,27,1,0,1,0,0
8,-5,0.6,93,32,Blizzard,2015,1,27,1,0,1,1,1
9,-5,0.8,93,32,Blizzard,2015,1,27,1,0,1,1,0
10,-4,0.4,91,30,Blizzard,2015,1,27,1,0,1,0,0
11,-3,0.9,90,27,Blizzard,2015,1,27,1,0,1,0,0
12,-2,1.2,88,25,Blizzard,2015,1,27,1,0,1,0,0
13,-2,0.6,88,27,Blizzard,2015,1,27,1,0,1,0,1
14,-2,0.1,87,28,Blizzard,2015,1,27,1,0,1,0,0
15,-3,0.1,87,30,Blizzard,2015,1,27,1,0,1,0,1
16,-3,0.0,87,26,Blizzard,2015,1,27,1,0,1,1,2
17,-4,0.1,86,23,Moderate snow,2015,1,27,1,0,1,0,1
18,-4,0.1,86,20,Moderate snow,2015,1,27,1,0,1,1,0
19,-5,0.0,86,21,Moderate snow,2015,1,27,1,0,1,0,2
20,-5,0.0,86,22,Light snow,2015,1,27,1,0,1,0,0
21,-6,0.0,86,23,Light snow,2015,1,27,1,0,1,0,0
22,-7,0.0,86,23,Light snow,2015,1,27,1,0,1,0,0
23,-7,0.0,86,22,Partly cloudy,2015,1,27,1,0,1,0,0
0,-8,0.0,86,22,Partly cloudy,2015,1,28,2,0,1,0,0
1,-8,0.0,86,23,Partly cloudy,2015,1,28,2,0,1,0,0
2,-8,0.0,86,24,Partly cloudy,2015,1,28,2,0,1,0,0
3,-8,0.0,86,24,Partly cloudy,2015,1,28,2,0,1,0,0
4,-8,0.0,85,24,Partly cloudy,2015,1,28,2,0,1,0,0
5,-8,0.0,84,24,Clear,2015,1,28,2,0,1,0,0
6,-7,0.0,83,24,Sunny,2015,1,28,2,0,1,1,1
7,-7,0.0,82,24,Sunny,2015,1,28,2,0,1,0,2
8,-7,0.0,81,24,Sunny,2015,1,28,2,0,1,4,0
9,-7,0.0,80,24,Sunny,2015,1,28,2,0,1,2,1
10,-5,0.0,80,23,Sunny,2015,1,28,2,0,1,1,0
11,-3,0.0,79,21,Sunny,2015,1,28,2,0,1,0,3
12,-2,0.0,79,19,Sunny,2015,1,28,2,0,1,0,1
13,-2,0.0,79,20,Sunny,2015,1,28,2,0,1,0,1
14,-2,0.0,80,21,Sunny,2015,1,28,2,0,1,1,3
15,-2,0.0,81,21,Sunny,2015,1,28,2,0,1,1,1
16,-3,0.0,81,18,Sunny,2015,1,28,2,0,1,0,2
17,-4,0.0,82,15,Sunny,2015,1,28,2,0,1,0,3
18,-6,0.0,83,12,Clear,2015,1,28,2,0,1,7,1
19,-6,0.0,82,13,Clear,2015,1,28,2,0,1,3,3
20,-6,0.0,81,14,Clear,2015,1,28,2,0,1,1,3
21,-6,0.0,80,16,Clear,2015,1,28,2,0,1,2,1
22,-6,0.0,80,15,Clear,2015,1,28,2,0,1,1,0
23,-7,0.0,79,13,Clear,2015,1,28,2,0,1,1,1
0,-7,0.0,79,12,Clear,2015,1,29,3,0,1,0,0
1,-7,0.0,78,13,Clear,2015,1,29,3,0,1,0,0
2,-8,0.0,78,13,Clear,2015,1,29,3,0,1,0,0
3,-8,0.0,77,14,Clear,2015,1,29,3,0,1,0,0
4,-9,0.0,76,12,Clear,2015,1,29,3,0,1,0,0
5,-9,0.0,76,10,Partly cloudy,2015,1,29,3,0,1,1,0
6,-9,0.0,75,8,Partly cloudy,2015,1,29,3,0,1,1,2
7,-8,0.0,75,7,Partly cloudy,2015,1,29,3,0,1,1,1
8,-6,0.0,74,7,Sunny,2015,1,29,3,0,1,7,7
9,-5,0.0,74,6,Sunny,2015,1,29,3,0,1,1,2
10,-4,0.0,74,6,Sunny,2015,1,29,3,0,1,0,2
11,-3,0.0,74,6,Overcast,2015,1,29,3,0,1,2,1
12,-2,0.0,75,6,Overcast,2015,1,29,3,0,1,0,1
13,-2,0.0,76,7,Overcast,2015,1,29,3,0,1,0,2
14,-1,0.0,77,9,Overcast,2015,1,29,3,0,1,6,1
15,-1,0.0,79,10,Overcast,2015,1,29,3,0,1,2,1
16,-1,0.0,80,11,Overcast,2015,1,29,3,0,1,3,4
17,-1,0.0,82,12,Overcast,2015,1,29,3,0,1,2,3
18,0,0.0,83,13,Overcast,2015,1,29,3,0,1,5,1
19,0,0.0,83,15,Overcast,2015,1,29,3,0,1,4,2
20,0,0.0,84,16,Light snow,2015,1,29,3,0,1,1,0
21,0,0.0,84,18,Light snow,2015,1,29,3,0,1,0,1
22,0,0.0,85,16,Light snow,2015,1,29,3,0,1,1,1
23,0,0.2,86,14,Heavy snow,2015,1,29,3,0,1,0,0
0,0,0.3,88,12,Heavy snow,2015,1,30,4,0,1,0,1
1,0,0.2,89,12,Heavy snow,2015,1,30,4,0,1,0,1
2,1,0.5,90,13,Heavy snow,2015,1,30,4,0,1,0,0
3,1,0.7,91,13,Heavy snow,2015,1,30,4,0,1,0,0
4,0,0.4,91,13,Heavy snow,2015,1,30,4,0,1,0,0
5,0,0.8,92,12,Heavy snow,2015,1,30,4,0,1,1,1
6,0,1.1,92,11,Heavy snow,2015,1,30,4,0,1,1,1
7,0,0.6,90,16,Heavy snow,2015,1,30,4,0,1,4,3
8,0,0.0,88,21,Moderate snow,2015,1,30,4,0,1,5,5
9,0,0.0,87,27,Moderate snow,2015,1,30,4,0,1,2,2
10,0,0.0,86,25,Moderate snow,2015,1,30,4,0,1,0,1
11,1,0.1,85,24,Blizzard,2015,1,30,4,0,1,0,2
12,1,0.1,85,23,Blizzard,2015,1,30,4,0,1,1,1
13,1,0.1,83,27,Blizzard,2015,1,30,4,0,1,3,2
14,0,0.0,81,31,Blizzard,2015,1,30,4,0,1,2,2
15,0,0.0,80,35,Blizzard,2015,1,30,4,0,1,0,2
16,-2,0.0,80,36,Blizzard,2015,1,30,4,0,1,3,1
17,-4,0.0,81,36,Patchy snow possible,2015,1,30,4,0,1,0,1
18,-5,0.0,82,37,Patchy snow possible,2015,1,30,4,0,1,0,0
19,-6,0.0,83,37,Patchy snow possible,2015,1,30,4,0,1,0,0
20,-7,0.0,83,38,Clear,2015,1,30,4,0,1,0,0
21,-8,0.0,83,39,Clear,2015,1,30,4,0,1,0,0
22,-8,0.0,83,38,Clear,2015,1,30,4,0,1,0,0
23,-9,0.0,83,37,Clear,2015,1,30,4,0,1,0,0
0,-10,0.0,83,37,Clear,2015,1,31,5,0,0,0,0
1,-10,0.0,83,38,Clear,2015,1,31,5,0,0,0,0
2,-10,0.0,83,39,Clear,2015,1,31,5,0,0,0,0
3,-10,0.0,84,40,Clear,2015,1,31,5,0,0,0,0
4,-10,0.0,83,37,Clear,2015,1,31,5,0,0,0,0
5,-11,0.0,83,35,Clear,2015,1,31,5,0,0,0,0
6,-11,0.0,82,32,Sunny,2015,1,31,5,0,0,0,0
7,-10,0.0,82,33,Sunny,2015,1,31,5,0,0,0,0
8,-10,0.0,81,35,Sunny,2015,1,31,5,0,0,0,0
9,-10,0.0,81,36,Sunny,2015,1,31,5,0,0,1,1
10,-9,0.0,80,35,Sunny,2015,1,31,5,0,0,1,1
11,-8,0.0,80,34,Sunny,2015,1,31,5,0,0,1,2
12,-7,0.0,79,33,Sunny,2015,1,31,5,0,0,1,1
13,-6,0.0,79,32,Sunny,2015,1,31,5,0,0,3,3
14,-6,0.0,79,31,Sunny,2015,1,31,5,0,0,1,1
15,-6,0.0,79,31,Sunny,2015,1,31,5,0,0,2,4
16,-6,0.0,80,28,Sunny,2015,1,31,5,0,0,1,2
17,-7,0.0,81,25,Sunny,2015,1,31,5,0,0,1,0
18,-8,0.0,82,22,Clear,2015,1,31,5,0,0,2,3
19,-8,0.0,82,21,Clear,2015,1,31,5,0,0,0,1
20,-8,0.0,82,20,Clear,2015,1,31,5,0,0,1,2
21,-8,0.0,82,18,Clear,2015,1,31,5,0,0,0,0
22,-8,0.0,84,17,Clear,2015,1,31,5,0,0,0,1
23,-7,0.0,85,16,Clear,2015,1,31,5,0,0,0,0
0,-7,0.0,86,15,Clear,2015,2,1,6,0,0,0,0
1,-7,0.0,87,16,Clear,2015,2,1,6,0,0,0,0
2,-7,0.0,87,18,Clear,2015,2,1,6,0,0,0,0
3,-7,0.0,88,19,Clear,2015,2,1,6,0,0,0,0
4,-7,0.0,88,17,Clear,2015,2,1,6,0,0,0,0
5,-7,0.0,89,15,Partly cloudy,2015,2,1,6,0,0,0,0
6,-7,0.0,89,12,Partly cloudy,2015,2,1,6,0,0,0,0
7,-6,0.0,88,13,Partly cloudy,2015,2,1,6,0,0,0,0
8,-4,0.0,87,14,Partly cloudy,2015,2,1,6,0,0,0,0
9,-3,0.0,86,14,Partly cloudy,2015,2,1,6,0,0,0,0
10,-2,0.0,86,13,Partly cloudy,2015,2,1,6,0,0,0,3
11,-1,0.0,86,12,Partly cloudy,2015,2,1,6,0,0,0,0
12,0,0.0,86,11,Partly cloudy,2015,2,1,6,0,0,0,1
13,0,0.0,86,11,Partly cloudy,2015,2,1,6,0,0,6,1
14,0,0.0,87,12,Cloudy,2015,2,1,6,0,0,1,3
15,1,0.0,87,12,Cloudy,2015,2,1,6,0,0,4,5
16,0,0.0,87,9,Cloudy,2015,2,1,6,0,0,8,4
17,0,0.1,87,5,Moderate snow,2015,2,1,6,0,0,4,4
18,-1,0.1,87,2,Moderate snow,2015,2,1,6,0,0,2,4
19,0,0.0,88,6,Moderate snow,2015,2,1,6,0,0,0,1
20,0,0.3,88,10,Heavy snow,2015,2,1,6,0,0,1,0
21,0,0.4,89,13,Heavy snow,2015,2,1,6,0,0,1,0
22,0,0.2,90,15,Heavy snow,2015,2,1,6,0,0,1,1
23,0,1.2,90,17,Heavy snow,2015,2,1,6,0,0,1,0
0,1,2.5,91,19,Heavy snow,2015,2,2,0,0,1,0,0
1,1,1.2,92,23,Heavy snow,2015,2,2,0,0,1,0,0
2,1,2.5,93,26,Moderate rain,2015,2,2,0,0,1,0,0
3,1,3.3,95,30,Moderate rain,2015,2,2,0,0,1,0,0
4,2,1.6,96,28,Moderate rain,2015,2,2,0,0,1,0,0
5,2,5.8,98,26,Heavy rain,2015,2,2,0,0,1,0,0
6,2,7.8,99,24,Heavy rain,2015,2,2,0,0,1,0,0
7,2,3.9,99,24,Heavy rain,2015,2,2,0,0,1,0,0
8,1,1.4,99,23,Moderate or heavy freezing rain,2015,2,2,0,0,1,1,1
9,1,1.9,99,22,Moderate or heavy freezing rain,2015,2,2,0,0,1,0,0
10,0,1.0,98,21,Moderate or heavy freezing rain,2015,2,2,0,0,1,1,0
11,-1,2.1,97,20,Moderate or heavy freezing rain,2015,2,2,0,0,1,0,0
12,-1,2.8,97,19,Moderate or heavy freezing rain,2015,2,2,0,0,1,0,1
13,-2,1.4,96,18,Moderate or heavy freezing rain,2015,2,2,0,0,1,0,0
